Key,French
actor.action_task.choose_your_destiny,Décider du sort
opinion_mind.donated_lord_to_holy_family,Sacrifice de noble
opinion_mind.exile_from_faction,Titre retiré et expulsion forcée
opinion_mind.friend_exiled_from_faction,Proche expulsé·e
mind.friend_exiled_from_faction,Un personnage qui m'est proche a été expulsé de notre famille.
display_event.untitled_lord_leave_soon,"{name}, de basse noblesse, va bientôt quitter la cité."
display_event.untitled_lord_leave,Il nobile minore {name} se ne sta andando
notification.got_knowledge_from_teach,Une leçon avec {name_2} a permis à {name} d'obtenir le savoir {knowledge}.
mind.making_desire,Combler mon désir
menu.battle_squad.shoot_without_order,Tirer sans ordres
main_menu.new_game.family.members.single_king,Monarque célibataire
main_menu.new_game.family.members.king_wife_three_brothers,Trois frères et une épouse
main_menu.new_game.family.members.king_wife_two_brothers,Deux frères et une épouse
display_event.lost_knowledge,Savoirs en danger
display_event.soldier_tax_decreased,Baisse de l'impôt militaire
letter.tax_increase_2,"C'est avec respect que nous voyons votre État s'enrichir ! Vous n'auriez certainement pas atteint ce niveau de croissance sans l'aide de Mère Sophia, que nous servons toutes et tous fidèlement. Il est donc normal de restituer à ses serviteurs une partie de vos richesses afin que vos prières continuent d'être exaucées."
letter.tax_decrease,C'est avec tristesse que nous observons les douloureuses épreuves souffertes récemment par votre État ! Mère Sophia ne restera pas indifférente à la souffrance de ses enfants. Il nous paraît donc naturel de réduire votre impôt militaire.
letter.army_tax_decrease_footer,"Votre État étant devenu plus petit, la Famille de l'étreinte divine a décidé de réduire votre contribution à la sécurité des routes.
 
 L'impôt militaire prélevé par l'Église passe ainsi de {old_tax} par unité de combativité de vos guerriers et guerrières à {new_tax}."
menu.battle_squad.shoot_in_archers,Cibler les archers
statistics_menu.province.trees_felled_yesterday,Arbres abattus hier :
statistics_menu.province.trees_growed_yesterday,Nouveaux arbres apparus hier :
grave.king,"Après de grandes réussites, j'ai trouvé ici la paix. {province_name}, n'oublie pas les actions de ton monarque !"
grave.king_kia,"J'ai trouvé la mort en combattant fièrement pour mon royaume. {province_name}, ne m'oublie pas !"
grave.smart,Ci-gît un phare de la sagesse dont les savoirs ne connaissaient aucune limite.
grave.mother,Ci-gît une mère aimante et une femme loyale. Mère Sophia t'accueillera à bras ouverts.
grave.victor,"Ci-gît l'invincible capitaine, que seule la mort aura su arrêter."
grave.queen,{province_name} pleure la perte de sa reine adorée.
grave.heir,Ici repose le corps dont la tête ne sera jamais couronnée.
grave.kia,A trouvé la mort en défendant son monarque. Ton souvenir ne sera jamais effacé !
grave.generic_1,"Mère Sophia, accepte cette âme dont la vie a été remplie de bonnes actions et qui repose enfin."
grave.generic_2,Je pensais que Mère Sophia m'accorderait plus de temps.
grave.generic_3,"Repose en paix, toi qui ne l'as pas connue dans la vie."
grave.generic_4,Et si… ?
grave.generic_5,"Repose en paix, toi qui n'as pas connu le repos dans la vie."
letter.villager_name,{name}
grave.dyed_at,Âge du décès : {age} ans
grave.grave_of,Ci-gît {name}.
map.defence_own_village,Défense du village
activity_state.grave_visit_go,Visite une tombe
activity_state.grave_visit,Repense aux âmes défuntes
mind.close_remember,Se souvient des âmes défuntes
mind.grave_visit,A visité la tombe d'un être cher
menu.construction.category.graves,Monuments
building.grave,Tombe : {name}
notification.close_remember,{name} repense à {name_2}
grave.generic_6,La mémoire de ses actes de bonté restera à jamais dans le cœur du peuple.
grave.generic_7,Sa vie fut un exemple de piété et de vertu. Puisse son âme reposer en paix auprès de Mère Sophia.
grave.generic_8,Ci-gît un phare du peuple qui restera éternellement dans sa mémoire.
grave.generic_9,"Ne soyez pas aussi grave, votre tour viendra !"
grave.generic_10,"À force de jouer des tours au destin, c'est le destin qui a fini par lui en jouer un."
grave.generic_11,"Ci-gît une âme qui visait un monde meilleur, mais qui s'est trompée de voie."
grave.generic_12,Sa dernière gueule de bois lui fut fatale.
grave.generic_13,Ses derniers mots furent : « Tout va bien se passer ! »
grave.generic_14,Son amour inconsidéré pour les festins aura eu raison de ses intestins.
grave.generic_15,Voilà ce qu'il arrive quand on perd aux dés contre la mort.
grave.generic_16,"Sa vie était semblable à un luth : raffinée, mais pleine de fausses notes."
grave.generic_17,Il aurait mieux valu se méfier un peu plutôt que de prétendre sans cesse n'avoir peur de rien.
grave.generic_18,Moi qui croyais que la vie n'était qu'un jeu.
grave.generic_19,"Sa passion pour les dés l'animait, jusqu'au dernier jet."
grave.generic_20,Voilà ce qu'il arrive quand on en sait trop.
grave.generic_21,"« Ne vous en faites pas, je sais ce que je fais. »"
grave.generic_22,Vérifier soi-même la résistance de son armure n'est jamais une bonne idée.
grave.generic_23,Son amour de l'aventure aura causé sa perte.
grave.generic_24,Toute sa vie fut dédiée au service de Mère Sophia et des autres.
grave.generic_25,"Son passage sur terre est terminé, c'est désormais une vie éternelle auprès de Mère Sophia qui commence."
grave.generic_26,"Puisse son repos être paisible, ainsi que le mérite un monarque qui s'est battu pour l'honneur et la justice."
letter.inquisition_go_to_purge,"C'est le cœur lourd que nous avons observé votre peuple s'enfoncer dans les abîmes du péché... Cette débauche doit cesser. Pour le bien de tous les enfants de Sophia, nous n'avons d'autre choix que de vous purifier, vous et vos sujets, par le feu. Le Père autoritaire a déjà prié pour vos âmes et rassemblé ses fidèles frères de l'Inquisition."
mind.enemy_grave_visited,A visité la tombe d'un ennemi
work.executor,Bourreau
mind.caprice,Rêve non réalisé
mind.caprice_success,Rêve réalisé
display_event.obession_appear,{name} : nouvelle obsession.
options_menu.graphics.display_scars,Afficher cicatrices
building.menu.gallows_culture_terror,Les nobles appartiennent à cette culture. Le score de relation avec le monarque diminuera de <red>{mind_strength} :</red>
opinion_mind.culture_terror,Terrorise ma culture
display_event.lords_against_terror,Les nobles n'apprécient pas la terreur envers les {culture}s.
name.nickname_1,Le trou
name.nickname_2,Nez rouge
name.nickname_3,L'éponge
name.nickname_4,Boit-sans-soif
name.nickname_5,Sac à vin
name.nickname_6,Soûlographe
name.nickname_7,Meurt-de-soif
name.nickname_8,Alors on danse
name.nickname_9,La folie
name.nickname_10,Peau jaune
name.nickname_11,L'accro
name.nickname_12,La folie jaune
name.nickname_13,Nez jaune
name.nickname_14,Nectar mon amour
name.nickname_15,À moi la bouteille
name.nickname_16,La jaunisse
name.nickname_17,Bandeau crasseux
name.nickname_18,Maniaque
name.nickname_19,Nectarine
name.nickname_20,Plus vite que la musique
name.nickname_21,Détale vite
name.nickname_22,Ce sera sans moi
name.nickname_23,La mauviette
name.nickname_24,Braies mouillées
name.nickname_25,La trouille
name.nickname_26,À couvert
name.nickname_27,La musaraigne
name.nickname_28,La queue entre les jambes
name.nickname_29,Poing redoutable
name.nickname_30,Sombre épée
name.nickname_31,Cœur vaillant
name.nickname_32,Cœur de lion
name.nickname_33,Esprit courageux
name.nickname_34,La fermeté même
name.nickname_35,Rien ne l'arrête
name.nickname_36,Force de la nature
name.nickname_37,La figure de proue
name.nickname_38,La fourmi
name.nickname_39,Le fouet
name.nickname_40,Tue-paresse
name.nickname_41,Debout là-dedans
name.nickname_42,Réponse à tout
name.nickname_43,Bibliomane
name.nickname_44,Papivore
name.nickname_45,L'intello
name.nickname_46,Bibliothécaire
name.nickname_47,Gros bonnet
name.nickname_48,Sage
name.nickname_49,Pédagogue
name.nickname_50,L'as de la grammaire
name.nickname_51,Prof
name.nickname_52,Spécialiste
name.nickname_53,Serpent futé
name.nickname_54,Mentor
name.nickname_55,Puits de science
name.nickname_56,Juge
name.nickname_57,Vengeance
name.nickname_58,Respect de la loi
name.nickname_59,Le fléau des voleurs
name.nickname_60,L'as du gibet
name.nickname_61,Sans pitié
name.nickname_62,Main de fer
name.nickname_63,Bourreau
name.nickname_64,L'âme assassine
name.nickname_65,Vampire
name.nickname_66,La corde au cou
name.nickname_67,Soif de sang
name.nickname_68,L'as de la potence
name.nickname_69,Duelliste
name.nickname_70,La lame fourbe
name.nickname_71,La Faucheuse
name.nickname_72,La chance sourit
name.nickname_73,Défi accepté
name.nickname_74,Les nerfs lâchent
name.nickname_75,Esprit tourmenté
name.nickname_76,Dingue
name.nickname_77,Lunatique
name.nickname_78,Psychopathe
name.nickname_79,La bénédiction
name.nickname_80,M'approche pas
name.nickname_81,L'hyperactivité
name.nickname_82,Voyage sans fin
name.nickname_83,Nomade
name.nickname_84,La bougeotte
name.nickname_85,Sur la route
name.nickname_86,Vagabondage
name.nickname_87,Des fourmis dans les jambes
name.nickname_88,L'épouvantail
name.nickname_89,L'épouvante
name.nickname_90,Beauté intérieure
name.nickname_91,La chair de poule
name.nickname_92,Simple d'esprit
name.nickname_93,Les yeux fermés
name.nickname_94,L'abus de confiance
name.nickname_95,La naïveté
name.nickname_96,Quitte ou double
name.nickname_97,C'est la dernière
name.nickname_98,Dernier pari
name.nickname_99,Tapis
name.nickname_100,L'amblyope
name.nickname_101,L'aveugle
name.nickname_102,La cane blanche
name.nickname_103,La taupe
name.nickname_104,Un œil en moins
name.nickname_105,Le cyclope
name.nickname_106,Cache-œil
name.nickname_107,À moitié aveugle
name.nickname_108,La vision réduite
name.nickname_109,La poigne réduite
name.nickname_110,Mauvaise main
name.nickname_111,Esprit tourmenté
name.nickname_112,Une main sur deux
name.nickname_113,Moignon
opinion_mind.relative_suffer,Mon proche dans sa province souffre
opinion_mind.relative_dead,Mon proche a péri dans sa province
display_event.relatives_worse_relations,L'estime portée par les proches du personnage {name} envers le monarque a baissé.
display_event.got_nickname,{name} a reçu le surnom {nickname}.
display_event.lord_not_have_time_for_chancellery,Le ou la responsable de la chancellerie ne peut pas arriver à temps.
building.menu.status.waiting_inspector,En attente du personnage responsable
building.watch_tower.archers,ARCHERS
actor.action_task.assasins_guest_give_child,Sacrifice du premier enfant
actor.action_task.assassination,Assassinat secret
activity_state.npc_guest.go_to,Se dirige vers le centre de la cité
activity_state.npc_guest.wait,Se prépare à avoir une conversation
display_event.guest_arrive,{guest_name} vous rend une visite particulière.
building.watch_tower.weapons,ARMES
building.watch_tower.armor,ARMURE
building.watch_tower.orders,INSTRUCTIONS
building.watch_tower,Tour d'archers
building.watch_tower.auto_collect,Déploiement automatique des archers
actor.action_task.hire_escaped_lord,Bienvenue dans la famille
display_event.escaped_lord_arrive,Demande d'asile
letter.escaped_lord,"Je sais que cette vermine cherchera à se réfugier dans votre cité. Je vous en prie, il faut lui en interdire l'accès. Ou mieux encore, il faut l'expulser au plus vite. Vous n'imaginez pas ce que ce sauvage nous a fait !"
letter.escaped_lord_richstring,"{soul_uuid_lord} vous demande de l'accueillir dans votre province. 
 
 Refusez le personnage ou acceptez-le dans votre famille en tant que seigneur ou dame de <hint=hint_untitled_lord>basse noblesse</hint>
 
 . Si vous l'acceptez, {soul_uuid} verra son score de relation avec votre monarque diminuer de <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Nous devons envoyer des archers !
building.watch_tower.status.no_available_soldiers,Aucun soldat n'est disponible !
building.watch_tower.status.soldiers_go_to_tower,Des soldats courent vers la tour.
building.watch_tower.status.attack,Attaque {target_name}
building.watch_tower.status.on_duty,Guette le moindre danger
building.watch_tower.status.not_summoned,Les archers n'ont pas été convoqués.
activity_state.watch_tower.go_to,Se rend à la tour des archers
activity_state.watch_tower.on_duty,Est de garde dans la tour des archers
letter.escaped_lord_final,"Vous avez agi imprudemment. {lord_uuid} mérite la potence et non pas une place à votre table. Malheureusement, la honte m'empêche de vous révéler ce qu'il a fait. Je ne parviendrai pas à vous convaincre, mais votre attitude me déçoit."
letter.escaped_lord_richstring_final,"Vous avez accepté que le personnage en fuite rejoigne votre famille en tant que seigneur ou dame de <hint=hint_untitled_lord>basse noblesse.</hint>
 
 {king_uuid} verra son score de relation avec votre monarque diminuer de <red>{rel_de}</red>."
display_event.witch_save_message,Vous avez reçu une lettre.
letter.witch_save_message,"Vous avez su faire preuve de clémence envers moi. Je ne suis qu'une simple femme à la recherche d'un refuge face aux serviteurs ignorants de la Nouvelle Déesse. Tous les monarques n'auraient pas fait de même.
  
 Je vous suis reconnaissante et vous offre mon humble bénédiction."
letter.witch_save_message_richstring,"En gage de remerciement de la part de la sorcière, votre monarque a reçu le trait <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Faiblesse sexuelle
trait.longlive,Longévité
trait.male_birth,Bénédictions des Fils
actor.action_task.witch_save,Sorcière : soudoyer
actor.action_task.witch_give,Sorcière : dénoncer
actor.action_task.trade_with_knowledge_trade,Commercer
actor.action_task.hire_mountain_knight,Engager
actor.action_task.hire_escaped_lord,Bienvenue dans la famille
actor.action_task.bandit_slave_buy,Acheter l'esclave
actor.action_task.buy_dog,Acheter un chien
actor.action_task.sacrifice_allow,Autoriser la tenue de la Messe rouge
actor.action_task.depart_uniq_guest,Bannir
building.watch_tower.enemy_tower,La tour offre une protection et une meilleure visée aux archers et archères qui y sont postées. Sélectionnez une unité à attaquer grâce au <b>BDS</b>.
actor.class.light_crossbowman,Arbalétrier·ère léger·ère
global_map.object.army.defenders,Garnison
map.ask_player_send_army_to_attack,Demander un soutien militaire
opinion_mind.player_ally_send_army,Envoyer un soutien militaire
opinion_mind.leader,Commandement de l'alliance
global_map.choose_army,SÉLECTION D'ESCOUADE
actor.action.army.allies,Alliés
actor.action.army.vassals,Vassaux
display_event.uniq_slave_release_message,Message de l'esclave
letter.uniq_slave_release_message_noble,"Je suis l'esclave que vous avez acheté aux bandits puis avez libéré. Veuillez m'excuser, mais j'ai dû partir précipitamment. J'avais hâte de rejoindre ma famille.
  
 Je comprends maintenant que la beauté de certaines personnes peut être autant source de bonheur que mère des pires trahisons. Tout ceci est si humiliant que je préfère garder mon identité secrète.
  
 Ceci dit, je voudrais vous faire part de ma gratitude pour votre gentillesse et, si possible, vous dédommager pour vos efforts."
letter.uniq_slave_release_noble_richstring,Vous trouvez <hint=hint_resource_gold>{count}</hint> dans l'enveloppe.
letter.uniq_slave_release_message_bandit,"Un humble ministre vous écrit au nom d'un paria analphabète. Vous auriez acheté sa liberté contre une somme conséquente auprès de bandits.
  
 Afin de rembourser sa dette causée par une défaite à un jeu de dés, il a dû payer le prix fort et offrir sa vie, prétendant appartenir à une mystérieuse famille noble.
  
 Vous avez fait preuve d'une grande clémence et cela lui a fait profondément regretter ses actes. Il ne peut pas vous rembourser et me demande de prier pour votre bonne santé."
letter.uniq_slave_release_bandit_richstring,L'enveloppe ne contient rien d'autre que la lettre.
map.demand_player_send_army_to_attack,Exiger l'envoi d'une armée
opinion_mind.matriarch_witch_give,Livrer la sorcière à la justice
display_event.witch_king_got_impotence,Votre monarque ne se sent pas bien.
display_event.too_smart_old_lord,{name} : risque de perte de savoir
display_event.lord_banned,{name} : persona non grata à {faction_name} !
mind.animal_master,Propriétaire
activity_state.go_to_pet,Va voir un animal
mind.animal_play,A joué avec le chien
map.vassal_ai_want_to_rebel,Révolte vassale imminente
opinion_mind.bribe_my_heir,A essayé de me renverser
menu.army.keep_last_army,Enregistrer la dernière formation
actor.action_task.order_song_religious,Hymne religieux
actor.action_task.order_song_lyric,Poème lyrique
actor.action_task.order_song_glory,Ode héroïque
actor.action_task.order_song_good,Fable
activity_state.npc_bard.go_to,Va jouer
activity_state.npc_bard.work,Joue
actor.action_task.dog_tame,Apprivoiser le chien
actor.action_task.dog_transit,Donner le chien
activity_state.npc_joker.go_to,Va divertir les gens
activity_state.npc_joker.work,Divertit les gens
display_event.guest_assassin_success_death,{target_name} a quitté ce monde subitement
auto_backup_saves.header,Fichiers de sauvegarde de secours créés
auto_backup_saves.body,"Vous avez démarré <b>Norland</b> sur une branche bêta expérimentale. Nous nous efforçons de la rendre aussi stable que possible, mais ici, tout peut arriver ! 
 
 Si vous souhaitez repasser sur la branche principale, gardez à l'esprit que les sauvegardes de la branche expérimentale peuvent ne pas être compatibles avec la branche principale. C'est pourquoi nous avons créé des copies de vos sauvegardes dans un dossier distinct : <b>%localappdata%/Strategy/saves/backup/</b>. Pour vous y rendre sous Windows, appuyez sur WIN+R, saisissez %localappdata%/Strategy/, puis appuyez sur ENTRÉE. 
 
 Pour utiliser ces sauvegardes, déplacez les fichiers dans le dossier <b>saves/</b>. 
 
 Vos retours sur les changements apportés comptent énormément pour nous. Nous avons hâte de vous lire sur les forums Steam ou sur notre serveur Discord. Merci !"
mind.heard_good_song,Les paroles d'une chanson de troubadour
display_event.unique_guest_bishop,Une lettre de la Matriarche
letter.unique_guest_bishop,"Mon enfant, vous avez fait preuve d'hospitalité et de générosité, et cette nouvelle nous apporte une grande fierté ! Nous vous remercions d'avoir accueilli chaleureusement notre connaissance commune ! Malgré ses désaccords avec l'un des monarques, sa vie est dévouée à nous servir avec honneur, dans la paix. Puisse votre province devenir son sanctuaire et puissiez-vous veiller à sa bonne santé."
letter.unique_guest_bishop_richstring,Relation avec la Matriarche et l'évêque <green>+{rel_de}</green>
display_event.unique_guest_philosoph,Une lettre d'un lointain monarque
letter.unique_guest_philosoph,"J'ai ouï dire qu'un individu pourrait se rendre en secret dans votre cité. Je vous en conjure, ne lui donnez pas l'hospitalité ! Cet enfant de chienne a commis un sacrilège en pleine tenue de la messe matinale et ose remettre en question la bonté de notre Sainte Mère Sophia. Réfléchissez bien !"
letter.unique_guest_philosoph_richstring,Vous savez désormais pourquoi {soul_uuid} cherche refuge sur vos terres.
action_task_assassination,Assassinat secret
actor.action_task.trade_with_nectar_trader,Commercer
activity_state.joker_watch.go_to,Va assister à la représentation du bouffon
activity_state.joker_watch.process,Profite du spectacle
activity_state.joker_watch.give_gold,Donne de l'or au bouffon
building.wooden_wall,Palissade
actor.action_task.dog_play,Jouer
work.warden,Garde
display_event.some_soldiers_refuse_patrol,Des guerriers refusent d'aller patrouiller.
display_event.bard_complete_order,Le troubadour a satisfait la demande.
activity_state.bard_watch.go_to,Va écouter le troubadour
activity_state.bard_watch.process,Écoute le troubadour
activity_state.npc_bard.wait,Attend un public
opinion_mind.kick_out_me_from_alliance,A rompu l'alliance
opinion_mind.kick_out_me_from_vassalage,A offert l'indépendance
display_event.sacrifice_allowed,La Messe rouge a été autorisée.
display_event.sacrifice_result,La Messe rouge a pris fin
opinion_mind.sacrifice_allowed,A autorisé la Messe rouge
name.incognito,Incognito
guest.assassin,Ministre de Dahamat
guest.escaped_lord,Noble en fuite
guest.joker,Bouffon
guest.knowledge_trader,Scribe
guest.mountain_knight,Paladin maraudeur
guest.witch,Sorcière
guest.bandit_and_slave,Paria avec esclave
guest.dog_seller,Marchand·e de chiens
guest.cultists,Archontes du Dieu mort
guest.bard,Troubadour
guest.nectar_trader,Commerçant·e de nectar
guest.incognito,Incognito
opinion_mind.escaped_lord_accept,A reçu le ou la noble en fuite
display_event.click_to_read_message,Cliquez pour lire le message
display_event.unique_guest_philosoph_depart,Message d'un·e hôte
letter.unique_guest_philosoph_depart,"Merci infiniment pour votre bienveillance sans limites ! Malheureusement, je dois quitter votre accueillante province, car mes ennemis ont découvert où je me trouve. En souvenir de nos agréables conversations, je tiens à vous offrir ce livre. Puisse-t-il vous rappeler notre amitié et le pouvoir de l'ouverture aux connaissances d'autres cultures."
letter.unique_guest_philosoph_richstring_depart,"En quittant votre cité, votre hôte vous a laissé ce message et un dictionnaire {culture_name}. 
 
 Vos nobles se souviendront chaleureusement de sa compagnie."
display_event.unique_guest_bishop_depart,Message d'un·e hôte
letter.unique_guest_bishop_depart,"Je vous remercie pour votre accueil, mais je dois désormais partir. Grâce à mes camarades à la Pierre de la Foi, la Matriarche connaît toute la vérité sur ma situation. Elle m'a accordé son pardon et concilié sa faveur, car la vérité triomphe toujours. Je vous promets de lui faire savoir que vous êtes un monarque pieux et fidèle. Puisse Mère Sophia vous protéger !"
letter.unique_guest_bishop_richstring_depart,"En quittant votre cité, votre hôte vous a laissé ce message. 
 
 Vos relations avec la <hint=hint_relations_matriarch>Matriarche</hint> et l'<hint=hint_bishop>évêque</hint> devraient bientôt s'améliorer."
ceremony.sacrifice,Messe rouge
family_tree.branch_of,Branche : {character_name}
family_tree.role.lord,Noble
display_event.place_hall,Construire la grand-salle
letter.unique_guest_piligrims_accept,Nous avons appris avec grand plaisir votre générosité envers la caravane de pèlerinage qui s'est arrêtée dans votre province. Puisse votre dévotion servir d'exemple à tous les monarques légitimes !
letter.unique_guest_piligrims_accept_richstring,"La Matriarche vous exprime sa gratitude pour l'hospitalité dont vous avez fait preuve envers la caravane de pèlerinage et pour vos dons de nourriture.
 
 $ Relation avec la Matriarche <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,Nous avons appris avec regret la façon dont vous avez traité nos enfants de la caravane de pèlerinage. N'oubliez pas les mots de Sophia : traitez mes enfants comme vous le feriez avec les vôtres ! J'espère que vous retournerez sur la voie de la dignité et de la grâce !
letter.unique_guest_piligrims_not_richstring,"La Matriarche est déçue de la façon dont vous avez traité la caravane de pèlerinage.
 
 $ Relation avec la Matriarche <red>-{rel_de}</red>"
guest.piligrims,Caravane de pèlerinage
actor.action_task.piligrims_give_food,Donner de la farine
actor.action_task.piligrims_give_swede,Donner des rutabagas
opinion_mind.piligrims_didnt_share,A maltraité la caravane de pèlerinage
opinion_mind.piligrims_share_swede,A donné des rutabagas à la caravane de pèlerinage
opinion_mind.piligrims_share_food,A donné de la farine à la caravane de pèlerinage
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Vugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Talnius
faction.new.name.18,Tamia
faction.new.name.19,Bucirk
faction.new.name.20,Grestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Larden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,La pente sacrée
global_map_new.g_label.2,Le vide silencieux
global_map_new.g_label.3,Le sommet luisant
global_map_new.g_label.4,Forêt lointaine
global_map_new.g_label.5,Marais maudits
global_map_new.g_label.6,Lac Istoma
global_map_new.g_label.7,Forêt brumeuse
global_map_new.g_label.8,Vallée désolée
global_map_new.g_label.9,Rivière Usma
global_map_new.g_label.10,Forêt des loups
global_map_new.g_label.11,Bosquet impérial
global_map_new.g_label.12,Rivière Belora
global_map_new.g_label.13,Crête fortifiée
global_map_new.g_label.14,Baie blanche
global_map_new.g_label.15,Mer gelée
global_map_new.g_label.16,Terres divines ancestrales
global_map_new.g_label.17,Rivière de la petite sœur
global_map_new.g_label.18,Rivière de la grande sœur
global_map_new.g_label.19,Plaines d'émeraude
global_map_new.g_label.20,Bois pourpre
global_map_new.g_label.21,Lac Velta
global_map_new.g_label.22,Friches meurtries
global_map_new.g_label.23,Bois du Grand Sud
global_map_new.g_label.24,Désert inerte
global_map_new.g_label.25,Bois des Anciens
global_map_new.g_label.26,Rivière Sirenis
global_map_new.g_label.27,Collines d'argile
global_map_new.g_label.28,Lac miroitant
global_map_new.g_label.29,Collines de Kaza
global_map_new.g_label.30,Désert des Makhas
global_map_new.g_label.31,Passage Ferox
global_map_new.g_label.32,Montagnes hérétiques
global_map_new.g_label.33,Bois des Kaidens
global_map_new.g_label.34,Pâturages dansants
global_map_new.g_label.35,Lac régent
global_map_new.g_label.36,Champs de Saint Michael
global_map_new.g_label.37,Vallée de Greylock
global_map_new.g_label.38,Rivière Altum
global_map_new.g_label.39,La crête argentée
global_map_new.g_label.40,Saltus désertique
global_map_new.g_label.41,Les montagnes arides
global_map_new.g_label.42,Mer du Sud
global_map_new.g_label.43,Mer tumultueuse
global_map_new.g_label.44,Lac sacré
global_map_new.g_label.45,Île interdite
global_map_new.g_label.46,Forêt larmoyante
global_map_new.g_label.47,Montagnes ombragées
display_event.lost_knowledge_final,Savoirs perdus
advisor.knowledge_lost_soon,Savoirs en danger
global_map_new.g_label.48,Pierre de la Foi
input.key.backspace,Retour arrière
input.key.arrow_up,Flèche haut
input.key.arrow_down,Flèche bas
input.key.arrow_left,Flèche gauche
input.key.arrow_right,Flèche droite
input.key.enter,Entrée
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Supprimer
input.key.end,Fin
input.key.home,Début
input.key.insert,Inser
input.key.pg_up,Page précédente
input.key.pg_down,Page suivante
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Maj.
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Espace
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Bouton gauche de la souris
input.key.mb_right,Bouton droit de la souris
input.key.mb_middle,Bouton central de la souris
input.key.mb_side1,Bouton avant de la souris
input.key.mb_side2,Bouton arrière de la souris
input.key.mb_wheel_up,Molette vers le haut
input.key.mb_wheel_down,Molette vers le bas
input.action.camera_up,Haut
input.action.camera_down,Bas
input.action.camera_left,Gauche
input.action.camera_right,Droite
input.action.zoom_in,Zoomer
input.action.zoom_out,Dézoomer
input.action.camera_move,Déplacer la caméra
input.action.select_object,Sélectionner un objet
input.action.menu_back_close,Retour/Fermer le menu
input.action.speed_one,Vitesse x1
input.action.speed_two,Vitesse x2
input.action.speed_three,Vitesse x4
input.action.speed_pause,Pause
input.action.menu_construction,Menu Construction
input.action.menu_production,Menu Production
input.action.menu_finances,Menu Économie
input.action.menu_statistics,Menu Statistiques
input.action.menu_army,Menu Armée
input.action.menu_dynasty,Menu Dynastie
input.action.menu_knowledge,Menu Savoir
input.action.menu_map,Carte du monde
input.action.construction_rotate_l,Construction : faire pivoter à gauche
input.action.construction_rotate_r,Construction : faire pivoter à droite
input.action.gui_add_more,Ajouter 10 articles
input.action.squad_order_attack,Donner un ordre à l'escouade
input.action.select_next_lord,Choisir noble suivant
input.action.select_previous_lord,Choisir noble précédent
input.category.general,Commandes principales
input.category.speed,Vitesse de jeu
input.category.menu,Menu
input.category.misc,Autres
display_event.bandit_save_message,Une lettre du personnage incognito
letter.bandit_save_message,"Je suis le père Andrey et je vous écris de la part d'un individu qui m'a payé une somme conséquente pour vous envoyer cette lettre faite d'un papier de qualité exceptionnelle. L'individu en question a avoué mener une vie faite de péchés et d'effusions de sang, actions qui lui ont rapporté une fortune considérable avant d'abandonner ses complices.
 
 Le refuge que vous lui avez offert lui a permis d'échapper à la justice et il se trouve désormais en sécurité. Il promet de vous récompenser pour votre générosité en envoyant quelque chose par le biais de la Caravane sacrée."
letter.bandit_save_message_richstring,"Il s'avère que le personnage incognito était un bandit, mais il vous est reconnaissant pour votre gentillesse et pour le refuge que vous lui avez offert. Il récompensera peut-être votre monarque pour vous remercier de votre clémence."
trade.bandit_reward,Générosité récompensée
display_event.bandits_camp_was_bribed,Les bandits de la forêt ont été corrompus !
settings_menu.tab.general,Général
settings_menu.tab.controls,Commandes
input.binding_mode,Appuyez sur une touche…
input.restore_default,Restaurer par défaut
display_event.maniac_captived_message,Lettre d'un monarque voisin
letter.maniac_captived_message,"Vos troupes ont capturé un individu connu pour ses péchés et nous l'ont envoyé. Je pensais ne jamais le revoir, merci de l'avoir attrapé. À présent, la justice va faire son travail et il recevra le châtiment qu'il mérite. Permettez-moi de vous envoyer un petit cadeau en gage de ma gratitude."
