Key,Italiana
letter.tax_decrease,Con grande dolore assistiamo alle dure prove che il vostro stato ha dovuto affrontare in questi giorni! Madre Sofia non rimarrà indifferente dinanzi alle sofferenze della sua prole: crediamo che non ci siano più motivi validi perché voi paghiate una tassa sui guerrieri maggiorata!
letter.army_tax_decrease_footer,"Ora il tuo stato è più piccolo, perciò la Famiglia benevola ritiene giusto che tu debba pagare di meno per la sicurezza delle strade.
 
 La Chiesa <b>riduce</b> la tassa sui guerrieri, che ora sarà pari a {new_tax} per unità di abilità Combattimento di ogni guerriero (invece di {old_tax})."
menu.battle_squad.shoot_in_archers,Priorità su arcieri
statistics_menu.province.trees_felled_yesterday,Alberi abbattuti ieri:
statistics_menu.province.trees_growed_yesterday,Nuovi alberi cresciuti ieri:
grave.king,"Dopo grandi successi, qui ho trovato la pace. {province_name}, ricorda i successi del tuo monarca!"
grave.king_kia,"Ho accolto la morte in battaglia con onore in nome del mio regno. {province_name}, non dimenticarmi!"
grave.smart,Qui giace una persona dotata di saggezza e conoscenza sconfinate.
grave.mother,Una madre amorevole e moglie fedele. Madre Sofia ti accoglierà.
grave.victor,Qui giace un valoroso comandante. Soltanto la morte è riuscita ad arrestarne l'avanzata.
grave.queen,Regina adorata. {province_name} piange fiumi di lacrime per la tua dipartita.
grave.heir,In questa tomba giace l'erede il cui destino non fu mai quello di indossare la corona.
grave.kia,"Ha incontrato la morte in battaglia per difendere il suo monarca. Gloria eterna a te, non ti dimenticheremo mai!"
grave.generic_1,"Qui riposa in un sonno eterno dopo aver compiuto grandi imprese. Madre Sofia, accetta quest'anima!"
grave.generic_2,Credevo che Madre Sofia mi avrebbe concesso più tempo.
grave.generic_3,Trova la pace che ti è mancata in vita.
grave.generic_4,Come sarebbe andata se...?
grave.generic_5,Qui riposa una persona che non amava dormire in vita.
letter.villager_name,Membro anziano {name}
grave.dyed_at,Morte a {age} anni
grave.grave_of,Tomba di {name}
map.defence_own_village,Difesa di villaggio
activity_state.grave_visit_go,Visita a una tomba
activity_state.grave_visit,Reminiscenza della persona defunta
mind.close_remember,Ricordi della persona defunta
mind.grave_visit,Visita alla tomba di persona cara
menu.construction.category.graves,Monumenti
building.grave,Tomba di: {name}
notification.close_remember,{name}: reminiscenza di una persona cara ({name_2})
grave.generic_6,Il ricordo delle buone azioni di questo nobile vivranno per sempre nei cuori del suo popolo.
grave.generic_7,"Durante la sua vita, questo nobile è stato esempio di fede e virtù. Che Madre Sofia accolga la sua anima."
grave.generic_8,Qui giace una persona che ha illuminato la vita di tanti altri la cui luce non svanirà mai dalla memoria della sua gente.
grave.generic_9,"Non avere quell'aria così seria, poi toccherà a te!"
grave.generic_10,Qui giace una persona che ha giocato con il fato troppo a lungo.
grave.generic_11,"Questo nobile voleva raggiungere un mondo migliore, ma è probabile che abbia sbagliato strada."
grave.generic_12,Questo nobile non ha saputo sopravvivere ai postumi di una sbornia.
grave.generic_13,"Le sue ultime parole sono state: ""Andrà tutto bene!"""
grave.generic_14,Qui giace una persona che adorava le feste... specialmente l'ultima.
grave.generic_15,Qui giace una persona che ha perso a dadi con la morte.
grave.generic_16,"La vita era come un liuto: tante corde, ma nessuna nota esatta."
grave.generic_17,"Qui giace un nobile che affermava sempre: ""Io non ho paura"". Avrebbe dovuto averne."
grave.generic_18,Qui giace una persona per cui la vita era solo un gioco.
grave.generic_19,Qui giace una persona a cui piaceva giocare a dadi... almeno fino all'ultimo tiro.
grave.generic_20,Questo nobile sapeva troppo... ed è stata la sua rovina.
grave.generic_21,"Qui giace qualcuno che ha detto: ""Niente paura, so quello che faccio""."
grave.generic_22,Collaudare la resistenza di un'armatura su di sé è una pessima idea.
grave.generic_23,Qui giace una persona che amava troppo l'avventura.
grave.generic_24,Qui giace la persona che ha dedicato la sua vita al servizio di Madre Sofia e degli altri.
grave.generic_25,"Il viaggio terreno è concluso, ma un'eternità tra le braccia di Madre Sofia attende."
grave.generic_26,Che riposi in pace come monarca che ha combattuto per l'onore e la giustizia.
letter.inquisition_go_to_purge,"A lungo abbiamo osservato con cuore greve la vostra discesa nell'abisso del peccato... Tuttavia, ciò non è più tollerabile e, per amore della prole di Madre Sofia, siamo costretti a sottoporre voi e i vostri sudditi alla purificazione del fuoco. Il Padre severo ha già pregato per la vostra anima e radunato i suoi fedeli fratelli dell'Inquisizione."
mind.enemy_grave_visited,Visita alla tomba di persona nemica
work.executor,Boia
mind.caprice,Sogno non esaudito
mind.caprice_success,Sogno esaudito
display_event.obession_appear,{name}: nuova ossessione.
options_menu.graphics.display_scars,Mostra le cicatrici
building.menu.gallows_culture_terror,I nobili appartengono a questa cultura e i rapporti con il monarca peggioreranno di <red>{mind_strength}:</red>
opinion_mind.culture_terror,Terrorizza la mia cultura
display_event.lords_against_terror,I nobili non sono contenti del terrore contro i {culture}
name.nickname_1,Senza fondo
name.nickname_2,Naso rosso
name.nickname_3,Bottiglia rotta
name.nickname_4,Amante delle birre
name.nickname_5,Cavaliere delle birre
name.nickname_6,Brindante
name.nickname_7,Scolotutto
name.nickname_8,Danza sfrenata
name.nickname_9,Animale da festa
name.nickname_10,Pelle gialla
name.nickname_11,Testa pesante
name.nickname_12,Gran festante
name.nickname_13,Baraonda
name.nickname_14,Amante del nettare
name.nickname_15,Passa-la-bottiglia
name.nickname_16,Arrivista del giallo
name.nickname_17,Benda sudicia
name.nickname_18,Folle
name.nickname_19,Sangue nettarino
name.nickname_20,Piè veloce
name.nickname_21,Anima leprina
name.nickname_22,Mani in alto
name.nickname_23,Resa incondizionata
name.nickname_24,Riccio vigliacco
name.nickname_25,Passerotto
name.nickname_26,Retroguardista
name.nickname_27,Topolino
name.nickname_28,Coda-fra-le-gambe
name.nickname_29,Pugno temibile
name.nickname_30,Lama funesta
name.nickname_31,Anima coraggiosa
name.nickname_32,Cuor di leone
name.nickname_33,Spirito coraggioso
name.nickname_34,Presasalda
name.nickname_35,Cuore impavido
name.nickname_36,Colpo secco
name.nickname_37,Sapiente
name.nickname_38,Ape
name.nickname_39,Frusta
name.nickname_40,Rovina del perdigiorno
name.nickname_41,Spirito mattiniero
name.nickname_42,Sapienza
name.nickname_43,Topo di biblioteca
name.nickname_44,Nobile delle scartoffie
name.nickname_45,So-tutto-io
name.nickname_46,Cartiere
name.nickname_47,Ampiafronte
name.nickname_48,Gran saggezza
name.nickname_49,Magister
name.nickname_50,Parlantina
name.nickname_51,Insegnante
name.nickname_52,Intenditore
name.nickname_53,Serpesaggia
name.nickname_54,Mentore
name.nickname_55,Pozzo di conoscenza
name.nickname_56,Giudice
name.nickname_57,Debito costante
name.nickname_58,Giurista
name.nickname_59,Flagello dei ladri
name.nickname_60,Signore della forca
name.nickname_61,Tiranno
name.nickname_62,Pugno di ferro
name.nickname_63,Boia
name.nickname_64,Mani insanguinate
name.nickname_65,Succhiasangue
name.nickname_66,Cappio
name.nickname_67,Bestia sanguinaria
name.nickname_68,Patibolare
name.nickname_69,Duellante
name.nickname_70,Lama demoniaca
name.nickname_71,Chiamamorte
name.nickname_72,Gran fortuna
name.nickname_73,Raccogli-sfide
name.nickname_74,Nervitesi
name.nickname_75,Valore nascosto
name.nickname_76,Testa-per-aria
name.nickname_77,Lunastorta
name.nickname_78,Follemente
name.nickname_79,Bacio divino
name.nickname_80,Distanza sociale
name.nickname_81,Inarrestabile
name.nickname_82,Viandante
name.nickname_83,Gambalunga
name.nickname_84,Sempre all'erta
name.nickname_85,Giramondo
name.nickname_86,Girovagante
name.nickname_87,Senza riposo
name.nickname_88,Spaventapasseri
name.nickname_89,Incubo
name.nickname_90,Bellezza interiore
name.nickname_91,Piagnisteo
name.nickname_92,Imprudente
name.nickname_93,Senz'occhi
name.nickname_94,Vittima attendibile
name.nickname_95,Ingenuità
name.nickname_96,Puntata grossa
name.nickname_97,Ultimo tiro
name.nickname_98,Scommessa
name.nickname_99,Rischiatutto
name.nickname_100,Oscurità
name.nickname_101,Cecità
name.nickname_102,Anime nera
name.nickname_103,Talpa
name.nickname_104,Monocolo
name.nickname_105,Ciclope
name.nickname_106,Occhio cieco
name.nickname_107,Mezza vista
name.nickname_108,Due mani
name.nickname_109,Umiltà
name.nickname_110,Mano storta
name.nickname_111,Valore nascosto
name.nickname_112,Braccio storpio
name.nickname_113,Moncherino
opinion_mind.relative_suffer,Il mio parente nella sua provincia sta soffrendo
opinion_mind.relative_dead,Il mio parente è morto nella sua provincia
display_event.relatives_worse_relations,{name}: l'atteggiamento dei parenti del personaggio nei confronti del tuo monarca è peggiorato
display_event.got_nickname,"{name}: il personaggio ha ricevuto il soprannome di ""{nickname}""."
display_event.lord_not_have_time_for_chancellery,L'amministratore della cancelleria non riesce ad arrivare in tempo.
building.menu.status.waiting_inspector,Attende l'amministratore
building.watch_tower.archers,ARCIERI
actor.action_task.assasins_guest_give_child,Sacrifica il primogenito
actor.action_task.assassination,Assassinio segreto
activity_state.npc_guest.go_to,Si dirige verso il centro della città
activity_state.npc_guest.wait,In attesa di una conversazione
display_event.guest_arrive,È arrivata una persona speciale: {guest_name}
building.watch_tower.weapons,ARMI
building.watch_tower.armor,ARMATURA
building.watch_tower.orders,ORDINI
building.watch_tower,Torre degli archi
building.watch_tower.auto_collect,Schieramento automatico di arcieri
actor.action_task.hire_escaped_lord,Invita nella famiglia
display_event.escaped_lord_arrive,Il nobile chiede asilo
letter.escaped_lord,"So che quella canaglia cercherà rifugio nella tua città. Vi prego, non accoglietelo. Anzi, mandatelo via il prima possibile. Non sapete cosa ci ha fatto quell'animale!"
letter.escaped_lord_richstring,"Il nobile {soul_uuid_lord} chiede asilo nella tua provincia.
 
 Puoi mandare via questo nobile o accettarlo nella tua famiglia come <hint=hint_untitled_lord>nobile minore</hint>.
 
 Se lo accetti, il rapporto di {soul_uuid} con il tuo monarca peggiorerà di <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Dobbiamo assegnare arcieri!
building.watch_tower.status.no_available_soldiers,Nessun soldato disponibile!
building.watch_tower.status.soldiers_go_to_tower,I soldati si precipitano alla torre
building.watch_tower.status.attack,Attacca {target_name}
building.watch_tower.status.on_duty,In cerca di pericoli.
building.watch_tower.status.not_summoned,Gli arcieri non sono stati arruolati.
activity_state.watch_tower.go_to,Vado alla torre degli archi.
activity_state.watch_tower.on_duty,Sta servendo nella torre degli archi
letter.escaped_lord_final,"Avete fatto una mossa poco saggia. {lord_uuid} merita un cappio al collo, non un posto alla vostra tavola. Mi vergogno troppo di rivelarvi cos'ha fatto pur di farvi cambiare idea. Confidavo di più nel vostro giudizio."
letter.escaped_lord_richstring_final,"Hai accettato il nobile fuggitivo nella tua famiglia come <hint=hint_untitled_lord>nobile minore.</hint>
 
 {king_uuid} ha peggiorato i suoi rapporti con il tuo sovrano di <red>{rel_de}</red>."
display_event.witch_save_message,Hai ricevuto una lettera
letter.witch_save_message,"Non tutti i monarchi sono così misericordiosi con una semplice donna in cerca rifugio dai servitori ignoranti della nuova dea!
 
 Vi sono grata e vi concedo la mia umile benedizione."
letter.witch_save_message_richstring,"Come segno di gratitudine della strega, il monarca ha ottenuto il tratto <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Debolezza sessuale
trait.longlive,Longevità
trait.male_birth,Benedizione dei figli
actor.action_task.witch_save,Strega: corrompi
actor.action_task.witch_give,Strega: consegna
actor.action_task.trade_with_knowledge_trade,Commercia
actor.action_task.hire_mountain_knight,Assolda
actor.action_task.hire_escaped_lord,Invita nella famiglia
actor.action_task.bandit_slave_buy,Paga il riscatto per il prigioniero
actor.action_task.buy_dog,Compra un cane
actor.action_task.sacrifice_allow,Consenti la Messa rossa
actor.action_task.depart_uniq_guest,Esilia
building.watch_tower.enemy_tower,La torre fornisce protezione e precisione ulteriore agli arcieri collocati su di essa. Seleziona un'unità e attaccala con <b>PDM</b>.
actor.class.light_crossbowman,Balestriere leggero
global_map.object.army.defenders,Guarnigione
map.ask_player_send_army_to_attack,Richiesta di invio dell'esercito
opinion_mind.player_ally_send_army,Ha inviato l'esercito in aiuto
opinion_mind.leader,Capo dell'alleanza
global_map.choose_army,SELEZIONE SQUADRA
actor.action.army.allies,Alleati
actor.action.army.vassals,Vassalli
display_event.uniq_slave_release_message,Messaggio del prigioniero
letter.uniq_slave_release_message_noble,"Sono lo sfortunato per cui avete pagato il riscatto ai fuorilegge e che avete liberato. Mi scuso per avervi lasciato così presto, ma ero ansioso di riunirmi alla mia famiglia.
 
 Ora mi rendo conto che le belle fanciulle possono portarci non solo le delizie dell'amore ma anche un infido tradimento, così umiliante nella sua semplicità che preferirei morire piuttosto che dirvi chi sono veramente.
 
 Nonostante questo, vorrei esprimere la mia gratitudine per la vostra gentilezza e compensarvi in qualche modo per le vostre spese."
letter.uniq_slave_release_noble_richstring,La lettera era accompagnata da <hint=hint_resource_gold>{count}</hint>.
letter.uniq_slave_release_message_bandit,"Signore! Un umile sacerdote vi scrive a nome di un certo uomo. Si tratta di un vagabondo analfabeta che sostiene lo abbiate liberato dalla prigionia, pagando una cifra considerevole.
 
 L'uomo chiede di riferirvi che si è ritrovato in quella situazione dopo una partita a dadi dove, per saldare il debito, si è venduto a caro prezzo fingendo di essere un nobile misterioso.
 
 La misericordia che gli avete mostrato ha risvegliato la sua coscienza, e quindi vi chiede perdono per questo piccolo scherzo. Dato che non ha modo di ripagarvi, mi ha chiesto di pregare per la sua salute."
letter.uniq_slave_release_bandit_richstring,"La busta era vuota, fatta eccezione per la lettera."
map.demand_player_send_army_to_attack,Ordine di invio dell'esercito
opinion_mind.matriarch_witch_give,Hai consegnato la strega alla giustizia
display_event.witch_king_got_impotence,Il monarca non si sente molto bene
display_event.too_smart_old_lord,{name}: rischio di perdita della conoscenza!
display_event.lord_banned,{name}: persona non grata in {faction_name}!
mind.animal_master,Padrone
activity_state.go_to_pet,Va ad accarezzare
mind.animal_play,Ha giocato con il cane
map.vassal_ai_want_to_rebel,Un vassallo sta per insorgere
opinion_mind.bribe_my_heir,Ha tentato di spodestarmi
menu.army.keep_last_army,Salva l'ultima configurazione dell'esercito
actor.action_task.order_song_religious,Inno religioso
actor.action_task.order_song_lyric,Poema lirico
actor.action_task.order_song_glory,Canzone eroica
actor.action_task.order_song_good,Racconto virtuoso
activity_state.npc_bard.go_to,Va a giocare
activity_state.npc_bard.work,Gioca
actor.action_task.dog_tame,Addomestica il cane
actor.action_task.dog_transit,Regala il cane
activity_state.npc_joker.go_to,Va a intrattenere le persone
activity_state.npc_joker.work,Intrattiene le persone
display_event.guest_assassin_success_death,{target_name}: morte improvvisa
auto_backup_saves.header,Backup dei salvataggi creato
auto_backup_saves.body,"Hai avviato la versione beta sperimentale del gioco <b>Norland</b>. Ci stiamo impegnando per renderla stabile, ma tutto può succedere!
 
 Inoltre, i salvataggi effettuati nella versione sperimentale potrebbero essere temporaneamente incompatibili con la versione regolare del gioco (se decidi di tornare indietro). Per questo motivo abbiamo creato un backup di tutti i salvataggi in una cartella separata: <b>%localappdata%/Strategy/saves/backup/</b>. Per accedervi su Windows, premi WIN+R, digita %localappdata%/Strategy/ e premi Invio.
 
 Se vuoi tornare a questi salvataggi, spostali nella cartella <b>saves/</b>.
 
 Il tuo feedback sulle modifiche che stiamo apportando è molto importante per noi, quindi saremo lieti di conoscere la tua opinione sul forum di Steam o su Discord. Grazie!"
mind.heard_good_song,La canzone lirica di un menestrello
display_event.unique_guest_bishop,Una lettera dalla Matriarca
letter.unique_guest_bishop,"Amabile giovane! La gioiosa notizia della tua ospitalità e generosità è giunta fino a noi! Ti siamo grati per la calorosa accoglienza che hai riservato al nostro amato! Nonostante i suoi disaccordi con uno dei monarchi, è un servitore pacifico e onorevole della nostra volontà, e siamo lieti che goda di buona salute e abbia trovato un rifugio temporaneo nella tua provincia."
letter.unique_guest_bishop_richstring,Rapporti con la Matriarca e il vescovo: <green>+{rel_de}</green>
display_event.unique_guest_philosoph,Una lettera da un monarca lontano
letter.unique_guest_philosoph,"Mi è giunta voce che un certo individuo potrebbe recarsi nelle tue terre in incognito. Ti imploro, non riceverlo! Questo profano, figlio di una meretrice e di un bastardo, ha commesso un sacrilegio durante la funzione mattutina, mettendo pubblicamente in dubbio la bontà di Madre Sofia! Riflettici!"
letter.unique_guest_philosoph_richstring,Ora conosci il motivo per cui {soul_uuid} era nelle tue terre.
action_task_assassination,Assassinio segreto
actor.action_task.trade_with_nectar_trader,Commercio
activity_state.joker_watch.go_to,Va a vedere il giullare
activity_state.joker_watch.process,Si gode lo spettacolo
activity_state.joker_watch.give_gold,Premia il giullare con del denaro
building.wooden_wall,Palizzata
actor.action_task.dog_play,Gioca
work.warden,Guardia
display_event.some_soldiers_refuse_patrol,Alcuni guerrieri si sono rifiutati di andare in pattugliamento
display_event.bard_complete_order,Il menestrello ha completato la commissione
activity_state.bard_watch.go_to,Va ad ascoltare il menestrello
activity_state.bard_watch.process,Ascolta il menestrello
activity_state.npc_bard.wait,Attende ascoltatori
opinion_mind.kick_out_me_from_alliance,Ha rotto l'alleanza
opinion_mind.kick_out_me_from_vassalage,Ha ottenuto la libertà
display_event.sacrifice_allowed,Messa rossa approvata
display_event.sacrifice_result,La Messa rossa è finita
opinion_mind.sacrifice_allowed,Messa rossa approvata
name.incognito,Ignoto
guest.assassin,Sacerdote di Dahamat
guest.escaped_lord,Nobile in fuga
guest.joker,Giullare
guest.knowledge_trader,Scriptonico
guest.mountain_knight,Cavaliere predone
guest.witch,Strega
guest.bandit_and_slave,Vagabondo con prigioniero
guest.dog_seller,Mercante di cani
guest.cultists,Arconti del Dio della morte
guest.bard,Menestrello
guest.nectar_trader,Mercante di nettare
guest.incognito,Ignoto
opinion_mind.escaped_lord_accept,Hai ricevuto un nobile fuggiasco
display_event.click_to_read_message,Fai clic per leggere il messaggio
display_event.unique_guest_philosoph_depart,Messaggio di un ospite
letter.unique_guest_philosoph_depart,"La mia gratitudine per la vostra gentilezza non conosce limiti! Ma sfortunatamente, devo lasciare la vostra ospitale provincia, in quanto i miei nemici hanno scoperto dove mi trovo. Tuttavia, come ricordo delle nostre piacevoli conversazioni, vi voglio lasciare questo libro. Spero che vi ricorderà di me e di come l'apertura alla conoscenza di altre culture ci abbia resi più forti."
letter.unique_guest_philosoph_richstring_depart,"Al momento di lasciare la tua città, il tuo ospite ti ha lasciato questo messaggio e un dizionario di lingua {culture_name} in regalo.
 
 I tuoi nobili ricorderanno con affetto la sua compagnia."
display_event.unique_guest_bishop_depart,Messaggio di un ospite
letter.unique_guest_bishop_depart,"Ringrazio per l'ospitalità, ma devo andarmene, dato che per via della partecipazione dei miei amici alla Pietra della Fede, la Matriarca ha scoperto tutta la verità sulla mia situazione. Ho ricevuto il suo perdono e il suo favore, poiché la verità trova sempre la sua strada. In cambio, prometto di parlare di voi alla Matriarca come di un pio e fedele monarca. Che Madre Sofia vi protegga!"
letter.unique_guest_bishop_richstring_depart,"Al momento di lasciare la tua città, il tuo ospite ti ha lasciato questo messaggio.
 
 Sembra che il tuo rapporto con la <hint=hint_relations_matriarch>Matriarca</hint> e con il <hint=hint_bishop>vescovo</hint> miglioreranno presto."
ceremony.sacrifice,Messa rossa
family_tree.branch_of,Ramo: {character_name}
family_tree.role.lord,Nobile
display_event.place_hall,Costruisci il salone
letter.unique_guest_piligrims_accept,Siamo felici di apprendere della vostra generosità nei confronti dei pellegrini sacri che hanno fatto visita alle vostre terre. Che la vostra devozione sia da esempio per tutti gli altri monarchi dall'animo retto!
letter.unique_guest_piligrims_accept_richstring,"La Matriarca esprime la sua gratitudine per la tua ospitalità nei confronti dei pellegrini e per averli sfamati.
 
 $ Rapporto con la Matriarca: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Siamo delusi dal modo in cui avete trattato la nostra progenie, i pellegrini sacri. Ricordate le parole di Sofia: ""Tratta i miei figli come tratteresti il tuo primogenito!"" Spero che intraprenderete un cammino di rettitudine e gentilezza!"
letter.unique_guest_piligrims_not_richstring,"La Matriarca è delusa dal modo in cui hai trattato i pellegrini sacri.
 
 $ Rapporto con la Matriarca: <red>-{rel_de}</red>"
guest.piligrims,Pellegrini sacri
actor.action_task.piligrims_give_food,Dona farina
actor.action_task.piligrims_give_swede,Dona rape
opinion_mind.piligrims_didnt_share,Ha maltrattato i pellegrini
opinion_mind.piligrims_share_swede,Ha sfamato i pellegrini con le rape
opinion_mind.piligrims_share_food,Ha sfamato i pellegrini con la farina
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sofia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,L'Ascesa Sacra
global_map_new.g_label.2,Il Vuoto Silente
global_map_new.g_label.3,La Vetta Lucente
global_map_new.g_label.4,Foresta Remota
global_map_new.g_label.5,Paludi Maledette
global_map_new.g_label.6,Lago Istoma
global_map_new.g_label.7,Foresta delle Nebbie
global_map_new.g_label.8,Valle Desolata
global_map_new.g_label.9,Fiume Usma
global_map_new.g_label.10,Bosco del Lupo
global_map_new.g_label.11,Selva dell'Imperatore
global_map_new.g_label.12,Fiume Belora
global_map_new.g_label.13,Promontorio della Fortezza
global_map_new.g_label.14,Baia Bianca
global_map_new.g_label.15,Mare Ghiacciato
global_map_new.g_label.16,Terra degli Dèi Antichi
global_map_new.g_label.17,Fiume della Sorella Minore
global_map_new.g_label.18,Fiume della Sorella Maggiore
global_map_new.g_label.19,Piane Smeraldo
global_map_new.g_label.20,Selva Cremisi
global_map_new.g_label.21,Lago Velta
global_map_new.g_label.22,Lande Devastate
global_map_new.g_label.23,Gran Bosco Meridionale
global_map_new.g_label.24,Deserto Senza Vita
global_map_new.g_label.25,Selva dell'Anziano
global_map_new.g_label.26,Fiume Sirenis
global_map_new.g_label.27,Colline Sinuose
global_map_new.g_label.28,Lago Argenteo
global_map_new.g_label.29,Colline di Kaza
global_map_new.g_label.30,Deserto dei Makha
global_map_new.g_label.31,Passo Ferox
global_map_new.g_label.32,Montagne degli Eretici
global_map_new.g_label.33,Bosco dei Kaiden
global_map_new.g_label.34,Flora Danzante
global_map_new.g_label.35,Lago del Reggente
global_map_new.g_label.36,Campi di San Michele
global_map_new.g_label.37,Valle Bigia
global_map_new.g_label.38,Fiume Altum
global_map_new.g_label.39,La Cresta di Ferro
global_map_new.g_label.40,Deserto della Transizione
global_map_new.g_label.41,Le Montagne Desolate
global_map_new.g_label.42,Mare Meridionale
global_map_new.g_label.43,Mare della Tempesta
global_map_new.g_label.44,Lago Sacro
global_map_new.g_label.45,Isola Proibita
global_map_new.g_label.46,Foresta Piangente
global_map_new.g_label.47,Montagne Brulle
display_event.lost_knowledge_final,Conoscenza perduta
advisor.knowledge_lost_soon,Conoscenza a rischio
global_map_new.g_label.48,Pietra della Fede
input.key.backspace,Backspace
input.key.arrow_up,Freccia su
input.key.arrow_down,Freccia giù
input.key.arrow_left,Freccia sinistra
input.key.arrow_right,Freccia destra
input.key.enter,Invio
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Canc
input.key.end,Fine
input.key.home,Home
input.key.insert,Ins
input.key.pg_up,Pagina su
input.key.pg_down,Pagina giù
input.key.pause,Pausa
input.key.num_0,0 (tastierino numerico)
input.key.num_1,1 (tastierino numerico)
input.key.num_2,2 (tastierino numerico)
input.key.num_3,3 (tastierino numerico)
input.key.num_4,4 (tastierino numerico)
input.key.num_5,5 (tastierino numerico)
input.key.num_6,6 (tastierino numerico)
input.key.num_7,7 (tastierino numerico)
input.key.num_8,8 (tastierino numerico)
input.key.num_9,9 (tastierino numerico)
input.key.decimal,.
input.key.divide,/
input.key.shift,Maiusc
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Barra spaziatrice
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Pulsante sinistro del mouse
input.key.mb_right,Pulsante destro del mouse
input.key.mb_middle,Rotella del mouse
input.key.mb_side1,Pulsante avanti del mouse
input.key.mb_side2,Pulsante indietro del mouse
input.key.mb_wheel_up,Scorrimento rotella del mouse su
input.key.mb_wheel_down,Scorrimento rotella del mouse giù
input.action.camera_up,Su
input.action.camera_down,Giù
input.action.camera_left,Sinistra
input.action.camera_right,Destra
input.action.zoom_in,Avvicina visuale
input.action.zoom_out,Allontana visuale
input.action.camera_move,Sposta visuale
input.action.select_object,Seleziona oggetto
input.action.menu_back_close,Indietro/Chiudi menu
input.action.speed_one,Velocità x1
input.action.speed_two,Velocità x2
input.action.speed_three,Velocità x4
input.action.speed_pause,Pausa
input.action.menu_construction,Menu dell'edificio
input.action.menu_production,Menu di produzione
input.action.menu_finances,Menu delle finanze
input.action.menu_statistics,Menu delle statistiche
input.action.menu_army,Menu dell'esercito
input.action.menu_dynasty,Menu della dinastia
input.action.menu_knowledge,Menu della conoscenza
input.action.menu_map,Mappa globale
input.action.construction_rotate_l,Edificio: ruota a sinistra
input.action.construction_rotate_r,Edificio: ruota a destra
input.action.gui_add_more,Aggiungere 10 oggetti alla volta
input.action.squad_order_attack,Impartire un ordine alla squadra
input.action.select_next_lord,Selezionare il nobile seguente
input.action.select_previous_lord,Selezionare il nobile precedente
input.category.general,Comandi generali
input.category.speed,Velocità di gioco
input.category.menu,Menu
input.category.misc,Altro
display_event.bandit_save_message,Lettera da un individuo in incognito
letter.bandit_save_message,"Io, padre Andrey, scrivo questa lettera da parte di un individuo anonimo che mi ha corrisposto una cifra significativa affinché ve la inviassi, usando la carta migliore in commercio. L'individuo in questione mi ha confessato che le strade della sua vita peccaminosa l'hanno portato a diventare un esperto di massacri, durante i quali ha avuto modo di accumulare una fortuna considerevole prima di scappare dai suoi complici.
 
 Il rifugio che gli avete fornito gli ha permesso di sfuggire alle ricerche e ora è al sicuro. Promette di ripagarvi per la gentilezza mostratagli inviandovi qualcosa con la Carovana sacra."
letter.bandit_save_message_richstring,"Si è scoperto che l'individuo in incognito era un fuorilegge, ma vi è grato per la gentilezza mostrata e il rifugio offerto. Forse vorrà davvero ripagare il vostro monarca per questo atto di misericordia."
trade.bandit_reward,Gentilezza ricompensata
display_event.bandits_camp_was_bribed,Fuorilegge delle foreste corrotti!
settings_menu.tab.general,Generale
settings_menu.tab.controls,Comandi
input.binding_mode,Premi un tasto...
input.restore_default,Ripristina predefiniti
display_event.maniac_captived_message,Lettera da un monarca vicino
letter.maniac_captived_message,"I miei omaggi! I vostri guerrieri ci hanno inviato il nobile che avete catturato, noto per i suoi comportamenti peccaminosi. Vi ringrazio per averlo preso; credevo che non l'avrei mai più rivisto. Ma ora la giustizia trionferà e costui avrà ciò che merita. Permettetemi di inviarvi un piccolo dono come segno di riconoscenza per il vostro coinvolgimento in questa faccenda."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} è stato catturato e restituito alla sua provincia natale.
 
 Come segno di gratitudine, il monarca di questa provincia ti invia un piccolo dono: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,In procinto di uccidere
activity_state.killing.wait,In attesa della morte
activity_state.maniac.killing,Uccide
activity_state.dog_play.go_to,In procinto di giocare con il cane
activity_state.dog_play.play,Gioca con il cane
