Key,Ukrainian
letter.inquisition_go_to_purge,"З важким серцем ми довго спостерігали за вашим падінням у безодню гріха... На жаль, так більше тривати не може, і заради всіх дітей Софії ми змушені піддати вас і ваших підданих очищенню вогнем. Суворий Батько вже помолився за вашу душу й зібрав своїх вірних братів Інквізиції."
mind.enemy_grave_visited,Відвідали могилу ворога
work.executor,Кат
mind.caprice,Нездійснена мрія
mind.caprice_success,Здійснена мрія
display_event.obession_appear,{name}: нова одержимість.
options_menu.graphics.display_scars,Показати шрами
building.menu.gallows_culture_terror,Вельможі цієї культури погіршать взаємини з монархом на {mind_strength}.
opinion_mind.culture_terror,Тероризує мою культуру
display_event.lords_against_terror,Вельможі невдоволені через терор проти культури {culture}.
name.nickname_1,Бездонний кухоль
name.nickname_2,Червоний ніс
name.nickname_3,Склобивця
name.nickname_4,Володар пива
name.nickname_5,Пивний лицар
name.nickname_6,Вип'є-все
name.nickname_7,Дайте скінчити
name.nickname_8,Танцювайло
name.nickname_9,Веселун
name.nickname_10,Жовтошкірко
name.nickname_11,Примружко
name.nickname_12,Жовтий веселун
name.nickname_13,Імлистий володар
name.nickname_14,Друг нектару
name.nickname_15,Віддайте пляшку
name.nickname_16,Жовтий бігун
name.nickname_17,Брудна пов'язка
name.nickname_18,Маніяк
name.nickname_19,Нектарна кров
name.nickname_20,Швидкі ноги
name.nickname_21,Заяча душа
name.nickname_22,Руки вгору
name.nickname_23,П'яти вгору
name.nickname_24,Боягузливий їжачок
name.nickname_25,Горобчик
name.nickname_26,Тиловий щур
name.nickname_27,Мишенятко
name.nickname_28,Хвіст між ногами
name.nickname_29,Грізний кулак
name.nickname_30,Похмурий меч
name.nickname_31,Хоробре серце
name.nickname_32,Левова душа
name.nickname_33,Відважний дух
name.nickname_34,Тверда рука
name.nickname_35,Безстрашний воїн
name.nickname_36,Сильний удар
name.nickname_37,Господар
name.nickname_38,Бджілка
name.nickname_39,Батіг
name.nickname_40,Бич ледацюг
name.nickname_41,Годі спати
name.nickname_42,Розумник
name.nickname_43,Книжковий хробак
name.nickname_44,Паперовий володар
name.nickname_45,Всезнайко
name.nickname_46,Бібліотекар
name.nickname_47,Велике чоло
name.nickname_48,Мудрий володар
name.nickname_49,Магістр
name.nickname_50,Граматист
name.nickname_51,Учитель
name.nickname_52,Знавець
name.nickname_53,Мудрий змій
name.nickname_54,Ментор
name.nickname_55,Криниця знань
name.nickname_56,Суддя
name.nickname_57,Віддячайло
name.nickname_58,Законник
name.nickname_59,Лихо крадіїв
name.nickname_60,Господар шибениці
name.nickname_61,Тиран
name.nickname_62,Залізна рука
name.nickname_63,Кат
name.nickname_64,Криваві долоні
name.nickname_65,Кровопивця
name.nickname_66,Зашморг
name.nickname_67,Кровожерливий монстр
name.nickname_68,Шибениця
name.nickname_69,Дуелянт
name.nickname_70,Лихе лезо
name.nickname_71,Поклик смерті
name.nickname_72,Щасливчик
name.nickname_73,Готовий до викликів
name.nickname_74,Нервовий
name.nickname_75,Не всі вдома
name.nickname_76,Божевільний
name.nickname_77,Дивак
name.nickname_78,Псих
name.nickname_79,Благословенний
name.nickname_80,Не підходь
name.nickname_81,Невгамовний
name.nickname_82,Мандрівник
name.nickname_83,Довгі ноги
name.nickname_84,Завжди готовий
name.nickname_85,Блукач
name.nickname_86,Всюдихід
name.nickname_87,Невгамовні ноги
name.nickname_88,Опудало
name.nickname_89,Жахіття
name.nickname_90,Внутрішня краса
name.nickname_91,Плач дитини
name.nickname_92,Простак
name.nickname_93,Сліпець
name.nickname_94,Довірлива жертва
name.nickname_95,Наївний вельможа
name.nickname_96,На рівних
name.nickname_97,І ще раз
name.nickname_98,Остання ставка
name.nickname_99,Усе на кін
name.nickname_100,Темний володар
name.nickname_101,Сліпий володар
name.nickname_102,Чорний володар
name.nickname_103,Кріт
name.nickname_104,Одноокий володар
name.nickname_105,Циклоп
name.nickname_106,Сліпе око
name.nickname_107,Напівсліпий володар
name.nickname_108,Тримач таці
name.nickname_109,Смиренні обійми
name.nickname_110,Невірна рука
name.nickname_111,Не всі вдома
name.nickname_112,Однорукий володар
name.nickname_113,Пеньок
opinion_mind.relative_suffer,Мій родич у провінції страждає
opinion_mind.relative_dead,Мій родич у провінції помер
display_event.relatives_worse_relations,{name}: ставлення родичів персонажа до вашого монарха погіршилося
display_event.got_nickname,{name}: персонаж отримав прізвисько «{nickname}»
display_event.lord_not_have_time_for_chancellery,Керівник канцелярії не встигає.
building.menu.status.waiting_inspector,В очікування керівника
building.watch_tower.archers,ЛУЧНИКИ
actor.action_task.assasins_guest_give_child,Пожертвувати первістка
actor.action_task.assassination,Таємне вбивство
activity_state.npc_guest.go_to,Прямує до центру міста
activity_state.npc_guest.wait,Чекає на розмову
display_event.guest_arrive,Прибув особливий гість
building.watch_tower.weapons,ЗБРОЯ
building.watch_tower.armor,ОБЛАДУНКИ
building.watch_tower.orders,НАКАЗИ
building.watch_tower,Вежа лучників
building.watch_tower.auto_collect,Автоматичне розміщення лучників
actor.action_task.hire_escaped_lord,Запросити до родини
display_event.escaped_lord_arrive,Вельможа просить притулку
letter.escaped_lord,"Я знаю, що негідник шукатиме притулку у вашому місті. Будь ласка, не приймайте його, а ще краще – якнайшвидше виженіть геть. Ви не уявляєте, що ця тварина вчинила з нами!"
letter.escaped_lord_richstring,"Вельможа {soul_uuid_lord} просить притулку у вашій провінції.

Можна або прогнати вельможу, або прийняти в сім'ю як <hint=hint_untitled_lord>меншого вельможу.</hint>

Якщо ви приймете вельможу, {soul_uuid} погіршить взаємини з вашим правителем на <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Необхідно призначити лучників!
building.watch_tower.status.no_available_soldiers,Солдатів немає!
building.watch_tower.status.soldiers_go_to_tower,Солдати поспішають до вежі
building.watch_tower.status.attack,Нападає на: {target_name}
building.watch_tower.status.on_duty,Вишукує небезпеку.
building.watch_tower.status.not_summoned,Лучники не викликані.
activity_state.watch_tower.go_to,Прямую до вежі лучників.
activity_state.watch_tower.on_duty,Служить у вежі лучників
letter.escaped_lord_final,"Ви вчинили нерозумно. {lord_uuid} заслуговує на зашморг, а не на місце за вашим столом. На жаль, мені дуже незручно розповідати про вчинок цього вельможі, щоб переконати вас. Але я був кращої думки про вас."
letter.escaped_lord_richstring_final,"Ви прийняли вельможу-втікача у сім'ю як <hint=hint_untitled_lord>меншого вельможу.</hint>

{king_uuid} погіршує взаємини з вашим правителем на <red>{rel_de}</red>."
display_event.witch_save_message,Ви отримали листа
letter.witch_save_message,"Не кожен правитель такий милосердний до простої жінки, яка шукає прихистку від невігласів на службі в Нової Богині!

Я вдячна вам і дарую своє скромне благословення."
letter.witch_save_message_richstring,На знак вдячності відьми ваш правитель отримав рису: <hint={trait_hint}>{trait_caption}</hint>.
trait.impotence,Сексуальна слабкість
trait.longlive,Довголіття
trait.male_birth,Благословення синами
actor.action_task.witch_save,Відьма: підкупити
actor.action_task.witch_give,Відьма: передати
actor.action_task.trade_with_knowledge_trade,Торгівля
actor.action_task.hire_mountain_knight,Найняти
actor.action_task.hire_escaped_lord,Прийняти до родини
actor.action_task.bandit_slave_buy,Викупити в'язня
actor.action_task.buy_dog,Придбати собаку
actor.action_task.sacrifice_allow,Дозволити Червону месу
actor.action_task.depart_uniq_guest,Вигнати
building.watch_tower.enemy_tower,Вежа дає захист і додаткову влучність лучникам у ній. Оберіть підрозділ й атакуйте її <b>правою кнопкою миші</b>.
actor.class.light_crossbowman,Легкий арбалетник
global_map.object.army.defenders,Гарнізон
map.ask_player_send_army_to_attack,Запит на відправлення війська
opinion_mind.player_ally_send_army,Відправити військо на допомогу
opinion_mind.leader,Лідер союзу
global_map.choose_army,ВИБІР ЗАГОНУ
actor.action.army.allies,Союзники
actor.action.army.vassals,Васали
display_event.uniq_slave_release_message,Повідомлення від в'язня
letter.uniq_slave_release_message_noble,"Я той нещасний, якого ви викупили в розбійників і звільнили. Вибачте, що так швидко пішов, але мені кортіло скоріше возз'єднатися з родиною.

Тепер я розумію, що прекрасні діви можуть нести не тільки радість кохання, але й зрадливу підступність – настільки принизливу у своїй простоті, що я волів би краще померти, ніж видати своє справжнє ім'я.

Проте хочу висловити вдячність за вашу доброту і якось відшкодувати витрати."
letter.uniq_slave_release_noble_richstring,До листа було вкладено: <hint=hint_resource_gold>{count}</hint>.
letter.uniq_slave_release_message_bandit,"Государю! Простий священник пише вам від імені одного чоловіка. Він безграмотний волоцюга, але каже, ви нещодавно визволили його з полону за значну суму.

Чоловік просить передати, що програвся в кості, і, щоб погасити борг, запропонував товаришу видати себе за багатого загадкового вельможу.

Проявлене вами милосердя зворушило його до глибини душі, і він перепрошує за цей невеличкий жарт. Чоловік не здатен віддячити вам іншим чином і просить мене молитися за ваше здоров'я."
letter.uniq_slave_release_bandit_richstring,"Окрім листа, у конверті нічого не було."
map.demand_player_send_army_to_attack,Вимога відправити військо
opinion_mind.matriarch_witch_give,Відьма віддана правосуддю
display_event.witch_king_got_impotence,Ваш правитель погано почувається
display_event.too_smart_old_lord,{name}: ризик втрати знань!
display_event.lord_banned,{name}: персона нон ґрата ({faction_name})!
mind.animal_master,Власник
activity_state.go_to_pet,Іде до тварини
mind.animal_play,Грає із собакою
map.vassal_ai_want_to_rebel,Васал скоро повстане
opinion_mind.bribe_my_heir,Хоче вчинити заколот проти мене
menu.army.keep_last_army,Зберегти останній склад війська
actor.action_task.order_song_religious,Релігійний гімн
actor.action_task.order_song_lyric,Лірична поема
actor.action_task.order_song_glory,Епічна пісня
actor.action_task.order_song_good,Байка
activity_state.npc_bard.go_to,Іде грати
activity_state.npc_bard.work,Грає
actor.action_task.dog_tame,Приручити собаку
actor.action_task.dog_transit,Віддати собаку
activity_state.npc_joker.go_to,Йде розважати народ
activity_state.npc_joker.work,Розважає народ
display_event.guest_assassin_success_death,{target_name}: раптова смерть
auto_backup_saves.header,Зберігає створену резервну копію
auto_backup_saves.body,"Вітаємо! Ви запустили експериментальну бета-версію гри <b>Norland</b>. Ми прагнемо до стабільності й робимо все можливе заради цього, однак зараз, на жаль, не можемо надати стовідсоткових гарантій!

Варто також зазначити, що копії, збережені в експериментальній гілці, можуть бути тимчасово несумісними зі стандартною гілкою гри (якщо ви вирішите перемкнутися назад). Саме тому ми створили резервну копію всіх збережень в окремій теці: <b>%localappdata%/Strategy/saves/backup/</b>. Щоб отримати доступ до теки в ОС Windows, скористайтеся комбінацією клавіш WIN + R, введіть: %localappdata%/Strategy/, і натисніть клавішу Enter.

Щоб повернутися до цих збережень, перемістіть їх у теку <b>saves/</b>.

Зворотний зв’язок щодо змін дуже важливий для нас. Ми з нетерпінням чекаємо на ваші відгуки на форумі Steam або в Discord. Дякуємо!"
mind.heard_good_song,Поема менестреля
display_event.unique_guest_bishop,Лист від Матріарха
letter.unique_guest_bishop,"
Любе дитя! Ми отримали радісну звістку про вашу гостинність і щедрість! Дякуємо за теплий прийом близької нам людини! Незважаючи на незгоди з одним із правителів, він є мирним і почесним слугою нашої волі. Ми раді, що він здоровий і знайшов, хоч і тимчасовий, притулок у вашій провінції."
letter.unique_guest_bishop_richstring,"
Взаємини з монархом і єпископом: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,Лист від далекого правителя
letter.unique_guest_philosoph,"Я отримав відомості про те, що певна особа може відвідувати ваші землі інкогніто. Благаю вас відмовити йому в прийомі! Цей нечестивий сучий син розпусниці вчинив святотатство під час ранкової служби, прилюдно засумнівавшись у доброті Матері Софії! Подумайте над цим!"
letter.unique_guest_philosoph_richstring,"Тепер ви знаєте, чому {soul_uuid} зараз у ваших землях."
action_task_assassination,Таємне вбивство
actor.action_task.trade_with_nectar_trader,Торгівля
activity_state.joker_watch.go_to,Іде подивитися на блазня
activity_state.joker_watch.process,Насолоджується виставою
activity_state.joker_watch.give_gold,Нагороджує блазня грошима
building.wooden_wall,Частокіл
actor.action_task.dog_play,Грати
work.warden,Грати
display_event.some_soldiers_refuse_patrol,Деякі воїни відмовляються вирушати на патрулювання
display_event.bard_complete_order,Менестрель виконав замовлення
activity_state.bard_watch.go_to,Іде слухати менестреля
activity_state.bard_watch.process,Слухає менестреля
activity_state.npc_bard.wait,Чекає на слухачів
opinion_mind.kick_out_me_from_alliance,Розриває союз
opinion_mind.kick_out_me_from_vassalage,Надано свободу
display_event.sacrifice_allowed,Червону месу затверджено
display_event.sacrifice_result,Червону месу завершено
opinion_mind.sacrifice_allowed,Затверджує Червону месу
name.incognito,Інкогніто
guest.assassin,Священник Дахамат
guest.escaped_lord,Вельможа-втікач
guest.joker,Блазень
guest.knowledge_trader,Скриптонік
guest.mountain_knight,Лицар-мародер
guest.witch,Відьма
guest.bandit_and_slave,Волоцюга з в'язнем
guest.dog_seller,Торговець собаками
guest.cultists,Архонти Мертвого бога
guest.bard,Менестрель
guest.nectar_trader,"Купець, який крамарює нектаром"
guest.incognito,Інкогніто
opinion_mind.escaped_lord_accept,Приймає біглого вельможу
display_event.click_to_read_message,"Натисніть, щоб прочитати"
display_event.unique_guest_philosoph_depart,Лист від гостя
letter.unique_guest_philosoph_depart,"Моя вдячність за вашу доброту не знає меж! Але, на жаль, я маю покинути вашу гостинну провінцію, адже вороги дізналися моє місцеперебування. Однак на згадку про наші приємні розмови я віддаю вам цю книгу. Нехай вона нагадує вам про мене й про те, як відкритість до знань інших культур робить нас сильніше."
letter.unique_guest_philosoph_richstring_depart,"Покидаючи місто, ваш гість залишає вам лист і словник ({culture_name}) у подарунок.

Ваші вельможі з теплотою згадуватимуть компанію цього гостя."
display_event.unique_guest_bishop_depart,Лист від гостя
letter.unique_guest_bishop_depart,"Дякую вам за гостинність, але я мушу покинути вас, бо завдяки моїм друзям у Камені віри Матріарх тепер знає правду про моє становище. Мене простили й ставляться до мене з прихильністю – правда завжди виходить на поверхню. Натомість обіцяю шепнути декілька слів Матріарху про ваше благочестя й вірність. Хай береже вас Мати Софія!"
letter.unique_guest_bishop_richstring_depart,"Покидаючи місто, гість залишає вам лист.

Здається, ваші взаємини з <hint=hint_relations_matriarch>Матріархом</hint> і <hint=hint_bishop>єпископом</hint> незабаром поліпшаться."
ceremony.sacrifice,Червона меса
family_tree.branch_of,Гілка: {character_name}
family_tree.role.lord,Вельможа
display_event.place_hall,Будівництво замку
letter.unique_guest_piligrims_accept,"Нам було приємно дізнатися, що ви щиро обійшлися з паломниками, які відвідали ваші землі. Нехай ваша побожність буде прикладом для всіх інших праведних правителів!"
letter.unique_guest_piligrims_accept_richstring,"Матріарх висловлює подяку за вашу гостинність до паломників і за їжу.

$ Взаємини з Матріархом: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Ми розчаровані вашою поведінкою з нашими дітьми, святими паломниками. Пам'ятайте, що сказала Софія: поводьтесь з моїми дітьми так, як поводились би зі своїми первістками! Сподіваюсь, що ви встанете на шлях очищення й благодаті!"
letter.unique_guest_piligrims_not_richstring,"Ви розчарували Матріарха своїм ставленням до святих паломників.

$ Взаємини з Матріархом: <red>-{rel_de}</red>"
guest.piligrims,Святі паломники
actor.action_task.piligrims_give_food,Пожертвувати борошна
actor.action_task.piligrims_give_swede,Пожертвувати брукви
opinion_mind.piligrims_didnt_share,Не допомогли паломникам
opinion_mind.piligrims_share_swede,Дали паломникам брукви
opinion_mind.piligrims_share_food,Дали паломникам борошна
faction.new.name.1,Масток
faction.new.name.2,Калін
faction.new.name.3,Турноу
faction.new.name.4,Нот
faction.new.name.5,Летос
faction.new.name.6,Софія
faction.new.name.7,Уград
faction.new.name.8,Рекін
faction.new.name.9,Васна
faction.new.name.10,Горно
faction.new.name.11,Крій
faction.new.name.12,Сів
faction.new.name.13,Лакрія
faction.new.name.14,Кена
faction.new.name.15,Ялма
faction.new.name.16,Есна
faction.new.name.17,Феронук
faction.new.name.18,Тамія
faction.new.name.19,Лурвік
faction.new.name.20,Арестія
faction.new.name.21,Неа Міа
faction.new.name.22,Крастер
faction.new.name.23,Арден
faction.new.name.24,Саламут
faction.new.name.25,Гарау
global_map_new.g_label.1,Святий підйом
global_map_new.g_label.2,Тиха пустота
global_map_new.g_label.3,Сяючий саміт
global_map_new.g_label.4,Далекий ліс
global_map_new.g_label.5,Прокляті болота
global_map_new.g_label.6,Озеро Істома
global_map_new.g_label.7,Імлистий ліс
global_map_new.g_label.8,Пустельна долина
global_map_new.g_label.9,Ріка Усма
global_map_new.g_label.10,Ліс Плотожерів
global_map_new.g_label.11,Гай імператора
global_map_new.g_label.12,Ріка Белора
global_map_new.g_label.13,Фортечний хребет
global_map_new.g_label.14,Біла бухта
global_map_new.g_label.15,Замерзле море
global_map_new.g_label.16,Землі Старих богів
global_map_new.g_label.17,Ріка Молодшої сестри
global_map_new.g_label.18,Ріка Солодшої сестри
global_map_new.g_label.19,Смарагдові рівнини
global_map_new.g_label.20,Багряний гай
global_map_new.g_label.21,Озеро Велта
global_map_new.g_label.22,Шрамовані рештки
global_map_new.g_label.23,Великі південні ліси
global_map_new.g_label.24,Мертва пустеля
global_map_new.g_label.25,Бузинний гай
global_map_new.g_label.26,Ріка Сіреніс
global_map_new.g_label.27,Гнучкі пагорби
global_map_new.g_label.28,Дзеркальне озеро
global_map_new.g_label.29,Пагорби Каза
global_map_new.g_label.30,Пустеля Маха
global_map_new.g_label.31,Перевал Ферокс
global_map_new.g_label.32,Гори еретиків
global_map_new.g_label.33,Кейденьскі ліси
global_map_new.g_label.34,Танцююча зелень
global_map_new.g_label.35,Озеро регента
global_map_new.g_label.36,Поля Святого Михаїла
global_map_new.g_label.37,Долина Грейлок
global_map_new.g_label.38,Ріка Альтум
global_map_new.g_label.39,Залізний хребет
global_map_new.g_label.40,Пустеля Сальтус
global_map_new.g_label.41,Неродючі гори
global_map_new.g_label.42,Південне море
global_map_new.g_label.43,Штормове море
global_map_new.g_label.44,Священне озеро
global_map_new.g_label.45,Заборонений острів
global_map_new.g_label.46,Плакучий ліс
global_map_new.g_label.47,Бурштинові гори
display_event.lost_knowledge_final,Втрачене знання
advisor.knowledge_lost_soon,Ризик втрати знань
global_map_new.g_label.48,Камінь віри
input.key.backspace,Пробіл
input.key.arrow_up,Стрілка вгору
input.key.arrow_down,Стрілка вниз
input.key.arrow_left,Стрілка вліво
input.key.arrow_right,Стрілка вправо
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Цифр. 0
input.key.num_1,Цифр. 1
input.key.num_2,Цифр. 2
input.key.num_3,Цифр. 3
input.key.num_4,Цифр. 4
input.key.num_5,Цифр. 5
input.key.num_6,Цифр. 6
input.key.num_7,Цифр. 7
input.key.num_8,Цифр. 8
input.key.num_9,Цифр. 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Пробіл
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,ЛКМ
input.key.mb_right,ПКМ
input.key.mb_middle,СКМ
input.key.mb_side1,Кнопка вперед (миша)
input.key.mb_side2,Кнопка назад (миша)
input.key.mb_wheel_up,Колесо миші вгору
input.key.mb_wheel_down,Колесо миші вниз
input.action.camera_up,Вгору
input.action.camera_down,Вниз
input.action.camera_left,Вліво
input.action.camera_right,Вправо
input.action.zoom_in,Збільшити
input.action.zoom_out,Зменшити
input.action.camera_move,Рух камери
input.action.select_object,Вибрати об'єкт
input.action.menu_back_close,Назад / Закрити меню
input.action.speed_one,Швидкість x1
input.action.speed_two,Швидкість x2
input.action.speed_three,Швидкість x4
input.action.speed_pause,Пауза
input.action.menu_construction,Меню будівництва
input.action.menu_production,Меню виробництва
input.action.menu_finances,Меню фінансів
input.action.menu_statistics,Меню статистики
input.action.menu_army,Меню війська
input.action.menu_dynasty,Меню династії
input.action.menu_knowledge,Меню знань
input.action.menu_map,Мапа світу
input.action.construction_rotate_l,Будівля: повернути вліво
input.action.construction_rotate_r,Будівля: повернути вправо
input.action.gui_add_more,Додати 10
input.action.squad_order_attack,Наказ загону
input.action.select_next_lord,Вибрати наступного вельможу
input.action.select_previous_lord,Вибрати попереднього вельможу
input.category.general,Загальне
input.category.speed,Швидкість гри
input.category.menu,Меню
input.category.misc,Інше
display_event.bandit_save_message,Лист від Інкогніто
letter.bandit_save_message,"Я, батько Андрій, пишу вам від імені анонімної особи, яка заплатила мені значну суму, щоб я відправив цього листа на найкращому папері. Мій покровитель зізнається, що його гріховний шлях привів його до кровопролиття, під час якого він зміг накопичити неабиякі статки перед тим, як втекти від своїх поплічників.

Наданий вами притулок дозволив йому уникнути переслідування, і тепер він у безпеці. Він обіцяє відплатити за вашу доброту, надіславши дещо зі Священним караваном."
letter.bandit_save_message_richstring,"Виявляється, що інкогніто був розбійником, але він вдячний за вашу доброту та за наданий вами притулок. Можливо, він і справді віддячить вашому правителю за цей акт милосердя."
trade.bandit_reward,Нагорода за доброту
display_event.bandits_camp_was_bribed,Лісових розбійників підкупили!
settings_menu.tab.general,Загальне
settings_menu.tab.controls,Керування
input.binding_mode,Натисніть клавішу...
input.restore_default,Відновити стандартні
display_event.maniac_captived_message,Лист від сусіднього правителя
letter.maniac_captived_message,"Дорогий сусіде! Ваші воїни привели до нас захопленого вельможу, відомого своєю гріховною поведінкою. Дякуємо за те, що ви його піймали; ми вважали, що більше ніколи його не побачимо. Але тепер він отримає все, на що заслуговує. Дозвольте надіслати вам маленький подарунок в знак подяки за вашу участь у цьому ділі."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} був захоплений та відправлений в його рідну провінцію.

В знак подяки правитель цієї провінції надсилає вам маленький подарунок: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Іде вбивати
activity_state.killing.wait,Чекає на смерть
activity_state.maniac.killing,Вбиває
activity_state.dog_play.go_to,Іде гратися із собакою
activity_state.dog_play.play,Грає із собакою
activity_state.dog_play.dog_wait,Чекає на господаря
activity_state.dog_play.dog_play,Грає з господарем
mind.mind_joker_watched,Вистава блазня
letter.maniac_about_message,"Дорогий сусіде! До мене дійшли чутки, що один із наших вельмож відвідав вашу провінцію. Він давно відомий серед місцевих як нестримний садист, який вбиває заради забави. На жаль, він нещодавно втік з-під варти і, як тепер нам відомо, продовжив займатися своїми мерзенними розвагами на вашій землі. Шкода, що він уникнув покарання, але ми молимося за те, щоб Мати Софія покарала його своєю божественною рукою, і справедливість відновилася."
letter.maniac_about_message_richstring,"Садист-інкогніто покинув вашу провінцію, не зазнавши покарання. Хто знає, чи зустрінетесь ви з ним у майбутньому?"
display_event.maniac_about_message,Лист від сусіднього правителя
display_event.bandit_leave,Інкогніто покинув провінцію
tech.trade_tax_reduce,Сірі угоди
tech.market_depth_increase,Розширення попиту
tech.book_rewrite_cost_decrease,Вузький шрифт
tech.saint_king,Святість влади
tech.church_defence,Захист Софії
tech.easier_divorce,Пробачення розлучення
tech.bishop_fix_relations,Спокутне примирення
tech.detach_ex_bandit,Новий початок
tech.knife_battle_stronger,Господар кинджалу
tech.stronger_weapon,Мазь міцності
tech.better_training,Реркути
tech.moral_vs_bandits,Гроза розбійників
knowledge.blocked_reason.contracts_required,Торгових угод: {number_of_contracts} / {required_contracts}
knowledge.blocked_reason.books_required,Книг: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Воїнів: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Взаємини з матріархом: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Інкогніто в розбійницькому таборі
map.menu.quest.manuac_captived,Інкогніто потрапив у полон.
actor.part_of_nature.trader,Купець
actor.action_task.church_defence,Захист Люблячої сім'ї
actor.action_task.bishop_fix_relations,Покаяння в ненависті
opinion_mind.repentance_of_hatred,Покаяння в ненависті
opinion_mind.church_defence_request,"Виявив слабкість, попросивши захисту"
knowledge.blocked_reason.caravan_bring_required,Один із вельмож має знати {knowledge_name}.
input.not_bounded,Не призначено
input.key_already_used,Клавіша вже використовується
opinion_mind.bishop_guest_accept,Прихистив священника
input.action.quick_save,Швидке збереження
matriarch.church_defence_active,Залишилось днів дії захисту Люблячої сім'ї: {days}.
actor.part_of_nature.philosoph,Вчений
mind.fight_agains_bandit,Гроза розбійників
opinion_mind.my_master,Мій кумир
opinion_mind.my_puppet,Моя маріонетка
mind.made_gift_to_master,Дати подарунок своєму кумиру
mind.master_death,Смерть кумира
appoint.puppet_action_set,У результаті вірність маріонетки знизиться
display_event.puppet_become,{master} підкорює маріонетку {puppet} своїй волі.
display_event.puppet_reset,{puppet} більше не маріонетка.
opinion_mind.forced_to_crime,Примушення до злочину
opinion_mind.forced_to_action,Примушення до дії
actor.opinion.special.master,Кумир
actor.opinion.special.puppet,Маріонетка
actor.relations.filter.puppets,Маріонетки
opinion_mind_interest.lust,Риса «Хтивість»
menu.army.new_army.create.build_hall,Недоступно. Збудуйте замок.
opinion_mind.forced_puppet_rebellion,Використано маріонетку для заколоту
map.lord_rebellion_puppet,Заколот маріонетки
changelog.header,Що нового?
display_event.check_problems,Перегляньте перелік проблем
display_event.lord_dead_in_hostage,{name}: смерть у полоні
mind.bad_hunt,Невдале полювання
opinion_mind.bad_hunter,Поганий мисливець
display_event.bad_hunt_on_global_map,{name}: невдале полювання
beta_branch.title,Гілка гри
beta_branch.set,Встановити й перезапустити
display_event.guest_role_revealed,{guest_name}: розкрито наміри
opinion_mind.good_reception,Мого вельможу прийняли з почестями.
opinion_mind.bad_reception,Мого вельможу погано прийняли.
actor.action_task.slander,Наклеп
actor.action_task.praise,Хвала
opinion_mind.made_a_gift,Дати подарунок
guest_role.communicative,Товариський
guest_role.duelist,Дуелянт
guest_role.provoker,Провокатор
guest_role.puppet_master,Лялькар
guest_role.manipulator,Маніпулятор
guest_role.seducer,Спокусник
guest_role.player,Гравець
guest_role.educator,Просвітитель
actor.action_task.donate_to_master,Подарунок для кумира
building.fortification_gate,Ворота
building.fortification_tower,Оборонна вежа
trait.puppet,Маріонетка
opinion_mind.slander_to_other,Має зуб на іншу людину
mind.beer_drinking,Сп'яніння: пиво
mind.prayed,Після молитви
mind.sleepiness,Сонливість
trait.sleepiness,Сонливість
map.category.agression,Агресія
9map.appoint.sub_category.sudden_attack,Раптові напади
trait.sex_desire_weak,Сексуальне бажання
trait.sex_desire_strong,Сексуальна одержимість
mind.sex_desire_weak,Сексуальне бажання
mind.sex_desire_strong,Сексуальна одержимість
trait.malnutrition,Недоїдання
mind.malnutrition,Недоїдання
opinion_mind.sudden_attacked_me,Раптово нападає на мене
opinion_mind.sudden_attack_traity,Раптово й зрадницьки нападає на мене
opinion_mind.sudden_force_neutrality_me,Примушує мене до нейтралітету
menu.bodyguard,ОХОРОНЦІ
bodyguard.maximal_count,ВАРТОВІ
bodyguard.minimal_battle_level,Мінімальний рівень бою
activity_state.bodyguard_watching,Охороняє вельможу
trait.on_bender,Безпробудне пияцтво
notification.on_bender,{name}: у загулі!
display_event.sudden_attack,Раптовий напад! Військо йде на нас! Це {faction_name}!
bodyguard.status.no_guards,Воїнів немає!
bodyguard.status.active,Варта триватиме до 04:00.
bodyguard.status.start_soon,Варта розпочнеться о 23:00.
bodyguard.appoint_line_1,Призначити охоронців
bodyguard.appoint_line_2,Охоронці: {current}/{limit}
actor.general,ЗАГАЛЬНЕ
actor.important_feelings,СИЛЬНІ ПОЧУТТЯ
opinion_mind.my_master_enemy,Ворог мого кумира
opinion_mind_interest.culture,"Культура, що інтригує"
trait.crimer,Злочинець
building.menu.terror_slaves,В'язні: {count}
