Key,SimplifiedChinese
hint_kick_out_alliance,"联盟决裂
断绝与{faction_uuid}的联盟关系。

$该省邦的统治者会将这一行为视为违背承诺，导致其与你的关系恶化，降低 <red>{rel_de_kick_out_alliance}</red>。"
hint_kick_out_alliance_success,"联盟破裂
你已与{faction_uuid}断绝联盟关系。

$该省邦的统治者与你的关系：<red>{rel_de_kick_out_alliance}</red>"
hint_kick_out_alliance_letter_1,"~
看来你许诺的“相互支援”毫无价值。那好！就算不与你结盟，我们也能安然度日。要当心——这事没那么容易翻篇！"
hint_kick_out_alliance_letter_2,"~
有人警告过我不要相信你。真遗憾，我轻信了你口中的虚假保证。现在我们只能靠自己了——也好！但我会记住这个教训。"
hint_kick_out_vassal,"解除附庸
让{faction_uuid}省邦的统治者解除自己立下的附庸誓言，允许附庸重归独立状态。

$统治者会因重获自由而感激不尽，与你的关系会改善 <green>{rel_de_kick_out_vassal}</green>。"
hint_kick_out_vassal_success,"附庸已解除
{faction_uuid}不再隶属于你的王国，成为了一个独立省邦。

$统治者与你的关系：<green>{rel_de_kick_out_vassal}</green>"
hint_kick_out_vassal_letter_1,"~
我不知道是什么促使你解除我的附庸誓言，但我心怀感激地接受你的决定。然而，这并不意味着我欠你什么。"
hint_kick_out_vassal_letter_2,"~
你的决定令我有些难过。但这也不是我的意愿。我们以后走一步看一步吧。"
hint_nt_sacrifice_allowed,"已批准红色弥撒
红色弥撒仪式将于今晚举行。

谁知道究竟会引发怎样的后果呢？"
hint_nt_sacrifice_result,"红色弥撒已结束
离开血腥弥漫的索菲亚圣堂，<hint=hint_dead_god_herecy>死神</hint>的众使者已悄然离开了你的省邦。

与此同时，你的统治者突然感受到体内涌出一股独特的力量。曾经遥不可及的事物，如今变得清晰，感觉可以轻松掌握。或许这就是死神的恩赐。如今，主教偶尔会颇为诡异地注视着他，眼神中纠缠着恐惧与厌恶。

<b>结果：</b>
$你的统治者获得了{skill_name}技能的天赋
$与<hint=hint_bishop>主教</hint>和<hint=hint_relations_matriarch>女教皇</hint>的关系恶化了<red>{rel_de}</red>。"
hint_nt_place_hall,"建造大厅
首先为你的大厅进行选址，大厅是领主们的集会场所，也是储存初始资源的地方。

$打开“建造”菜单，然后打开“服务”菜单。"
hint_nt_guest_arrive_piligrimsr,"朝圣者

朝圣者曾经都是平民，他们选择将自己的生命奉献给圣母索菲亚。他们从一个城镇旅行到另一个城镇，赤身裸体地戴着沉重的锁链，以表达自己对往日罪孽的忏悔。

他们不仅厌恶自己的罪孽，也厌恶别人的罪孽，用最简单、最容易理解的方式来教训所有背负着罪孽的灵魂——一记有力的耳光。从朝圣者那里得到这样一个发人深省的教训，是一种公认的恩赐和祝祷，即使对领主来说也是如此。

$按照教会的传统，我们要给他们提供食物，让他们继续前行。若要如此做，只需选择他们的首领，然后为他提供<hint=hint_resource_food>面粉</hint>或<hint=hint_resource_rutabaga>芜菁</hint>。
$<hint=hint_relations_matriarch>女教皇</hint>不会保佑驱赶朝圣者、未能向朝圣者提供捐助的统治者。
$朝圣者会在你这里逗留两天，等待捐助，如果他们得到了捐助，就会在第二天离开。"
hint_action_piligrims_give_food,"捐赠面粉
为朝圣者捐赠<hint=hint_resource_food>{count}</hint>，让他们可以继续自己的虔诚之旅。

$<hint=hint_relations_matriarch>女教皇</hint>的关系：<green>+{mat_inc}</green>
$朝圣者会提早离开你的省邦。"
hint_action_piligrims_give_swede,"捐赠芜菁
为朝圣者捐赠<hint=hint_resource_rutabaga>{count}</hint>，让他们可以继续自己的虔诚之旅。

$<hint=hint_relations_matriarch>女教皇</hint>的关系：<green>+{mat_inc}</green>
$朝圣者会提早离开你的省邦。"
hint_cant_give_food_to_piligrims,"捐赠面粉
<red>操作失败。</red>

仓库中需要有<hint=hint_resource_food>{count}</hint>。"
hint_cant_give_swede_to_piligrims,"捐赠芜菁
<red>操作失败。</red>

仓库中需要有<hint=hint_resource_rutabaga>{count}</hint>。"
hint_nt_knowledge_lost_final,"知识已丢失
由于近期领主的损失，以下知识已从集体记忆中消失：

{lost_list}"
hint_advisor_knowledge_lost_soon,"[hint_advisor_caption]
由于近期领主的损失，以下<hint=hint_idea>知识</hint>已经无人知晓：

{lost_list}

如果你有任何包含这些知识的书籍，是时候让其他领主开始学习了，因为几天后这些知识就会从集体记忆中消失。

查看知识菜单即可了解详细信息。"
hint_knowledge_menu_lost_risk,"知识丢失风险
如果你有任何包含这些知识的书籍，是时候让其他领主开始学习了，因为几天后这些知识就会从集体记忆中消失。"
hint_trade_bandit_reward,"善意的回报
商人解释说：“有个陌生人让我把这些金币给你。他说是为了表达感激。”"
hint_unavailable_lord_non_native,"操作失败
次等领主只能由其出生地的统治者供奉给教会。

教会认为其他统治者做出这样的牺牲并没有什么重大意义。"
hint_bandits_camp_bribe_to_attack,"买凶杀人
雇佣强盗攻击{faction_uuid_target}省邦内的目标：城镇（如果可能）或村庄。

将会雇佣更多强盗：{pop_increase}

<b>费用</b>：<hint=hint_resource_gold>{price}</hint>

<b>结果</b>：
{optional_relation_aftermath}
{optional_secret_deals}

[hint_SENDER]"
hint_bandits_camp_bribe_to_attack_success,"买凶杀人
强盗同意攻击{faction_uuid_target}省邦内的目标。

进攻将会在一天后开始。目标会根据强盗的能力来选择。

用你的资金雇佣的新战士数量：{pop_increase}

{optional_relation_aftermath}
{optional_secret_deals}"
hint_unavailable_cooldown_days,"行动不可用
此行动可在 {days} 后使用。"
hint_nt_bandits_camp_was_bribed,"森林强盗被贿赂了！
在你的城市附近有一座<hint=hint_persons_forest_bandits>森林强盗</hint>营地，{faction_uuid}省邦的代表出现在了那里。

你的城市或村庄可能会在一天后遭到袭击。

用省邦代表的资金雇佣的新战士数量：{pop_increase}。"
hint_bandits_maniac_description,"[hint_DESCRIPTION]
{soul_uuid_maniac}躲在强盗营地里躲避惩罚。

如果你对营地发起进攻，就能抓住他，查明他的出身信息，匡扶正义，还可以拿到奖赏。"
hint_bandits_maniac_captived,"~
胜利之后，{soul_uuid_maniac}被你的战士抓住，送去审问。

原来这位领主来自{province_name}省邦，他是那里的通缉犯，已经逃亡很久了。

你的战士们决定把被俘的领主送回家，让他面对自己的惩罚。"
hint_bandits_maniac_attack_fail,"~
进攻失败了，{soul_uuid_maniac}设法活了下来，离开了营地。谁知道你们会不会再次相遇呢？"
hint_bandits_maniac_ignore,"~
你听到了一些传言，据说{soul_uuid_maniac}平静地在强盗营地中休息，然后离开了。你可能再也听不到他的消息了。

好消息是，由于他的努力，强盗营地的人数减少了一半。"
hint_mind_joker_watched,"[hint_mind_caption]
那个小丑的表演太有趣了！我一直很欢迎表演者来我们的省邦演出！"
hint_input.action.camera_move,"移动镜头
按住这个键“拖拽”镜头。"
hint_input.action.gui_add_more,"增加 10 个
为商人和军队或在其他菜单中增加物品时，按住此键即可一次增加 10 个物品。"
hint_input.action.squad_order_attack,"给部队下命令
此行动只能在选定的部队中进行。

（通过点击敌人的旗帜） 指定地点或敌人，命令部队移动或攻击。"
hint_nt_bandit_leave,"匿名人物已离开省邦
此角色已离开你的省邦。此人的故事很可能还没有结束，你会再次听到其消息……"
hint_tech_trade_tax_reduce,"技术
运用贸易黑话、找中间商打通关系，可使贸易契约中的教会税减少 {percent}%"
hint_tech_market_depth_increase,"技术
此技能可以把商品卖给并不真正需要它们的人，确保所有商品的<hint=hint_market_volume>本地需求</hint>增加 {perc} %。"
hint_tech_book_rewrite_cost_decrease,"技术
书写方式更加简洁，在产出书籍时可以减少 {perc} %的<hint=hint_resource_paper>纸张</hint>使用量。"
hint_tech_saint_king,"技术
一篇神学论文，解释了圣母索菲亚的恩典会如何向世俗统治者带来启示。

拜教会的恩典所赐，你的君王可以得到神圣<hint=hint_action_task_canonization>祝祷</hint>（需要与<hint=hint_relations_matriarch>女教皇</hint>有良好的关系）。"
hint_tech_church_defence,"技术
一系列论据，可以说服教会为你的省邦提供<hint=hint_holy_protection>神爱之家庇护</hint>（通常会留给建立时间不长的贵族世家），持续一段日子。

需要与<hint=hint_relations_matriarch>女教皇</hint>有良好的关系。"
hint_tech_easier_divorce,"技术
虽然神爱之家不会赞成离婚，而且通常来说需要<hint=hint_relations_matriarch>与女教皇保持良好的关系</hint>，但这一知识可以降低要求，在特殊情况下翔实有力地证明离婚的必要性。"
hint_tech_bishop_fix_relations,"技术
一种古老的忏悔仪式，用来忏悔因憎恨而产生的罪孽，使忏悔者获得赦免。<hint=hint_bishop>主教</hint>可以凭借此仪式让一个选定的领主与其所有敌人和解。

需要领主和主教保持良好关系，消耗 <hint=hint_resource_rune>10</hint>。"
hint_tech_detach_ex_bandit,"技术
描述了一场特殊的凯登仪式，当一个强盗被征召入伍时，可以去除他所有的负面特质和负面想法。"
hint_tech_knife_battle_stronger,"技术
凯登文化中的一种古老战斗武艺。

使用<hint=hint_resource_knife>匕首</hint>的战士<hint=hint_skill_combat>战斗技能</hint> +{level_add}。"
hint_tech_stronger_weapon,"技术
这种软膏采用了特殊配方，可以提高木材和铁质接头的耐久性，使武器破损的可能性减少 {mult} 倍。"
hint_tech_better_training,"技术
老旧的帝国操典，可用于训练毫无经验的新兵，让他们在<hint=hint_bld_training_ground>训练场</hint>中进行训练时获得的经验值增加 {perc}%。

在战士的<hint=hint_skill_combat>战斗技能</hint>达到 5 级后失效。"
hint_tech_moral_vs_bandits,"技术
心理训练，可以培养道德正义和责任心，在与<hint=hint_persons_forest_bandits>森林强盗</hint>的战斗中，给予战士 +{moral_add} 的心情奖励。"
hint_determination_in_desire_menu,"决心爆发
此角色处于<hint=hint_determination>决心爆发</b>状态，想要实现存在已久的欲望：<b>{desire_name}</b>

详情：{optional_determination_info}

只要此角色的心情处于快乐水平（心情高于 <green>{determination_moral_threshold}</green>），他就能够抑制自己的冲动。

在 {time_remain} 后，决心就会消散"
hint_tantrum_meat_binge,"决心爆发
领主会自动把商店里的<hint=hint_resource_meat>肉</hint>取出来带回家，直到所有的肉都吃完才会停下来。"
hint_tantrum_write_a_book,"决心爆发
领主会前往图书馆，撰写一本书籍。"
hint_tantrum_read_a_book,"决心爆发
领主会前往图书馆，学习一门新的知识。"
hint_tantrum_solo_hunting,"决心爆发
领主会独自猎杀一头饿狼。"
hint_tantrum_ring_robbery,"决心爆发
领主决心抢劫另一个领主的住宅。可能会与屋主发生冲突！"
hint_tantrum_make_a_gift,"决心爆发
领主会随机向一位领主赠送礼物。"
hint_tantrum_spent_time_together,"决心爆发
领主会随机与一位领主共度时光，试图交朋友。"
hint_tantrum_house_grab,"决心爆发
领主会试图用武力夺取另一位领主的住宅。"
hint_part_of_nature_philosoph,"学者
拥有最高级<hint=hint_skill_knowledge>智力</hint>技能的领主居住在这个省邦中。他们掌握着大部分<hint=hint_idea>知识</hint>，包括一些独特的知识。

若要获得这些知识，你可以与他们进行一次智慧交流，也可以绑架他们。"
hint_encyclopedia_global_knowledge,"来自邻邦的知识
邻近的城市往往拥有<hint=hint_idea>独特</hint>的知识，你可以通过各种途径获得这些知识。

<img=hint_encyclopedia_global_knowledge></img>

若要查看可学习知识列表，只需进入世界地图，将鼠标悬停在该省邦菜单顶部的书籍图标上。这份清单只会显示你的领主尚未学习的知识，所以对他们来说特别有价值。

这些知识主要由该省邦最聪明的领主“<hint=hint_part_of_nature_philosoph>学者</hint>”掌握。你可以在关于他们的提示中看到此状态。

若要获得这些知识，你可以：
$与学者领主交朋友，和他们进行智慧的交流：可以在他们自己的省邦进行，也可以邀请他们来拜访你。
$绑架学者领主，强迫他们撰写<hint=hint_book>书籍</hint>（通过<hint=hint_action_shadow>邪恶勾当</hint>菜单）。
$运用邪恶勾当菜单组织一次图书馆抢劫。在抢来的书籍中，总会有 1-2 本是孤本。  "
hint_action_church_defence,"神爱之家庇护
需要来自神爱之家的<hint=hint_holy_protection>庇护</hint>，

<b>结果：</b>
$庇护会持续 {days} 天
$<hint=hint_relations_matriarch>女教皇</hint>的意见：<red>-{rel_de}</red>

<b>费用：</b><hint=hint_resource_rune>{cost}</hint>"
hint_action_bishop_fix_relations,"忏悔
向主教忏悔，坦白自己曾经心怀憎恨。

此角色必蒙赦免，心中充满平安，也必赦免一切仇敌。

<b>结果：</b>
$与敌人的关系：<green>+{rel_inc}</green>

<b>费用：</b> <hint=hint_resource_rune>{cost}</hint>

敌人列表：
{enemies_list}"
hint_fix_relations_no_enemies,"操作失败
这位领主没有敌人，TA 的心灵十分纯洁。"
hint_tech_lock_caravan,"~
这本书籍出现在圣商队中的条件：
{unlock_reason_stack}"
hint_tech_lock_unique,"~
这本书不会出现在神圣教会的图书馆中。此类知识可以<hint=hint_encyclopedia_global_knowledge>从邻邦那里学习</hint>，也可以<hint=hint_nt_guest_arrive_knowledge_trader>通过传经人获得</hint>。"
church_defence_unavailable_by_holy_defence,"操作失败
神爱之家庇护生效"
hint_mind_fight_agains_bandit,"[hint_mind_caption]
强盗必死！"
hint_wish_happiness_to_master,"祈求偶像的幸福
角色热切地渴望其偶像获得幸福：{soul_uuid_target}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_mind_made_gift_to_master,"[hint_mind_caption]
我只是送了一件礼物，偶像就会感到幸福！这花多少钱都值得！"
hint_mind_master_death,"[hint_mind_caption]
圣母索菲亚，我的偶像死了！没了偶像我该怎么办？！"
hint_settings.apply_error.input_dublicates,
hint_nt_puppet_become,"傀儡
{soul_uuid_master}扭曲了角色{soul_uuid_puppet}的意志，现在该角色已经是其<hint=hint_encyclopedia_puppets>傀儡</hint>了。"
hint_nt_puppet_reset,"傀儡
{soul_uuid_puppet}不再是一个<hint=hint_encyclopedia_puppets>傀儡</hint>了。"
hint_puppet_make_rebellion,"傀儡叛乱
强迫一名领主的<hint=hint_encyclopedia_puppets>傀儡</hint>在该省邦中发起叛乱。

虽然没有确凿的证据，但该地的统治者仍会注意到你与该傀儡的关系。"
hint_unavailable_no_puppet,"操作失败
你在该省邦没有<hint=hint_encyclopedia_puppets>傀儡</hint>。

让你的一名领主在当地角色中培养一名傀儡，来操纵该省邦的事件。"
hint_nt_free_lord_arrive,"自由领主正在等待被雇佣
[hint_tutorial_free_lord]"
hint_puppet_make_rebellion_person_select,"傀儡的叛乱
<hint=hint_encyclopedia_puppets>傀儡</hint>会遵守偶像——即你的一名领主的命令发动叛乱。

<b>结果：</b>
{soul_uuid_king}：关系下降{rel_de}。"
hint_puppet_make_rebellion_success,"~
{soul_uuid_puppet}很快会发动叛乱。"
hint_puppet_riot_king,"叛乱防御
{optional_type_of_danger}

预计该聚落的一名领主很快会发动叛乱。人们相信该领主只是一名<hint=hint_encyclopedia_puppets>傀儡</hint>，听别人的命令行事。

统治者{soul_uuid_king}正面临威胁，并请求你派遣援军，前来支援。他承诺，不会忘记你雪中送炭的恩情。

战士对{soul_uuid_king}的支持率：{war_sup}%

支援{soul_uuid_king}可能带来的结果：
$若{soul_uuid_king}获得胜利，与他的关系：<green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$若{soul_uuid_heir}获得胜利，与他的关系：<red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_global_map_danger_rebellion_puppet,"~
<red>有人命令{soul_uuid_heir}发动叛乱。若叛乱成功，当前的君王{soul_uuid_king}将被推翻，{soul_uuid_heir}将取而代之。</red>"
hint_puppet_riot,"傀儡的叛乱
{optional_type_of_danger}

一名领主很快将发动一起叛乱，并请求你派遣援军进行支援，且承诺会报答你。人们相信该领主只是一名<hint=hint_encyclopedia_puppets>傀儡</hint>，听别人的命令行事。

战士对{soul_uuid_heir}的支持率：{war_sup}%

支援{soul_uuid_heir}可能带来的结果：
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_mind_bad_hunt,"狩猎失败
这次狩猎糟糕透了……全都要怪我那个搭档！"
hint_nt_check_problems,"查看问题
点击左上角带有数字的标志，查看聚落中最紧迫的问题。"
hint_nt_lord_dead_in_hostage,"死于囚禁
{soul_uuid_1}已被强盗杀死。"
hint_action_task_hunt_global_map_context,"狩猎
{soul_uuid_1}：<hint=hint_skill_combat>战斗技能</hint>：{skill_1}

{soul_uuid_2}：<hint=hint_skill_combat>战斗技能</hint>：{skill_2}

饿狼在战斗力上等同于一名具备{wolf_level}战斗技能，且装备着<hint=hint_resource_wooden_spear>矛</hint>的斗士。

成功狩猎的几率：{ver}%"
hint_nt_bad_hunt_on_global_map,"狩猎失败
{soul_uuid_1}和{soul_uuid_2}一起去{faction_uuid}的省邦狩猎，但是这次狩猎以失败告终。

他们的心情和彼此之间的关系都恶化了。"
hint_nt_guest_role_revealed,"意图揭晓
{soul_uuid}在与你的领主对话时暴露了自己的意图。这是一位{role_name}。

你可以放逐这名领主（并带来相应后果）或顺其自然，并承担其行动的后果。"
hint_guest_communicative,"社交达人
这位宾客与你的君王和王位继承人建立了良好的关系。"
hint_guest_duelist,"决斗者
这位<hint=hint_skill_combat>战斗技能</hint>高超的宾客要与一名领主（你最好的管理者、指挥官甚至君王）进行决斗——至死方休。"
hint_guest_provoker,"挑衅者
这位宾客擅长挑拨离间，拥有高超的<hint=hint_skill_speech>游说</hint>能力和高雅的<hint=hint_skill_manners>礼仪</hint>。

这位宾客意图贿赂你的领主并密谋反对君王。"
hint_guest_puppet_master,"傀儡师
这位宾客擅长挑拨离间，拥有高超的<hint=hint_skill_speech>游说</hint>能力和高雅的<hint=hint_skill_manners>礼仪</hint>。

这位宾客会尝试把你的一名领主变为<hint=hint_encyclopedia_puppets>傀儡</hint>。"
hint_guest_manipulator,"操纵者
这位宾客擅长挑拨离间，拥有高超的<hint=hint_skill_speech>游说</hint>能力和高雅的<hint=hint_skill_manners>礼仪</hint>。

操纵者喜欢选择一名受害者，在赢取其信任的同时，与其配偶密谋背叛。但是，操纵者也可以用奉承和赞美来修复关系。"
hint_guest_seducer,"勾引者
这位宾客擅长挑拨离间，拥有高超的<hint=hint_skill_speech>游说</hint>能力和高雅的<hint=hint_skill_manners>礼仪</hint>。

勾引者的目标是那些会对他们表现出最大兴趣的人，并靠诱惑对方来取乐。
若你的君王与他们的君王关系不睦，诱惑者会利用受害者对自己的信任，降低他们对你的君王的忠诚度。"
hint_guest_player,"赌徒
该角色对骰子游戏十分狂热。作为游戏对手，该角色会选择<hint=hint_skill_knowledge>智力</hint>技能最低的领主一同玩游戏，以尽可能提高其胜率。

出于某些原因，赌徒在自己的省邦被禁止进行赌博。"
hint_guest_educator,"启蒙者
这位很有文化的宾客会与你最睿智的领主进行<hint=hint_action_wise_talk>智慧交流</hint>。

通过知识交流来达到共同进步，这是启蒙者追求的崇高目标。"
hint_encyclopedia_puppets,"傀儡
当一名角色对另一名角色关系超过 90，该角色就会成为对方的傀儡。

傀儡为了自己的偶像愿意做任何事：
$隶属邻邦领主的傀儡可以为你完成一些邪恶勾当，甚至煽动叛乱。
$傀儡会很乐意为自己的偶像献上自己的财产，且不会产生任何嫉妒之意。
$在你的省邦内，偶像可以驱使傀儡完成任何任务，包括谋杀。
$无论发生何种冲突，傀儡都会誓死保卫偶像。"
hint_action_task_donate_to_master,"赠与偶像的礼物
需要<hint=hint_resource_rune>{rings_count}</hint>的礼物。

傀儡乐意取悦自己的偶像，并会获得{mind_add}想法"
hint_puppet,"傀儡
该角色是<hint=hint_encyclopedia_puppets>傀儡</hint>。

其偶像：{soul_uuid}"
hint_action_slander,"诽谤
所选领主<b>诽谤了</b>一位共同的熟人。

结果，{soul_uuid_target}与这名熟人的关系<b>恶化</b>，程度取决于诽谤者的<hint=hint_skill_speech>游说</hint>技能。

但是，没有人喜欢造谣生事，因此{soul_uuid_target}与诽谤者的关系也会降低<red>{rel_de_slander}</red>。"
hint_action_praise,"称赞
所选领主<b>称赞了</b>一位共同的熟人。

结果，{soul_uuid_target}与这名熟人的关系<b>升温</b>，程度取决于诽谤者的<hint=hint_skill_speech>游说</hint>技能。"
hint_action_slander_context,"诽谤
诽谤者{soul_uuid_performer}：{skill_name}{skill_level}级。

<b>结果</b>
${soul_uuid_target}与{soul_uuid_about}的关系：<red>{rel_de_slander_to_target_king}</red>
${soul_uuid_target}与{soul_uuid_performer}的关系：<red>{rel_de_slander}</red>

{soul_uuid_target}与{soul_uuid_about}的当前关系：{rel_current}"
hint_action_praise_context,"赞美
赞美者{soul_uuid_performer}：{skill_name}{skill_level}级。

<b>结果与的关系：</b>
${soul_uuid_target}与{soul_uuid_about}的关系：<green>{rel_de_praise_to_target_king}</green>

{soul_uuid_target}与{soul_uuid_about}的当前关系：{rel_current}"
hint_unavailable_by_cooldown,"操作失败
{remain_time}小时内行动无效"
hint_building_wall_rebuild,"重建
重建该墙壁区域"
hint_unavailable_by_not_in_city,"操作失败
{soul_uuid_1}和{soul_uuid_2}目前不在同一个城市。"
hint_sudden_attack_assault_fair,"掠夺
为了打劫金库，攻击{faction_uuid}。

没有警告便发动攻击不会受到<hint=hint_relations_matriarch>女教皇</hint>的祝祷，因为此举打破了惯例并制造了混乱。

$可能的战利品：<hint=hint_resource_gold>{town_money}</hint>
$与{soul_uuid_king}的关系：<red>{sudden_attack_assault_fair_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_fair_result,"掠夺
你的军队正在前往省邦{faction_uuid}进行掠夺。

$与{soul_uuid_king}的关系：<red>{sudden_attack_assault_fair_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair,"掠夺
在没有警告的情况下进攻{faction_uuid}，掠夺金库。

由于你与该聚落的君王并非<hint=hint_faction_relations_deadly_enemy>死敌</hint>，此次进攻将被视为<red>背信弃义</red>的行为，并损害与邻邦和女教皇的关系。

$可能的战利品<hint=hint_resource_gold>{town_money}</hint>

$与{soul_uuid_king}的关系：<red>{sudden_attack_assault_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$与女教皇的关系：<red>{sudden_attack_assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair_result,"掠夺
你的军队在毫无预警的情况下掠夺了省邦{faction_uuid}。

$与{soul_uuid_king}的关系：<red>{sudden_attack_assault_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$与女教皇的关系：<red>{sudden_attack_assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair,"夷为平地
派遣一只军队，彻底摧毁{faction_uuid}。

没有警告便发动攻击不会受到<hint=hint_relations_matriarch>女教皇</hint>的祝祷，因为此举打破了惯例并制造了混乱。

$与{soul_uuid_king}的关系：<red>{sudden_attack_city_burn_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair_result,"夷为平地
你的军队正在彻底摧毁{faction_uuid}，了结这场恩怨。

$与{soul_uuid_king}的关系：<red>{sudden_attack_city_burn_rel_de}</red>
$与女教皇的关系<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair,"夷为平地
你在毫无预警的情况下派出军队，彻底摧毁了{faction_uuid}。

由于你与该聚落的君王并非<hint=hint_faction_relations_deadly_enemy>死敌</hint>，此次进攻将被视为<red>背信弃义</red>的行为，并损害与邻邦和女教皇的关系。

$与{soul_uuid_king}的关系：<red>{sudden_attack_city_burn_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_city_burn_unfair_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair_result,"夷为平地
你的突袭部队彻底摧毁了{faction_uuid}。

$与{soul_uuid_king}的关系：<red>{sudden_attack_city_burn_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_city_burn_unfair_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"建立附庸
派遣军队征服省邦，并让其成为你王国的<hint=hint_vassal>附庸</hint>。

没有警告便发动攻击不会受到<hint=hint_relations_matriarch>女教皇</hint>的祝祷，因为此举打破了惯例并制造了混乱。

{optional_attack_on_vassal_or_ally}
$与{soul_uuid_king}的关系：<red>{sudden_demand_vassal_fair_rel_de}</red>
$与邻邦的关系：<red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"建立附庸
你的军队正在征服省邦{faction_uuid}，并让其成为你王国的<hint=hint_vassal>附庸</hint>。

{optional_attack_on_vassal_or_ally}
$与{soul_uuid_king}的关系：<red>{sudden_demand_vassal_fair_rel_de}</red>
$与邻邦的关系：<red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"建立附庸
派遣军队征服省邦，并让其成为你王国的<hint=hint_vassal>附庸</hint>。

由于你与该聚落的君王并非<hint=hint_faction_relations_deadly_enemy>死敌</hint>，此次进攻将被视为<red>背信弃义</red>的行为，并损害与邻邦和女教皇的关系。

{optional_attack_on_vassal_or_ally}
$与{soul_uuid_king}的关系：<red>{sudden_demand_vassal_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair_result,"建立附庸
你的突袭部队征服了省邦{faction_uuid}，并让其成为你王国的<hint=hint_vassal>附庸</hint>。

{optional_attack_on_vassal_or_ally}
$与{soul_uuid_king}的关系：<red>{sudden_demand_vassal_unfair_rel_de}</red>
$与邻邦的关系：<red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair,"迫使中立
进攻省邦{faction_uuid}，迫使其保持中立。如果你取得胜利，{soul_uuid_king}将切断与所有附庸、宗主或盟友的政治关系。该省邦在政治上保持独立和中立态度。

没有警告便发动攻击不会受到<hint=hint_relations_matriarch>女教皇</hint>的祝祷，因为此举打破了惯例并制造了混乱。

{optional_force_neutrality_additional_effects}
$与{soul_uuid_king}的关系：<red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair_result,"迫使中立
你的军队正在进攻省邦{faction_uuid}，迫使其保持中立。

{optional_force_neutrality_additional_effects}
$与{soul_uuid_king}的关系：<red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
