Key,Polska
hint_action_piligrims_give_food,"Podaruj mąkę
<hint=hint_resource_food>{count}</hint> może być darem dla świętych pielgrzymów, dzięki niej będą mogli ruszyć w dalszą podróż.

$ Stosunki z <hint=hint_relations_matriarch>Matroną</hint>: <green>+{mat_inc}</green>
$ Pielgrzymi opuszczą twoją prowincję wcześniej niż zwykle."
hint_action_piligrims_give_swede,"Podaruj brukiew
<hint=hint_resource_rutabaga>{count}</hint> może być darem dla świętych pielgrzymów, dzięki niej będą mogli ruszyć w dalszą podróż.

$ Stosunki z <hint=hint_relations_matriarch>Matroną</hint>: <green>+{mat_inc}</green>
$ Pielgrzymi opuszczą twoją prowincję wcześniej niż zwykle."
hint_cant_give_food_to_piligrims,"Podaruj mąkę
<red>Niedostępna.</red>

Musisz mieć w magazynie <hint=hint_resource_food>{count}</hint>."
hint_cant_give_swede_to_piligrims,"Podaruj brukiew
<red>Niedostępna.</red>

Musisz mieć w magazynie <hint=hint_resource_rutabaga>{count}</hint>."
hint_nt_knowledge_lost_final,"Wiedza przepadła
W wyniku niedawnych strat wśród lordów poniższa wiedza została usunięta z pamięci wspólnoty:

{lost_list}"
hint_advisor_knowledge_lost_soon,"[hint_advisor_caption]
W wyniku niedawnych strat wśród lordów nie pozostał przy życiu nikt, kto posiada następującą <hint=hint_idea>wiedzę</hint>:

{lost_list}

Jeśli wciąż posiadasz księgi zawierające tę wiedzę, to jest dobry moment, żeby je przeczytać, bo za kilka dni zniknie ona z pamięci wspólnoty.

Szczegółowe informacje znajdziesz w menu wiedzy."
hint_knowledge_menu_lost_risk,"Wiedza zagrożona
Jeśli wciąż posiadasz księgi zawierające tę wiedzę, to jest dobry moment, żeby je przeczytać, bo za kilka dni zniknie ona z pamięci wspólnoty."
hint_trade_bandit_reward,"Nagroda za dobroć
Kupiec wyjaśnia: „Jakiś nieznajomy poprosił, żebym dał ci to złoto. Powiedział, że to dowód wdzięczności”."
hint_unavailable_lord_non_native,"Niedostępne
Lord szlachty niższej może zostać ofiarowany kościołowi przez władcę ziem, na których urodził się ten lord.

Kościół uważa taką ofiarę od innych władców za nieistotną."
hint_bandits_camp_bribe_to_attack,"Łapówka za atak
Zapłać bandytom, aby zaatakowali miasto (jeżeli to możliwe) albo wioski w prowincji {faction_uuid_target}.

Zostaną wynajęci dodatkowi bandyci: {pop_increase}

<b>Koszt</b>: <hint=hint_resource_gold>{price}</hint>

<b>Konsekwencje</b>:
{optional_relation_aftermath}
{optional_secret_deals}

[hint_SENDER]"
hint_bandits_camp_bribe_to_attack_success,"Łapówka za atak
Bandyci zgodzili się atakować cele w prowincji {faction_uuid_target}.

Atak rozpocznie się w ciągu jednego dnia. Cel zostanie wybrany w zależności od możliwości bandytów.

Liczba nowych wojowników wynajętych za twoje pieniądze: {pop_increase}

{optional_relation_aftermath}
{optional_secret_deals}"
hint_unavailable_cooldown_days,"Działanie niedostępne
To działanie można wykonać ponownie za {days} dni."
hint_nt_bandits_camp_was_bribed,"Leśni bandyci zostali przekupieni!
Przedstawiciel prowincji {faction_uuid} był widziany w obozie <hint=hint_persons_forest_bandits>leśnych bandytów</hint> w pobliżu twojego miasta.

Możesz oczekiwać, że w ciągu jednego dnia dojdzie do ataku na twoje miasto.

Nowi wojownicy wynajęci za pieniądze wroga: {pop_increase}."
hint_bandits_maniac_description,"[hint_DESCRIPTION]
{soul_uuid_maniac} ukrywa się w obozie bandytów, żeby uniknąć kary.

Jeżeli zaatakujesz obóz, zostanie pojmany, dowiesz się, skąd przybył, i wymierzysz sprawiedliwość, za co otrzymasz nagrodę."
hint_bandits_maniac_captived,"~
Po zwycięstwie {soul_uuid_maniac} został schwytany i przesłuchany przez twoich wojowników.

Okazało się, że ten lord pochodzi z prowincji {province_name}, gdzie od dawna jest poszukiwany przez wymiar sprawiedliwości.

Twoi wojownicy postanowili odesłać więźnia do ojczyzny, gdzie zostanie wymierzona mu kara."
hint_bandits_maniac_attack_fail,"~
{soul_uuid_maniac} przeżył nieudany atak i opuścił obóz. Kto wie, może wasze drogi jeszcze kiedyś się skrzyżują?"
hint_bandits_maniac_ignore,"~
Ponoć {soul_uuid_maniac} spokojnie odpoczął w obozie bandytów i ruszył w dalszą drogę. Zapewne już nigdy o nim nie usłyszysz.

Dobra wiadomość jest taka, że w wyniku jego działań populacja obozu bandytów spadła o połowę."
hint_mind_joker_watched,"[hint_mind_caption]
Ten błazen dał naprawdę zabawne przedstawienie! Lubię, gdy naszą prowincję odwiedzają artyści!"
hint_input.action.camera_move,"Ruch kamery
Przytrzymaj ten klawisz, żeby przesuwać kamerę."
hint_input.action.gui_add_more,"Dodaj 10
Przytrzymaj ten klawisz, dodając przedmioty kupcowi, armii lub w innych menu, żeby dodawać po 10 sztuk naraz."
hint_input.action.squad_order_attack,"Rozkaz dla oddziału
Ta akcja jest możliwa tylko w przypadku wybranej drużyny.

Przydziel oddziałowi miejsce, do którego ma się udać, lub wskaż wroga do zaatakowania (klikając na sztandarze przeciwnika)."
hint_nt_bandit_leave,"Incognito opuszcza prowincję
Postać opuściła twoją prowincję. Prawdopodobnie jej historia jeszcze się nie zakończyła i niebawem znów usłyszysz o tej osobie."
hint_tech_trade_tax_reduce,"Technologia
Slang handlowy oraz korzystanie z pośredników pozwolą ci zmniejszyć podatek kościelny na umowy o {percent}%."
hint_tech_market_depth_increase,"Technologia
Umiejętność sprzedawania towarów osobom, które tak naprawdę ich nie potrzebują, pozwala zwiększyć <hint=hint_market_volume>lokalny popyt</hint> na wszystkie towary o {perc}%."
hint_tech_book_rewrite_cost_decrease,"Technologia
Drobniejsza czcionka ogranicza zużycie <hint=hint_resource_paper>papieru</hint> o {perc}%, gdy tworzysz księgi."
hint_tech_saint_king,"Technologia
Traktat teologiczny objaśniający, w jaki sposób można pokazać ziemskim władcom łaskę Świętej Zofii.

Z woli Kościoła twój król będzie mógł otrzymać święte <hint=hint_action_task_canonization>błogosławieństwo</hint> (wymaga dobrych stosunków z <hint=hint_relations_matriarch>Matroną</hint>)."
hint_tech_church_defence,"Technologia
Argumenty, które przekonują Kościół, aby na określoną liczbę dni udzielił twojej prowincji <hint=hint_holy_protection>ochrony Kochającego Rodu</hint>, zarezerwowanej zwykle dla młodych rodów szlacheckich.

Wymaga dobrych stosunków z <hint=hint_relations_matriarch>Matroną</hint>."
hint_tech_easier_divorce,"Technologia
Kochający Ród nie uznaje rozwodów i zwykle uzyskanie go wymaga bardzo dobrych <hint=hint_relations_matriarch>stosunków z Matroną</hint>, ale ta wiedza zmniejszy wymagania i przekonująco udowodni konieczność rozwodu w wyjątkowych przypadkach."
hint_tech_bishop_fix_relations,"Technologia
Pradawny obrzęd skruchy za grzech nienawiści przynosi rozgrzeszenie i umożliwia <hint=hint_bishop>biskupowi</hint> pojednanie wybranego lorda z jego wszystkimi wrogami.

Wymaga dobrych stosunków tego lorda z biskupem i kosztuje <hint=hint_resource_rune>10</hint>."
hint_tech_detach_ex_bandit,"Technologia
Opis specjalnego kaideńskiego obrzędu, który pozwala usunąć z bandyty wszystkie negatywne cechy podczas werbowania go do armii."
hint_tech_knife_battle_stronger,"Technologia
Pradawna sztuka walki wywodząca się z kultury kaideńskiej.

<hint=hint_skill_combat>Umiejętności bojowe</hint> wszystkich wojowników, gdy używają <hint=hint_resource_knife>sztyletu</hint>: +{level_add}."
hint_tech_stronger_weapon,"Technologia
Ta maść ma specjalny skład, dzięki czemu zwiększa wytrzymałość drewna i metalowych połączeń, co {mult} razy zmniejsza szansę uszkodzenia broni."
hint_tech_better_training,"Technologia
Dawne imperialne metody szkolenia niedoświadczonych rekrutów sprawiają, że zdobywają oni o {perc}% więcej doświadczenia podczas ćwiczeń na <hint=hint_bld_training_ground>placu treningowym</hint>.

Działa, dopóki <hint=hint_skill_combat>umiejętności bojowe</hint> wojownika nie osiągną 5. poziomu."
hint_tech_moral_vs_bandits,"Technologia
Szkolenie psychologiczne pod kątem prawości i moralnego obowiązku zapewnia premię +{moral_add} do nastroju wojowników w bitwach z <hint=hint_persons_forest_bandits>leśnymi bandytami</hint>."
hint_determination_in_desire_menu,"Przypływ determinacji
Postać doznała <hint=hint_determination>przypływu determinacji</b>, by spełnić swoje odwieczne pragnienie: <b>{desire_name}</b>

Szczegóły: {optional_determination_info}

Dopóki postać jest zadowolona (nastrój powyżej <green>{determination_moral_threshold}</green>), może panować nad własnymi impulsami.

Niezłomność zniknie za {time_remain}"
hint_tantrum_meat_binge,"Przypływ determinacji
Lord samodzielnie weźmie <hint=hint_resource_meat>mięso</hint> ze składu, zaniesie je do domu i nie przestanie jeść, dopóki nie zniknie całe."
hint_tantrum_write_a_book,"Przypływ determinacji
Lord uda się do biblioteki i napisze książkę."
hint_tantrum_read_a_book,"Przypływ determinacji
Lord uda się do biblioteki i zdobędzie nową wiedzę."
hint_tantrum_solo_hunting,"Przypływ determinacji
Lord samotnie zapoluje na żerwilka."
hint_tantrum_ring_robbery,"Przypływ determinacji
Lord pragnie ograbić dom innego lorda. Może dojść do konfliktu z właścicielem!"
hint_tantrum_make_a_gift,"Przypływ determinacji
Lord da prezent losowo wybranemu lordowi."
hint_tantrum_spent_time_together,"Przypływ determinacji
Lord spędzi trochę czasu z losowo wybranym lordem, aby się zaprzyjaźnić."
hint_tantrum_house_grab,"Przypływ determinacji
Lord spróbuje siłą zająć dom innego lorda."
hint_part_of_nature_philosoph,"Badacz
Lord posiadający najwyższy poziom <hint=hint_skill_knowledge>inteligencji</hint> w prowincji. To ci ludzie posiadają największą <hint=hint_idea>wiedzę</hint>, w tym wyjątkową.

Możesz prowadzić z nimi uczone rozmowy albo ich porywać, żeby zdobyć tę wiedzę."
hint_encyclopedia_global_knowledge,"Wiedza od sąsiadów
Sąsiednie miasta często posiadają wyjątkową <hint=hint_idea>wiedzę</hint>, którą można zdobyć różnymi metodami.

<img=hint_encyclopedia_global_knowledge></img>

Żeby zobaczyć listę dostępnej wiedzy, naprowadź kursor na ikonę księgi w górnej części menu tej prowincji na mapie świata. Na liście widoczna jest tylko wiedza, której nie znają twoi lordowie, co czyni ją dla nich szczególnie cenną.

Tę wiedzę najczęściej posiada najinteligentniejszy lord prowincji, <hint=hint_part_of_nature_philosoph>badacz</hint>. Znajdziesz ten status w podpowiedzi postaci.

Żeby pozyskać tę wiedzę, możesz:
$ Zaprzyjaźnić się z lordem badaczem i przeprowadzić z nim uczoną rozmowę w jego prowincji ojczystej albo zapraszając go do siebie.
$ Porwać lorda badacza i zmusić go do pisania <hint=hint_book>ksiąg</hint> (w menu <hint=hint_action_shadow>zbrodni</hint>).
$ Skorzystać z menu zbrodni, żeby zorganizować napad na bibliotekę. Wśród skradzionych ksiąg zawsze znajdzie się jedna albo dwie wyjątkowe.  "
hint_action_church_defence,"Ochrona Kochającego Rodu
Prośba o zapewnienie <hint=hint_holy_protection>ochrony</hint> przez Kochający Ród.

<b>Rezultaty:</b>
$ Ochrona potrwa {days} dni
$ Opinia <hint=hint_relations_matriarch>Matrony</hint>: <red>-{rel_de}</red>

<b>Koszt:</b> <hint=hint_resource_rune>{cost}</hint>"
hint_action_bishop_fix_relations,"Skrucha
Wyspowiadaj się biskupowi z nienawiści.

Postać otrzyma przebaczenie, wybaczy wszystkim wrogom i w jej sercu zapanuje spokój.

<b>Rezultaty:</b>
$ Stosunki ze wszystkimi wrogami: <green>+{rel_inc}</green>

<b>Koszt:</b> <hint=hint_resource_rune>{cost}</hint>

Lista wrogów:
{enemies_list}"
hint_fix_relations_no_enemies,"Niedostępne
Ten lord nie ma wrogów i ma czyste serce."
hint_tech_lock_caravan,"Warunki pojawienia się tej księgi w Świętej Karawanie:
{unlock_reason_stack}"
hint_tech_lock_unique,Ta księga jest niedostępna w bibliotece Świętego Kościoła. Taką wiedzę można <hint=hint_encyclopedia_global_knowledge>znaleźć u sąsiadów</hint> albo <hint=hint_nt_guest_arrive_knowledge_trader>pozyskać ją od skryptonów</hint>.
church_defence_unavailable_by_holy_defence,"Niedostępne
Ochrona Kochającego Rodu jest aktywna."
hint_mind_fight_agains_bandit,"[hint_mind_caption]
Bandyci muszą zginąć!"
hint_wish_happiness_to_master,"Chęć zadowolenia idola
Postać bardzo chce, żeby jej idol był zadowolony: {soul_uuid_target}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_mind_made_gift_to_master,"[hint_mind_caption]
Mój idol dostał ode mnie prezent i jest zadowolony! To było warte każdych pieniędzy!"
hint_mind_master_death,"[hint_mind_caption]
Święta Zofio, mój idol nie żyje! Co ja teraz pocznę?!
"
hint_settings.apply_error.input_dublicates,
hint_nt_puppet_become,"Marionetka
{soul_uuid_master} ugina się pod presją postaci {soul_uuid_puppet} i teraz jest jej <hint=hint_encyclopedia_puppets>marionetką</hint>."
hint_nt_puppet_reset,"Marionetka
{soul_uuid_puppet} nie jest już <hint=hint_encyclopedia_puppets>marionetką</hint>."
hint_puppet_make_rebellion,"Bunt marionetki
Zmuś <hint=hint_encyclopedia_puppets>marionetkę</hint> jednego z twoich lordów do wszczęcia buntu w tej prowincji.

Chociaż nie będzie na to twardych dowodów, twoje powiązania z marionetką nie pozostaną niezauważone przez miejscowego władcę."
hint_unavailable_no_puppet,"Niedostępne
Nie masz <hint=hint_encyclopedia_puppets>marionetek</hint> w tej prowincji.

Uczyń marionetką jedną z lokalnych postaci, wykorzystując jednego ze swoich lordów do manipulowania wydarzeniami w tej prowincji."
hint_nt_free_lord_arrive,"Wolny lord czeka na zatrudnienie.
[hint_tutorial_free_lord]"
hint_puppet_make_rebellion_person_select,"Bunt marionetki
<hint=hint_encyclopedia_puppets>Marionetka</hint> rozpocznie bunt na rozkaz swojego idola, jednego z twoich lordów.

<b>Konsekwencje:</b>
{soul_uuid_king}: stosunki pogorszą się o {rel_de}"
hint_puppet_make_rebellion_success,"~
{soul_uuid_puppet} niebawem rozpocznie bunt."
hint_puppet_riot_king,"Obrona przed buntem
{optional_type_of_danger}

Jeden z lordów tej osady prawdopodobnie rozpocznie bunt. Ta osoba jest zapewne <hint=hint_encyclopedia_puppets>marionetką</hint> działającą na polecenie kogoś innego.

Władca {soul_uuid_king} jest zagrożony i prosi o wsparcie wojskowe. W zamian obiecuje, że nigdy ci tego nie zapomni.

Wsparcie dla {soul_uuid_king} pośród wojowników: {war_sup}%

Potencjalne konsekwencje udzielenia wsparcia dla {soul_uuid_king}:
$ Jeśli {soul_uuid_king} zwycięży, wasze stosunki: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Jeśli {soul_uuid_heir} zwycięży, wasze stosunki: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_global_map_danger_rebellion_puppet,"~
<red>{soul_uuid_heir} ma na czyjeś polecenie wszcząć rebelię. Jeśli ten bunt się powiedzie, obecny król {soul_uuid_king} straci władzę, a jego miejsce zajmie {soul_uuid_heir}.</red>"
hint_puppet_riot,"Bunt marionetki
{optional_type_of_danger}

Jeden z lordów wkrótce rozpocznie bunt i prosi cię o pomoc wojskową, obiecując, że ci się odwdzięczy. Prawdopodobnie ta osoba jest <hint=hint_encyclopedia_puppets>marionetką</hint> działającą na polecenie kogoś innego.

Wsparcie dla {soul_uuid_heir} pośród wojowników: {war_sup}%

Potencjalne konsekwencje udzielenia wsparcia dla {soul_uuid_heir}:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_mind_bad_hunt,"Nieudane polowanie
Polowanie było fatalne... To wina mojego partnera!"
hint_nt_check_problems,"Sprawdź problemy
Kliknij widoczną w lewym górnym rogu ekranu flagę z cyfrą, żeby zobaczyć najważniejsze problemy twojej osady."
hint_nt_lord_dead_in_hostage,"Śmierć w niewoli
Postać {soul_uuid_1} zginęła z ręki bandytów."
hint_action_task_hunt_global_map_context,"Polowanie
{soul_uuid_1}: <hint=hint_skill_combat>Umiejętności bojowe</hint>: {skill_1}

{soul_uuid_2}: <hint=hint_skill_combat>Umiejętności bojowe</hint>: {skill_2}

Żerwilk równa się siłą wojownikowi z poziomem umiejętności {wolf_level} uzbrojonym we <hint=hint_resource_wooden_spear>włócznię</hint>.

Szanse na udane polowanie: {ver}%"
hint_nt_bad_hunt_on_global_map,"Nieudane polowanie
{soul_uuid_1} i {soul_uuid_2} wyruszyli na polowanie w prowincji {faction_uuid}, ale łowy były nieudane.

Pogorszył się nastrój tych postaci i ich wzajemne stosunki."
hint_nt_guest_role_revealed,"Ujawnienie zamiarów
 {soul_uuid} ujawnia swoje zamiary w rozmowach z twoimi lordami. To {role_name}.
 
 Możesz wygnać tego władcę (co będzie miało konsekwencje) albo nic nie robić i zmierzyć się ze skutkami działania tej osoby."
hint_guest_communicative,"Towarzyskość
 Ten gość przybywa nawiązać dobre stosunki z twoim królem i dziedzicem."
hint_guest_duelist,"Pojedynkowicz
Ta postać ma wybitne <hint=hint_skill_combat>umiejętności bojowe</hint>. Przybyła wyzwać na pojedynek jednego z twoim lordów – twojego najlepszego zarządcę, dowódcę albo nawet samego króla – i go zabić."
hint_guest_provoker,"Prowokator
 Ten gość to prawdopodobnie intrygant, posiada wysokie umiejętności <hint=hint_skill_speech>perswazji</hint> i <hint=hint_skill_manners>manier</hint>.
 
 Zamierza przekupić twoich lordów i spiskować przeciwko królowi."
hint_guest_puppet_master,"Władca marionetek
Ten gość to prawdopodobnie intrygant, posiada wysokie umiejętności <hint=hint_skill_speech>perswazji</hint> i <hint=hint_skill_manners>manier</hint>.

Spróbuje uczynić jednego z twoich lordów swoją <hint=hint_encyclopedia_puppets>marionetką</hint>."
hint_guest_manipulator,"Manipulator
 Ten gość to prawdopodobnie intrygant, posiada wysokie umiejętności <hint=hint_skill_speech>perswazji</hint> i <hint=hint_skill_manners>manier</hint>.
 
 Manipulator lubi wybrać sobie ofiarę, zdobyć jej zaufanie i jednocześnie knuć przeciwko niej, rozmawiając z jej małżonkiem lub małżonką. Może też naprawiać związki poprzez pochlebstwa i pochwały."
hint_guest_seducer,"Uwodziciel
 Ten gość to prawdopodobnie intrygant, posiada wysokie umiejętności <hint=hint_skill_speech>perswazji</hint> i <hint=hint_skill_manners>manier</hint>.
 
 Bawi się, uwodząc postać, która okazuje mu największe zainteresowanie.
 Jeżeli jego król ma złe stosunki z twoim, uwodziciel wykorzysta zaufanie ofiary, żeby obniżyć jej lojalność wobec twojego władcy."
hint_guest_player,"Hazardzista
Ta postać przybyła realizować swoje zamiłowanie do gry w kości. Jako partnera wybierze sobie lorda z najniższą <hint=hint_skill_knowledge>inteligencją</hint>, co zwiększy jej szanse zwycięstwa.

Nie wiedzieć czemu, ta osoba ma zakaz uprawiania hazardu w swojej rodzinnej prowincji."
hint_guest_educator,"Oświeciciel
 Ten wykształcony gość przybył odbywać <hint=hint_action_wise_talk>mądre rozmowy</hint> z najbardziej oświeconym spośród twoich lordów.
 
 Wymiana wiedzy to szlachetny cel oświeciciela."
hint_encyclopedia_puppets,"Marionetka
Kiedy zauroczenie jednej postaci inną przekroczy 90, stanie się ona marionetką tej postaci.

<img=hint_encyclopedia_puppets></img>

Marionetka zrobi dla swojego idola wszystko:
$ Marionetki twoich lordów w sąsiednich miastach mogą dokonywać dla ciebie zbrodni, a nawet wzniecać bunty.
$ Marionetka chętnie odda idolowi swój majątek i nie będzie zazdrosna o tę osobę.
$ W twojej prowincji idol może zmusić marionetkę do dowolnego czynu, nawet do morderstwa.
$ W każdym konflikcie marionetki będą bronić swojego idola aż do śmierci."
hint_action_task_donate_to_master,"Prezent dla idola
 Domaga się prezentu: <hint=hint_resource_rune>{rings_count}</hint>.
 
 Marionetka z przyjemnością spełni prośbę idola i zyska myśl {mind_add}."
hint_puppet,"Marionetka
Ta postać jest <hint=hint_encyclopedia_puppets>marionetką</hint>.

Jej idol: {soul_uuid}"
hint_action_slander,"Zniesławienie
 Wybrany lord <b>zniesławia</b> wspólnego znajomego.
 
 W rezultacie stosunki, które {soul_uuid_target} ma z tym znajomym, <b>pogorszą się</b> o wartość zależną od umiejętności <hint=hint_skill_speech>perswazji</hint> wykonawcy.
 
 Ale nikt nie lubi oszczerstw, zatem {soul_uuid_target} pogorszy też swoje stosunki z wykonawcą o <red>{rel_de_slander}</red>."
hint_action_praise,"Pochwały
 Wybrany lord <b>chwali</b> wspólnego znajomego.
 
 W rezultacie stosunki, które {soul_uuid_target} ma z tym znajomym, <b>poprawią się</b> o wartość zależną od umiejętności <hint=hint_skill_speech>perswazji</hint> wykonawcy."
hint_action_slander_context,"Zniesławienie
 Wykonawca {soul_uuid_performer}: {skill_name} {skill_level} poz.
 
 <b>Konsekwencje</b>
 $ {soul_uuid_target} – stosunki z {soul_uuid_about}: <red>{rel_de_slander_to_target_king}</red>
 $ {soul_uuid_target} – stosunki z {soul_uuid_performer}: <red>{rel_de_slander}</red>
 
 Aktualne stosunki {soul_uuid_target} – {soul_uuid_about}: {rel_current}"
hint_action_praise_context,"Pochwały
 Wykonawca {soul_uuid_performer}: {skill_name} {skill_level} poz.
 
 <b>Konsekwencje</b>
 $ {soul_uuid_target} – stosunki z {soul_uuid_about}: <green>{rel_de_praise_to_target_king}</green>
 
 Aktualne stosunki {soul_uuid_target} – {soul_uuid_about}: {rel_current}"
hint_unavailable_by_cooldown,"Niedostępne
Czynność ta nie będzie dostępna jeszcze przez {remain_time} godz."
hint_building_wall_rebuild,"Odbudowa
Odbuduj ten fragment muru"
hint_unavailable_by_not_in_city,"Niedostępne
{soul_uuid_1} nie znajduje się obecnie w tym samym mieście co {soul_uuid_2}"
hint_sudden_attack_assault_fair,"Plądrowanie
Zaatakuj frakcję {faction_uuid} z zamiarem złupienia skarbca.

Ataki bez ostrzeżenia nie mają błogosławieństwa <hint=hint_relations_matriarch>Matrony</hint>, ponieważ łamią niepisane zasady i wywołują zamęt.

$ Możliwy łup: <hint=hint_resource_gold>{town_money}</hint>
$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_assault_fair_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_fair_result,"Plądrowanie
Twoja armia maszeruje, aby splądrować prowincję {faction_uuid}.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_assault_fair_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair,"Plądrowanie
Zaatakuj frakcję {faction_uuid} bez ostrzeżenia, aby złupić jej skarbiec.

Ponieważ NIE jesteście <hint=hint_faction_relations_deadly_enemy>śmiertelnymi wrogami</hint> z królem tej osady, atak będzie uznany za <red>zdradziecki</red> i popsuje relacje z sąsiadami i Matroną.

$ Możliwy łup: <hint=hint_resource_gold>{town_money}</hint>

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_assault_unfair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair_result,"Plądrowanie
Twoja armia niespodziewanie maszeruje, aby splądrować prowincję {faction_uuid}.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_assault_unfair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair,"Spalona ziemia
Wyślij armię, aby zmiotła frakcję {faction_uuid} z powierzchni ziemi.

Ataki bez ostrzeżenia nie mają błogosławieństwa <hint=hint_relations_matriarch>Matrony</hint>, ponieważ łamią niepisane zasady i wywołują zamęt.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair_result,"Spalona ziemia
Twoja armia maszeruje, aby zmieść {faction_uuid} z powierzchni ziemi i zakończyć ten zatarg.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair,"Spalona ziemia
Bez ostrzeżenia wyślij swoją armię, aby zmieść frakcję {faction_uuid} z powierzchni ziemi.

Ponieważ NIE jesteście <hint=hint_faction_relations_deadly_enemy>śmiertelnymi wrogami</hint> z królem tej osady, atak będzie uznany za <red>zdradziecki</red> i popsuje relacje z sąsiadami i Matroną.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair_result,"Spalona ziemia
Twoja armia niespodziewanie wyruszyła, aby zmieść frakcję {faction_uuid} z powierzchni ziemi.

$ Stosunki z {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"Uczyń wasalem
Wyślij armię, aby podbiła prowincję i włączyła ją do twojego królestwa jako <hint=hint_vassal>wasala</hint>.

Ataki bez ostrzeżenia nie mają błogosławieństwa <hint=hint_relations_matriarch>Matrony</hint>, ponieważ łamią niepisane zasady i sieją zamęt.

{optional_attack_on_vassal_or_ally}
$ Stosunki z: {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"Uczyń wasalem
Twoja armia maszeruje, aby podbić prowincję {faction_uuid} i włączyć ją do twojego królestwa jako <hint=hint_vassal>wasala</hint>.

{optional_attack_on_vassal_or_ally}
$ Stosunki z {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"Uczyń wasalem
Wyślij armię, aby podbiła prowincję i włączyła ją do twojego królestwa jako <hint=hint_vassal>wasala</hint>.

Ponieważ NIE jesteście <hint=hint_faction_relations_deadly_enemy>śmiertelnymi wrogami</hint> z królem tej osady, atak będzie uznany za <red>zdradziecki</red> i popsuje relacje z sąsiadami i Matroną.

{optional_attack_on_vassal_or_ally}
$ Stosunki z {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Stosunki z sąsiadami: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Stosunki z Matroną: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
