Key,English
hint_advisor_no_altar,"[hint_advisor_caption]
The city completely lacks cult buildings, and residents are worried that their <hint=hint_pray>prayers</hint> may not be heard.

$ Construct <hint=hint_bld_altar>an Altar</hint> (Service submenu)."
hint_advisor_no_allcohol_production,"[hint_advisor_caption]
The city lacks <hint=hint_alcohol>alcohol</hint> production. Distributing alcohol is the easiest way to boost characters' <hint=hint_mood>mood</hint> and increase <hint=hint_migration>migration</hint>.

$ Build <hint=hint_bld_brewery>a Brewery</hint>.
$ In the <hint=hint_finance_menu>Economy Menu</hint> (Gear button at the bottom center), set up alcohol production - either <hint=hint_resource_moonshine>Moonshine</hint> or <hint=hint_resource_beer>Beer</hint>.

<b>Hint:</b> Moonshine isn't very tasty, but it's easy to produce from <hint=hint_resource_rutabaga>Rutabaga</hint>, which grows in fields. Beer requires both <hint=hint_resource_rye>Rye</hint> and <hint=hint_resource_hop>Hops</hint> (also grown in fields, but require researched knowledge)."
hint_advisor_no_food_production,"[hint_advisor_caption]
The city lacks <hint=hint_food>food</hint> production.

$ Build a <hint=hint_resource_rutabaga>Rutabaga</hint> field to harvest this simple but edible vegetable daily.
$ To produce <hint=hint_resource_food>Flour</hint>, construct a <hint=hint_resource_rye>Rye</hint> field and a <hint=hint_bld_mill>Mill</hint>. In the <hint=hint_finance_menu>Economy Menu</hint>, set up flour production."
hint_advisor_upgrade_woorcutter,"[hint_advisor_caption]
Most buildings in the game can be upgraded. Upgrading not only provides additional workspace but also increases the overall productivity of the building.

To upgrade your Lumbermills, click on the building and select the Upgrade button."
hint_advisor_small_army,"[hint_advisor_caption]
Your kingdom's army is either too weak and insignificant or completely nonexistent. This can be very dangerous, as neighbors may decide to aggress against you based on your strength.

$ Hire at least 7 warriors in the Army Menu.
$ Build Barracks for them to live in (warriors disdain living with peasants)
$ Arm them with weapons and armor, which can be purchased from the Holy Caravan"
hint_advisor_low_fertility,"[hint_advisor_caption]
You have already cleared 20% of the forest, and such a violation of the natural balance will soon lead to a gradual decrease in <hint=hint_tutorial_fertility>soil fertility</hint> across the entire map, which means that yields will start to decrease.

$ Reduce deforestation to allow the forests to recover.
$ Or continue cutting it down, ensuring the influx of necessary provisions through external trade."
hint_advisor_low_iron,"[hint_advisor_caption]
The mine is <hint=hint_tutorial_iron_depleted>depleting</hint>, and the explored reserves of <hint=hint_resource_iron>Iron</hint> are diminishing.

$ Plan an upgrade of the <hint=hint_bld_mine>Mine</hint>, which will provide access to new Iron reserves
$ Or establish trade contracts with neighbors that will supply you with Iron from outside"
hint_advisor_slaves_run,"[hint_advisor_caption]
Prisoners are freely escaping from your province. You need to guard them better.

$ Place <hint=hint_bld_patrol_sign_day>daytime patrols</hint> at the buildings where they work (zoom out to see exactly which buildings they are working in)
$ Place <hint=hint_bld_patrol_sign>nighttime patrols</hint> at the entrance to the Prison wards, where they live.
$ If you have not yet studied Prison wards, buy a book from the Holy Caravan and study it, because without this knowledge, they cannot receive food.

Patrols are set up from the <b>Construction Menu</b>, under the <b>Army</b> section."
hint_advisor_no_work,"[hint_advisor_caption]
The city is accumulating too many unemployed. Perhaps some buildings need repair, or your population's average mood is too high, which can lead to excess migration for your economy.

$ Using the <hint=hint_bld_scafod>Scaffold</hint>, you can initiate <hint=hint_terror_peasants>terror</hint> among the population. This will reduce the number of <hint=hint_persons_criminal>vagabonds</hint> and decrease overall happiness, thus limiting <hint=hint_migration>migration</hint>.
$ You can reduce <hint=hint_migration>migration</hint> by spreading rumors in your villages on the world map.
$ You can also distribute less <hint=hint_alcohol>Alcohol</hint>, which will decrease overall happiness and, consequently, the influx of migrants.
$ Finally, you can purchase cheap <hint=hint_resource_knife>Daggers</hint>, hire unemployed and unhappy peasants, and after a couple of days of training, send them to try their luck on the world map, attacking <hint=hint_persons_forest_bandits>bandit camps</hint>."
hint_advisor_contraband,"[hint_advisor_caption]
[hint_nt_contrband_begin]"
hint_advisor_fanatics_rebellion,"[hint_advisor_caption]
[hint_display_event_fanatics_can_soon_rise]"
hint_advisor_bishop_rebellion,"[hint_advisor_caption]
[hint_display_event_bishop_can_soon_rise]"
hint_advisor_onboard_1,"[hint_advisor_caption]
Every king needs an army, and an army needs money. To earn money, you need to sell the goods produced by the peasants.

To attract peasants from neighboring villages, increase the average happiness of your subjects. They need housing, good food, and alcohol to be happy. All of this requires <hint=hint_resource_wood>Wood</hint>. 

Build another <hint=hint_bld_woodcutter>Lumbermill</hint>.

$ The Lumbermill is located in the Construction menu, under the Resources tab.
$ Lumberjacks cut down the nearest trees, so it's best to place Lumbermills far from each other, but close to the forest."
hint_advisor_onboard_2,"[hint_advisor_caption]
Poor quality food, such as Rutabaga, affects the overall mood, reducing <hint=hint_migration>migration</hint>. It's time to provide people with <hint=hint_resource_food>Flour</hint>. But to obtain it, you need <hint=hint_resource_rye>Rye</hint>.

$ Build 2 <hint=hint_bld_farm>Rye Fields</hint> on the fertile soil.
$ Wait for the peasants to harvest in 3 days."
hint_advisor_onboard_3,"[hint_advisor_caption]
The collected <hint=hint_resource_rye>Rye</hint> needs to be ground to obtain <hint=hint_resource_food>Flour</hint>.

$ Build a <hint=hint_bld_mill>Mill</hint> and assign a manager to it.
$ Create a <b>Do until 50</b> Flour task in the <hint=hint_finance_menu>Economy menu</hint> to maintain a constant level in the warehouse.

<b>Hint:</b> The Economy menu can be accessed via the gear icon at the bottom of the screen."
hint_advisor_onboard_4,"[hint_advisor_caption]
Nobody likes <hint=hint_resource_moonshine>Moonshine</hint>, especially warriors and lords. 

Provide your people with good-quality <hint=hint_resource_beer>Beer</hint> instead, which can also be sold profitably.

Beer is made from <hint=hint_resource_rye>Rye</hint> and <hint=hint_resource_hop>Hops</hint>, so you need to grow and harvest Hops first.

$ Build a <hint=hint_bld_hop>Hop Field</hint> on fertile land in the lower left.
$ Wait for the peasants to harvest in 3 days."
hint_advisor_onboard_5,"[hint_advisor_caption]
Establish the production of <hint=hint_resource_beer>Beer</hint> and expand the <hint=hint_bld_brewery>Brewery</hint>.

$ Create a <b>Do until 50</b> order to produce Beer in the <hint=hint_finance_menu>Economy menu</hint>
$ Upgrade the Brewery to level 3.

<b>Hint:</b> The Economy menu can be accessed via the gear icon at the bottom of the screen."
hint_advisor_onboard_6,"[hint_advisor_caption]
<hint=hint_resource_iron>Iron</hint> is gradually running out in the warehouses. The problem with its extraction needs to be addressed.

$ Study the Iron Mine knowledge in the <hint=hint_knowledge_menu>Knowledge menu</hint>.
$ Build a Mine on the deposit to the right."
hint_advisor_onboard_7,"[hint_advisor_caption]
Unfortunately, the supplies of <hint=hint_resource_iron>Iron</hint> are not infinite, and each new level of the mine for expansion becomes increasingly expensive. It therefore makes sense to secure an external supply of this valuable resource.

Find a city on the world map that sells Iron and conclude a supply contract with it.  

<b>Hint:</b> A trade contract can only be concluded with a king whose relations with your ruler is above 0. If their relations is lower, use joint hunting or political methods, such as <b>Envoy Visit</b> or <b>Offering to the King</b>, to improve relations."
hint_advisor_onboard_8,"[hint_advisor_caption]
For the church to recognize your town, it must have more people living in it than in a small village.

Reach a population of <b>40 people</b> so that the Matriarch will recognize your town and send a <hint=hint_bishop>Bishop</hint> to live in it.

$ Provide people with <hint=hint_bld_hostel>housing</hint>, <hint=hint_resource_food>Flour</hint>, and <hint=hint_resource_beer>Beer</hint> to support <hint=hint_migration>migration</hint>."
hint_advisor_onboard_9,"[hint_advisor_caption]
Now that your city has grown stronger, it's time to think about expansion.

Create your own <hint=hint_tutorial_states>State</hint>—either an alliance of cities or a vassal kingdom. To make this happen, you will need an army no weaker than those of your neighbors.

$ Hire warriors in the <b>Army</b> menu (bottom of the screen) and train them at the <hint=hint_bld_training_ground>Training Ground</hint>.
$ Buy or produce weapons and armor for them.
$ On the global map, select a city of one of your neighbors. The options for annexing it can be found in the Politics menu.
$ Annex one of your neighbors as a vassal or as a member of your city alliance.

<b>Hint:</b> There are only a few provinces on the world map that sell <hint=hint_resource_iron>Iron</hint>. "
hint_advisor_clerks,"[hint_advisor_caption]
The <hint=hint_bld_chancellery>Chancellery</hint> is operational, but its clerks are not assigned to any production.

$ Select buildings and assign a clerk from the Chancellery as a manager.

<b>Hint:</b> Zoom out maximally to see all building assignments."
hint_advisor_no_paper,"[hint_advisor_caption]
The <hint=hint_bld_chancellery>Chancellery</hint> is operational, but the <hint=hint_resource_paper>Paper</hint> supply has run out.

Since each clerk's inspection costs one sheet of paper, the Chancellery's work halts when Paper runs out.

<b>Hint:</b> You can see how much Paper is consumed daily in the <hint=hint_statistic_menu>Statistics menu</hint>."
hint_advisor_wolves,"[hint_advisor_caption]
Although <hint=hint_fleshwolf>fleshwolves</hint> tend to stay close to the trees, they sometimes attack workers, especially woodcutters and herbalists.

$ Set up <hint=hint_bld_patrol_sign_day>daytime patrols</hint> in work areas. Warriors will attack fleshwolves as soon as they see them. But remember: fleshwolves are quite strong opponents.
$ You can send lords on a hunt, but you can also gather a squad of warriors (Army menu) and attack the fleshwolves via right-click."
hint_advisor_onboard_4_1,"[hint_advisor_caption]
The larger your settlement, the greater the need for lords. To alleviate this need, you can hire a <hint=hint_tutorial_free_lord>free lord</hint> to help delegate some tasks.

Free lords are hired for 10 days, after which they will leave the settlement.

$ Wait for the free lord to arrive at the settlement with the Holy Caravan.
$ Select their portrait at the top right (next to the caravan master's portrait) and hire them."
hint_advisor_onboard_6_1,"[hint_advisor_caption]
<hint=hint_resource_instruments>Tools</hint> are needed for upgrading buildings and producing complex items such as weapons and <hint=hint_resource_paper>Paper</hint>.

However, their production requires smelting <hint=hint_resource_iron>Iron</hint>, which in turn requires <hint=hint_resource_coal>Coal</hint>.

$ Buy a book on the <hint=hint_bld_coal_furnace>Coal Furnace</hint>, study it, and build this facility.
$ Buy a book on the <hint=hint_bld_workshop>Workshop</hint>, study it, and build this facility.
$ Create a task to <b>Do until 10</b> for the production of coal and tools."
hint_advisor_emperor_coronation,"[hint_advisor_caption]
Your state has become the dominant force in the world, and you can <hint=hint_tutorial_emperor>crown</hint> yourself as emperor to win the game.

To do this, select the Coronation of the Emperor in your ruler's menu. Within a few days, you can expect a squad of <hint=hint_inqusitors>Inquisitors</hint> to attempt to burn your province to the ground.

This is the final challenge in the game, after which there is no return - you will either defeat the punitive squad of Inquisitors and win the game, or you will lose. In any case, the game will end."
hint_advisor_desire_to_kill,"[hint_advisor_caption]
[hint_display_event_lord_want_to_kill_someone]

{haters_pair}"
adv_tutorial_2.intro_title,"~
Welcome to the Norland!"
adv_tutorial_2.intro,"~
You are in charge of helping a noble family of lords who own a province in Norland achieve prosperity, security, and personal ambitions. 

Your lords obey your commands, but they also have their own will. 

Your history is just beginning..."
adv_tutorial_2.obj_camera_control,"Camera controls

Let's take a look around.

$ Use the {input.action.camera_up} {input.action.camera_left} {input.action.camera_down} {input.action.camera_right} keys, or held down the {input.action.camera_move} to move the camera.

Give it a try!"
adv_tutorial_2.obj_camera_control_zoom,"Great!

Zoom in and out using {input.action.zoom_in} and {input.action.zoom_out}."
adv_tutorial_2.obj_pause_control,"Pause

When you need to stop and think, pause the game by pressing the {input.action.speed_pause} key or the button in the bottom right corner."
adv_tutorial_2.obj_time_control,"Speed up time

Sometimes it makes sense to accelerate the passage of time - for example, at night when everyone is sleeping.

Try different game speeds using the {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} keys or the time control buttons."
adv_tutorial_2.obj_king_needs_1,"Character needs

While you can only directly give orders to your lords, all characters in Norland have thoughts and needs. If these needs are not met, characters will become unhappy and start causing problems.

1. Select a lord by clicking on their portrait.
2. Click on the <b>Mood</b> tab in the <b>Character menu</b> to see their <b>thoughts and needs</b>."
adv_tutorial_2.obj_king_needs_2,"Food and alcohol

The most basic of needs are <b>food and rest</b>, which are replenished by consuming food and alcohol.

You have a stock of provisions for the time being, but it's necessary to ensure reliable food and alcohol production so your characters don't go hungry.

To do this, let's learn how to construct and manage buildings, starting with managing builders."
adv_tutorial_2.obj_instructions,"Building management

In Norland, you only control the noble family, so you need to assign a manager to oversee the workers in the buildings.

The instructions given by the managing lord are sufficient for three days, and on average, one lord can manage 7-10 buildings.
{split}
Let's appoint a manager to the Hall, where your builders are assigned.

1. Select the Hall.
2. Click the ""Management"" button in the menu that appears <b>in the bottom left corner</b>.
3. Choose a lord for the manager role.
4. <b>Wait</b> for the lord to distribute instructions to the workers."
adv_tutorial_2.obj_build_sawmill,"Building construction

Great, the workers are now aware of your plans and ready to start building.

<b>Wood</b> is the primary resource used in construction, so our first priority is to build a <b>Lumbermill</b>.

1. Click on the Construction menu.
2. Select the ""Resources"" heading.
3. Select the <b>Lumbermill</b> and place it in the designated area."
adv_tutorial_2.obj_build_field,"Wonderful!

Now let's build a <b>Rutabaga Field</b> to ensure everyone has food.

Fields are best placed on specially <b>fertile soil areas</b>.

1. Click the {input.key.mb_right} to go back one step in the Construction menu.
2. Select <b>Rutabaga Field</b>.
3. After choosing the construction site, exit the construction mode using the {input.key.mb_right} .
4. <b>Wait</b> for the construction of the buildings to be completed.

$ You can speed up the time using the keys {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} or the buttons in the <b>bottom right corner of the screen</b>."
adv_tutorial_2.obj_managment,"Assign managers

Since the employees need instructions, don't forget to assign managers to the new buildings! 

Note that the higher the lord's Management skill, the more additional product the building will produce under their management.
{split}
1. Select <b>Lumbermill</b> and assign a manager to it through the building menu in the bottom left corner.
2. Select <b>Rutabaga Field</b> and also assign a manager to it.
3. <b>Wait</b> for the instructions to be explained to the workers.

$ You can quickly assign managers by clicking {input.key.mb_right} on a building."
adv_tutorial_2.obj_moonshine_production,"Alcohol

Great, we have food production sorted out. Now it's time for alcohol, that helps lift everyone's mood after a hard day's work.

We already have a built a <b>Brewery</b> for alcohol production, so let's create an order for the production of the cheapest type of alcohol, <b>Moonshine</b>, which is made from <b>Rutabaga</b>.

$ Open the <b>Production</b> menu."
adv_tutorial_2.obj_moonshine_production_2,"Task creation

You can place a one-time order (<b>Make X</b>) or request ongoing support to maintain a desired level (<b>Do Until X</b>).

Let's order the support for maintaining a quantity of {moonshine_goal} units of <b>Moonshine</b>. Your stocks will be checked against this each day to decide whether the building will operate.

1. Click on <b>Do Until X</b> on the ""Moonshine"" card.
2. Specify how much Moonshine you want to have in the warehouse."
adv_tutorial_2.close_production,"Done!

Now it's necessary to appoint a manager in the <b>Brewery</b>, and the peasants will take <b>Rutabaga</b> from the warehouse by themselves, and at the end of the working day, they will bring the produced <b>Moonshine</b> to the warehouse.

Please note that you already have {moonshine_now} units of Moonshine, so to complete the task of producing {moonshine_goal} units of Moonshine, you will need an additional {rutabage_need} units of Rutabaga, as one unit of Rutabaga produces one unit of Moonshine.
{split}
1. Close the Production menu.
2. Appoint a manager at the <b>Brewery</b> to start production."
adv_tutorial_2.obj_open_finances,"Prices and Wages

Once the workers receive instructions, they will begin their duties.

During the day, they work, and in the evening, they tend to their own needs - receiving a <b>wage</b>, which they use to buy food and alcohol from your <b>Markets</b> and <b>Taverns</b>.
{split}
$ Ideally, <b>each</b> character will consume <b>one</b> unit of food and <b>one</b> unit of alcohol per day.
$ Characters will try to purchase higher-quality goods whenever possible.
$ Lords receive food and alcohol for free, delivered to the <b>Hall</b> by the servants who take it from the warehouse.

$ Open the Finance menu."
adv_tutorial_2.obj_correct_beer,"Finance Menu

On the right, under the ""Daily Expenses"" heading, you can see the <b>daily wages</b>. On the left, you can set the prices and quantity of each resource that can be sold to the peasants every evening."
adv_tutorial_2.obj_correct_beer_2,"Finance menu

1. Let's reduce the price of Moonshine to 4 gold coins so that workers can buy it every day with their wages. This will make them <b>happier.</b>
2. Close the Finance menu."
adv_tutorial_2.obj_peasant_hint_hover,"Peasants' mood

By meeting the needs of the peasants, you increase their <b>average mood</b> for the day, which affects <b>migration</b>. A high average mood will attract new workers to your city. Conversely, unhappy peasants will leave the city and become criminals.

Let's find out what concerns them the most.

$ Hover your mouse over the peasants' icon in the top left corner."
adv_tutorial_2.obj_peasant_hint_hover_1,"Books and knowledge 

At the bottom, the strongest negative thoughts of the peasants are written, along with the number of characters that share them.

We can see here that they are displeased by the flavorless <b>Rutabaga</b> and the unappetizing <b>Moonshine</b>. 

We can resolve this by producing higher-quality products, but we can't do that without specialized knowledge contained in books. But where can we get them? 

Ah, here comes the <b>Holy Caravan</b> to the rescue! They will sell us books and give us much-needed <b>gold<b> for our other resources."
adv_tutorial_2.caravan,"Holy Caravan

Gold circulates through the economy of Norland in three ways: the pockets of peasant migrants, trade with neighbors, and the Holy Caravan.

The Holy Caravan arrives in the evening every 1-3 days and is the main source of <b>Gold</b>, <b>Holy Rings</b> (a luxury appreciated by lords that serves as the currency of their class), <b>books</b>, and <b>prisoners</b>. 
{split}
1. Wait until the Caravan arrives at its destination.
2. Click on the Caravan leader and select a lord to trade with him.

<b>Note</b> that the higher the lord's Trade skill, the more profitable the trade will be. The Caravan leaves the city at midnight, so ensure you complete all your business before then!

$ You can speed up the time using the keys {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} or the buttons in the <b>bottom right corner of the screen</b>."
adv_tutorial_2.buy_goods,"Buy goods

The Church supports the natural balance of supply and demand, so if you start selling too much of one product, the sale price will decrease. But for now, we shouldn't let this worry us.

1. Sell 30 units of the Moonshine you produced.
2. Buy the book ""Hop Field and Beer.""
3. Close the trade menu.

$ You can move more items at once by holding down the {input.action.gui_add_more} key."
adv_tutorial_2.open_knowledge,"Books

Now that we have a book on how to grow Hops and produce Beer, you can study it in the Library through the Knowledge menu.
{split}
Books can be written in different languages, but most are written in the Imperial language.

1. Open the <b>Knowledge</b> menu.
2. Assign a lord to study Brewing."
adv_tutorial_2.close_knowledge,"Knowledge

If at least one lord has read a book, the abilities and effects it enables become available to all. However, when that lord dies, all benefits of the knowledge will be lost. 

$ Close the Knowledge menu"
adv_tutorial_2.open_mood,"Tasks for lords

Besides managing buildings, your lords can also carry out other tasks. However, they will refuse to do any tasks if they are unhappy.

It seems that one of them is already unhappy now - this is indicated by the red background in their portrait.

Let's see what happened.

$ Select the unhappy lord by clicking on their portrait at the top or finding the lord on the map."
adv_tutorial_2.person_main,"Lord's menu

In the lord's Character menu, you can see their main status indicators (such as <b>mood</b> and <b>loyalty</b>), inventory, and traits. You can hover over any icon and indicator to learn more details.
{split}
$ If a lord's mood is low, they may become depressed, refuse to carry out orders, and experience quickly decreasing loyalty. 
$ If loyalty falls below 25, the lord may leave your noble family or start a rebellion.

Now, to find out why the lord is unhappy, let's move to the <b>""Needs""</b> tab."
adv_tutorial_2.open_desire,"Mood of lords

Here you can see a lord's needs and thoughts, the sum of which determines their mood. If it's below 25, they are unhappy.

Thoughts can arise from needs or as a reaction to certain events.

Hover over a thought to learn more details."
adv_tutorial_2.open_main_tab_peson,"So, an unfulfilled wish is bothering this lord.

Now, let's return to the main tab to fulfill this wish and thereby improve the lord's mood."
adv_tutorial_2.set_reward,"Desire for Rings

If you hover your mouse over the desire icon, you will see that this lord dreams of Holy Rings.

The Rings that appear in the resource list <b>in the upper left corner</b> belong to your king and are in his inventory.
{split}
Let's share the Holy Rings with this lord by rewarding them. In addition to satisfying the current desire, this action will increase the lord's <b>loyalty</b>.

1. Click the ""Action"" button.
2. Select the ""King"" section.
3. Select the ""Reward"" action and assign your king to perform the action."
adv_tutorial_2.force_task,"Great!

Once your king finds the time, he will reward the lord you have chosen.

However, you can make him complete the task immediately.

1. Click on the king.
2. Click on the ""Reward"" task in the list of received tasks at the top of the menu.
3. <b>Wait</b> for the king to reward the unhappy lord.

<b>Note</b> that you can also cancel these tasks by clicking on the cancel button that appears when you hover over the task."
adv_tutorial_2.relations_1,"Actions on the map 

The <b>Gold</b> you rewarded the lord with cannot be produced; it can only be acquired through trade.. And since selling large volumes of goods lowers prices with the caravan, sometimes it makes sense to trade with neighbors, where prices remain more stable."
adv_tutorial_2.relations_2,"Relations with neighbors

To enter into a trade contract, you must either be in the same state as your neighbor or have good relations with them.

There are many ways to establish friendship with a neighboring king - give him a gift, send your lord on a mission, or simply send your king to hunt together with him."
adv_tutorial_2.relations_3,"Relations with neighbors

Now let's improve the neighboring king's attitude toward yours so we can then set up a trade deal with them.

1. Go to the world map and click on the neighboring city to open its menu.
2. Click the ""Assign"" button, select ""Lords,"" and select the king.
3. Select ""<b>Fleshwolf hunting</b>"" and choose your king as the hunting partner.
4. <b>Wait</b> until the kings have hunted together.

<b>Hint:</b> To access the world map, your character must first reach the edge of the local map. <b>Сlick on their portrait</b> at the top to follow them."
adv_tutorial_2.world_trade_1,"Excellent!

Your kings had a great time together, their relations improved, and now it's the perfect time to talk business.

1. Click on the neighboring city to open its menu.
2. Click the ""Action"" button, select ""Trade,"" and select ""Buy Moonshine""
3. Assign your lord to finalize the deal. To set up a profitable deal, send your lord with the highest Trade skill!

$ Wait until the task is completed.

<b>Hint:</b> Many tasks on the world map can be carried out using messengers, who act directly on behalf of your king. However, they require paper to transmit the message."
adv_tutorial_2.world_trade_2,"Deal made!

While the deal is active, every morning at 11:00, a button to sell Moonshine will appear in the Trade menu. The price negotiated by your lord will be honored even as prices fluctuate on the main marketplace. 

1. Open the Trade menu.
2. Sell moonshine at today's offer.
3. Close the Trade menu."
adv_tutorial_2.world_trade_3,"The Moonshine will be delivered soon!

For the trade to take place, an available peasant from your city will be dispatched to the target city. The distance between your kingdoms means this kind of trade is not instantaneous; however, these regular exchanges don't require paper like other actions on the global map do, since your kings already agreed to the deal.

$ Return to the local map by pressing the <b>World</b> button or {input.key.mb_right} anywhere."
adv_tutorial_2.open_army,"Bandit attack

Oh, Holy Sophia! Bandits have stealthily approached our settlement!

We must fight back. Fortunately, we have some time before they launch their attack.

$ Open the <b>Army menu</b>."
adv_tutorial_2.open_hiring,"The Army menu allows you to create combat squads.

But first, you need to hire warriors.

$ Click the ""Add"" button."
adv_tutorial_2.hire_warriors,"Hiring warriors

We have a few warriors, but we would like to increase our chances.

You can add warriors by freeing <b>prisoners</b>, inviting <b>unfortunate peasants</b>, or hiring <b>mercenaries</b>.

Newly hired peasants and prisoners will be consumed by the fear of death and will run away at the first sign of danger, while <b>mercenaries usually need one to two days</b> to reach your settlement.
{split}
Fortunately, there is a group of mercenaries near the city ready to be hired right now, and there is some weaponry in the warehouse, so let's <b>increase your army</b>.

<b>Note</b> that you must pay the Church a daily tax for your warriors, the amount of which depends on their skill.

$ Hire <b>several mercenaries</b>"
adv_tutorial_2.create_squad,"Creating a squad

Each squad must be led by a <b>lord</b> or a <b>knight</b> (which can be hired here in the Army menu by clicking the button on the left).

The higher the squad commander's <b>Command skill</b>,, the higher the unit's morale will be, and the lower the chances of the soldiers fleeing when taking damage.
{split}
1. Click on the squad creation button.
2. Select a commanding lord.
3. Move all of your warriors to the squad by clicking on them.
4. Move the second lord into the squad as well.
"
adv_tutorial_2.hire_wait,"Great!

Now, wait for your new warriors to pick up their weapons from the warehouse.

Use the {input.action.speed_pause} to start and stop time."
adv_tutorial_2.order_move,"Squad management

The squad is under your direct control and can be managed with the {input.action.squad_order_attack}. You can find its menu in the <b>lower left corner</b>.

It's time to attack!

1. When the squad is selected, click {input.action.squad_order_attack} on the enemy squad's banner to engage in combat (they are waiting for you northwest of the village).
2. Wait for the battle results.

<b>Hint:</b> You can also send the squad to any location on the map by clicking the {input.action.squad_order_attack} on the ground."
adv_tutorial_2.order_move_meet_place,Click {input.action.squad_order_attack} here to move your squad
adv_tutorial_2.order_attack,"In pause mode, you can issue orders to squads and carry out other tasks.

It's time to attack!

1. Select your squad and click {input.action.squad_order_attack} on the enemy squad to attack it.
2. Wait for the outcome of the battle."
adv_tutorial_2.open_map,"Victory!

The bandit squad has been defeated, and their leader is vanquished!

Your warriors will capture and take as hostages those who survived, and the peasants will bring them to the settlement later.
{split}
Now is a good time to launch a counter-attack on their camp.

$ Switch to the Global Map."
adv_tutorial_2.attack_camp,"Global map

Now it's time to deal with the bandits.

1. Click on the bandit settlement. Its menu will open in the bottom left corner.
2. Select ""Attack"" from the action menu.
3. Select your current squad.
4. <b>Wait</b> for the squad to reach the bandit camp."
adv_tutorial_2.army_at_gates,"Attacking the camp

Your party has reached the bandit camp and is preparing to launch an attack.

$ Click the battle icon"
adv_tutorial_2.army_at_gates_2,"Battle menu

Here you can see your own and the enemy squad, as well as an approximate balance of power.

You can retreat from the battle if it seems unwinnable, play out the battle automatically, or personally command your squad in combat.

$ Click on the central button to start the battle"
adv_tutorial_2.army_at_gates_3,"On the battlefield

When you initiate the attack, your squad is positioned on the left, while the enemy is on the right.

1. Click on your squad's banner to control them.
2. Use {input.action.squad_order_attack} to move the selected squad. To attack the enemy squad, click {input.action.squad_order_attack} on their banner.
3. <b>Wait</b> for the battle results."
adv_tutorial_2.encyclopedia,"Help menu

During the game, you can always seek assistance by opening the Help menu.

$ Sometimes, hints related to your current situation will appear here. You can disable this in the settings menu (ESC).
$ After a few seconds of the hint being displayed, it becomes frozen in place, and you can hover over the highlighted words to receive additional hints."
adv_tutorial_2.the_end_title,"~
Congratulations!"
adv_tutorial_2.the_end,"Congratulations!
You have completed the basic training.

You can now continue the current game at <b>easy difficulty level</b>

OR

Through the main menu, start a new game by <b>creating your noble family</b> and customizing the political map and difficulty to your liking."
adv_tutorial_2.the_end.back_to_main_menu,"~
Main menu"
adv_tutorial_2.obj_correct_beer_1,"Finance menu 

Peasants first try to buy food, and then use the remaining money on alcohol if they can afford it. By regulating prices and resource availability, you can influence their consumption of these resources, which affects their mood and financial savings (displayed on the right).
{split}
Currently, workers' wages are 8 gold coins, the price of Rutabaga is 4 coins, and the price of Moonshine is 7 coins. This is not enough for peasants to buy both Rutabaga and Moonshine daily, so they will have to save for several days to go to the Tavern.

1. Let's reduce the price of Moonshine to 4 gold coins so that workers can buy it every day with their wages. This will make them happier.
2. Close the Finance menu."
adv_tutorial_2.the_end.continue_game,Continue on easy difficulty
hint_action_give_title_to_untitled_lord,"Grant the title of lord
The King bestows <hint=hint_title>the title</hint> upon {soul_uuid_1}, and they will become a full-fledged member of the family.

<b>Consequences</b>
$ {soul_uuid_1} will receive the title and join {faction_uuid}
$ The number of available titles will decrease by 1."
hint_action_task_turn_untitled_lord_into_free_lord,"Grant the title of Free Lord
The King grants them the status of <hint=hint_tutorial_free_lord>Free Lord</hint>.

The character will initially wait in case you want to hire them (the price will be <hint=hint_resource_rune>{price}</hint>) and then will leave the province forever.

But who knows, maybe you will meet again?"
hint_action_task_move_untitled_lord_to_holy_family,"Grant the title of Priest
The King turns the character over to the <hint=hint_sofia_cult>Church</hint>.

The Church is always happy whenever sacrifices are made in the name of Mother Sophia, and thus it will be eternally grateful:
$ Relations with the <hint=hint_relations_matriarch>Matriarch</hint>: <green>{mat_rel}</green>
$ Gift from the Matriarch: <hint=hint_resource_rune>{rune_amount}</hint>

The character will leave your province forever."
hint_action_task_turn_untitled_lord_into_knight,"Grant knighthood
The King grants the status of <hint=hint_knight>Knight</hint>.

The character will join your warriors as a knight. This will be free of charge.

Their efficiency in this status depends on their <hint=hint_skill_combat>Combat</hint> and <hint=hint_skill_command>Command</hint> skills."
hint_mind_friend_exiled_from_faction,"[hint_mind_caption]
The King expelled my friend from the family"
hint_display_event_untitled_lord_leave_soon,"Lesser Lord is about to leave
{soul_uuid_lord} is planning to leave as they don't find your settlement promising for themselves.

They will most likely join a neighboring King or become a free lord.

$ You have {time_left} hours to determine their fate.

{optional_philistine}
The character has the following knowledge:
{optional_list_of_knowledge}"
hint_display_event_new_untitled_lord,"New Lesser Lord
{soul_uuid_lord} has been granted the title of <hint=hint_untitled_lord>lesser lord</hint>.

They will continue to live in your settlement until you decide their fate or until they choose to leave."
hint_display_event_untitled_lord_leave,"Lesser Lord is leaving
The King hasn't been gracious to {soul_uuid_lord}, and they decided to try their luck elsewhere.

They will most likely join a neighboring King or become a free lord."
