Key,Czech
hint_advisor_emperor_coronation,"[hint_advisor_caption]
Tvůj stát se stal dominantní mocností na světě a nyní se můžeš <hint=hint_tutorial_emperor>korunovat</hint> jako císař a vyhrát hru.

Uděláš to tak, že v nabídce svého panovníka vybereš Korunovace císaře. Do několika dnů můžeš očekávat četu <hint=hint_inqusitors>inkvizitorů</hint>, kteří se pokusí vypálit tvou provincii do základů.

Jedná se o poslední výzvu ve hře, ze které není návratu – buď porazíš trestnou četu inkvizitorů a vyhraješ hru, anebo prohraješ. Tak nebo tak hra skončí."
hint_advisor_desire_to_kill,"[hint_advisor_caption]
[hint_display_event_lord_want_to_kill_someone]

{haters_pair}"
adv_tutorial_2.intro_title,"~
Vítá tě Norland!"
adv_tutorial_2.intro,"~
Tvým úkolem je pomoct šlechtickému rodu lordů, kteří vlastní provincii v Norlandu, dosáhnout prosperity, bezpečí a osobních ambicí. 

Tvoji lordi poslouchají tvoje příkazy, ale zároveň mají vlastní vůli. 

Tvoje historie právě začíná..."
adv_tutorial_2.obj_camera_control,"Ovládání kamery

Pojďme se porozhlédnout.

$ Kamerou můžeš pohybovat pomocí kláves {input.action.camera_up} {input.action.camera_left} {input.action.camera_down} {input.action.camera_right} či podržením {input.action.camera_move}.

Zkus si to!"
adv_tutorial_2.obj_camera_control_zoom,"Skvělé!

Pohled můžeš přibližovat a oddalovat pomocí {input.action.zoom_in} a {input.action.zoom_out}."
adv_tutorial_2.obj_pause_control,"Pozastavení

Když se potřebuješ na chvíli zamyslet, pozastav hru pomocí {input.action.speed_pause} nebo tlačítka v pravém dolním rohu."
adv_tutorial_2.obj_time_control,"Urychlení času

Občas dává smysl tok času urychlit – například v noci, když všichni spí.

Vyzkoušej si různou rychlost hry pomocí kláves {input.action.speed_one}, {input.action.speed_two}, {input.action.speed_three} nebo tlačítek pro ovládání času."
adv_tutorial_2.obj_king_needs_1,"Potřeby postav

Přestože napřímo můžeš dávat příkazy jen svým lordům, v Norlandu mají své myšlenky a potřeby všechny postavy. Pokud jejich potřeby neuspokojíš, postavy budou nespokojené a mohou začít dělat problémy.

1. Vyber lorda tak, že klikneš na jeho portrét.
2. Klikni na záložku <b>Nálada</b> v <b>nabídce postavy</b> a podívej se na jeho <b>myšlenky a potřeby</b>."
adv_tutorial_2.obj_king_needs_2,"Jídlo a alkohol

Nejzákladnější potřeby jsou <b>jídlo a odpočinek</b>, které se uspokojují konzumováním jídla a alkoholu.

Prozatím máš dostatek zásob, ale je nezbytné zajistit spolehlivou výrobu jídla a alkoholu, aby tvůj lid neměl nouzi.

Proto se teď naučíme stavět a spravovat budovy. Začneme správou stavitelů."
adv_tutorial_2.obj_instructions,"Správa budov

V Norlandu ovládáš pouze šlechtickou rodinu. Musíš proto k budovám přiřadit správce, aby dohlížel na dělníky.

Pokyny, které zadá šlechtic, vydrží tři dny a jeden lord dokáže v průměru spravovat 7–10 budov.
{split}
Pojďme ustanovit správce síně, kde se přiřazují tví dělníci.

1. Vyber síň.
2. Klikni na tlačítko správy, které se objeví <b>v levém dolním rohu obrazovky</b>.
3. Vyber lorda pro roli správce.
4. <b>Počkej</b>, až lord dělníkům rozdá pokyny."
adv_tutorial_2.obj_build_sawmill,"Stavba budov

Skvělé, dělníci nyní vědí o tvých plánech a mohou začít stavět.

Hlavní surovinou pro stavbu je <b>dřevo</b>, takže naší první prioritou je postavit <b>pilu</b>.

1. Klikni na nabídku staveb.
2. Vyber záložku „Suroviny“.
3. Vyber <b>pilu</b> a umísti ji na vyznačené místo."
adv_tutorial_2.obj_build_field,"Výborně!

Nyní založíme <b>tuřínové pole</b>, aby měli všichni jídlo.

Pole je nejlepší umístit na speciální <b>oblasti úrodné půdy</b>.

1. Použij {input.key.mb_right}, čímž se v nabídce staveb vrátíš o krok zpět.
2. Vyber <b>tuřínové pole</b>.
3. Až vybereš staveniště, ukonči režim stavby pomocí {input.key.mb_right}.
4. <b>Počkej</b>, až se budovy postaví.

$ Pomocí kláves {input.action.speed_one}, {input.action.speed_two}, {input.action.speed_three} nebo tlačítek <b>v pravém dolním rohu obrazovky</b> můžeš urychlit čas."
adv_tutorial_2.obj_managment,"Přiřaď správce

Jelikož zaměstnanci potřebují pokyny, nezapomeň k novým budovám přiřadit správce! 

Pamatuj, že čím vyšší má lord schopnost správcovství, tím víc produktů dokáže budova v jeho správě vyrobit.
{split}
1. Vyber <b>pilu</b> a přiřaď k ní správce díky nabídky budovy v levém dolním rohu.
2. Vyber <b>tuřínové pole</b> a také k němu přiřaď správce.
3. <b>Počkej</b>, až se dělníkům vysvětlí pokyny.

$ Správce můžeš rychle přiřadit tak, že na budovu použiješ {input.key.mb_right}."
adv_tutorial_2.obj_moonshine_production,"Alkohol

Skvělé, produkci jídla máme vyřešenou. Nyní je čas na alkohol, který pomáhá zlepšit lidem náladu po těžké celodenní práci.

<b>Pivovar</b> kvůli výrobě alkoholu už máme postavený, takže uděláme objednávku na výrobu toho nejlevnějšího druhu alkoholu, což je <b>pálenka</b>, která se dělá z <b>tuřínu</b>.

$ Otevři nabídku <b>Výroba</b>."
adv_tutorial_2.obj_moonshine_production_2,"Tvorba úkolů

Můžeš udělat jednorázovou objednávku (<b>Vyrobit X</b>) nebo si vyžádat dlouhodobou výrobu kvůli dosažení kýžené zásoby (<b>Dělat až do X</b>).

Pojďme nastavit výrobu tak, abychom množství <b>pálenky</b> udržovali na {moonshine_goal} jednotkách. Zásoby se s ohledem na tento limit zkontrolují každý den a podle toho se rozhodne, jestli se bude v budově pracovat.

1. Klikni na <b>Dělat až do X</b> na kartě „Pálenka“.
2. Urči, kolik pálenky chceš mít ve skladišti."
adv_tutorial_2.close_production,"Hotovo!

Nyní je nezbytné ustanovit v <b>pivovaru</b> správce a rolníci pak sami vezmou <b>tuříny</b> ze skladiště a na konci pracovního dne do skladiště donesou vyrobenou <b>pálenku</b>.

Všimni si, že už máš {moonshine_now} jednotek pálenky. Pokud však chceš splnit úkol a vyrobit {moonshine_goal} jednotek pálenky, budeš potřebovat dalších {rutabage_need} jednotek tuřínu. Z jedné jednotky tuřínu se totiž vyrobí jedna jednotka pálenky.
{split}
1. Zavři nabídku výroby.
2. Ustanov správce v <b>pivovaru</b> a rozjeď výrobu."
adv_tutorial_2.obj_open_finances,"Ceny a mzdy

Jakmile dělníci obdrží pokyny, začnou se věnovat svým povinnostem.

Během dne pracují a večer se starají o své osobní záležitosti – dostávají <b>mzdu</b>, za kterou si kupují jídlo a alkohol na <b>tržištích</b> a v <b>krčmách</b>.
{split}
$ V ideálním případě <b>každá</b> postava spotřebuje <b>jednu</b> jednotku jídla a <b>jednu</b> jednotku alkoholu za den.
$ Postavy se pokusí koupit kvalitnější zboží, kdykoliv to bude možné.
$ Lordi dostávají jídlo a alkohol zadarmo; do <b>síně</b> ho donesou služebníci, kteří ho vyzvednou ve skladišti.

$ Otevři nabídku financí."
adv_tutorial_2.obj_correct_beer,"Nabídka financí

Napravo můžeš pod hlavičkou „Denní výdaje“ vidět <b>denní mzdy</b>. Nalevo můžeš nastavit ceny a množství od každého zboží, které se nabízí každý večer rolníkům."
adv_tutorial_2.obj_correct_beer_2,"Nabídka financí

1. Pojďme snížit cenu pálenky na 4 zlaté mince, aby si ji dělníci mohli za svou mzdu kupovat každý den. Díky tomu zmírníš jejich únavu a také budou <b>spokojenější.</b>
2. Zavři nabídku financí."
adv_tutorial_2.obj_peasant_hint_hover,"Nálada rolníků

Když budeš uspokojovat potřeby rolníků, zvýšíš jejich <b>průměrnou náladu</b> na daný den, což ovlivňuje <b>přistěhovalectví</b>. Vysoká průměrná nálada přiláká do města nové dělníky. A naopak nespokojení rolníci z města odejdou a stanou se z nich zločinci.

Pojďme se podívat, co jim dělá největší starosti.

$ Najeď myší na ikonku rolníků v levém horním rohu."
adv_tutorial_2.obj_peasant_hint_hover_1,"Knihy a znalosti 

Dole jsou vypsané nejsilnější negativní myšlenky rolníků a také počet postav, které je mají.

Tady vidíme, že jsou nespokojení kvůli mdlému <b>tuřínu</b> a <b>pálence</b> bez chuti. 

To se dá vyřešit výrobou kvalitnějších produktů, jenže na to potřebujeme specializované znalosti obsažené v knihách. Ale kde je vzít? 

Á, vida, právě přijíždí <b>svatá karavana</b>! Ta nám prodá knihy a poskytne nám tolik potřebné <b>zlato<b> na naše další suroviny."
adv_tutorial_2.caravan,"Svatá karavana

Zlato v rámci ekonomiky v Norlandu obíhá třemi způsoby: přes kapsy rolnických přistěhovalců, přes obchod se sousedy a přes svatou karavanu.

Svatá karavana dorazí vždy večer alespoň jednou za 3 dny a představuje hlavní zdroj <b>zlata</b>, <b>svatých prstenů</b> (to jsou přepychové předměty, jež mají v oblibě lordi a které slouží jako měna v rámci šlechtické třídy), <b>knih</b> a <b>vězňů</b>. 
{split}
1. Počkej, až karavana dorazí do cíle.
2. Klikni na vůdce karavany a vyber lorda, který s ním bude obchodovat.

<b>Pamatuj</b>, že čím vyšší bude mít lord schopnost Obchod, tím výnosnější obchod se mu podaří. Karavana z města odjede o půlnoci, takže si nezapomeň všechny obchodní záležitosti vyřídit do té doby!

$ Čas můžeš urychlit pomocí kláves {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} nebo tlačítek v <b>pravém dolním rohu obrazovky</b>."
adv_tutorial_2.buy_goods,"Nákup zboží

Církev podporuje přirozenou rovnováhu nabídky a poptávky, takže když začneš prodávat příliš mnoho jednoho produktu, cena se sníží. Ale prozatím se tím nenecháme znepokojovat.

1. Prodej 30 jednotek vyrobené pálenky.
2. Kup knihu „Chmelové pole a pivo“.
3. Zavři nabídku obchodu.

$ Když podržíš klávesu {input.action.gui_add_more}, můžeš přesouvat víc položek najednou."
adv_tutorial_2.open_knowledge,"Knihy

Když teď máme knihu o pěstování chmele a výrobě piva, můžeš si ji prostudovat v knihovně pomocí nabídky Znalosti.
{split}
Knihy mohou být napsané v různých jazycích, ale většina je psaná říšským jazykem.

1. Otevři nabídku <b>Znalosti</b>.
2. Zadej lordovi úkol naučit se pivovarnictví."
adv_tutorial_2.close_knowledge,"Znalosti

Pokud si knihu přečte alespoň jeden lord, zpřístupněné dovednosti a účinky budou přístupné všem. Když ale daný lord zemře, o veškeré výhody znalostí přijdeš. 

$ Zavři nabídku Znalosti."
adv_tutorial_2.open_mood,"Úkoly pro lordy

Kromě správy budov mohou tví lordi vykonávat i další úkoly. Pokud však budou nespokojení, odmítnou je vykonávat.

Zdá se, že jeden z nich je právě teď nespokojený – poznáš to podle červeného pozadí jeho portrétu.

Pojďme se podívat, co se děje.

$ Vyber nespokojeného lorda tak, že klikneš na jeho portrét nahoře nebo ho najdeš na mapě."
adv_tutorial_2.person_main,"Nabídka lordů

V lordově nabídce postavy uvidíš hlavní stavové ukazatele (jako je třeba <b>nálada</b> a <b>věrnost</b>), inventář a povahové rysy. Můžeš najet na kteroukoliv ikonku či ukazatel a zjistit další podrobnosti.
{split}
$ Pokud má lord špatnou náladu, může propadnout depresím, odmítnout vykonávání úkolů a rychle se mu může snižovat věrnost. 
$ Pokud věrnost klesne pod 25, může lord od tvé urozené rodiny odejít nebo zahájit povstání.

Nyní zjistíme, proč je lord nespokojený, takže se přesuň na záložku <b>„Potřeby“</b>."
adv_tutorial_2.open_desire,"Nálada lordů

Zde vidíš lordovy potřeby a myšlenky, jejichž součet určuje jeho náladu. Pokud klesne pod 25, bude lord nespokojený.

Myšlenky mohou vyvstávat z potřeb nebo v reakci na určité události.

Najeď kurzorem na myšlenku a zjisti podrobnosti."
adv_tutorial_2.open_main_tab_peson,"Nenaplněné přání

Nyní se vrať na hlavní záložku, splň toto přání a tím lordovi zlepši náladu."
adv_tutorial_2.set_reward,"Touha po prstenech

Pokud myší najedeš na ikonku touhy, udivíš, že tento lord sní o svatých prstenech.

Prsteny, které se objevují na seznamu surovin <b>v levém horním rohu</b>, patří tvému králi a jsou v jeho inventáři.
{split}
Pojďme svaté prsteny dát za odměnu tomuto lordovi. Kromě toho, že tento krok uspokojí jeho aktuální touhu, zvýší i lordovu <b>věrnost</b>.

1. Klikni na tlačítko „Akce“.
2. Vyber sekci „Král“.
3. Vyber akci „Odměnit“ a zadej králi pokyn k vykonání této akce."
adv_tutorial_2.force_task,"Skvělé!

Jakmile si tvůj král najde čas, odmění vybraného lorda.

Můžeš ho však donutit splnit tento úkol okamžitě.

1. Klikni na krále.
2. Klikni na úkol „Odměna“ v seznamu obdržených úkolů v horní části nabídky.
3. <b>Počkej</b>, až král nespokojeného lorda odmění.

<b>Pamatuj</b>, že tyto úkoly můžeš také zrušit, když klikneš na tlačítko Zrušit, které se objeví, když na úkol najedeš kurzorem."
adv_tutorial_2.relations_1,"Akce na mapě 

<b>Svaté prsteny</b> jako ty, které od tebe dostal tvůj lord, nelze vyrobit; můžeš si je pouze koupit od <b>svaté karavany</b> za zlato. A jelikož prodej velkého množství zboží snižuje jeho cenu v rámci karavany, občas dává smysl obchodovat se sousedy, protože tak ceny zůstávají stabilnější."
adv_tutorial_2.relations_2,"Vztahy se sousedy

Pokud chceš uzavřít obchodní smlouvu, musíš být buď ve stejném státě jako tvůj soused, nebo s ním mít dobré vztahy.

Existuje řada způsobů, jak navázat se sousedním králem přátelství – dát mu dar, poslat svého lorda na misi nebo prostě uspořádat společný lov s tvým králem."
adv_tutorial_2.relations_3,"Vztahy se sousedy

Nyní zkusíme zlepšit postoj sousedního krále k tomu tvému, abychom s ním mohli uzavřít obchodní smlouvu.

1. Otevři mapu světa a klikni na sousední město a otevři jeho nabídku.
2. Klikni na tlačítko „Přiřadit“, zvol „Lordi“ a vyber krále.
3. Vyber „<b>Lov vlků</b>“ a svého krále coby loveckého partnera.
4. <b>Počkej</b>, až si spolu králové zaloví.

<b>Tip:</b> Pokud chceš mít přístup k mapě světa, musí se tvoje postava nejdřív dostat na okraj místní mapy. <b>Klikni na její portrét</b> nahoře a sleduj ji."
adv_tutorial_2.world_trade_1,"Výborně!

Králové se spolu pobavili, jejich vztah se zlepšil a nyní je dokonalý čas probrat obchod.

1. Klikni na sousední město a otevři jeho nabídku.
2. Klikni na tlačítko „Akce“, zvol „Obchod“ a vyber „Prodat pálenku“.
3. Přiřaď lorda, který dohodu uzavře. Čím vyšší schopnost Obchod bude lord mít, tím výnosnější dohoda bude!

$ Počkej na dokončení úkolu.

<b>Tip:</b> Řadu úkolů na mapě světa lze vykonávat pomocí poslů, kteří jednají přímo jménem tvého krále. Potřebují ale papír, aby mohli svou zprávu předat."
adv_tutorial_2.world_trade_2,"Smlouva byla uzavřena!

Dokud bude dohoda aktivní, v nabídce Obchod se každé ráno v 11:00 objeví tlačítko na prodej pálenky. Cena, kterou tvůj lord vyjednal, zůstane stejná, i když se na hlavním tržišti bude měnit. 

1. Otevři nabídku obchodu.
2. Prodej pálenku za dnešní nabídku.
3. Zavři nabídku obchodu."
adv_tutorial_2.world_trade_3,"Pálenka bude brzo doručena!

Aby se obchod uskutečnil, tvoje město vyšle dostupného rolníka do cílového města. Kvůli vzdálenosti mezi královstvími nebude obchod okamžitý; tyto pravidelné výměny ale nevyžadují papír jako ostatní akce na globální mapě, protože králové už dohodu odsouhlasili.

$ Vrať se na lokální mapu tak, že stiskneš tlačítko <b>Svět</b> nebo kamkoliv klikneš {input.key.mb_right}."
adv_tutorial_2.open_army,"Útok zbojníků

Ach, svatá Sofie! K naší osadě se tiše připlížili zbojníci!

Musíme se bránit. Naštěstí máme trochu času, než se vrhnou do útoku.

$ Otevři <b>nabídku vojska</b>."
adv_tutorial_2.open_hiring,"Vytváření vojska

Nejdřív musíš najmout válečníky.

$ Klikni na tlačítko „Přidat“."
adv_tutorial_2.hire_warriors,"Najímání válečníků

Máme pár válečníků, ale rádi bychom si zvýšili šanci na úspěch.

Válečníky můžeš přidat tak, že osvobodíš <b>vězně</b>, využiješ <b>nebohé rolníky</b> anebo si najmeš <b>žoldáky</b>.

Nově najaté rolníky a vězně přemůže strach ze smrti a při první známce nebezpečí utečou, zatímco <b>žoldákům obvykle trvá jeden až dva dny</b>, než se dostanou do tvé osady.
{split}
Naštěstí je poblíž města skupina připravených žoldáků, kterou si můžeš najmout hned, a ve skladišti je pár zbraní, takže pojďme <b>rozšířit tvé vojsko</b>.

<b>Pamatuj</b>, že církvi musíš za válečníky platit každý den daň, jejíž výše se odvíjí od jejich schopností.

$ Najmi <b>několik žoldáků</b>."
adv_tutorial_2.create_squad,"Vytváření čet

Každou četu musí vést <b>lord</b> nebo <b>rytíř</b> (kterého můžeš najmout zde v nabídce vojska kliknutím na tlačítko vlevo).

Čím vyšší má velitel schopnost <b>Velení</b>, tím vyšší bude morálka jednotky a nižší pravděpodobnost toho, že vojáci utečou, když utrpí zranění.

Zbraně se mezi členy čety rozdělí automaticky, přičemž schopnější vojáci dostanou kvalitnější vybavení.
{split}
1. Klikni na tlačítko pro tvorbu čety.
2. Vyber velícího lorda.
3. Přesuň všechny své válečníky do čety tak, že na ně klikneš.
4. Přesuň do čety i druhého lorda.
5. Vyzbroj četu.
6. Dokonči proces kliknutím na tlačítko <b>Vytvořit</b> ve spodní části nabídky."
adv_tutorial_2.hire_wait,"Skvěle!

Nyní počkej, až si tvoji noví vojáci vyzvednou zbraně ze skladiště.

Pomocí {input.action.speed_pause} můžeš pozastavovat čas."
adv_tutorial_2.order_move,"Správa čety

Četu ovládáš napřímo a můžeš ji spravovat pomocí {input.action.squad_order_attack}. Její nabídku najdeš <b>v levém dolním rohu</b>.

Je čas zaútočit!

1. Vyber četu a použij {input.action.squad_order_attack} na prapor nepřátelské čety, čímž na ni zaútočíš (čeká na tebe severozápadně od vesnice).
2. Počkej si na výsledek bitvy.

<b>Tip:</b> Četu můžeš poslat na jakékoliv místo na mapě pomocí {input.action.squad_order_attack}."
adv_tutorial_2.order_move_meet_place,Klikni sem {input.action.squad_order_attack} a přesuň četu
adv_tutorial_2.order_attack,"V režimu pozastavení můžeš vydávat rozkazy četám a vykonávat další úkoly.

Je čas zaútočit!

1. Vyber svou četu a zaútoč na tu nepřátelskou tak, že na ni klikneš {input.action.squad_order_attack}.
2. Počkej si na výsledek bitvy."
adv_tutorial_2.open_map,"Vítězství!

Četa zbojníků byla poražena a jejich vůdce přemožen!

Tvoji válečníci zajmou všechny přeživší jako rukojmí a rolníci je později přivedou do osady.
{split}
Nyní je vhodná chvíle zahájit protiútok na jejich tábor.

$ Přepni se na globální mapu."
adv_tutorial_2.attack_camp,"Globální mapa

Nyní nastal čas vypořádat se se zbojníky.

1. Klikni na osadu zbojníků. V levém dolním rohu se ti otevře její nabídka.
2. Vyber z akční nabídky „Útok“.
3. Vyber svou aktuální četu.
4. <b>Počkej</b>, až četa dorazí ke zbojnickému táboru."
adv_tutorial_2.army_at_gates,"Útok na tábor

Tvoje družina se dostala ke zbojnickému táboru a připravuje se na útok.

$ Klikni na ikonku bitvy"
adv_tutorial_2.army_at_gates_2,"Nabídka bitvy

Zde vidíš svou a nepřátelskou četu a také přibližnou rovnováhu sil.

Z bitvy se můžeš stáhnout, pokud máš pocit, že ji nemůžeš vyhrát, také ji můžeš nechat přehrát automaticky anebo osobně velet své četě v boji.

$ Klikni na prostřední tlačítko a zahaj bitvu."
adv_tutorial_2.army_at_gates_3,"Na bojišti

Když zahájíš útok, tvoje četa bude vlevo, zatímco nepřítel bude napravo.

1. Klikni na prapor své čety a ovládej ji.
2. Pomocí {input.action.squad_order_attack} přesuň vybranou četu. Na nepřátelskou četu zaútočíš tak, že klikneš {input.action.squad_order_attack} na jejich prapor.
3. <b>Počkej</b> na výsledek bitvy."
adv_tutorial_2.encyclopedia,"Nabídka nápovědy

Během hry můžeš kdykoliv získat pomoc, když otevřeš nabídku nápovědy.

$ Zde se občas objeví tipy týkající se aktuální situace. Jejich zobrazování můžeš vypnout v nastavení (ESC).
$ Po pár sekundách tip zamrzne na místě, a když na zvýrazněná slova najedeš kurzorem, můžeš získat další tipy."
adv_tutorial_2.the_end_title,"~
Blahopřejeme!"
adv_tutorial_2.the_end,"Blahopřejeme!
Podařilo se ti dokončit základní výuku.

Nyní můžeš pokračovat v aktuální hře s <b>nízkou obtížností</b>

ANEBO

v hlavní nabídce začni novou hru tak, že si <b>založíš vlastní šlechtický rod</b> a přizpůsobíš si politickou mapu a obtížnost podle svého."
adv_tutorial_2.the_end.back_to_main_menu,"~
Hlavní nabídka"
adv_tutorial_2.obj_correct_beer_1,"Nabídka financí 

Rolníci se nejdřív pokusí koupit jídlo a za zbývající peníze si koupí alkohol, pokud si ho budou moct dovolit. Regulací cen a dostupnosti surovin můžeš ovlivnit spotřebu tohoto zboží, což má vliv na náladu rolníků a jejich finanční úspory dělníků (zobrazené vpravo).
{split}
Mzda dělníků je aktuálně 8 zlatých mincí, cena tuřínu jsou 4 mince a pálenka stojí 7 mincí. Rolníci si tedy nemohou kupovat tuřín i pálenku každý den, takže budou muset šetřit několik dnů na to, aby mohli zajít do krčmy.

1. Sniž cenu pálenky na 4 zlaté mince, aby si ji dělníci za aktuální mzdu mohli kupovat každý den. Díky tomu budou spokojenější.
2. Zavři nabídku financí."
adv_tutorial_2.the_end.continue_game,Pokračovat s nízkou obtížností
hint_action_give_title_to_untitled_lord,"Udělit titul lorda
Král udělí <hint=hint_title>titul</hint> postavě {soul_uuid_1}, ze které se stane plnohodnotný člen rodiny.

<b>Následky</b>
$ {soul_uuid_1} obdrží titul a přidá se k frakci {faction_uuid}
$ Počet dostupných titulů klesne o 1."
hint_action_task_turn_untitled_lord_into_free_lord,"Osvobodit lorda
Král udělí status <hint=hint_tutorial_free_lord>svobodného lorda</hint>.

Postava zpočátku počká pro případ, že si ji budeš chtít najmout (za <hint=hint_resource_rune>{price}</hint>), a pak z provincie odejde navždy.

Ale kdo ví, třeba se ještě někdy setkáte."
hint_action_task_move_untitled_lord_to_holy_family,"Ustanovit knězem
Král postavu přenechá <hint=hint_sofia_cult>církvi</hint>.

Církev je vždy vděčná za oběti ve jménu Matky Sofie a svou vděčnost dá najevo:
$ Vztahy s <hint=hint_relations_matriarch>matriarchou</hint>: <green>{mat_rel}</green>
$ Dar od matriarchy: <hint=hint_resource_rune>{rune_amount}</hint>

Postava navždy odejde z provincie."
hint_action_task_turn_untitled_lord_into_knight,"Ustanovit rytířem
Král udělí status <hint=hint_knight>rytíře</hint>.

Postava se přidá k tvým válečníkům jako rytíř, a to zadarmo.

Efektivita postavy v této roli závisí na jejích schopnostech <hint=hint_skill_combat>Boj</hint> a <hint=hint_skill_command>Velení</hint>."
hint_mind_friend_exiled_from_faction,"[hint_mind_caption]
Král z rodiny vyhnal mého přítele"
hint_display_event_untitled_lord_leave_soon,"Nižší lord brzy odejde
{soul_uuid_lord} plánuje odejít, protože ve tvé osadě nevidí žádnou možnost uplatnění.

S největší pravděpodobností se přidá k sousednímu králi anebo se stane svobodným lordem.

$ Na rozhodnutí o jeho osudu máš {time_left} hod.

Postava má tyto znalosti:
{optional_list_of_knowledge}"
hint_display_event_new_untitled_lord,"Nový nižší lord
{soul_uuid_lord} se stává <hint=hint_untitled_lord>nižším lordem</hint>.

Bude nadále žít ve tvé osadě, dokud nerozhodneš o jeho osudu, nebo dokud se nerozhodne odejít."
hint_display_event_untitled_lord_leave,"Nižší lord odchází
{soul_uuid_lord} nemá přízeň tvého krále a chce zkusit štěstí někde jinde.

S největší pravděpodobností se přidá k sousednímu králi anebo se stane svobodným lordem."
hint_instrutions_help,"Nastavení pokynů
$ <b>Najmi pomocníka</b>. Jeden lord může pohodlně spravovat až 10 budov a také můžeš najmout svobodného lorda, který mu bude pomáhat.
$ <b>Vylepšuj budovy.</b> Je lepší vylepšovat stávající budovy než stavět nové. Nejen že jim tím poskytneš bonus k produktivitě, ale také tím zkrátíš cestování.
$ <b>Zkracuj cesty.</b> Jelikož lord-správce musí navštívit spoustu budov, bude nejlepší tyto budovy stavět v jedné oblasti, poblíž skladiště a chrámu – například severně od síně.

Díky tomu budeš moct snadno udržovat provoz více než 25 budov, než si odemkneš kancléřství."
hint_tutorial_instruction_help,"Nastavení pokynů

<img=hint_tutorial_instruction_help></img>

[hint_instrutions_help]"
hint_wise_help,"Předávání znalostí
$ <b>Po smrti lorda jeho znalosti zmizí</b>, takže je nejlepší se na to připravit dopředu a rozdělit znalosti mezi několik postav.
$ Postavy mezi sebou sdílejí znalosti během <b>moudrých rozhovorů</b>.
$ Dělají to automaticky se svými přáteli a dětmi, ale tuto výměnu lze <b>zahájit i ručně v nabídce postav</b>.
$ <b>Funguje to i s hosty</b> a ostatními lordy na mapě světa – občas mívají velmi zajímavé znalosti.
$ Stárnoucí lordi předávají znalosti intenzivněji. Využij jejich moudrosti k osvícení mladší generace."
hint_tutorial_wise_help,"Předání znalostí

<img=hint_tutorial_wise_help></img>

[hint_wise_help]"
hint_unavailable_actor_without_weapon,"Žádné vybavení
{soul_uuid} postrádá zbraň."
hint_action_task_unavailable_leaving_town,"Nedostupné 
Postava je mimo město"
hint_village_attack_description,"Hrozba drancování
{optional_type_of_danger}

Takže předák vesnice {village_name} tě žádá o pomoc.

Můžeš poslat svoje vojsko, aby jim pomohlo se bránit.

<b>Následky</b>
$ Pokud vesnici neochráníš, bude vypálena a vybírání příspěvků bude pokračovat až po několika dnech."
hint_village_attack_success,"~
Vesnice {village_name} byla vypálena. Za pár dnů se zotaví a do té doby nebude platit příspěvek."
hint_village_attack_fail,"~
{soul_uuid_king} prohrává a město se nedokázalo ubránit vydrancování."
hint_global_map_danger_forest_village,"~
<red><hint=hint_persons_forest_bandits>Lesní zbojníci</hint> hodlají vydrancovat tvou vesnici.</red>"
hint_global_map_danger_ai_village,"~
<red>{enemy_soul_uuid_king} z frakce {enemy_faction_uuid} hodlá vydrancovat tvou vesnici.</red>"
hint_mind_making_desire,"[hint_mind_caption]
Brzo splním svůj cíl!

<b>Důvod:</b> Touha se naplňuje."
hint_nt_knowledge_lost,"Znalosti v ohrožení
Kvůli nedávným ztrátám mezi lordy nezbývá nikdo, kdo by měl následující <hint=hint_idea>znalosti</hint>:

{lost_list}

Pokud máš nějaké knihy, které tyto znalosti obsahují, nyní je ten správný čas zadat je ostatním lordům ke studiu, protože za pár dnů tyto znalosti zmizí z kolektivní paměti.

Dny do úplné ztráty znalostí: {days}"
hint_display_event_letter_from_matriarch,"Dopis od matriarchy
Přečti si ho kliknutím"
hint_letter_village_help_result,"~
Všichni ti tu děkují! Kéž ti Matka Sofie požehná za tu laskavost a pomoc! Celá vesnice se modlí za tvou duši, jak nejlépe jen umí!"
hint_village_attack_send_help,"Poslání pomoci
Utvoř četu a pošli ji na pomoc.

$ Zúčastní se nadcházející bitvy a pak se vrátí domů."
hint_village_attack_send_help_success,"Žádost o pomoc
{optional_type_of_danger}

Tvoje jednotky dorazily coby posily do vesnice {village_name} a zůstanou ve městě 3 dny nebo do první bitvy."
hint_village_attack_aborted_result,"Nebezpečí pominulo
{village_name} je nyní v bezpečí, protože nepřítel změnil plány a už zde nezaútočí. Tvoji vojáci se vracejí domů."
hint_mind_close_remember,"[hint_mind_caption]
Vím, že Matka Sofie všechny vítá do svého náručí, ale je velmi smutné, když odejdou ti, které jsme milovali!

{name} zůstane navždy v mých vzpomínkách!"
hint_mind_grave_visit,"[hint_mind_caption]
Kéž oheň svíce, která ti hoří na hrobě, zmírní tu bolestnou ztrátu!

{name} zůstane navždy v mých vzpomínkách!"
hint_bld_grave,"Hrob
Hrob zesnulého lorda s památním náhrobkem.

Těm, kteří zesnulého považovali za blízkou osobu, návštěva hrobu pomůže vyrovnat se se smutnými vzpomínkami."
hint_building_destroy_unavailable_fire,"Nelze zbourat
Budovu nelze zbourat, pokud v ní zuří požár."
hint_building_destroy_unavailable_enemies,"Nelze zbourat
Budovu nelze zbourat, dokud jsou ve městě nepřátelé."
