Key,Korean
hint_advisor_knowledge,"[hint_advisor_caption]
읽지 않은 <hint=hint_book>책</hint>이 있습니다. 책에 담긴 <hint=hint_idea>지식</hint>은 가문 전체의 소유가 됩니다.

책에서 지식을 얻으려면 읽어야 합니다.

책을 읽으려면 <hint=hint_knowledge_menu>지식 메뉴</hint>에서 책을 선택하고 읽을 사람을 지정하세요."
hint_advisor_produce_goods,"[hint_advisor_caption]
<b>{name}</b>을(를) 생산할 수 있지만, 먼저 <hint=hint_production_menu>생산 메뉴</hint>에서 명령을 생성해야 합니다.

$ 우선순위 확인란을 선택하면 다른 건물을 포기하더라도 항상 이 건물에 일꾼들이 배정됩니다."
hint_advisor_homeless,"[hint_advisor_caption]
{soul_uuid}은(는) 집이 없어서 괴로워합니다. 새로운 집을 건설하는 것이 가장 좋지만, 기존 집에 주민을 배정할 수도 있습니다."
hint_advisor_efffective,"[hint_advisor_caption]
생산 건물 {name}은(는) 고용 우선순위(건물 메뉴)로 작업에 특화된 일꾼을 배정하면 보다 효율적으로 운영할 수 있습니다.

건물 목록:
{building_list}

$ <hint=hint_addict>넥타 중독자</hint>는 상품을 30% 더 많이 생산합니다.
$ <hint=hint_loyalist>충성파</hint>는 20% 더 많이 생산합니다.
$ <hint=hint_persons_slave>수감자</hint>는 하루에 3시간씩 더 길게 일합니다.
$ 특정 <hint=hint_culture>문화</hint>의 일꾼은 특정 제품에 대한 생산 보너스를 받습니다."
hint_advisor_bandit_camp,"[hint_advisor_caption]
영지의 도시 바로 옆에서 숲속 도적단 진영이 계속해서 세력을 늘리고 있습니다. 세계 지도에서 확인할 수 있습니다.

문제를 빨리 해결하지 않으면 도적단이 마을이나 심지어 도시 자체를 공격할 수도 있습니다."
hint_advisor_dont_like,"[hint_advisor_caption]
{faction_uuid}의 {soul_uuid} 왕과의 관계가 악화되었습니다. <red>-15</red>까지 하락하면 상대가 당신의 영주들을 매수하고, 흉악범을 고용해 영주관과 도서관에서 강도를 저지르는 등 음모를 꾸밀 수 있습니다.

상대의 전투력을 평가해 보고, 아직 대적할 준비가 부족하다면 당장 대응하는 것이 좋습니다. 예를 들면, 왕을 보내 상대를 방문하여 함께 사냥을 나가세요. (또는, 단순히 선물을 주는 것도 좋습니다.)"
hint_advisor_intrigues,"[hint_advisor_caption]
{faction_uuid}의 {soul_uuid} 왕과의 관계가 <red>-15</red> 미만으로 하락하여 적대 관계가 되었지만 아직 무장 충돌이 발생할 단계는 아닙니다(<red>-25</red> 미만으로 하락).

이 관계를 곧 개선하지 않으면 상대가 당신의 영주들을 매수하고 흉악범을 고용하여 강도를 저지르는 등 공격적으로 행동하고 음모를 꾸밀 수 있습니다.

<b>힌트:</b> 음모를 막으려면 영주관, 도서관, 영주의 집 근처에 순찰대를 배치하고 영주들의 <hint=hint_loyalty>충성도</hint>를 올려 뇌물과 유혹을 방어하세요. 또한, 행복한 영주들은 일정 확률로 매수 불가능한 <hint=hint_loyalist>충성파</hint>가 됩니다."
hint_advisor_desire,"[hint_advisor_caption]
 영주 {soul_uuid}이(가) 정신에 심각한 영향을 미칠 만큼 강렬한 <hint=hint_desire>욕망</hint>에 시달립니다.

메뉴의 메인 탭에서 영주의 욕망을 살펴보고 충족할 방법을 생각해 보세요."
hint_advisor_one_title,"[hint_advisor_caption]
지금까지 200년 동안, Norland의 귀족 가문들은 각 가문의 영주당 <hint=hint_title>작위</hint> 수를 제한하는 <hint=hint_сhartia_humility>겸손의 헌장</hint>을 준수해 왔습니다.

수여할 수 있는 작위가 하나 남았습니다. 누구에게 수여할지 생각해 보세요."
hint_advisor_enemy,"[hint_advisor_caption]
{faction_uuid}의 {soul_uuid} 왕과의 관계가 <red>-25</red> 미만으로 하락하여 전쟁 상태에 돌입합니다. 상대의 마을을 습격하거나, 봉신화를 강요하거나, 기타 공격적인 행동을 취할 수 있습니다(도시 불태우기 제외).

그리고 상대도 똑같이 행동할 것입니다.

서로의 군대를 비교해 보세요.

<b>힌트:</b> 만약 싸우고 싶지 않다면 <b>평화 조약</b>을 협상할 수 있습니다."
hint_advisor_slaves_hungry,"[hint_advisor_caption]
[hint_nt_slaves_starving]"
hint_advisor_peasants_hungry,"[hint_advisor_caption]
[hint_nt_dummy_low_food]"
hint_advisor_no_tavernas,"[hint_advisor_caption]
[hint_nt_notenough_tavern]"
hint_advisor_no_temples,"[hint_advisor_caption]
[hint_nt_notenough_temple]"
hint_advisor_no_barracks,"[hint_advisor_caption]
[hint_nt_notenough_barraks]"
hint_advisor_rutabaga_poison,"[hint_advisor_caption]
인구의 30% 이상이 <b>루타바가 열병</b>을 앓고 있습니다. <hint=hint_resource_rutabaga>루타바가</hint>를 생으로 섭취하면 발생할 수 있는 치명적인 질병입니다.

인구 감소를 막으려면 최대한 빨리 루타바가 대신 <hint=hint_resource_food>밀가루</hint> 분배를 시작하는 것이 좋습니다."
hint_advisor_inflamed_wound_lords,"[hint_advisor_caption]
{soul_uuid}은(는) 감염된 상처로 인해 앞으로 이틀 안에 사망할 위험이 있습니다.

이를 방지하려면, 캐릭터가 <hint=hint_resource_med>의료 연고</hint>로 상처를 치료해야 합니다.

$ 영주가 걸을 수 있으면 창고에서 직접 약을 가져와서 사용합니다.
$ 영주가 걸을 수 없는 경우에는 시종들이 집으로 약을 가져옵니다."
hint_advisor_inflamed_wound_warriors,"[hint_advisor_caption]
전사들이 감염된 상처로 인해 앞으로 이틀 안에 사망할 수 있습니다.

이를 방지하려면, 캐릭터가 <hint=hint_resource_med>의료 연고</hint>로 상처를 치료해야 합니다.

$ 전사들이 걸을 수 있게 되면 자동으로 창고에서 약을 가져와서 무료로 사용합니다.

감염된 상처가 있는 병사: {soldier_count}"
hint_advisor_free_lord_expire_soon,"[hint_advisor_caption]
{soul_uuid}의 계약이 곧 끝납니다.

현재 계약이 완료된 후 다른 계약을 체결할 수 있습니다. 또는, 귀족 가문의 <hint=hint_title>작위</hint>를 수여하면 이 영주가 가문의 일원이 됩니다."
hint_advisor_enemy_2,"[hint_advisor_caption]
하나 또는 여러 왕과의 관계가 <red>-25</red> 미만으로 하락하여 전쟁 상태에 돌입합니다.

적이 되면 마을을 약탈하고, 봉신화를 강요하고, 서로에게 공격적인 행동을 취할 수 있습니다.

서로의 군대를 비교해 보고, 동맹을 찾을 때입니다.

적 목록:
{enemy_list}"
hint_advisor_dont_like_2,"[hint_advisor_caption]
하나 또는 여러 왕과의 관계가 0 미만으로 하락했으며, <red>-15</red>까지 하락하면 상대가 당신의 영주들을 매수하고, 암살자를 고용하여 영주관과 도서관에서 강도를 저지르는 등 음모를 꾸밀 수 있습니다.

상대의 전투력을 평가해 보고, 아직 대적할 준비가 부족하다면 당장 대응하는 것이 좋습니다. 예를 들면, 왕을 보내 상대를 방문하여 함께 사냥을 나가세요. (또는, 단순히 선물을 주는 것도 좋습니다.)

관계가 좋지 않은 왕 목록:
{enemy_list}"
hint_advisor_intrigues_2,"[hint_advisor_caption]
하나 또는 여러 왕과의 관계가 <red>-15</red> 미만으로 하락하여 적대적인 관계가 되었지만, 아직 무장 충돌이 발생할 단계는 아닙니다(<red>-25</red> 미만으로 하락).

이 관계를 곧 개선하지 않으면 상대가 당신의 영주들을 매수하고, 흉악범을 고용해 강도를 저지르는 등 공격적으로 행동하고 음모를 꾸밀 수 있습니다.

<b>힌트:</b> 음모를 막으려면 영주관, 도서관, 영주의 집 근처에 순찰대를 배치하고 영주들의 <hint=hint_loyalty>충성도</hint>를 올려 뇌물과 유혹을 방어하세요. 또한, 행복한 영주들은 일정 확률로 매수 불가능한 <hint=hint_loyalist>충성파</hint>가 됩니다.

적대적인 왕 목록:
{enemy_list}"
hint_advisor_no_taven,"[hint_advisor_caption] 
도시에 운영 중인 <hint=hint_bld_tavern>술집</hint>이 없으므로 주민들이 <hint=hint_alcohol>술</hint>을 구매할 수 없습니다.

$ 술집을 건설하세요(서비스 하위메뉴). 
$ 이미 술집이 있다면 일꾼이 있는지 확인하고 필요한 경우 서비스 우선순위를 정하세요.

<b>힌트:</b> 술집의 술 판매는 캐릭터들의 <hint=hint_mood>기분</hint>을 개선하고 <hint=hint_migration>이주</hint>를 늘리는 가장 쉬운 방법입니다."
hint_advisor_no_altar,"[hint_advisor_caption]
도시에 교단 건물이 없기 때문에 거주민들이 자신의 <hint=hint_pray>기도</hint>가 닿지 않을까 걱정하고 있습니다.

$ <hint=hint_bld_altar>제단</hint>을 건설하세요(서비스 하위메뉴)."
hint_advisor_no_allcohol_production,"[hint_advisor_caption]
도시의 <hint=hint_alcohol>술</hint> 생산이 부족합니다. 술 분배는 캐릭터들의 <hint=hint_mood>기분</hint>을 개선하고 <hint=hint_migration>이주</hint>를 늘리는 가장 쉬운 방법입니다.

$ <hint=hint_bld_brewery>양조장</hint>을 건설하세요.
$ <hint=hint_finance_menu>경제 메뉴</hint>(하단 중앙의 톱니바퀴 버튼)에서 술 생산(<hint=hint_resource_moonshine>밀주</hint> 또는 <hint=hint_resource_beer>맥주</hint>)을 설정하세요.

<b>힌트:</b> 밀주는 그다지 맛있지는 않지만, 밭에서 자라는 <hint=hint_resource_rutabaga>루타바가</hint>로 손쉽게 생산할 수 있습니다. 맥주를 생산하려면 <hint=hint_resource_rye>호밀</hint>과 <hint=hint_resource_hop>홉</hint>이 필요합니다(밭에서 재배할 수도 있지만, 해당 지식을 연구해야 합니다)."
hint_advisor_no_food_production,"[hint_advisor_caption]
도시의 <hint=hint_food>음식</hint> 생산이 부족합니다.

$ 재배하기 쉽고 매일 먹을 수 있는 채소를 수확하려면 <hint=hint_resource_rutabaga>루타바가</hint> 밭을 만드세요.
$ <hint=hint_resource_food>밀가루</hint>를 생산하려면, <hint=hint_resource_rye>호밀</hint> 밭과 <hint=hint_bld_mill>방앗간</hint>을 건설하세요. <hint=hint_finance_menu>경제 메뉴</hint>에서 밀가루 생산을 설정하세요."
hint_advisor_upgrade_woorcutter,"[hint_advisor_caption]
게임 내 대부분의 건물은 업그레이드가 가능합니다. 업그레이드하면 추가 작업 공간이 제공되며 건물의 전체적인 생산성도 증가합니다.

방앗간을 업그레이드하려면 건물을 클릭하고 업그레이드 버튼을 선택하세요."
hint_advisor_small_army,"[hint_advisor_caption]
왕국의 군대가 너무 약하고 초라하거나 아예 없습니다. 전투력에 따라 이웃들이 공격해 올 수 있기 때문에 이는 매우 위험할 수 있습니다.

$ 군대 메뉴에서 7명 이상의 전사를 고용하세요.
$ 전사들이 거주할 수 있는 병영을 건설하세요(전사는 농민들과 거주하는 것을 경멸합니다).
$ 신성한 대상단에게서 무기와 방어구를 구매하여 무장하세요."
hint_advisor_low_fertility,"[hint_advisor_caption]
이미 숲의 20%가 개간되었으며, 자연의 균형이 무너졌기 때문에 곧 전체 지도에서 <hint=hint_tutorial_fertility>토양 비옥도</hint>가 점진적으로 감소하고 이에 따라 수확량도 감소하기 시작할 것입니다.

$ 숲이 회복될 수 있도록 삼림 벌채를 줄이세요.
$ 또는, 계속해서 벌목하면서 대외 무역을 통해 필요한 공급품을 확보하세요."
hint_advisor_low_iron,"[hint_advisor_caption]
광산이 <hint=hint_tutorial_iron_depleted>고갈되고 있으며</hint>, 발견된 <hint=hint_resource_iron>철</hint> 매장량이 감소하고 있습니다.

$ <hint=hint_bld_mine>광산</hint> 업그레이드를 통해 새로운 철 매장량을 확보하세요.
$ 또는, 외부에서 철을 공급해 줄 이웃과 무역 계약을 체결하세요."
hint_advisor_slaves_run,"[hint_advisor_caption]
수감자들이 영지에서 자유롭게 탈출하고 있습니다. 경비를 강화해야 합니다.

$ 수감자들이 일하는 건물에 <hint=hint_bld_patrol_sign_day>주간 순찰대</hint>를 배치하세요(축소하면 정확히 어떤 건물에서 일하는지 확인할 수 있습니다).
$ 수감자들이 거주하는 감옥 입구에 <hint=hint_bld_patrol_sign>야간 순찰대</hint>를 배치하세요.
$ 아직 감옥을 연구하지 않았다면, 신성한 대상단에게서 책을 구매하여 연구하세요. 관련 지식이 없으면 수감자들에게 음식을 제공할 수 없습니다.

순찰대는 <b>건설 메뉴</b>의 <b>군대</b> 부문에서 설정할 수 있습니다."
hint_advisor_no_work,"[hint_advisor_caption]
도시에 실업자가 너무 많아지고 있습니다. 아마도 일부 건물에 수리가 필요하거나, 주민의 평균 기분이 너무 높아서 경제에 과도한 이주가 발생할 수도 있습니다.

$ <hint=hint_bld_scafod>처형대</hint>를 사용해 주민들 사이에 <hint=hint_terror_peasants>공포 조성</hint>을 시작할 수 있습니다. 이렇게 하면 <hint=hint_persons_criminal>부랑자</hint> 수와 전반적인 행복도가 감소하므로 <hint=hint_migration>이주</hint>가 제한됩니다.
$ 세계 지도에서 마을에 관한 소문을 퍼뜨려 <hint=hint_migration>이주</hint>를 감소시킬 수 있습니다.
$ 또는, <hint=hint_alcohol>술</hint>의 분배를 줄이면 전반적인 행복도가 감소하여 결과적으로 이주자 유입이 감소합니다.
$ 마지막으로, 값싼 <hint=hint_resource_knife>단검</hint>을 구매하고 실업자와 불행한 농민을 고용하여 며칠 동안 훈련한 후 세계 지도에서 <hint=hint_persons_forest_bandits>도적 진영</hint>을 공격하도록 파병해 운을 시험할 수도 수 있습니다."
hint_advisor_contraband,"[hint_advisor_caption]
[hint_nt_contrband_begin]"
hint_advisor_fanatics_rebellion,"[hint_advisor_caption]
[hint_display_event_fanatics_can_soon_rise]"
hint_advisor_bishop_rebellion,"[hint_advisor_caption]
[hint_display_event_bishop_can_soon_rise]"
hint_advisor_onboard_1,"[hint_advisor_caption]
모든 왕에게는 군대가 필요하고 군대에는 돈이 필요합니다. 돈을 벌려면 농민들이 생산한 상품을 판매해야 합니다.

이웃 마을의 농민을 유입시키려면 신민의 평균 행복도를 높이세요. 신민들이 행복하려면 집, 좋은 음식, 술이 필요하고, 이 모든 것에는 <hint=hint_resource_wood>목재</hint>가 필요합니다. 

<hint=hint_bld_woodcutter>제재소</hint>를 추가로 건설하세요.

$ 제재소는 건설 메뉴의 자원 탭에 있습니다.
$ 벌목꾼은 가장 가까운 나무들을 벌목하므로 제재소를 서로 멀리 배치하되 숲 가까이 건설하는 것이 가장 좋습니다."
hint_advisor_onboard_2,"[hint_advisor_caption]
루타바가와 같은 형편없는 품질의 음식은 전반적인 기분에 영향을 미치므로 <hint=hint_migration>이주</hint>가 감소합니다. 이제 사람들에게 <hint=hint_resource_food>밀가루</hint>를 제공할 때입니다. 하지만 밀가루를 획득하려면 <hint=hint_resource_rye>호밀</hint>이 필요합니다.

$ 비옥한 토양에 <hint=hint_bld_farm>호밀밭</hint> 2개를 만드세요.
$ 3일 후에 농민들이 수확합니다."
hint_advisor_onboard_3,"[hint_advisor_caption]
수확한 <hint=hint_resource_rye>호밀</hint>을 갈아서 <hint=hint_resource_food>밀가루</hint>를 만들 수 있습니다.

$ <hint=hint_bld_mill>방앗간</hint>을 건설하고 관리자를 배정하세요.
$ <hint=hint_finance_menu>경제 메뉴</hint>에서 <b>목표 수량 50</b>의 밀가루 임무를 생성하여 창고에 일정한 재고를 유지하세요.

<b>힌트:</b> 경제 메뉴는 화면 하단의 톱니바퀴 아이콘으로 접근할 수 있습니다."
hint_advisor_onboard_4,"[hint_advisor_caption]
<hint=hint_resource_moonshine>밀주</hint>는 아무도 좋아하지 않습니다. 특히 전사와 영주들은 더 그렇습니다. 

사람들에게 질 좋은 <hint=hint_resource_beer>맥주</hint>를 대신 제공하세요. 맥주는 수익성 높게 판매할 수도 있습니다.

맥주는 <hint=hint_resource_rye>호밀</hint>과 <hint=hint_resource_hop>홉</hint>으로 만들기 때문에 먼저 홉을 재배해서 수확해야 합니다.

$ 왼쪽 하단의 비옥한 땅에 <hint=hint_bld_hop>호밀밭</hint>을 만드세요.
$ 3일 후에 농민들이 수확합니다."
hint_advisor_onboard_5,"[hint_advisor_caption]
<hint=hint_resource_beer>맥주</hint> 생산을 확립하고 <hint=hint_bld_brewery>양조장</hint>을 확장하세요.

$ <hint=hint_finance_menu>경제 메뉴</hint>
$에서 <b>목표 수량 50</b> 명령을 생성하여 맥주를 생산하세요. 양조장을 레벨 3으로 업그레이드하세요.

<b>힌트:</b> 경제 메뉴는 화면 하단의 톱니바퀴 아이콘으로 접근할 수 있습니다."
hint_advisor_onboard_6,"[hint_advisor_caption]
창고의 <hint=hint_resource_iron>철</hint>이 점차 고갈되고 있습니다. 채굴 문제를 해결해야합니다.

$ <hint=hint_knowledge_menu>지식 메뉴</hint>에서 철광산 지식을 연구하세요.
$ 오른쪽의 매장지에 광산을 건설하세요."
hint_advisor_onboard_7,"[hint_advisor_caption]
안타깝게도 <hint=hint_resource_iron>철</hint> 공급은 무한하지 않고, 광산 확장은 레벨이 올라갈 때마다 점점 더 비싸집니다. 따라서, 이 귀중한 자원의 외부 공급을 확보하는 것이 합리적입니다.

세계 지도에서 철을 판매하는 도시를 찾아 공급 협정을 체결하세요. 

<b>힌트:</b> 무역 협정은 당신의 통치자와의 관계가 0보다 높은 왕과만 체결할 수 있습니다. 관계가 0 이하라면 공동 사냥이나 <b>사절 방문</b> 또는 <b>왕에게 조공</b> 같은 정치적 방법을 활용해 관계를 개선하세요."
hint_advisor_onboard_8,"[hint_advisor_caption]
교회가 당신의 마을을 인정하려면 작은 마을보다 거주민이 더 많아야 합니다.

인구 <b>40명</b>에 도달하면 총대주교가 당신의 마을을 인정하고 그곳에 거주할 <hint=hint_bishop>주교</hint>를 보낼 것입니다.

$ 사람들에게<hint=hint_bld_hostel>주거</hint>, <hint=hint_resource_food>밀가루</hint>, <hint=hint_resource_beer>맥주</hint>를 제공하여 <hint=hint_migration>이주</hint>를 지원하세요."
hint_advisor_onboard_9,"[hint_advisor_caption]
이제 도시가 더 강해졌으니 확장을 고려해 볼 때입니다.

도시 동맹이나 봉신 왕국 같은 <hint=hint_tutorial_states>국가</hint>를 만드세요. 이를 달성하려면 이웃에 뒤지지 않는 군대가 필요합니다.

$<b>군대</b> 메뉴(화면 하단)를 통해 전사를 고용하고 <hint=hint_bld_training_ground>훈련장</hint>에서 훈련하세요.
$ 전사들을 위한 무기와 방어구를 구매하거나 생산하세요.
$ 세계 지도에서 이웃 도시 중 하나를 선택하세요. 합병 옵션은 '정치' 메뉴에서 찾을 수 있습니다.
$ 이웃 중 하나를 봉신이나 도시 동맹의 구성원으로 합병하세요.

<b>힌트:</b> 세계 지도에서 <hint=hint_resource_iron>철</hint>을 판매하는 영지는 몇 군데 없습니다. 해당 영지와 같은 국가 소속이 되면 이런 희소한 자원에 계속해서 접근할 수 있으므로 미래를 위한 매우 좋은 투자가 될 수 있습니다."
hint_advisor_clerks,"[hint_advisor_caption]
<hint=hint_bld_chancellery>사무국</hint>이 운영되고 있지만, 사무관이 생산에 배정되지 않았습니다.

$ 건물을 선택하고 사무국의 사무관을 관리자로 배정하세요.

<b>힌트:</b> 모든 건물 배정을 보려면 최대로 축소하세요."
hint_advisor_no_paper,"[hint_advisor_caption]
<hint=hint_bld_chancellery>사무국</hint>이 운영되고 있지만, <hint=hint_resource_paper>종이</hint> 재고가 소진되었습니다.

각 사무관이 점검할 때마다 종이 한 장이 필요하므로 종이가 떨어지면 사무국의 작업이 중단됩니다.

<b>힌트:</b> <hint=hint_statistic_menu>통계 메뉴</hint>에서 일일 종이 소비량을 확인할 수 있습니다."
hint_advisor_wolves,"[hint_advisor_caption]
<hint=hint_fleshwolf>살육늑대</hint>는 주로 나무 가까이에 머무르지만, 때때로 일꾼, 특히 벌목꾼과 약초 채집가를 공격합니다.

$ 작업 구역에서 <hint=hint_bld_patrol_sign_day>주간 순찰</hint>을 설정하세요. 전사들이 살육늑대를 보자마자 공격할 것입니다. 하지만 살육늑대는 꽤 강력한 상대임을 잊지 마세요.
$ 영주를 보내 사냥할 수도 있지만, 전사 분대를 소집하고(군대 메뉴) 우클릭을 통해 살육늑대를 공격할 수도 있습니다."
hint_advisor_onboard_4_1,"[hint_advisor_caption]
정착지가 클수록 영주의 필요성도 커집니다. 이를 완화하기 위해 <hint=hint_tutorial_free_lord>자유 영주</hint>를 고용해 일부 임무를 위임할 수 있습니다.

자유 영주는 10일 동안 고용되며, 이후 정착지를 떠납니다.

$ 자유 영주가 신성한 대상단과 함께 정착지에 도착할 때까지 기다리세요.
$ 오른쪽 상단에서 자유 영주의 초상화를 선택해서 고용하세요(상단주의 초상화 옆)."
hint_advisor_onboard_6_1,"[hint_advisor_caption]
건물을 업그레이드하고 무기, <hint=hint_resource_paper>종이</hint> 등의 복잡한 상품을 생산하려면 <hint=hint_resource_instruments>도구</hint>가 필요합니다.

그러나 도구를 생산하려면 <hint=hint_resource_iron>철</hint>을 제련해야 하며, 이를 위해서는 <hint=hint_resource_coal>석탄</hint>이 필요합니다.

$ <hint=hint_bld_coal_furnace>석탄 가공소</hint> 책을 구매하고 연구한 다음 이 시설을 건설하세요.
$ <hint=hint_bld_workshop>작업장</hint> 책을 구매하고 연구한 다음 이 시설을 건설하세요.
$ <b>목표 수량 10</b> 임무를 생성하여 석탄 및 도구를 생산하세요."
hint_advisor_emperor_coronation,"[hint_advisor_caption]
당신의 국가는 세계를 지배하는 세력이 되었고, 스스로를 황제로 <hint=hint_tutorial_emperor>선포</hint>하여 게임에서 승리할 수 있습니다.

통치자의 메뉴에서 황제의 대관식을 선택하세요. 며칠 내에 <hint=hint_inqusitors>종교재판관</hint> 분대가 영지를 불태우러 올 것입니다.

이는 게임의 마지막 도전으로, 이후에는 돌이킬 수 없습니다. 종교재판관 징벌군을 물리치고 게임에서 승리하거나 아니면 패배할 것입니다. 어떤 경우든 게임이 종료됩니다."
hint_advisor_desire_to_kill,"[hint_advisor_caption]
[hint_display_event_lord_want_to_kill_someone]

{haters_pair}"
adv_tutorial_2.intro_title,"~
Norland에 오신 것을 환영합니다!"
adv_tutorial_2.intro,"~
당신은 Norland에 영지를 소유한 영주 귀족 가문이 번영, 방위, 개인적 야망을 달성하는 것을 도와야 합니다. 

영주는 당신의 명령에 순종하지만 자기만의 의지를 갖고 있기도 합니다. 

이제 당신의 역사가 시작됩니다..."
adv_tutorial_2.obj_camera_control,"카메라 컨트롤

주변을 둘러봅시다.

$ {input.action.camera_up} {input.action.camera_left} {input.action.camera_down} {input.action.camera_right} 키를 사용하거나, {input.action.camera_move}을 길게 눌러 카메라를 움직일 수 있습니다.

한 번 해보세요!"
adv_tutorial_2.obj_camera_control_zoom,"훌륭합니다!

{input.action.zoom_in} 및 {input.action.zoom_out}하여, 확대 및 축소하실 수 있습니다."
adv_tutorial_2.obj_pause_control,"일시정지

잠시 멈춰 생각할 시간이 필요할 때 {input.action.speed_pause} 키 또는 우측 하단 모서리에 있는 버튼을 누르면 게임이 일시정지됩니다."
adv_tutorial_2.obj_time_control,"시간 단축

가끔은 시간을 빠르게 하는 것이 효율적일 수 있습니다. 예를 들면 모두가 잠에 드는 밤엔 말이죠.

{input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} 키 또는 시간 제어 버튼으로 다양한 게임 속도를 시도해 보세요."
adv_tutorial_2.obj_king_needs_1,"캐릭터 욕구

당신은 영주에게만 직접 명령을 내릴 수 있지만, Norland의 모든 캐릭터들에게는 생각과 욕구가 있습니다. 욕구를 만족시키지 못하면, 캐릭터는 불행해지고 문제를 일으키기 시작합니다.

1. 영주의 특성을 클릭하여 영주를 선택하세요.
2. <b>캐릭터 메뉴</b>의 <b>기분</b> 탭을 클릭하면 <b>생각과 욕구</b>를 확인할 수 있습니다."
adv_tutorial_2.obj_king_needs_2,"음식 및 술

가장 기본적인 욕구는 <b>음식 및 휴식</b>이며 이는 음식과 술을 섭취하면 회복됩니다.

당분간은 비축된 식량이 있지만, 캐릭터가 굶주리지 않도록 안정적으로 음식과 술을 생산할 수 있어야 합니다.

이를 위해, 건물을 건설하고 관리하는 방법을 알아봅시다. 건설자 관리부터 시작해 보겠습니다."
adv_tutorial_2.obj_instructions,"건물 관리

Norland에서 당신이 통제할 수 있는 것은 귀족 가문뿐입니다. 따라서 건물 내 일꾼을 감독할 관리자를 배정해야 합니다.

관리 영주가 내리는 지시는 3일 동안 유효하며, 평균적으로 한 명의 영주는 7~10개의 건물을 관리할 수 있습니다.
{split}
건설자들이 배정된 영주관에 관리자를 임명해 봅시다.

1. 영주관을 선택하세요.
2. <b>왼쪽 하단 모서리</b>에 표시되는 ""관리"" 버튼을 클릭하세요.
3. 관리자 직무를 맡을 영주를 선택하세요.
4. 영주가 일꾼에게 지시를 내릴 때까지 <b>기다리세요</b>."
adv_tutorial_2.obj_build_sawmill,"건물 건설

훌륭합니다. 이제 일꾼들이 당신의 계획을 알고 건설을 시작할 준비가 되었습니다.

<b>목재</b>는 건설에 사용되는 주요 자원이기에 최우선과제는 <b>제재소</b>를 건설하는 것입니다.

1. 건설 메뉴를 클릭하세요.
2. ""자원"" 항목을 선택하세요.
3. <b>제재소</b>를 선택한 다음 지정된 지역에 배치하세요."
adv_tutorial_2.obj_build_field,"잘하셨습니다!

이제 모두가 음식을 먹을 수 있도록 <b>루타바가밭</b>을 만들어 봅시다.

밭은 특히 <b>비옥한 토양 지역</b>에 만드는 것이 가장 좋습니다.

1. {input.key.mb_right}을 눌러 건설 메뉴로 한 단계 돌아가세요.
2. <b>루타바가밭</b>을 선택하세요.
3. 건설 부지를 선택한 뒤, {input.key.mb_right}으로 건설 모드에서 나가세요.
4. 건물이 완성될 때까지 <b>기다리세요</b>.

$ {input.action.speed_one} - {input.action.speed_two} - {input.action.speed_three} 키를 사용하거나 <b>화면 오른쪽 하단 모서리</b>의 버튼으로 시간을 단축할 수 있습니다."
adv_tutorial_2.obj_managment,"관리자 배정

일꾼들에게는 지시가 필요하니 새로운 건물에는 잊지 말고 관리자를 배정하세요! 

영주의 관리 스킬이 높을수록 해당 영주가 관리하는 건물의 추가 생산량이 많아집니다.
{split}
1. <b>제재소</b>를 선택한 다음 왼쪽 하단 모서리의 건물 메뉴에서 관리자를 배정하세요.
2. <b>순무밭</b>을 선택한 다음 마찬가지로 관리자를 배정하세요.
3. 일꾼에게 지시 내용을 설명하는 동안 <b>기다리세요</b>.

$ 건물에 {input.key.mb_right}을 클릭하면 관리자를 빠르게 배정할 수 있습니다."
adv_tutorial_2.obj_moonshine_production,"술

좋습니다. 음식 생산은 해결되었습니다. 이제 하루 동안 힘들게 일한 모두의 기분을 끌어올려 줄 술을 만들 시간입니다.

술 생산에 필요한 <b>양조장</b>은 이미 건설했으니, <b>루타바가</b>로 만드는 가장 저렴한 유형의 술인 <b>밀주</b>를 생산하도록 명령합시다.

$ <b>생산</b> 메뉴를 여세요."
adv_tutorial_2.obj_moonshine_production_2,"임무 생성

일회성 명령(<b>일정 수량 제작</b>)을 내리거나 원하는 수준이 될 때까지 지속적인 요청(<b>목표 수량까지</b>)을 내릴 수 있습니다.

<b>밀주</b>의 수량을 {moonshine_goal}개로 유지하도록 명령합시다. 매일 지정한 수량과 재고를 비교하여 시설의 작동 여부가 결정됩니다.

1. '밀주' 카드에서 <b>목표 수량까지</b>를 클릭하세요.
2. 창고에 보관하고 싶은 밀주의 수량을 지정하세요."
adv_tutorial_2.close_production,"완료되었습니다!

이제 <b>양조장</b>에 관리자를 임명해야 합니다. 농민들이 알아서 창고에서 <b>루타바가</b>를 가져가며 하루가 끝나면 생산된 <b>밀주</b>를 창고로 가져갑니다.

이미 {moonshine_now}개의 밀주가 있다는 것을 기억하세요. 루타바가 1개로 밀주 1개를 생산할 수 있기 때문에 밀주 {moonshine_goal}개 생산 임무를 완료하려면 {rutabage_need}개의 루타바가가 추가로 필요합니다.
{split}
1. 생산 메뉴를 닫으세요.
2. <b>양조장</b>에 관리자를 임명하여 생산을 시작하세요."
