Key,TraditionalChinese
hint_tech_church_defence,"技術
一套說服教會將<hint=hint_holy_protection>神愛之家的庇佑</hint>（通常保留給年輕的貴族王室）授予你的領地數天的論點。

需要與<hint=hint_relations_matriarch>國母</hint>維持良好的關係。"
hint_tech_easier_divorce,"技術
儘管神愛之家並不認可離婚，且通常需要<hint=hint_relations_matriarch>與國母維持良好的關係</hint>才能獲得批准，但此知識會降低這些要求，並有說服力地證明在特殊情況下離婚的必要性。"
hint_tech_bishop_fix_relations,"技術
某種針對仇恨之罪的古老懺悔儀式，可赦免懺悔者。此儀式使<hint=hint_bishop>主教</hint>能調解選定貴族與其所有敵人的關係。

此貴族與主教之間需要維持良好的關係，並需花費 <hint=hint_resource_rune>10</hint>。"
hint_tech_detach_ex_bandit,"技術
一份關於特殊凱登儀式的說明，能在將劫匪招募進軍隊時，清除其所有負面特質想法。"
hint_tech_knife_battle_stronger,"技術
一種凱登文化的古老戰鬥技術。

所有使用<hint=hint_resource_knife>匕首</hint>的戰士<hint=hint_skill_combat>戰鬥能力</hint>：+{level_add}。"
hint_tech_stronger_weapon,"技術
此油膏的特殊配方增強了木製和鐵製連接部件的耐久度，使武器損壞的可能性減少 {mult} 倍。"
hint_tech_better_training,"技術
訓練新兵的古老帝國方式，使其在<hint=hint_skill_combat>訓練場</hint>上訓練時獲得 {perc}% 額外經驗。

在戰士的</hint>戰鬥能力<hint=hint_bld_training_ground>達等級 5 之前一直都有效。"
hint_tech_moral_vs_bandits,"技術
道德正義與責任感方面的心理訓練，使戰士在與<hint=hint_persons_forest_bandits>林中劫匪</hint>作戰時獲得 +{moral_add} 的心情加成。"
hint_determination_in_desire_menu,"決心爆發
該人物為實現一個長久以來的慾望，正處於<hint=hint_determination>決心爆發</b>狀態：<b>{desire_name}</b>

詳情：{optional_determination_info}

只要人物快樂（心情值高於 <green>{determination_moral_threshold}</green>），便能壓抑自己的衝動。

決心消失倒數 {time_remain}"
hint_tantrum_meat_binge,"決心爆發
貴族將自行從庫存中取出<hint=hint_resource_meat>肉</hint>帶回家，並在將所有肉吃光前不會停下。"
hint_tantrum_write_a_book,"決心爆發
貴族將前往藏書閣並撰寫書籍。"
hint_tantrum_read_a_book,"決心爆發
貴族將前往藏書閣並研讀新知識。"
hint_tantrum_solo_hunting,"決心爆發
貴族將獨自狩獵一頭食肉狼。"
hint_tantrum_ring_robbery,"決心爆發
貴族決心搶劫另一名貴族的家。可能會與屋主發生衝突！"
hint_tantrum_make_a_gift,"決心爆發
貴族向一名隨機貴族贈禮。"
hint_tantrum_spent_time_together,"決心爆發
貴族為了交朋友，會與一名隨機貴族共度時光。"
hint_tantrum_house_grab,"決心爆發
貴族將會試圖以武力奪取另一名貴族的家。"
hint_part_of_nature_philosoph,"學者
為省邦中<hint=hint_skill_knowledge>智力</hint>能力最高的貴族。學者掌握著大部分的<hint=hint_idea>知識</hint>，其中還包含一些獨特的內容。

你可以和學者展開睿智對談或將其綁架以取得這些知識。"
hint_encyclopedia_global_knowledge,"鄰邦知識
鄰近城邦通常握有獨特的<hint=hint_idea>知識</hint>，可透過多種方式取得。

<img=hint_encyclopedia_global_knowledge></img>

若要查看目前可取得的知識清單，請將滑鼠移至世界地圖該省邦選單最上方的書籍圖示上。清單上僅會顯示我方貴族尚不瞭解的知識，對其格外有價值。

這些知識主要由該省邦最聰明的貴族「<hint=hint_part_of_nature_philosoph>學者</hint>」持有。你會在其提示中看到此狀態。

如果想取得這些知識，你可以採取下列行動：
$ 與學者貴族交朋友並展開睿智對談，無論在其所在省邦或邀請來訪進行皆可。
$ 綁架學者貴族，並逼迫此人撰寫<hint=hint_book>書籍</hint>（透過「<hint=hint_action_shadow>不法勾當</hint>」選單執行）。
$ 運用「不法勾當」選單策劃藏書閣搶劫。在遭竊書籍中，總會有 1-2 本獨特書籍。  "
hint_action_church_defence,"神愛之家的庇佑
要求神愛之家的<hint=hint_holy_protection>守護</hint>。

<b>行動結果：</b>
$ 守護將持續 {days} 天
$ <hint=hint_relations_matriarch>國母</hint>的態度：<red>-{rel_de}</red>

<b>費用：</b> <hint=hint_resource_rune>{cost}</hint>"
hint_action_bishop_fix_relations,"懺悔
向主教告解仇恨。

人物將得到寬恕，其內心將會充滿平和，並寬恕所有敵人。

<b>行動結果：</b>
$ 與所有敵人關係：<green>+{rel_inc}</green>

<b>費用：</b> <hint=hint_resource_rune>{cost}</hint>

敵人名單：
{enemies_list}"
hint_fix_relations_no_enemies,"無法進行
此貴族沒有敵人，其內心平和。"
hint_tech_lock_caravan,"~
此書籍出現在聖商隊中的條件：
{unlock_reason_stack}"
hint_tech_lock_unique,"~
此書籍無法於神聖教會的藏書閣取得。這類知識可<hint=hint_encyclopedia_global_knowledge>從鄰邦發現</hint>或<hint=hint_nt_guest_arrive_knowledge_trader>自藏書團取得</hint>。"
church_defence_unavailable_by_holy_defence,"無法進行
神愛之家的庇佑正在生效"
hint_mind_fight_agains_bandit,"[hint_mind_caption]
必須剷除劫匪！"
hint_wish_happiness_to_master,"希望偶像幸福
這位人物熱切地希望其偶像幸福：{soul_uuid_target}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_mind_made_gift_to_master,"[hint_mind_caption]
只要送禮給我的偶像就能讓我的偶像更幸福！花再多錢都值得！"
hint_mind_master_death,"[hint_mind_caption]
聖母索菲亞，我的偶像死了！沒了偶像我該怎麼辦？！"
hint_settings.apply_error.input_dublicates,
hint_nt_puppet_become,"傀儡
{soul_uuid_master}已讓人物{soul_uuid_puppet}聽命，並成為其<hint=hint_encyclopedia_puppets>傀儡</hint>。"
hint_nt_puppet_reset,"傀儡
{soul_uuid_puppet}再也不是<hint=hint_encyclopedia_puppets>傀儡</hint>了。"
hint_puppet_make_rebellion,"傀儡的起義
迫使其中一位貴族的<hint=hint_encyclopedia_puppets>傀儡</hint>在此省邦起義。

儘管沒有明確證據，當地統治者還是會注意到你與傀儡的關係。"
hint_unavailable_no_puppet,"無法進行
你在此省邦並無<hint=hint_encyclopedia_puppets>傀儡</hint>。

使用你手下其中一位貴族操弄此省邦的事件，在當地人物之中創造傀儡。"
hint_nt_free_lord_arrive,"有流浪貴族在等候受聘
[hint_tutorial_free_lord]"
hint_puppet_make_rebellion_person_select,"傀儡的起義
<hint=hint_encyclopedia_puppets>傀儡</hint>會根據偶像（你手下其中一位貴族）的命令起義。

<b>行動結果：</b>
{soul_uuid_king}：關係值會降低{rel_de}"
hint_puppet_make_rebellion_success,"~
{soul_uuid_puppet}很快就會起義。"
hint_puppet_riot_king,"防禦起義
{optional_type_of_danger}

本領地的其中一位貴族應該很快就會起義。據信這位貴族是位<hint=hint_encyclopedia_puppets>傀儡</hint>，聽命於某人。

統治者{soul_uuid_king}備受威脅且請你派兵支援。他保證絕不會忘了這份雪中送炭的恩情。

戰士對{soul_uuid_king}的支持率：{war_sup}%

你支持{soul_uuid_king}可能的行動結果：
$ 若{soul_uuid_king}獲勝，雙方的關係值：<green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ 若{soul_uuid_heir}獲勝，雙方的關係值：<red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_global_map_danger_rebellion_puppet,"~
<red>某人已命令{soul_uuid_heir}起義。倘若他成功，目前的君王{soul_uuid_king}將被推翻，而{soul_uuid_heir}將取而代之。</red>"
hint_puppet_riot,"傀儡的起義
{optional_type_of_danger}

其中一位貴族很快就會起義並請你派兵援助，且保證絕不會忘了這份恩情。據信這位貴族是位<hint=hint_encyclopedia_puppets>傀儡</hint>，根據某人的命令行動。

戰士對{soul_uuid_heir}的支持率：{war_sup}%

若你支持{soul_uuid_heir}可能的行動結果：
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_mind_bad_hunt,"打獵不順
這次打獵實在是遭透了……這都是同行者的錯！"
hint_nt_check_problems,"查看問題
點選左上角具數字的旗幟查看領地中最迫切需解決的問題。"
hint_nt_lord_dead_in_hostage,"囚禁時死亡
{soul_uuid_1}遭劫匪殺害。"
hint_action_task_hunt_global_map_context,"打獵
{soul_uuid_1}：<hint=hint_skill_combat>戰鬥能力</hint>：{skill_1}

{soul_uuid_2}：<hint=hint_skill_combat>戰鬥能力</hint>：{skill_2}

食肉狼的實力相當於戰鬥能力 {wolf_level} 且持有<hint=hint_resource_wooden_spear>矛</hint>的打手。

打獵成功機率：{ver}%"
hint_nt_bad_hunt_on_global_map,"打獵不順
{soul_uuid_1}與{soul_uuid_2}在{faction_uuid}省邦打獵，但打獵結果不順。

其心情與對彼此的關係惡化了。"
hint_nt_guest_role_revealed,"意圖曝光
{soul_uuid}表示自己有意與你的貴族對談。這是{role_name}。

你可以流放此貴族（這會有行動結果）或順其自然並面對其行動的結果。"
hint_guest_communicative,"善於交際
這位賓客前來與你的君王和王儲建立良好關係。"
hint_guest_duelist,"鬥士
這位賓客的<hint=hint_skill_combat>戰鬥能力</hint>相當傑出。這位賓客想挑戰你的其中一位貴族（你的最佳管事、指揮官，甚至是君王），與這位貴族決鬥並殺死這位貴族。"
hint_guest_provoker,"挑釁者
這位賓客很可能是密謀者，<hint=hint_skill_speech>遊說</hint>能力和<hint=hint_skill_manners>氣質</hint>均相當傑出。

他們的意圖包括賄賂你的貴族和密謀對付君王。"
hint_guest_puppet_master,"傀儡師
這位賓客很可能是密謀者，<hint=hint_skill_speech>遊說</hint>能力和<hint=hint_skill_manners>氣質</hint>均相當傑出。

這位賓客會試圖將你的其中一位貴族轉變為其<hint=hint_encyclopedia_puppets>傀儡</hint>。"
hint_guest_manipulator,"操弄者
這位賓客很可能是密謀者，<hint=hint_skill_speech>遊說</hint>能力和<hint=hint_skill_manners>氣質</hint>均相當傑出。

操弄者會挑選受害者，博得受害者的信任，同時與其配偶對話，密謀對付受害者。然而，操弄者也可以藉由奉承和恭維來修補關係。"
hint_guest_seducer,"勾引者
這位賓客很可能是密謀者，<hint=hint_skill_speech>遊說</hint>能力和<hint=hint_skill_manners>氣質</hint>均相當傑出。

勾引者喜愛勾引那些對他們最感興趣的目標。
若勾引者的君王與你的君王關係不睦，勾引者就會濫用受害者的信任來降低受害者對你的君王的忠誠度。"
hint_guest_player,"賭徒
這位人物的目的是滿足自己賭骰子的欲望。他們會選擇最缺乏<hint=hint_skill_knowledge>智力</hint>的貴族當作夥伴，且可能會增加獲勝機率。

不知道為什麼賭徒在自己的所屬領地是不准賭博的。"
hint_guest_educator,"啟迪者
這位受過良好教育的賓客前與你最聰慧的貴族展開<hint=hint_action_wise_talk>睿智對談</hint>。

啟迪者的高貴目標是藉由知識來豐富彼此。"
hint_encyclopedia_puppets,"傀儡
當人物對另一人物的愛慕超過 90，就會成為該人物的傀儡。

傀儡會願意為偶像做任何事：
$ 你的貴族在鄰近城鎮的傀儡可以為你執行不法勾當，甚至可以煽動起義。
$ 傀儡樂於將自己的物品奉獻給偶像，且不會嫉妒偶像。
$ 在你的省邦中，偶像可命令傀儡執行任何任務，包括謀殺。
$ 在任何衝突中，傀儡都會誓死捍衛自己的偶像。"
hint_action_task_donate_to_master,"給偶像的禮物
要求<hint=hint_resource_rune>{rings_count}</hint>禮物。

傀儡會相當樂意取悅偶像且會獲得{mind_add}想法"
hint_puppet,"傀儡
這位人物是<hint=hint_encyclopedia_puppets>傀儡</hint>。

傀儡的偶像：{soul_uuid}"
hint_action_slander,"誹謗
選定的貴族<b>誹謗</b>一位共同朋友。

行動結果：{soul_uuid_target}與這位共同朋友的關係值<b>惡化</b>，惡化的程度取決於執行者的<hint=hint_skill_speech>遊說</hint>能力。

然而，沒有人喜歡誹謗，因此{soul_uuid_target}與執行者的關係值也會降低<red>{rel_de_slander}</red>。"
hint_action_praise,"恭維
選定的貴族<b>恭維</b>一位共同朋友。

行動結果：{soul_uuid_target}與這位朋友的關係值<b>進步</b>，進步的程度取決於執行者的<hint=hint_skill_speech>遊說</hint>能力。"
hint_action_slander_context,"誹謗
執行者{soul_uuid_performer}：{skill_name}等級{skill_level}

<b>行動結果</b>
$ {soul_uuid_target}與{soul_uuid_about}的關係值：<red>{rel_de_slander_to_target_king}</red>
$ {soul_uuid_target}與{soul_uuid_performer}的關係值：<red>{rel_de_slander}</red>

{soul_uuid_target}與{soul_uuid_about}目前的關係值：{rel_current}"
hint_action_praise_context,"恭維
執行者{soul_uuid_performer}：{skill_name}等級{skill_level}

<b>行動結果</b>
$ {soul_uuid_target}與{soul_uuid_about}的關係值<green>{rel_de_praise_to_target_king}</green>

{soul_uuid_target}與{soul_uuid_about}目前的關係值：{rel_current}"
hint_unavailable_by_cooldown,"無法進行
此行動還要 {remain_time} 小時才能執行"
hint_building_wall_rebuild,"重建
重建牆的這部分"
hint_unavailable_by_not_in_city,"無法進行
{soul_uuid_1}與{soul_uuid_2}目前並不在同一城鎮"
hint_sudden_attack_assault_fair,"劫掠
攻擊{faction_uuid}目標是搜刮金庫。

無預警的攻擊破壞了不成文的規定且會導致渾沌，因此<hint=hint_relations_matriarch>國母</hint>不會祝福此等行徑。

$ 可能的戰利品：<hint=hint_resource_gold>{town_money}</hint>
$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_assault_fair_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_fair_result,"劫掠
你的軍隊準備進軍劫掠{faction_uuid}省邦。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_assault_fair_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair,"劫掠
在毫無預警的情況下攻擊{faction_uuid}，目的是搜刮金庫。

由於你並非此領地君王的<hint=hint_faction_relations_deadly_enemy>死敵</hint>，本次攻擊將會被視作<red>背信棄義</red>且會傷害與鄰近勢力和國母的關係值。

$ 可能的戰利品<hint=hint_resource_gold>{town_money}</hint>

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_assault_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ 與國母的關係值：<red>{sudden_attack_assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair_result,"劫掠
你的軍隊在毫無預警的情況下劫掠{faction_uuid}省邦。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_assault_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ 與國母的關係值：<red>{sudden_attack_assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair,"夷為平地
派遣軍隊消滅{faction_uuid}。

無預警的攻擊破壞了不成文的規定且會導致渾沌，因此<hint=hint_relations_matriarch>國母</hint>不會祝福此等行徑。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_city_burn_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair_result,"夷為平地
你的軍隊準備進軍消滅{faction_uuid}並終結世仇。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_city_burn_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair,"夷為平地
在毫無預警的情況下消滅{faction_uuid}，目的是搜刮金庫。

由於你並非此領地君王的<hint=hint_faction_relations_deadly_enemy>死敵</hint>，本次攻擊將會被視作<red>背信棄義</red>且會傷害與鄰近勢力和國母的關係值。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_city_burn_unfair_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair_result,"夷為平地
你的軍隊在毫無預警的情況下消滅{faction_uuid}。

$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_city_burn_unfair_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"建立附庸
派遣軍隊征服該省邦並併吞進你的王國，使其成為<hint=hint_vassal>附庸</hint>。

無預警的攻擊破壞了不成文的規定且會導致渾沌，因此<hint=hint_relations_matriarch>國母</hint>不會祝福此等行徑。

{optional_attack_on_vassal_or_ally}
$ 與{soul_uuid_king}的關係值：<red>{sudden_demand_vassal_fair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"建立附庸
你的軍隊準備進軍征服{faction_uuid}省邦並併吞進你的王國，使其成為<hint=hint_vassal>附庸</hint>。

{optional_attack_on_vassal_or_ally}
$ 與{soul_uuid_king}的關係值：<red>{sudden_demand_vassal_fair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"建立附庸
派遣軍隊征服該省邦並併吞進你的王國，使其成為<hint=hint_vassal>附庸</hint>。

由於你並非此領地君王的<hint=hint_faction_relations_deadly_enemy>死敵</hint>，本次攻擊將會被視作<red>背信棄義</red>且會傷害與鄰近勢力和國母的關係值。

{optional_attack_on_vassal_or_ally}
$ 與{soul_uuid_king}的關係值：<red>{sudden_demand_vassal_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair_result,"建立附庸
你的軍隊在毫無預警的情況下準備進軍征服{faction_uuid}省邦並併吞進你的王國，使其成為<hint=hint_vassal>附庸</hint>。

{optional_attack_on_vassal_or_ally}
$ 與{soul_uuid_king}的關係值：<red>{sudden_demand_vassal_unfair_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair,"迫使中立
攻擊{faction_uuid}省邦迫使其保持中立。若你獲勝，{soul_uuid_king}將會解除所有與附庸、宗主或盟友的政治關係。此省邦將在政治上保持獨立和中立。

無預警的攻擊破壞了不成文的規定且會導致渾沌，因此<hint=hint_relations_matriarch>國母</hint>不會祝福此等行徑。

{optional_force_neutrality_additional_effects}
$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair_result,"迫使中立
你的軍隊準備進軍，目的是迫使{faction_uuid}省邦保持中立。

{optional_force_neutrality_additional_effects}
$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair,"迫使中立
攻擊{faction_uuid}省邦迫使其保持中立。若你獲勝，{soul_uuid_king}將會解除所有與附庸、宗主或盟友的政治關係。此省邦將在政治上保持獨立和中立。

由於你並非此領地君王的<hint=hint_faction_relations_deadly_enemy>死敵</hint>，本次攻擊將會被視作<red>背信棄義</red>且會傷害與鄰近勢力和國母的關係值。

{optional_force_neutrality_additional_effects}
$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair_result,"迫使中立
你的軍隊在毫無預警的情況下進軍，目的是迫使{faction_uuid}保持中立。

{optional_force_neutrality_additional_effects}
$ 與{soul_uuid_king}的關係值：<red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ 與鄰近勢力的關係值：<red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ 與國母的關係值：<red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_letter_sudden_attack_1,"~ 
看來你決定要出其不意？我早就料到你會卑劣到使用如此下作的手段，你就準備失望吧！"
hint_letter_sudden_attack_2,"~ 
你以為我會沒有防備嗎？想得美！若你打算殺個我措手不及，那事情的結果一定會讓你大吃一驚！"
hint_letter_sudden_attack_3,"~ 
無預警的卑鄙攻擊，難道這就是妓女和野豬交配生出的後代所能想出的點子嗎？難怪你的城鎮背叛惡名遠播，就連諾蘭德的另一端都有所耳聞！"
hint_letter_sudden_attack_4,"~ 
鄰近勢力警告我你不知榮譽和尊嚴為何物。好，你很快就會落到最適合你的地方，畜舍！"
hint_letter_sudden_attack_5,"~ 
毫無預警地攻擊鄰邦讓所有人顏面掃地。話說回來，你這頭在豬圈誕生的畜生哪裡懂得什麼是榮譽？不論如何，我一定會擊敗你！"
hint_unavailable_join_army_sudden_attack,"無法召喚
突襲僅能由你的軍隊發動。"
hint_mind_beer_drinking,"[hint_mind_caption] 
這啤酒真不錯！開心買醉囉！

原因：喝了<hint=hint_resource_beer>啤酒</hint>
[hint_mind_remain_time]"
hint_mind_prayed,"[hint_mind_caption]
聖母索菲亞一定會聽見我的祈禱……至少我冷靜多了。"
hint_trait_sleepiness,"昏昏欲睡
這位人物很久沒睡覺了，可能很快就會於所在之處倒頭就睡。"
hint_mind_sleepiness,"[hint_mind_caption]
噢，我好睏！（打呵欠）

原因：這位人物很久沒睡覺了。"
hint_trait_sex_desire_weak,"性慾高漲
這位人物很久沒有性行為了，且感到性慾逐漸高漲。

這位人物相當困擾，可能一有機會就會尋找性伴侶。"
hint_trait_sex_desire_strong,"慾火焚身
這位人物很久沒有性行為了，目前感到慾火焚身。

由於缺乏性生活，這位人物坐立難安，且只要一有機會就會積極尋找性伴侶。
{optional_monogam_warning}"
hint_mind_sex_desire_weak,"[hint_mind_caption]
我想要性愛，沒錯，我想要性愛！

原因：這位人物很久沒有性行為了。"
hint_mind_sex_desire_strong,"[hint_mind_caption]
誰都可以！我受不了了！

原因：這位人物很久沒有性行為了。"
hint_mind_malnutrition,"[hint_mind_caption]
我的肚子餓得咕嚕叫！點心時間早就過啦！

原因：這位人物很久沒吃東西了。"
hint_trait_malnutrition,"營養不良
這位人物很久沒吃東西且感到飢腸轆轆。在這樣下去，可能會導致疲累，甚至因為飢餓而衰竭。"
hint_bodyguards,"保鑣
受指派的戰事會於傍晚跟隨貴族，保護貴族免受任何攻擊。"
hint_trait_on_bender,"酒醉不醒
這位貴族心懷不滿，因此狂飲不止，一瓶又一瓶黃湯下肚，直到酒醉不醒。這段期間他可能會與任何人物酒後鬥毆。"
hint_letter_ai_sudden_attack_1,"~
我已經受夠你佯裝統治者的可悲行為！我的戰士很快就會教你展現應有的禮數！"
hint_letter_ai_sudden_attack_2,"~
你以為自己是位勇士嗎？我就等著看你如何迎擊我的戰士！"
hint_letter_ai_sudden_attack_3,"~
我允許你那可悲的豬圈繼續存在，你總該付出代價。希望你那可悲的省邦有點用處。"
hint_letter_ai_sudden_attack_4,"~
想必你收到這封信時趴在桌子底下躲避我的戰士吧，他們將會恢復你的城鎮的秩序。抱歉囉，但你除了眼睜睜看著之外無能為力。"
hint_letter_ai_sudden_attack_5,"~
我提醒過你，我已耗盡我的耐心，現在你要為你的愚蠢和魯莽付出代價。目前我不會消滅你。你就祈禱我不會改變心意吧。"
hint_ai_sudden_attack_assault,"突擊！
{faction_uuid}的{soul_uuid_king}突然決定要攻擊你的城鎮，目的是<b>搶劫</b>你的金庫。他的軍隊正在進軍。

由於進擊過於突然，你的盟友沒時間提供援助，但{soul_uuid_king}只能仰賴自己的軍隊。"
hint_ai_sudden_attack_vassalize,"突擊！
{faction_uuid}的{soul_uuid_king}突然決定要攻擊你的城鎮，目的征服城鎮<b>並迫使你成為附庸</b>。他的軍隊正在進軍。

由於進擊過於突然，你的盟友沒時間提供援助，但{soul_uuid_king}只能仰賴自己的軍隊。"
hint_bodyguards_count,"衛兵
衛兵將於罪犯開始猖獗的 23:00 值勤，並值勤至 04:00。

衛兵會從並未參加巡邏隊或保護其他貴族的可用戰士（第二項數字）中指派。"
hint_bodyguards_level,"戰鬥等級
設定受雇衛兵的最低戰鬥等級，但記得確保自己具備該等級的可用戰士。"
hint_bld_fortification_tower,"木塔
可指派<hint=hint_persons_warriors>戰士</hint>的<hint=hint_watch_tower_archers>防禦塔</hint>。塔內的弓兵射程更遠也更精準。

$ 戰士需配備遠程武器才能派駐塔內。
$ 木塔比<hint=hint_bld_watch_tower>弓兵塔</hint>更堅固。
$ 此塔可容納 {arch_number} 名弓兵。"
hint_bld_wooden_wall_section,"木製圍欄
最簡單的木製城牆。在重要建築周圍建立這種城牆即可保護建築。別忘了蓋大門和塔樓。"
hint_bld_fortification_gate,"大門
建於木製圍欄等城牆之中。會自動開啟和關閉。"
hint_optional_philistine,
hint_encyclopedia_philistine,
hint_trait_philistine,
hint_crimer,"罪犯 
人物在犯罪時被<hint=hint_persons_guard>巡邏衛兵</hint>逮捕並<hint=hint_persons_slave>俘獲</hint>。

人物將在<hint=hint_bld_scafod>行刑臺</hint>接受相應的懲罰或成為囚犯，前者可以娛樂城鎮中樸實的市民。"
hint_terror_slaves,"囚犯恐怖
這是一種最穩妥的方式，能讓民眾通過處決獲得娛樂，且不會感到良心不安。

行動結果：
$三名與被處決的囚犯相識的人會產生強烈的消極想法。
$囚犯們的不滿會加劇，可能會引發<hint=hint_slave_riot>起義</hint>。"
hint_mind_crime_in_city,"[hint_mind_caption]
城鎮中關於犯罪的傳聞讓我感到十分不安。我希望君王能夠增派巡邏的人手！"
hint_tech_philosophy_history,"哲學史
允許散播<hint=hint_sermon_agnostic>疑竇之道</hint>。"
hint_mind_slept_on_ground,"[hint_mind_caption]
我在潮濕的地上湊合了一晚，現在全身酸痛，還冷得要死！

<b>提示：</b>
$人物在地上睡了一晚。如果住所資源不足，你可以建造一座教堂。那裏依照古老的待客傳統，允許無家可歸者在那裏過夜。"
hint_sermon_usual_preach,"喜樂佈道
信徒們聚在一起禱告，獲得一整天的好心情，因為聖母索菲亞與他們同在。
{optional_preach_cost}"
hint_preach_doubt_unavailable_by_knowledge,"無法進行
要執行此操作，需要研究<hint=hint_tech_philosophy_history>哲學史</hint>。"
hint_preach_unavailable_by_bishop,"無法進行
佈道只能在<hint=hint_bishop>主教</hint>的祝福下進行，但他此時不在城鎮中。"
hint_duelist,"鬥士
該人物能夠挑起決鬥，且武藝高強。當他出現在你的省邦時要提高警惕。"
