Key,Deutsch
hint_advisor_onboard_3,"[hint_advisor_caption]
Der geerntete <hint=hint_resource_rye>Roggen</hint> muss gemahlen werden, damit du <hint=hint_resource_food>Mehl</hint> erhältst.

$ Errichte eine <hint=hint_bld_mill>Mühle</hint> und weise ihr einen Verwalter zu.
$ Erstelle einen Mehl-Produktionsbefehl <b>Produktion bis 50</b> im <hint=hint_finance_menu>Wirtschaftsmenü</hint>, um einen konstanten Vorrat im Lagerhaus zu garantieren.

<b>Tipp:</b> Das Wirtschaftsmenü ist mit einem Zahnradsymbol gekennzeichnet und befindet sich unten auf deinem Bildschirm."
hint_advisor_onboard_4,"[hint_advisor_caption]
Niemand mag <hint=hint_resource_moonshine>Schnaps</hint>, vor allem nicht Krieger und Lords.

Versorge deine Leute mit qualitativ höherwertigem <hint=hint_resource_beer>Bier</hint>, das außerdem gewinnbringend verkauft werden kann.

Bier wird aus <hint=hint_resource_rye>Roggen</hint> und <hint=hint_resource_hop>Hopfen</hint> hergestellt, du musst also zuerst Hopfen anbauen und ernten.

$ Lege ein <hint=hint_bld_hop>Hopfenfeld</hint> auf fruchtbarem Land unten links an.
$ Warte, bis die Bauern nach 3 Tagen die erste Ernte einfahren."
hint_advisor_onboard_5,"[hint_advisor_caption]
Richte die <hint=hint_resource_beer>Bier</hint>-Produktion ein und erweitere die <hint=hint_bld_brewery>Brauerei</hint>.

$ Erstelle einen Produktionsbefehl <b>Produktion bis 50</b> im <hint=hint_finance_menu>Wirtschaftsmenü</hint>
$, um Bier zu produzieren. Werte die Brauerei auf Stufe 3 auf.

<b>Tipp:</b> Das Wirtschaftsmenü ist mit einem Zahnradsymbol gekennzeichnet und befindet sich unten auf deinem Bildschirm."
hint_advisor_onboard_6,"[hint_advisor_caption]
<hint=hint_resource_iron>Eisen</hint> geht in den Lagerhäusern langsam zur Neige. Du musst dir über seinen Abbau Gedanken machen.

$ Studiere das Wissen über Eisenminen im <hint=hint_knowledge_menu>Wissensmenü</hint>.
$ Errichte eine Mine auf dem Vorkommen rechts."
hint_advisor_onboard_7,"[hint_advisor_caption]
Unglücklicherweise ist <hint=hint_resource_iron>Eisen</hint> nicht unbegrenzt verfügbar und jede Stufe der Minenerweiterung wird sukzessive teurer. Es ist daher sinnvoll, die externe Versorgung mit dieser wertvollen Ressource sicherzustellen.

finde eine Stadt auf der Weltkarte, die Eisen verkauft, und schließe einen Versorgungsvertrag mit ihr ab.

<b>Tipp:</b> Ein Handelsvertrag kann nur mit einem Machthaber abgeschlossen werden, dessen Beziehungen zu deinem eigenen mehr als 0 betragen. Wenn die Beziehungen sich auf einen geringeren Wert belaufen, kannst du die Beziehungen mit einer gemeinsamen Jagd oder politischen Methoden wie <b>Besuch eines Gesandten</b> oder <b>Geschenk für den König</b> verbessern."
hint_advisor_onboard_8,"[hint_advisor_caption]
Damit die Kirche deine Stadt anerkennt, müssen darin mehr Leute als in einem kleinen Dorf leben.

Erreiche eine Bevölkerung von <b>40 Einwohnern</b>, damit die Matriarchin auf deine Stadt aufmerksam wird und einen <hint=hint_bishop>Bischof</hint> entsendet, der sich hier häuslich niederlässt.

$ Biete den Leuten <hint=hint_bld_hostel>Wohnraum</hint>, <hint=hint_resource_food>Mehl</hint> und <hint=hint_resource_beer>Bier</hint>, um eine stetige <hint=hint_migration>Zuwanderung</hint> garantieren zu können."
hint_advisor_onboard_9,"[hint_advisor_caption]
Jetzt, wo deine Stadt stärker ist, kannst du dir langsam über eine Erweiterung Gedanken machen.

Erstelle deinen eigenen <hint=hint_tutorial_states>Staat</hint> – eine Allianz der Städte oder ein Vasallenkönigreich. Dazu musst du eine Armee besitzen, die mindestens gleich stark wie die deiner Nachbarn ist.

$ Rekrutiere Krieger im <b>Armeemenü</b> (im unteren Bildschirmbereich) und bilde sie am <hint=hint_bld_training_ground>Übungsgelände</hint> aus.
$ Kaufe oder produziere Waffen und Rüstung für sie.
$ Wähle auf der Weltkarte eine Stadt deiner Nachbarn aus. Die Optionen für eine Annexion findest du im „Politik“-Menü.
$ Gliedere eines deiner Nachbarreiche als Vasallen oder Mitglied deiner Städteallianz ein.

<b>Tipp:</b> Es gibt nur wenige Provinzen auf der Weltkarte, die <hint=hint_resource_iron>Eisen</hint> verkaufen."
hint_advisor_clerks,"[hint_advisor_caption]
Die <hint=hint_bld_chancellery>Kanzlei</hint> ist in Betrieb, ihre Beamten sind allerdings noch keiner Produktion zugewiesen.

$ Wähle Gebäude aus und weise Beamten aus der Kanzlei als Verwalter zu.

<b>Tipp:</b> Zoome maximal aus, um alle Gebäudezuweisungen sehen zu können."
hint_advisor_no_paper,"[hint_advisor_caption]
Die <hint=hint_bld_chancellery>Kanzlei</hint> ist in Betrieb, es gibt jedoch kein <hint=hint_resource_paper>Papier</hint> mehr.

Da jede Inspektion eines Beamten ein Blatt Papier erfordert, stellt die Kanzlei den Betrieb ein, sobald das Papier zur Neige gegangen ist.

<b>Tipp:</b> Im <hint=hint_statistic_menu>Statistikmenü</hint> kannst du sehen, wie viel Papier täglich konsumiert wird."
hint_advisor_wolves,"[hint_advisor_caption]
<hint=hint_fleshwolf>Säbelzahnwölfe</hint> halten sich zwar normalerweise im Wald auf, attackieren jedoch mitunter Arbeiter, insbesondere Holzfäller und Kräuterkundler.

$ Richte <hint=hint_bld_patrol_sign_day>Tagespatrouillen</hint> in Arbeitsbereichen ein. Krieger werden Säbelzahnwölfe auf Sicht angreifen. Bedenke aber, dass die Wölfe starke Gegner sind.
$ Du kannst Lords auf die Jagd schicken, aber auch einen Trupp von Kriegern versammeln (im Armeemenü) und die Säbelzahnwölfe per Rechtsklick angreifen."
hint_advisor_onboard_4_1,"[hint_advisor_caption]
Je größer deine Siedlung, desto größer der Bedarf an Lords. Du kannst allerdings auch einen <hint=hint_tutorial_free_lord>freien Lord</hint> anheuern, der für dich einige Aufgaben erledigt, um diesem Bedarf entgegenzuwirken.

Freie Lords werden 10 Tage lang eingestellt und verlassen danach die Siedlung.

$ Warte, bis der Freie Lord mit der Heiligen Karawane in der Siedlung eintrifft.
$ Wähle sein Porträt oben recht aus (neben dem Porträt des Karawanenmeisters) und heuere ihn an."
hint_advisor_onboard_6_1,"[hint_advisor_caption]
<hint=hint_resource_instruments>Werkzeuge</hint> werden für die Aufwertung von Gebäuden und die Produktion von komplizierten Gegenständen wie Waffen oder <hint=hint_resource_paper>Papier</hint> benötigt.

Um sie zu produzieren, musst du allerdings <hint=hint_resource_iron>Eisen</hint> schmelzen können, wozu wiederum <hint=hint_resource_coal>Kohle</hint> benötigt wird.

$ Kaufe ein Buch über den <hint=hint_bld_coal_furnace>Kohleofen</hint>, studiere es und errichte das entsprechende Gebäude.
$ Kaufe ein Buch über die <hint=hint_bld_workshop>Werkstatt</hint>, studiere es und errichte das entsprechende Gebäude.
$ Erstelle einen Produktionsbefehl <b>Produktion bis 10</b>, um die Produktion von Kohle und Werkzeugen zu starten."
hint_advisor_emperor_coronation,"[hint_advisor_caption]
Dein Staat hat sich als die beherrschende Gewalt der Welt hervorgetan und du kannst dich selbst zum Imperator <hint=hint_tutorial_emperor>krönen</hint>, um das Spiel zu gewinnen.

Um dies zu tun, musst du im Menü deines Machthabers „Krönung des Imperators“ auswählen. Rechne damit, dass innerhalb weniger Tage ein Trupp von <hint=hint_inqusitors>Inquisitoren</hint> erscheint, um deine Provinz in Schutt und Asche zu legen.

Dies ist die letzte Herausforderung des Spiels, im Anschluss gibt es kein Zurück mehr. Entweder du besiegst den unbarmherzigen Trupp von Inquisitoren und gewinnst damit das Spiel – oder du verlierst. In jedem Fall ist das Spiel im Anschluss daran zu Ende."
hint_advisor_desire_to_kill,"[hint_advisor_caption]
[hint_display_event_lord_want_to_kill_someone]

{haters_pair}"
adv_tutorial_2.intro_title,"~
Willkommen in Norland!"
adv_tutorial_2.intro,"~
Du stehst an der Spitze einer Adelsfamilie von Lords im Besitz einer Provinz von Norland und hast den Auftrag, Wohlstand und Sicherheit zu garantieren sowie persönliche Ambitionen Realität werden zu lassen. 

Deine Lords hören auf deinen Befehl, haben aber auch ihren eigenen Willen.

Deine Geschichte beginnt hier und jetzt ..."
adv_tutorial_2.obj_camera_control,"Kamerasteuerung

Sehen wir uns mal ein wenig um.

$ Benutze die Tasten {input.action.camera_up}, {input.action.camera_left}, {input.action.camera_down} und {input.action.camera_right} oder halte {input.action.camera_move} gedrückt, um die Kamera zu bewegen.

Probier’s mal aus!"
adv_tutorial_2.obj_camera_control_zoom,"Spitze!

Zoome ein und aus, indem du {input.action.zoom_in} und {input.action.zoom_out} benutzt."
adv_tutorial_2.obj_pause_control,"Pause

Drücke die {input.action.speed_pause} oder die Schaltfläche in der rechten unteren Ecke, wenn du das Spiel pausieren und nachdenken möchtest."
adv_tutorial_2.obj_time_control,"Zeit beschleunigen

Manchmal macht es Sinn, die Zeit vorzuspulen – etwa nachts, wenn alle schlafen.

Probiere mit den Tasten {input.action.speed_one}-{input.action.speed_two}-{input.action.speed_three} oder den Zeitkontrolle-Schaltflächen verschiedene Spielgeschwindigkeiten aus."
adv_tutorial_2.obj_king_needs_1,"Bedürfnisse von Personen

Du kannst zwar nur deinen Lords direkte Befehle erteilen, alle Personen in Norland haben aber Gedanken und Bedürfnisse. Wenn diese Bedürfnisse nicht erfüllt werden, werden die betroffenen Personen unzufrieden und verursachen Probleme.

1. Wähle einen Lord aus, indem du auf dessen Porträt klickst.
2. Klicke auf den <b>Laune</b>-Reiter im <b>Personenmenü</b>, um dessen <b>Gedanken und Bedürfnisse</b> anzusehen."
adv_tutorial_2.obj_king_needs_2,"Nahrung und Alkohol

Die grundlegendsten Bedürfnisse sind <b>Nahrung und Ruhe</b>. Sie können durch den Verzehr von Nahrung bzw. den Konsum von Alkohol gestillt werden.

Du hast fürs Erste einen Vorrat, doch es ist notwendig, eine zuverlässige Nahrungs- und Alkoholproduktion sicherzustellen, damit deine Leute nicht hungern.

Sehen wir uns also an, wie man Gebäude errichtet und verwaltet. Beginnen wir mit der Verwaltung von Bauarbeitern."
adv_tutorial_2.obj_instructions,"Gebäudeverwaltung

In Norland steuerst du lediglich die Adelsfamilie und musst einen Verwalter zuweisen, der die Aufsicht über die Arbeiter in den Gebäuden hat.

Die Anweisungen des verwaltenden Lords gelten für drei Tage und ein Lord kann im Durchschnitt 7-10 Gebäude verwalten.
{split}
Weisen wir nun der Halle, in der die Einteilung deiner Bauarbeiter stattfindet, einen Verwalter zu.

1. Wähle die Halle aus.
2. Klicke im <b>links unten</b> erscheinenden Menü auf die Schaltfläche „Verwalter ernennen“.
3. Wähle einen Lord für die Rolle des Verwalters aus.
4. <b>Warte</b>, bis der Lord den Arbeitern Anweisungen erteilt."
adv_tutorial_2.obj_build_sawmill,"Errichtung von Gebäuden

Spitze, die Arbeiter wissen jetzt über deine Pläne Bescheid und sind bereit, mit den Bauarbeiten zu beginnen.

<b>Holz</b> ist die primäre Bauressource, die Errichtung eines <b>Holzfällerlagers</b> hat also oberste Priorität.

1. Klicke auf das Baumenü.
2. Wähle die Überschrift „Ressourcen“.
3. Wähle das <b>Holzfällerlager</b> aus und platziere es im markierten Bereich."
adv_tutorial_2.obj_build_field,"Wunderbar!

Als Nächstes wollen wir ein <b>Steckrübenfeld</b> anlegen, um die Nahrungsversorgung zu garantieren.

Felder sollten auf <b>fruchtbarem Boden</b> platziert werden.

1. Klicke auf die {input.key.mb_right}, um im Baumenü einen Schritt zurückzugehen.
2. Wähle dann das <b>Steckrübenfeld</b> aus.
3. Wähle erst den Bauplatz aus und verlasse anschließend den Baumodus durch Klick auf die {input.key.mb_right}.
4. <b>Warte</b>, bis die Errichtung der Gebäude abgeschlossen ist.

$ Du kannst die Zeit mit den Tasten {input.action.speed_one}-{input.action.speed_two}-{input.action.speed_three} oder den Schaltflächen in der <b>rechten unteren Bildschirmecke</b> vorspulen."
adv_tutorial_2.obj_managment,"Verwalter zuweisen

Da die Arbeiter Anweisungen benötigen, musst du den neuen Gebäuden unbedingt Verwalter zuweisen! 

Je höher die Verwaltungsfähigkeit des Lords, desto mehr zusätzliche Produkte wird ein Gebäude unter seiner Verwaltung produzieren.
{split}
1. Wähle das <b>Holzfällerlager</b> aus und weise ihm im Gebäudemenü links unten auf dem Bildschirm einen Verwalter zu.
2. Wähle das <b>Steckrübenfeld</b> aus und weise ihm ebenfalls einen Verwalter zu.
3. <b>Warte</b>, bis die Arbeiter ihre Anweisungen erhalten haben.

$ Du kannst Verwalter auch im Schnellverfahren zuweisen. Klicke dazu einfach die {input.key.mb_right} auf das betreffende Gebäude."
adv_tutorial_2.obj_moonshine_production,"Alkohol

Spitze, die Nahrungsproduktion ist fürs Erste geklärt. Jetzt ist der Alkohol an der Reihe, der die Laune der Leute nach einem harten Arbeitstag verbessert.

Wir haben bereits eine <b>Brauerei</b> für die Alkoholproduktion errichtet. Befehlen wir jetzt die Produktion der billigsten Form von Alkohol, <b>Schnaps</b>, der aus <b>Steckrüben</b> erzeugt wird.

$ Öffne das <b>Produktion</b>smenü."
adv_tutorial_2.obj_moonshine_production_2,"Aufgaben erstellen

Du kannst einen einmaligen Befehl (<b>Herstellen: X</b>) oder einen Dauerauftrag zur Beibehaltung eines gewissen Niveaus erteilen (<b>Produktion bis X</b>).

Befehlen wir nun den Betrieb für die Beibehaltung einer Menge von {moonshine_goal} Einheiten <b>Schnaps</b>. Dein Vorrat wird täglich überprüft. Danach wird entschieden, ob die Mühle in Betrieb genommen wird oder nicht.

1. Klicke in der „Schnaps“-Karte auf <b>Produktion bis X</b>.
2. Lege fest, wie viel Schnaps in deinem Lagerhaus gelagert werden soll."
adv_tutorial_2.close_production,"Erledigt!

Nun musst du in der <b>Brauerei</b> einen Verwalter ernennen. Die Bauern werden sich ab sofort selbst mit <b>Steckrüben</b> aus dem Lagerhaus eindecken und am Ende des Arbeitstages den produzierten <b>Schnaps</b> ins Lagerhaus schaffen.

Bedenke, das du bereits {moonshine_now} Einheiten Schnaps besitzt. Um das Produktionsziel von {moonshine_goal} Einheiten Schnaps erreichen zu können, musst du zusätzlich {rutabage_need} Einheiten Steckrüben beschaffen, da eine Einheit Steckrüben für die Produktion einer Einheit Schnaps erforderlich ist.
{split}
1. Schließe das Produktionsmenü.
2. Ernenne in der <b>Brauerei</b> einen Verwalter, um mit der Produktion zu beginnen."
adv_tutorial_2.obj_open_finances,"Preise und Löhne

Sobald die Arbeiter Anweisungen erhalten haben, beginnen sie mit der Ausführung ihrer Aufträge.

Tagsüber arbeiten sie, abends kümmern sie sich um persönliche Angelegenheiten. Sie erhalten <b>Löhne</b>, mit denen sie auf deinen <b>Märkten</b> und in deinen <b>Tavernen</b> Nahrung bzw. Alkohol kaufen.
{split}
$ Idealerweise konsumiert <b>jede</b> Person <b>eine</b> Einheit Nahrung und <b>eine</b> Einheit Alkohol pro Tag.
$ Personen versuchen stets, Waren der bestmöglichen Qualität zu kaufen.
$ Lords erhalten Nahrung und Alkohol umsonst von ihren Dienern in die <b>Halle</b> geliefert, die beides aus dem Lagerhaus abholen.

$ Öffne das Finanzmenü."
adv_tutorial_2.obj_correct_beer,"Finanzmenü

Im Finanzmenü unter der Rubrik „Tägliche Ausgaben“ (auf der rechten Seite) kannst du die <b>täglich bezahlten Löhne</b> sehen. Links kannst du die Preise und die Menge an Ressourcen festlegen, die jeden Abend am örtlichen Markt an Bauern verkauft werden können."
adv_tutorial_2.obj_correct_beer_2,"Finanzmenü

1. Senken wir den Preis von Schnaps auf 4 Goldmünzen, damit er für Arbeiter täglich mit deren Lohn leistbar ist. Dadurch wird ihre <b>Zufriedenheit</b> steigern.
2. Schließe das Finanzmenü."
adv_tutorial_2.obj_peasant_hint_hover,"Laune der Bauern

Durch Erfüllung der Bedürfnisse deiner Bauern erhöht sich ihre <b>durchschnittliche Laune</b> für den laufenden Tag, was sich wiederum auf die <b>Zuwanderung</b> auswirkt. Eine hohe durchschnittliche Laune lockt neue Arbeiter in deine Stadt. Auf der anderen Seite verlassen unzufriedene Bauern die Stadt und werden zu Verbrechern.

Finden wir heraus, was ihnen besonders am Herzen liegt.

$ Bewege deine Maus über das Bauernsymbol in der linken oberen Ecke."
adv_tutorial_2.obj_peasant_hint_hover_1,"Bücher und Wissen

Ganz unten ist der stärkste negative Gedanke der Bauern sowie die Anzahl der Personen angeführt, die diese Sorge teilen.

Wir sehen hier, dass ihnen die geschmacklose <b>Steckrübe</b> und der wenig wohlschmeckende <b>Schnaps</b> missfallen.

Diesen Missstand können wir beseitigen, indem wir qualitativ hochwertigere Produkte herstellen, was allerdings nicht ohne spezialisiertes Wissen aus Büchern möglich ist. Aber wie gelangen wir an Bücher?

Ah, die <b>Heilige Karawane</b> kommt uns zu Hilfe! Sie wird uns Bücher verkaufen und uns das dringend benötigte <b>Gold<b> für andere Ressourcen verschaffen."
adv_tutorial_2.caravan,"Heilige Karawane

Gold ist in der Wirtschaft Norlands auf drei Arten im Umlauf: in den Taschen der zuwandernden Bauern oder über den Handel mit Nachbarn oder der Heiligen Karawane.

Die Heilige Karawane trifft alle 1-3 Tage abends ein und ist die Hauptquelle von <b>Gold</b>, <b>Heiligen Ringen</b> (ein von Lords geschätztes Luxusgut, das als Währung ihres Standes dient), <b>Büchern</b> und <b>Gefangenen</b>. 
{split}
1. Warte, bis die Karawane ihr Ziel erreicht hat.
2. Klicke auf den Karawanenführer und wähle einen Lord aus, um mit ihm Handel zu treiben.

<b>Bedenke</b>, dass ein Handel profitabler ist, wenn der handelnde Lord über eine hohe Handelsfähigkeit verfügt. Die Karawane verlässt die Stadt um Mitternacht, sieh also zu, dass du bis dahin sämtliche Geschäfte abgewickelt hast!

$ Du kannst die Zeit mit den Tasten {input.action.speed_one}-{input.action.speed_two}-{input.action.speed_three} oder den Schaltflächen in der <b>rechten unteren Bildschirmecke</b> beschleunigen."
adv_tutorial_2.buy_goods,"Waren kaufen

Die Kirche unterstützt das natürliche Gleichgewicht von Angebot und Nachfrage. Wenn du also zu viel von einem Produkt verkaufst, wird sich der Verkaufspreis reduzieren. Doch fürs Erste sollten wir uns deshalb keine Sorgen machen.

1. Verkaufe 30 Einheiten Schnaps aus deiner Produktion.
2. Kaufe das Buch „Hopfenfeld und Bier“
3. Schließe das Handelsmenü.

$ Wenn du die {input.action.gui_add_more}-Taste gedrückt hältst, kannst du mehrere Objekte gleichzeitig verschieben."
adv_tutorial_2.open_knowledge,"Bücher

Jetzt, wo wir ein Buch über Hopfenanbau und Bierbrauen besitzen, kannst du dieses über das Wissensmenü in der Bibliothek studieren.
{split}
Bücher können in verschiedenen Sprachen geschrieben worden sein, die meisten werden jedoch in der imperialen Sprache verfasst.

1. Öffne das <b>Wissensmenü</b>.
2. Weise einen Lord dem Studium der Braukunst zu."
adv_tutorial_2.close_knowledge,"Wissen

Wenn zumindest ein Lord ein Buch gelesen hat, werden Fähigkeiten und Effekte für alle verfügbar. Wenn dieser Lord allerdings stirbt, gehen alle durch dieses Wissen erlangten Vorteile verloren.

$ Schließe das Wissensmenü."
adv_tutorial_2.open_mood,"Aufgaben für Lords

Abgesehen von der Verwaltung von Gebäuden können deine Lords auch andere Aufgaben verrichten. Sie weigern sich allerdings gänzlich, Aufgaben anzunehmen, wenn sie unzufrieden sind.

Wie es scheint, ist einer von ihnen bereits unzufrieden – dies erkennst du am roten Hintergrund des entsprechenden Porträts.

Finden wir heraus, was passiert ist.

$ Wähle den unzufriedenen Lord aus, indem du auf sein Porträt ganz oben klickst oder ihn auf der Karte suchst."
adv_tutorial_2.person_main,"Lord-Menü

Im Personenmenü des Lords kannst du dessen Haupt-Statusparameter (etwa <b>Laune</b> und <b>Loyalität</b>), das Inventar und Eigenschaften betrachten. Bewege den Cursor über Symbole und Parameter, um mehr Details zu erfahren.
{split}
$ Wenn die Laune eines Lords schlecht ist, erleidet er möglicherweise Depressionen, verweigert die Ausführung von Befehlen und weist eine schnell abnehmende Loyalität auf. 
$ Wenn die Loyalität unter 25 fällt, verlässt der Lord möglicherweise deine Adelsfamilie oder beginnt eine Rebellion.

Betrachte jetzt den <b>„Bedürfnisse“</b>-Reiter, um herauszufinden, ob der Lord unzufrieden ist."
adv_tutorial_2.open_desire,"Lord-Laune

Hier siehst du die Bedürfnisse und Gedanken eines Lords, die in Summe die Laune ausmachen. Beträgt sie weniger als 25, ist der Lord unzufrieden.

Gedanken können durch Bedürfnisse oder als Reaktion auf gewisse Ereignisse hervorgerufen werden.

Bewege den Cursor über einen Gedanken, um mehr Details zu erfahren."
adv_tutorial_2.open_main_tab_peson,"Dieser Lord wird also von einer unerfüllten Sehnsucht geplagt.

Kehren wir nun zum Hauptreiter zurück, um diesen Wunsch zu erfüllen und damit die Laune des Lords zu verbessern."
adv_tutorial_2.set_reward,"Sehnsucht nach Ringen

Wenn du deine Maus über das Sehnsucht-Symbol bewegst, kannst du sehen, dass dieser Lord von Heiligen Ringen träumt.

Die Ringe, die in der Ressourcenliste <b>in der linken oberen Ecke</b> angezeigt werden, gehören deinem König und befinden sich in dessen Inventar.
{split}
Teilen wir jetzt die Heiligen Ringe mit diesem Lord, indem wir ihn damit belohnen. Dadurch erfüllt sich nicht nur seine gegenwärtige Sehnsucht – die Aktion führt auch zu einer Steigerung der <b>Loyalität</b> dieses Lords.

1. Klicke auf die Schaltfläche „Zuweisen“.
2. Wähle die Rubrik „König“.
3. Wähle die Aktion „Belohnen“ und weise deinen König als Ausführenden der Aktion zu."
adv_tutorial_2.force_task,"Spitze!

Sobald dein König Zeit dazu hat, wird er den auserwählten Lord belohnen.

Du kannst allerdings auch beschließen, ihn die Aufgabe umgehend ausführen zu lassen.

1. Klicke auf den König.
2. Klicke auf die „Belohnen“-Aufgabe in der Liste der erhaltenen Aufgaben ganz oben im Menü.
3. <b>Warte</b>, bis der König den unzufriedenen Lord belohnt.

<b>Du kannst</b> diese Aufgaben auch abbrechen, indem du auf die Abbrechen-Schaltfläche klickst, die erscheint, sobald du den Cursor über die Aufgabe bewegst."
adv_tutorial_2.relations_1,"Aktionen auf der Karte

<b>Heilige Ringe</b> wie jene, die du deinem Lord übergeben hast, können nicht produziert werden, sondern nur gegen Gold bei der <b>Heiligen Karawane</b> gekauft werden. Da der Verkauf großer Warenmengen die Einkaufspreise der Karawane senkt, macht es manchmal mehr Sinn, mit Nachbarn Handel zu treiben und so für stabilere Preise zu sorgen."
adv_tutorial_2.relations_2,"Beziehungen mit Nachbarn

Um einen Handelsvertrag abschließen zu können, musst du dich entweder im selben Staat wie dein Nachbar befinden oder gute Beziehungen mit ihm unterhalten.

Es gibt viele Möglichkeiten, eine Freundschaft zu einem Nachbarkönig aufzubauen: Schicke ihm ein Geschenk, entsende deinen Lord auf eine entsprechende Mission oder entsende ganz einfach deinen eigenen König zur gemeinsamen Jagd mit ihm."
adv_tutorial_2.relations_3,"Beziehungen zu Nachbarn

Verbessern wir jetzt die Einstellung des Nachbar-Machthabers dir gegenüber, damit wir ein Handelsabkommen mit ihm abschließen können.

1. Öffne die Weltkarte und klicke auf die Nachbarstadt, um ihr Menü zu öffnen.
2. Klicke auf die Schaltfläche „Zuweisen“, wähle „Lords“ und wähle danach den Machthaber aus.
3. Wähle erst „<b>Säbelzahnwolfsjagd</b>“ und dann deinen Machthaber als Jagdgefährten aus.
4. <b>Warte</b>, bis die Machthaber gemeinsam auf die Jagd gegangen sind.

<b>Tipp:</b> Um Zugang zur Weltkarte zu erlangen, muss deine Person erst den Rand der lokalen Karte erreichen. <b>Klicke auf das Porträt</b> ganz oben, um ihr zu folgen."
adv_tutorial_2.world_trade_1,"Exzellent!

Deine Machthaber hatten eine gute Zeit miteinander – der perfekte Zeitpunkt, um übers Geschäft zu reden.

1. Klicke auf die Nachbarstadt, um deren Menü zu öffnen.
2. Klicke auf die Schaltfläche „Zuweisen“, wähle „Handel“ und anschließend „Schnaps kaufen“ aus.
3. Weise deinen Lord zu, um das Abkommen zu finalisieren. Entsende deinen Lord mit der höchsten Handelsfähigkeit, um einen profitablen Handel abzuschließen!

$ Warte, bis die Aufgabe abgeschlossen ist.

<b>Tipp:</b> Viele Aufgaben auf der Weltkarte können mithilfe von Boten erledigt werden, die direkt auf Befehl deines Königs agieren. Sie benötigen allerdings Papier, um die Nachrichten zu überbringen."
adv_tutorial_2.world_trade_2,"Abkommen besiegelt!

Solange das Abkommen aktiv ist, erscheint jeden Vormittag um 11:00 Uhr eine Schaltfläche im Handelsmenü, über die du Schnaps verkaufen kannst. Der von deinem Lord verhandelte Preis bleibt stabil, während sich die Preise auf dem Marktplatz laufend ändern können.

1. Öffne das Handelsmenü.
2. Verkaufe Schnaps zum heutigen Angebot.
3. Schließe das Handelsmenü."
adv_tutorial_2.world_trade_3,"Der Schnaps wird demnächst geliefert!

Damit der Handel vollzogen werden kann, wird ein verfügbarer Bauer aus deiner Stadt in die Zielstadt entsandt. Die Entfernung zwischen den Königreichen bedeutet, dass dieser Handel zeitverzögert stattfindet – allerdings wird für diese regelmäßigen Transaktionen nicht wie bei anderen Aktionen auf der Weltkarte Papier benötigt, da der Handel ohnehin zuvor von deinen Königen abgesegnet wurde.

$ Kehre zur lokalen Karte zurück, indem du auf die <b>Welt</b>-Schaltfläche oder mit {input.key.mb_right} irgendwohin klickst."
adv_tutorial_2.open_army,"Banditenangriff

Oh, Heilige Sophia! Banditen haben sich an unsere Siedlung herangeschlichen!

Wir müssen uns verteidigen. Glücklicherweise bleibt noch etwas Zeit, bis sie ihren Angriff starten.

$ Öffne das <b>Armeemenü</b>."
adv_tutorial_2.open_hiring,"Im Armeemenü kannst du Kampftrupps erstellen.

Zuerst musst du allerdings Krieger rekrutieren.

$ Klicke auf die Schaltfläche „Hinzufügen“."
adv_tutorial_2.hire_warriors,"Krieger rekrutieren

Wir haben bereits einige Krieger, doch wir sollten unsere Siegchancen erhöhen.

Du kannst Krieger hinzufügen, indem du <b>Gefangene</b> freilässt, <b>unzufriedene Bauern</b> einlädst oder <b>Söldner</b> anheuerst.

Neu rekrutierte Bauern und Gefangene werden von Todesangst ergriffen und flüchten beim ersten Anzeichen von Gefahr, während <b>Söldner üblicherweise ein oder zwei Tage brauchen</b>, bis sie in deiner Siedlung eintreffen.
{split}
Glücklicherweise ist eine Gruppe von Söldnern in der Nähe deiner Stadt stationiert, die sofort angeheuert werden kann. Im Lagerhaus befinden sich auch noch einige Waffen, also lass uns <b>deine Armee vergrößern</b>.

<b>Bedenke</b>, dass du der Kirche eine tägliche Steuer für deine Krieger bezahlen musst. Das Ausmaß dieser Steuer wird auf der Grundlage ihrer Fähigkeit berechnet.

$ Heuere <b>mehrere Söldner</b> an."
adv_tutorial_2.create_squad,"Trupp erstellen

Jeder Trupp muss von einem <b>Lord</b> oder <b>Ritter</b> befehligt werden (diese können im Armeemenü durch einen Klick auf die Schaltfläche links angeheuert werden).

Je höher deren <b>Führungsqualität-Fähigkeit</b>, desto höher die Moral der Einheit und desto geringer die Wahrscheinlichkeit, dass deine Soldaten fliehen, sobald sie Schaden erleiden.

Die Verteilung der Waffen unter den Truppmitgliedern erfolgt automatisch, wobei Soldaten mit höheren Fähigkeiten qualitativ bessere Ausrüstung erhalten.
{split}
1. Klicke auf die „Trupp erstellen“-Schaltfläche.
2. Wähle einen befehlshabenden Lord aus.
3. Verschiebe all deine Krieger in den Trupp, indem du sie anklickst.
4. Bewege den zweiten Lord ebenfalls in den Trupp.
5. Bewaffne deinen Trupp.
6. Schließe die Erstellung ab, indem du ganz unten im Menü auf <b>Erstellen</b> klickst."
adv_tutorial_2.hire_wait,"Großartig!

Warte jetzt, bis die neuen Krieger ihre Waffen aus dem Lagerhaus abgeholt haben.

Benutze die {input.action.speed_pause}, um die Zeit anzuhalten und fortzusetzen."
