Key,PortugueseBrazilian
hint_sudden_attack_burning_fair,"Arrasar
Envie um exército para tirar {faction_uuid} da face da Terra.

Ataques sem aviso prévio não são abençoados pela <hint=hint_relations_matriarch>Matriarca</hint>, pois eles semeiam o caos.

$ Relação com {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair_result,"Arrasar
Seu exército está marchando para tirar {faction_uuid} da face da Terra e acabar com esta disputa.

$ Relação com {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair,"Saquear
Envie seu exército para acabar com {faction_uuid} de surpresa.

Como você não é <hint=hint_faction_relations_deadly_enemy>Inimigo Mortal</hint> do rei dessa cidade, o ataque será visto como <red>traiçoeiro</red> e prejudicará suas relações com os vizinhos e a Matriarca. Possível saque:

$ Relação com {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Relação com os vizinhos: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair_result,"Arrasar
Envie um exército para tirar {faction_uuid} da face da Terra de surpresa.

$ Relação com {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Relação com os vizinhos: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"Transformar em vassalo
Envie um exército para conquistar a província e anexá-la ao seu reino como <hint=hint_vassal>Vassala</hint>.

Ataques sem aviso prévio não são abençoados pela <hint=hint_relations_matriarch>Matriarca</hint>, pois eles semeiam o caos.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Relações com os vizinhos: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"Transformar em vassalo
Seu exército está marchando para conquistar a província de {faction_uuid} e anexá-la ao seu reino como <hint=hint_vassal>Vassala</hint>.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Relações com os vizinhos: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"Transformar em vassalo
Envie um exército para conquistar a província e anexá-la ao seu reino como <hint=hint_vassal>Vassala</hint>.

Como você não é <hint=hint_faction_relations_deadly_enemy>Inimigo Mortal</hint> do rei dessa cidade, o ataque será visto como <red>traiçoeiro</red> e prejudicará suas relações com os vizinhos e a Matriarca.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Relação com os vizinhos: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair_result,"Transformar em vassalo
Seu exército está marchando para conquistar a província de {faction_uuid} e anexá-la ao seu reino como <hint=hint_vassal>Vassala</hint> de surpresa.

{optional_attack_on_vassal_or_ally}
$ Relação com {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Relações com os vizinhos: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair,"Forçar à neutralidade
Ataque a província de {faction_uuid} para forçá-la à neutralidade. Se você vencer, {soul_uuid_king} dissolverá todas as relações políticas que têm com vassalos, suseranos ou aliados. Esta província se tornará politicamente independente e neutra.

Ataques sem aviso prévio não são abençoados pela <hint=hint_relations_matriarch>Matriarca</hint>, pois eles semeiam o caos.

{optional_force_neutrality_additional_effects}
$ Relação com {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair_result,"Forçar à neutralidade
Seu exército está marchando para forçar a província de {faction_uuid} à neutralidade.

{optional_force_neutrality_additional_effects}
$ Relação com {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair,"Forçar à neutralidade
Ataque a província de {faction_uuid} para forçá-la à neutralidade. Se você vencer, {soul_uuid_king} dissolverá todas as relações políticas que têm com vassalos, suseranos ou aliados. Esta província se tornará politicamente independente e neutra.

Como você não é <hint=hint_faction_relations_deadly_enemy>Inimigo Mortal</hint> do rei dessa cidade, o ataque será visto como <red>traiçoeiro</red> e prejudicará suas relações com os vizinhos e a Matriarca.

{optional_force_neutrality_additional_effects}
$ Relação com {soul_uuid_king}: <red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ Relação com os vizinhos: <red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ Relação com a Matriarca: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair_result,"Forçar à neutralidade
Seu exército está marchando para forçar a província de {faction_uuid} à neutralidade de surpresa.

{optional_force_neutrality_additional_effects}
$ Relação com {soul_uuid_king}: <red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ Relação com: <red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ Relação com: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_letter_sudden_attack_1,"~
Vejo que você decidiu usar o elemento surpresa. Acho que uma decepção lhe aguarda, pois eu já esperava que você recorresse a um truque tão covarde!"
hint_letter_sudden_attack_2,"~
Acha que me pegará de surpresa? Pense outra vez! Se você estava querendo fazer uma desagradável surpresa para mim, se surpreenderá é em como as coisas acabarão."
hint_letter_sudden_attack_3,"~
Um ataque desonrado sem avisos... Isso é o máximo que esse seu cérebro nascido entre um javali e uma prostituta consegue pensar? Por isso que o cheiro de traição da sua cidade é tão forte que pode ser sentido do outro lado da Norlândia!"
hint_letter_sudden_attack_4,"~
Os vizinhos me avisaram que você não sabe o que é a honra ou a dignidade. Bem, logo você estará onde melhor se adequa: em um estábulo!"
hint_letter_sudden_attack_5,"~
Atacar um vizinho sem nenhum aviso não é honra para ninguém. Mas, enfim, o que você sabe sobre honra, já que nasceu em um chiqueiro, meio humano, meio rato? Acabarei com você assim mesmo!"
hint_unavailable_join_army_sudden_attack,"Impossível invocar
Um ataque surpresa só pode ser feito por suas próprias tropas."
hint_mind_beer_drinking,"[hint_mind_caption]
Que bela cerveja! Que sensação agradável!

Motivo: bebeu <hint=hint_resource_beer>Cerveja</hint>
[hint_mind_remain_time]"
hint_mind_prayed,"[hint_mind_caption]
Tenho certeza de que Mãe Sofia ouvirá minhas orações... Pelo menos sinto mais calma."
hint_trait_sleepiness,"Sonolência
O personagem não dorme faz tempo e pode acabar caindo de sono onde está."
hint_mind_sleepiness,"[hint_mind_caption]
Ai, que sono! (bocejo)

Motivo: o personagem não dorme faz tempo."
hint_trait_sex_desire_weak,"Desejo sexual
O personagem não faz sexo há muito tempo e sente um crescente desejo sexual.

Isso o incomoda, e fará com que busque um parceiro sexual assim que possível."
hint_trait_sex_desire_strong,"Obsessão sexual
O personagem não faz sexo há muito tempo e está passando por níveis extremos de excitação.

A falta de sexo o incomoda muito e ele buscará ativamente um parceiro sexual o mais rápido possível.
{optional_monogam_warning}"
hint_mind_sex_desire_weak,"[hint_mind_caption]
Eu quero sexo! Como é que eu fico sem sexo?!

Motivo: o personagem não faz sexo há muito tempo."
hint_mind_sex_desire_strong,"[hint_mind_caption]
Qualquer pessoa serve! Eu não aguento mais isso!

Motivo: o personagem não faz sexo há muito tempo."
hint_mind_malnutrition,"[hint_mind_caption]
Consigo ouvir minha barriga roncando! Já passou da hora de um lanchinho!

Motivo: o personagem não come faz tempo."
hint_trait_malnutrition,"Desnutrição
O personagem não come faz tempo e está com fome. Com o tempo, pode acabar em exaustão e inanição."
hint_bodyguards,"Guarda-costas
Os guerreiros selecionados seguirão o nobre atribuído à noite para protegê-lo de quaisquer ataques.

Assim como no momento de realizar patrulhas, os guarda-costas pegarão as melhores armas disponíveis para cumprir seus turnos.

Se o nobre protegido estiver dentro de um edifício, os guarda-costas protegerão a entrada do edifício."
hint_trait_on_bender,"Estupor embriagado
Este nobre está infeliz e não consegue parar de beber. Ele está consumindo uma garrafa após a outra, até desmaiar. Nesse período, ele pode provocar uma luta bêbada com algum personagem aleatório."
hint_letter_ai_sudden_attack_1,"~
Já me cansei de ver suas tentativas patéticas de se passar como governante! Logo meus bravos guerreiros lhe ensinarão o que é cortesia!"
hint_letter_ai_sudden_attack_2,"~
Você se acha muito valente, não é mesmo? Vejamos como se sai frente a meus guerreiros!"
hint_letter_ai_sudden_attack_3,"~
Prepare-se para pagar o preço da minha permissão para que esse chiqueiro patético que você chama de província continue a existir. Espero que vocês valham alguma coisa."
hint_letter_ai_sudden_attack_4,"~
Certamente esta carta lhe encontrará debaixo de uma mesa, onde você está se escondendo dos meus guerreiros enquanto eles restituem a ordem à sua cidade. Lamento, mas a única coisa que você pode fazer é observar."
hint_letter_ai_sudden_attack_5,"~
Eu declaro oficialmente que você esgotou minha paciência e que agora terá que pagar por sua estupidez e falta de cuidado. Porém, por enquanto, você ficará com vida. A menos que eu mude de ideia."
hint_ai_sudden_attack_assault,"Ataque repentino!
{soul_uuid_king} de {faction_uuid} decidiu atacar sua cidade de repente para <b>roubar</b> seu tesouro. O exército dele já está a caminho.

Devido à rapidez do ataque, não haverá tempo para que seus aliados venham lhe ajudar, mas {soul_uuid_king} também terá que contar apenas com as próprias forças."
hint_ai_sudden_attack_vassalize,"Ataque repentino!
{soul_uuid_king} de {faction_uuid} decidiu atacar sua cidade de repente para conquistá-la e <b>lhe forçar à vassalagem</b>. O exército dele já está a caminho.

Devido à rapidez do ataque, não haverá tempo para que seus aliados venham lhe ajudar, mas {soul_uuid_king} também terá que contar apenas com as próprias forças."
hint_bodyguards_count,"Guardas
Os guardas começam a trabalhar às 23h, quando os criminosos também iniciam suas atividades, e ficam em serviço até às 4h.

Eles são atribuídos a partir da seleção de guerreiros disponíveis, aqueles que não estiverem em patrulhas ou protegendo outros nobres."
hint_bodyguards_level,"Nível de combate
Defina o nível de combate mínimo exigido para os guardas atribuídos. Verifique se você tem guardas com este nível disponível."
hint_bld_fortification_tower,"Torre de troncos
Uma <hint=hint_watch_tower_archers>Torre de Defesa</hint> a qual você pode atribuir <hint=hint_persons_warriors>Guerreiros</hint>. Os arqueiros na torre disparam mais longe e com mais precisão do que o normal.

$ É necessário equipar os guerreiros na torre com armas a distância.
$ A torre de troncos é mais resistente do que a <hint=hint_bld_watch_tower>Torre de Arqueiros</hint>.
$ Esta torre pode suportar até {arch_number} arqueiros."
hint_bld_wooden_wall_section,"Paliçada
A muralha mais simples, de madeira. Cerque estruturas importantes para protegê-las. Não se esqueça de adicionar portões e torres."
hint_bld_fortification_gate,"Portão
Construa-o nas muralhas da cidade (em uma paliçada, por exemplo). Abre e fecha automaticamente."
hint_optional_philistine,
hint_encyclopedia_philistine,
hint_trait_philistine,
hint_crimer,"Criminoso
Um personagem que foi pego e <hint=hint_persons_slave>Capturado</hint> pelos <hint=hint_persons_guard>Guardas da Patrulha</hint> enquanto cometia um crime.

Ele pode ser sujeitado à uma punição justa no <hint=hint_bld_scafod>Patíbulo</hint> para divertir os demais cidadãos honestos ou permanecer sendo um prisioneiro."
hint_terror_slaves,"Terror contra prisioneiros
A maneira mais segura de entreter os cidadãos com execuções sem perturbar suas consciências.

Consequências:
$ 3 pessoas conhecidas do prisioneiro executado receberão um pensamento negativo forte.
$ A infelicidade entre os prisioneiros aumentará, o que pode provocar uma <hint=hint_slave_riot>Rebelião</hint>."
hint_mind_crime_in_city,"[hint_mind_caption]
Rumores sobre crimes acontecendo na cidade me deixam com os nervos a flor da pele. Espero que o rei aumente as patrulhas!"
hint_tech_philosophy_history,"História da filosofia
Permite a realização de <hint=hint_sermon_agnostic>Sermões de Dúvida</hint>."
hint_mind_slept_on_ground,"[hint_mind_caption]
O que poderia ser pior do que passar a noite no chão húmido? Meu corpo inteiro dói e até meus ossos estão frios!

<b>DICA:</b>
$ Este personagem dormiu no chão. Se não houverem recursos suficientes para construir moradias, construa um templo. De acordo com as antigas tradições de hospitalidade, os desabrigados podem passar suas noites lá dentro."
hint_sermon_usual_preach,"Sermão de alegria
Os fieis rezam juntos e recebem um aumento de felicidade por sentir a Mãe Sofia entre eles.
{optional_preach_cost}"
hint_preach_doubt_unavailable_by_knowledge,"Indisponível
Você precisa ler <hint=hint_tech_philosophy_history>História da Filosofia</hint>."
hint_preach_unavailable_by_bishop,"Indisponível
Os sermões só podem ser realizados com a aprovação do bispo, mas ele não está na cidade."
hint_duelist,"Duelista
Este personagem pode provocar duelos e é habilidoso nas lutas. Tome cuidado se ele aparecer na sua província."
hint_intriguan,"Trapaceiro
Este personagem é um especialista em manipular e influenciar capaz de provocar conflitos e criar marionetes entre os nobres. Tome cuidado se ele aparecer na sua província."
hint_de_bums_in_rags_can_attack,"Maltrapilhos
Sua cidade tem um nível de prosperidade suficiente para começar a chamar a atenção dos Maltrapilhos.

[hint_rags]"
hint_rags,"Maltrapilhos
São os bandidos mais baixos e fracos, antigos vadios ou camponeses que foram exilados por seus crimes. Eles vivem nas florestas perto das cidades, na esperança de lançar ataques relâmpago nas moradias próximas.

Normalmente, eles não são uma ameaça aos nobres, pois suas capacidades não vão muito além de sequestrar algum camponês para pedir o resgate ou roubar comida de casas desprotegidas. Porém, às vezes, eles podem incendiar edifícios para criar uma distração."
hint_sermon_usual_preach_context,"Sermão de alegria
Habilidade de {skill_name}: nv. {skill_level}

$ Cada participante no sermão recebe <green>+{moral_add}</hint> de humor."
hint_preach_unavailable_by_runes,"Indisponível
{soul_uuid} precisa ter pelo menos <hint=hint_resource_rune>{runes}</hint>."
hint_work_spaces,"Locais de trabalho
O número entre parêntesis sob o ícone dos camponeses no canto superior esquerdo representa o equilíbrio dos locais de trabalho.

Se for positivo, ele representa a quantidade de pessoas desempregadas na cidade.
Se for negativo, ele representa a quantidade de empregos disponíveis (ou seja, quantos trabalhadores faltam para ocupar vagas disponíveis)."
hint_de_bums_in_rags_attack_town,"Ataque de Maltrapilhos!
Defenda sua cidade!"
hint_mind_was_in_patrol,"[hint_mind_caption]
Patrulhar com o equipamento completo é uma experiência diferente...

Motivo: participou de uma patrulha."
hint_mind_ceremony,"[hint_mind_caption]
Que solenidade impressionante! Estou sem palavras!

Motivo: participou de um evento cerimonial."
adv_tutorial_2.obj_king_needs_1_new,"Humor dos personagens

Todos os moradores da sua cidade têm <b>pensamentos</b> próprios que, no total, representam a média de <b>humor</b> deles.

Os pensamentos podem surgir se um personagem passar muito tempo com necessidades não atendidas, como resultado de eventos, como resultado de conversas e por muitas outras razões.

$ Selecione um nobre ao clicar na imagem dele para ver seus pensamentos."
adv_tutorial_2.obj_king_needs_2_new,"Humor dos personagens

Se o <b>humor</b> de um nobre cair devido a <b>pensamentos negativos</b>, ele começará a ser mais grosseiro e pode provocar conflitos. Se a situação não melhorar, ele pode sofrer um surto nervoso.

Por outro lado, estar de bom humor pode inspirar o nobre, melhorar suas habilidades e deixá-lo mais amigável."
adv_tutorial_2.obj_king_needs_3_new,"Humor dos personagens

Os motivos mais básicos dos pensamentos negativos são falta de comida e abrigo, e bebidas são a forma mais simples de melhorar o humor.

Você tem um suprimento de comida no momento, mas é melhor estabelecer sua própria produção.

Vamos aprender a construir e gerenciar os edifícios, a iniciar com a administração dos cosntrutores."
adv_tutorial_2.obj_instructions_new,"Administração de edifícios

Em Norland, você controla apenas sua família de nobres, e os trabalhadores devem receber instruções para poderem trabalhar.

Você deve atribuir um nobre para administrar o salão e os servos do salão distribuirão as instruções aos demais edifícios diariamente. Se o administrador não estiver presente, outro nobre o substituirá.
{split}
Vamos nomear alguém para administrar o salão, onde os construtores trabalham junto com os servos.

1. Selecione o salão.
2. Clique no botão “Atribuir administrador” no menu que aparece <b>no canto esquerdo</b>.
3. Escolha um nobre para ser o administrador.
4. <b>Aguarde</b> o nobre dar instruções aos servos, que as redistribuirão aos trabalhadores."
adv_tutorial_2.obj_peasant_hint_hover_new,"Humor dos camponeses

Ao satisfazer as necessidades dos camponeses, você aumenta a média de humor deles, impactando a <b>migração</b>. Uma média de humor <b>acima de 50</b> atrairá novos trabalhadores para a cidade, mas, se o humor ficar <b>abaixo de 25</b>, camponeses infelizes deixarão a cidade e se tornarão criminosos.

Há muitas formas de melhorar o humor, como bebidas, sermões no templo e execuções. No geral, a maneira mais simples de melhorar o humor é eliminar pensamentos positivos.

Vamos descobrir quais são as maiores preocupações deles.

$ Passe o mouse sobre o ícone dos camponeses no canto superior esquerdo da tela."
adv_tutorial_2.obj_peasant_hint_hover_1_new,"Livros e conhecimento

Na parte inferior da janela estão os pensamentos negativos mais fortes dos camponeses, assim como a quantidade de personagens afetados por eles.

Agora, nós podemos ver que eles estão incomodados com a falta de sabor das <b>couves-nabos</b>.

Podemos estabelecer a produção de comida de melhor qualidade, mas precisaremos do conhecimento encontrado nos livros para isso.

É aí que entra a <b>Caravana Sagrada</b> e o <b>ouro</b>."
adv_tutorial_2.buy_goods_new,"Livros e conhecimento

A Igreja mantém um equilíbrio natural entre oferta e demanda; logo, se você vender muitas unidades de um produto, o preço de venda diminuirá. Mas, por enquanto, há um estoque disponível.

1. Venda 30 unidades da aguardente que você produziu.
2. Compre o livro Campo de centeio e Moinho.
3. Feche o menu de comércio.

$ É possível mover mais itens de uma vez ao pressionar a tecla {input.action.gui_add_more}."
adv_tutorial_2.open_knowledge_new,"Livros e conhecimento

Agora que você já tem um livro sobre o cultivo de centeio e a produção de farinha, pode estudá-lo na biblioteca através do menu de conhecimento.
{split}
Os livros podem estar escritos em vários idiomas, mas a maioria está no idioma imperial.

1. Abra o menu de <b>conhecimento.</b>
2. Escolha um membro da nobreza para estudar o livro Campo de centeio e Moinho."
adv_tutorial_2.person_main_new,"Menu dos nobres

No menu de um nobre, você pode ver os principais atributos dele (tais como <b>humor</b> e <b>lealdade</b>), o inventário e estados. Outras abas lhe permitem ver as características de personalidade e a relação que ele tem com outros nobres.
{split}
No momento, você pode ver que o humor deles está sendo afetado por um pensamento negativo forte. Você pode passar o mouse sobre qualquer ícone ou atributo para ver mais detalhes.

Passe o mouse sobre o pensamento para saber mais."
adv_tutorial_2.set_reward_new,"Desejo por Anéis

Este nobre está aborrecido com um desejo não realizado.

Ao passar o mouse sobre o ícone de desejo, você verá que este membro da nobreza está sonhando com Anéis Sagrados.

$ Os Anéis que aparecem na lista de recursos, <b>no canto superior esquerdo</b>, pertencem ao rei e estão no inventário dele.
{split}
Vamos compartilhar os Anéis Sagrados com este membro da nobreza para recompensá-lo. Além de realizar o desejo dele, esta ação aumentará a <b>lealdade</b>.

1. Clique no botão Ação.
2. Selecione a seção Rei.
3. Selecione a ação Recompensar e ordene que o rei faça a ação."
hint_terror_nobody,"Sem punições
As punições estão interrompidas e o carrasco está focado em intimidar potenciais criminosos."
hint_terror_criminals,"Criminosos
Ao entardecer, os carrascos punirão os <hint=hint_crimer>Criminosos</hint> que estiverem com os prisioneiros.

$ Cada carrasco pune um criminoso por dia.
$ Se houver tempo sobrando, ele irá intimidar potenciais encrenqueiros para impedir que crimes sejam cometidos."
hint_terror_select,"Políticas de punição
Selecione os grupos que sofrerão punições."
hint_speach_social,"Conversa educada
Os personagens falam educadamente sobre novidades e rumores.

$ Ambos os nobres recebem um pequeno pensamento social positivo sobre o outro.
$ O humor dos personagens deve estar acima de 25 para que esta interação aconteça."
hint_ico_peasant_new,"Camponeses
$ Total de camponeses na cidade: {peasant_total}
$ Média de <hint=hint_mood>Humor</hint>: {peasant_middle_happyness_now}
$ Média de <hint=hint_mood>Humor</hint> nas últimas 24h: {peasant_middle_happyness_24h}
$ <hint=hint_migration>Migração</hint> esperada: {migrants_arrive}

$ <hint=hint_work_spaces>Locais de trabalho</hint>: {peasant_work_places}
$ Desabrigados: {peasant_homeless}
$ Média de <hint=hint_wealth>Riqueza</hint>: <hint=hint_resource_gold>{peasant_middle_rich}</hint>

Composição social
$ <hint=hint_persons_fanatic>Fanáticos:</hint> {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>Viciados em Néctar</hint>: {nectaraddicted}
$ <hint=hint_loyalist>Lealistas:</hint> {loyalist}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_slaves_new,"Prisioneiros
$ Total de prisioneiros na cidade: {slaves_total}
$ Média de <hint=hint_slave_happines>Humor</hint>: {slaves_middle_happiness}

$ Empregados: {slaves_workers}
$ Desempregados saudáveis: {slaves_nowork}
$ <hint=hint_person_invalids>Incapacitados</hint>: {slaves_invalids}
$<hint=hint_crimer>Criminosos:</hint> {crimer_count}

Composição social
$ <hint=hint_persons_fanatic>Fanáticos</hint>: {slave_fanatics}
$ <hint=hint_addict>Viciados em Néctar</hint>: {nectaraddicted}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_actor_appoint_unavailable,"Sem ações disponíveis
Não há ações disponíveis para este personagem."
hint_unavailable_resources_for_trade,"Recursos insuficientes
{optional_trade_info}
[hint_unavailable_resources]"
hint_unavailable_gold_for_trade,"Ouro insuficiente
{optional_trade_info}
[hint_unavailable_gold]"
hint_unavailable_bad_opinion_or_need_peace,"Relação insuficiente
[hint_unavailable_bad_opinion]

<b>DICA:</b>
$ Você pode assinar um <b>tratado de paz</b> para visitar a cidade para que não precise considerar a relação entre os reis."
adv_tutorial_2.close_production_new,"Pronto!

Agora será necessário atribuir uma pessoa para administrar a <b>cervejaria</b>, mas os camponeses pegarão a matéria-prima, <b>couves-nabos</b>, do depósito por conta própria. Ao final do dia, eles levarão a <b>aguardente</b> produzida ao depósito.

Observe que você já tem 50 unidades de aguardente, então, para concluir a tarefa de produção de 100 aguardentes, mais 50 unidades de couve-nabo serão necessárias, já que 1 unidade de couve-nabo produz 1 unidade de aguardente.

$ Feche o menu de produção."
hint_action_task_make_puppet,"Transformar em marionete
Se a relação de um personagem com outro estiver acima de <green>{puppet_rel}</green> (para filhos com seus pais, este valor é de <green>{puppet_children}</green>), este personagem pode se tornar uma <hint=hint_encyclopedia_puppets>Marionete</hint>.

Neste caso o personagem se tornará uma marionete do seu rei, ou seja, ele obedecerá todas as suas ordens."
hint_action_task_make_puppet_context,"Transformar em marionete
{soul_uuid_2} se tornará uma marionete de {soul_uuid_1}."
hint_action_task_make_puppet_not_king,"Reis não podem ser marionetes
{soul_uuid} é governante e não pode se tornar uma marionete."
hint_unavailable_is_my_master,"Marionetes não podem ser ídolos
{soul_uuid_1} é, direta ou indiretamente, uma marionete de {soul_uuid_2}, então não pode se tornar um ídolo."
hint_unavailable_has_master_already,"Marionetes não podem ter dois ídolos
{soul_uuid_puppet} já idolatra {soul_uuid_master} e não pode se tornar marionete de outro personagem."
hint_unavailable_cannot_make_puppet,"Indisponível
{soul_uuid_1} não pode se tornar uma marionete de {soul_uuid_2}."
hint_unavailable_has_puppet,"Ídolos não podem ser marionetes
{soul_uuid} já é um ídolo e não pode se tornar uma marionete."
hint_mind_overpopulation,"[hint_mind_caption]
Há tantas pessoas nesta cidade que não há nem espaço para andar! E esse cheiro de esgoto? Insuportável!

<b>DICA:</b>
A população da cidade está acima de {threshold}, e por isso há problemas de higiene, odores e falta de limpeza. Conforme a população aumentar, a insatisfação irá aumentar, mas ela pode ser mitigada com bebidas, execuções, religião ou outros métodos para melhorar o humor."
hint_guest_parent,"Pai/Mãe
O personagem veio visitar seu filho."
hint_advisor_peasants_unhappy_2,"[hint_advisor_caption]
A média de humor dos seus camponeses ficou abaixo de <red>{gone_tres}</red> neste dia, o que significa que eles deixarão a cidade.

Há muitas formas de melhorar o humor para atrair pessoas de volta à sua cidade.

$ Passe o mouse sobre o ícone dos camponeses no canto esquerdo superior da tela e verifique quais os pensamentos negativos mais frequentes deles. Talvez seja a falta de moradia.
$ Realize sermões de alegria ou aumente a quantidade de fanáticos com sermões de fé no <hint=hint_bld_temple>Templo</hint> (que também fortalecem a influência do <hint=hint_bishop>Bispo</hint>.)
$ Aumente os salários, venda mais bebidas e comida de alta qualidade ou venda <hint=hint_resource_nectar>Néctar</hint>.
$ Realize execuções como espetáculos no <hint=hint_bld_scaffold>Patíbulo</hint>. Posicione o patíbulo perto da taverna para atrair mais espectadores.
$ Finalmente, você pode realizar uma campanha de <hint=hint_nt_terror_culture>Terror</hint> contra a cultura mais odiada pela maioria da população.

Leia mais sobre o humor dos camponeses <hint=hint_nt_unhappy>aqui</hint>."
hint_display_event_burned_library,"A biblioteca queimou!
E, com ela, se foram vários livros valiosos, incluindo:

{books_list}"
hint_display_event_burned_library_empty,"A biblioteca queimou!
Por um milagre, nenhum livro se perdeu no incêndio."
hint_de_bums_in_rags_attack_soon,"Os Maltrapilhos logo atacarão a cidade
Grupos de Maltrapilhos foram avistados perto da cidade e, em {hours} horas, eles lhe atacarão.

<b>DICA:</b>
Os Maltrapilhos são fracos, mas é bom manter uma guarnição de arqueiros na cidade e algumas torres de arqueiros devido aos ataques repentinos deles."
punishment_unavailable_by_selection,"Indisponível
O grupo que você está selecionando para punir já consiste de <hint=hint_persons_slave>Prisioneiros</hint>."
hint_action_task_donate_to_bishop,"Recompensa
O personagem receberá uma recompensa do rei.

Rei: habilidade de {skill_name} nv. {skill_level}

<b>Como resultado:</b>
$ Pensamento <green>gratificado: {mind_modify}</green>
$ Relação com o rei: <green>{relations_modify}</green>

<b>Custo:</b> <hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_unavailable_by_knowledge,"Indisponível
É necessário estudar o conhecimento {knowledge_name}, pertencente à cultura Tanaya.

Este livro não está na biblioteca da Igreja. Você pode encontrar esse tipo de conhecimento com seus <hint=hint_encyclopedia_global_knowledge>Vizinhos</hint> ou com os <hint=hint_nt_guest_arrive_knowledge_trader>Escritônicos</hint>."
hint_trait_saint,"Bênção
A Matriarca finalmente deu uma bênção ao seu rei. Ela influenciará as mentes das pessoas por algum tempo.

$ Seu governante será absolvido de pecados.
$ Os <hint=hint_persons_fanatic>Fanáticos</hint> entre seus camponeses estarão dispostos a se juntarem ao exército (menu de exército).
$ A opinião de todos os nobres sobre o rei passará a ser mais alta e os súditos ficam mais felizes.

Tempo restante: {time}"
