Key,Japanese
adv_tutorial_2.open_army,"盗賊の襲撃

なんてことでしょう！盗賊が我々の集落に忍び寄ってきました！

撃退しなくては。幸い、盗賊が襲撃を開始するまでには時間があります。

$ <b>軍隊メニュー</b>を開きます。"
adv_tutorial_2.open_hiring,"軍隊メニューでは、戦闘部隊を作ることができます。

ですが最初に、戦士を雇う必要があります。

$ [追加]ボタンをクリックします。"
adv_tutorial_2.hire_warriors,"戦士の雇用

数名の戦士はいますが、より確実に戦闘に勝利できるようにしましょう。

<b>囚人<b>を解放したり、<b>不運な農民</b>を招いたり、<b>傭兵</b>を雇ったりすることで、戦士を増やすことができます。

新しく雇われた農民や囚人は死の恐怖に苛まれ、危険を察知するとすぐに逃げ出します。一方、<b>傭兵は通常、1～2日掛けて</b>集落に到着します。
{split}
幸いなことに、街の近くには今すぐにでも契約できそうな傭兵たちがいて、我々の倉庫には武器もあります。</b>軍隊を増強しましょう</b>。

<b>注意</b>：所有する戦士の分だけ教会に日々税金を払う必要があり、その額は戦士のスキルにより決まります。

<b>傭兵を数名</b>雇います"
adv_tutorial_2.create_squad,"部隊の作成

部隊はすべて<b>領主</b>または<b>騎士</b>（それぞれ軍隊メニューから左にあるボタンをクリックして雇用できます）が率いることになります。

部隊の司令官の<b>指揮スキル</b>が高ければ高いほど、部隊の士気は高くなり、兵士がダメージを受けて逃げる確率は低くなります。

部隊メンバー間の武器の分配は自動的に行われ、熟練した兵士ほどより質の高い装備が与えられます。
{split}
1. ボタンをクリックします。
2. 指揮する領主を選びます。
3. すべての戦士をクリックして部隊に移動させます。
4. 2人目の領主も部隊に移動させます。
5. 部隊を武装させます。
6. メニューの一番下にある<b>作成</b>をクリックして終了します。"
adv_tutorial_2.hire_wait,"いいですね！

さて、新しい戦士が倉庫から武器を受け取るのを待ちましょう。

{input.action.speed_pause}を使って時間の経過を開始/停止することができます。"
adv_tutorial_2.order_move,"部隊管理

部隊はあなたの直接指揮下にあり、{input.action.squad_order_attack}で管理できます。<b>左下隅</b>に管理メニューがあります。

さあ、攻撃しましょう！

1. 部隊を選択したら、敵部隊の旗で{input.action.squad_order_attack}をクリックして戦闘を開始します（敵は村の北西で待ち構えています）。
2. 戦闘の結果が出るのを待ちます。

<b>ヒント：</b>地上で{input.action.squad_order_attack}をクリックすれば、マップ上の任意の場所に部隊を派遣することができます。"
adv_tutorial_2.order_move_meet_place,ここで{input.action.squad_order_attack}をクリックすると、部隊を移動できます
adv_tutorial_2.order_attack,"一時停止モードでは、部隊に命令を出したり、その他の任務を実行したりできます。

さあ、攻撃しましょう！

1. 部隊を選択し、敵部隊を{input.action.squad_order_attack}クリックして攻撃します。
2. 戦闘の結果が出るのを待ちます。"
adv_tutorial_2.open_map,"勝利しました！

盗賊の一団は敗走し、頭領を討ち取られました！

生き残った者は兵士たちが捕らえ、人質とします、農民たちが後で集落に連れてきます。
{split}
盗賊の野営地に反撃を仕掛けるには、今が絶好のタイミングです。

$ グローバルマップに切り替えます。"
adv_tutorial_2.attack_camp,"グローバルマップ

では、盗賊たちと対峙する時です。

1. 盗賊の集落をクリックすると、左下にメニューが開きます。
2. アクションメニューから[攻撃]を選択します。
3. 自分の現在の部隊を選択します。
4. 部隊が盗賊の野営地に到着するのを<b>待ちます</b>。"
adv_tutorial_2.army_at_gates,"野営地を襲撃

あなたの部隊は盗賊の野営地に到着し、攻撃を開始する準備をしています。

$ 戦闘アイコンをクリックします"
adv_tutorial_2.army_at_gates_2,"戦闘メニュー

ここでは、自陣と敵陣、おおよそのパワーバランスを見ることができます。

勝ち目がなさそうなら戦闘から撤退することも、自動的に戦闘を続行することも、あなた自ら部隊を指揮して戦闘に参加することもできます。

$ 中央のボタンをクリックして戦闘を開始します。"
adv_tutorial_2.army_at_gates_3,"戦場にて

攻撃を開始するとき、あなたの部隊は左に、敵は右に配置されます。

1. 自部隊の旗をクリックして操作します。
2. {input.action.squad_order_attack}を使って選択した部隊を動かします。敵の部隊を攻撃するには、敵部隊の旗の上で{input.action.squad_order_attack}をクリックします。
3. 戦闘の結果が出るのを<b>待ちます</b>。"
adv_tutorial_2.encyclopedia,"ヘルプメニュー

ゲーム中、いつでもヘルプメニューを開いて手がかりを確認することができます。

$現在の状況に関連したヒントが表示されることがあります。設定メニュー（ESC）でこの機能を無効にできます。
$ヒントが表示されてから数秒後、ヒント表示がその場に固定され、ハイライトされた単語の上にカーソルを置くと追加のヒントが表示されます。"
adv_tutorial_2.the_end_title,"~
おめでとうございます！"
adv_tutorial_2.the_end,"おめでとうございます！
基本トレーニングを終了しました。

<b>難易度「イージー」レベル</b>で現在のゲームを続ける

<b>新しい貴族の一族を作成</b>し、政治マップと難易度を好みの応じてカスタマイズして、メインメニューから新規ゲームを開始することもできます。"
adv_tutorial_2.the_end.back_to_main_menu,"～
メインメニュー"
adv_tutorial_2.obj_correct_beer_1,"財務メニュー 

農民はまず食料を買い、余裕があれば残ったお金で酒を買おうとします。価格や資源の入手可能性を調整することで、農民たちの消費に影響を与えることができ、それが彼らのムードや貯蓄を左右します（右側に表示されます）。
{split}
現在、労働者の賃金は金貨8枚、ルタバガの価格は金貨4枚、密造酒の価格は金貨7枚です。農民が毎日ルタバガと密造酒の両方を買うにはこれだけでは足りないので、酒場に行くには数日間節約しなければなりません。

1. 労働者が毎日の給料で買えるように、密造酒の価格を金貨4枚に下げましょう。これで農民たちのムードがよくなります。
2. 財務メニューを閉じます。"
adv_tutorial_2.the_end.continue_game,難易度イージーで続ける
hint_action_give_title_to_untitled_lord,"領主の爵位を与える
王は{soul_uuid_1}に<hint=hint_title>爵位</hint>を授け、一人前の家族の一員となります。

<b>結果</b>
$ {soul_uuid_1}は爵位を受け取り、{faction_uuid}に加わります。
$ 利用可能な爵位の数が1減ります。"
hint_action_task_turn_untitled_lord_into_free_lord,"自由領主になる
国王は<hint=hint_tutorial_free_lord>自由領主</hint>の地位を与えます。

このキャラクターはしばらくの間、雇用される可能性にそなえて国内に留まりますが（金額は<hint=hint_resource_rune>{price}</hint>）、その後、完全に王国を去ります。

ただし、再び出会うこともあるかもしれません。"
hint_action_task_move_untitled_lord_to_holy_family,"司祭になる
国王はキャラクターを<hint=hint_sofia_cult>教会</hint>に移送します。

教会は、聖母ソフィアの名において捧げられた奉仕者をありがたく思い、感謝の意を表します：
$ <hint=hint_relations_matriarch>女家長</hint>との関係: <green>+{mat+rel}</green>
$ 女家長からの贈り物：<hint=hint_resource_rune>{rune_amount}</hint>

このキャラクターは完全に王国を去ります。"
hint_action_task_turn_untitled_lord_into_knight,"騎士になる
国王は<hint=hint_knight>騎士</hint>の地位を与えます。

このキャラクターは騎士として戦士たちに加わります。このアクションは無料で行われます。

キャラクターが持つ<hint=hint_skill_combat>戦闘</hint>および<hint=hint_skill_command>指揮</hint>スキルによって、騎士の地位の効果が決まります。"
hint_mind_friend_exiled_from_faction,"[hint_mind_caption]
国王は私の友人を一族から追放した"
hint_display_event_untitled_lord_leave_soon,"下級領主が去ろうとしています
{soul_uuid_lord}は去ろうとしています。
隣国の王のもとに行くか、自由領主になるかもしれません。"
hint_display_event_new_untitled_lord,"新しい下級領主
{soul_uuid_lord}"
hint_display_event_untitled_lord_leave,"下級領主が去ろうとしています
{soul_uuid_lord}は国王から寵愛を受けることはなく、新天地に希望を見出しています。

隣国の王のもとに行くか、自由領主になる可能性が高いです。"
hint_instrutions_help,"指示の設定
$ <b>アシスタントを雇う</b>。 一人の領主は10以上の建物でも問題なく管理できますが、自由領主を雇い、手伝わせることが出来ます。
$ <b>建物のアップグレード。</b> 建物は新たに建設するより、現在の建物をアップグレードするようにしましょう。こうすることで生産性ボーナスが与えられるだけでなく、移動時間の短縮にもなります。
$ <b>経路を短くする。</b> 管理者を務める領主は多くの建物を訪れなくてはならず、なるべく建物は一つのエリアに集中して建設し、倉庫ならびに礼拝堂の近くにします。たとえば、屋敷の北側などがよいでしょう。

こうすることで、官庁をアンロックするまでの間、25以上の建物を運営し続けることが容易になります。"
hint_tutorial_instruction_help,"指示の設定

<img=hint_tutorial_instruction_help></img>

[hint_instrutions_help]"
hint_wise_help,"知識の伝達
$ <b>領主が死んでしまうと、その知識は失われます</b>。ですから、領主の知識を他のキャラクターに分配するようにして、この不幸な出来事に備えます。
$ キャラクターたちは<b>思慮深い会話</b>を通じてお互いに知識を伝達し合います。
$ この知識の伝達は、友人や子供たちには自動的に行われますが、<b>キャラクターメニューから手動で行うこともできます</b>。
$ <b>伝達はゲストや</b>グローバルマップ上の他の領主とも行うことができます。時に、非常に興味深い知識を見かけることもあります。
$ 高齢の領主は知識をより集中的に伝えます。若い世代を啓蒙するために彼らの知恵を活用しましょう。"
hint_tutorial_wise_help,"知識の伝達

<img=hint_tutorial_wise_help></img>

[hint_wise_help]"
hint_unavailable_actor_without_weapon,"装備なし
{soul_uuid}は武器を持っていません。"
hint_action_task_unavailable_leaving_town,"利用できません
キャラクターが王国を離れます"
hint_village_attack_description,"略奪の脅威
{optional_type_of_danger}

それゆえ、{village_name}の長老はあなたの支援を求めています。

軍隊を送り、自衛する彼らを助けることができます。

<b>結果</b>
$ 村を守れなかった場合、村は焼かれてしまい、貢物の徴収は数日後から再開されます。"
hint_village_attack_success,"~
{village_name}の村は焼かれてしまった。数日で回復しますが、それまでの間、貢物を支払うことができません。"
hint_village_attack_fail,"～
{soul_uuid_king}は敗北し、略奪から街を守ることができませんでした。"
hint_global_map_danger_forest_village,"~
<red><hint=hint_persons_forest_bandits>森の盗賊</hint>があなたの村を略奪しようとしています。</red>"
hint_global_map_danger_ai_village,"~
<red>{enemy_faction_uuid}の{enemy_soul_uuid_king}はあなたの村を略奪しようとしています。</red>"
hint_mind_making_desire,"[hint_mind_caption]
自身の目標を達成しようとしている！

<b>理由：</b> 欲望を満たす過程にて。"
hint_nt_knowledge_lost,"危機的状況にある知識
最近領主が亡くなったため、次の<hint=hint_idea>知識</hint>を保有している者がいなくなりました：

{lost_list}

この知識が記載されている書物を保有している場合は、今のうちに他の領主に習得させましょう。数日後には、この知識は一族の記憶から消え去ってしまいます。

知識が完全に失われるまでの残り日数：{days}"
hint_display_event_letter_from_matriarch,"女家長からの手紙
クリックして読む"
hint_letter_village_help_result,"~
ここにいる全員があなたに感謝しています！あなたの優しさと助けに対して、女神ソフィアの祝福がありますように！村中があなたの魂のために懸命に祈っています！"
hint_village_attack_send_help,"援軍を送る
部隊を編成して救援に向かわせます。

$ 次の戦いに参加し、また故郷に戻ります。"
hint_village_attack_send_help_success,"救援を要請
{optional_type_of_danger}

プレイヤーの部隊は{village_name}の村に援軍として到着し、3日間経過するか、最初の戦闘までこの街に留まります。"
hint_village_attack_aborted_result,"危険は去った
敵は計画を変更し、攻撃するつもりはなくなったため、{village_name}は現在安全です。部隊は帰還中です。"
hint_mind_close_remember,"[hint_mind_caption]
たとえ、聖母ソフィアがあらゆるものをその抱擁の中に迎え入れているとしても、愛する人を失うことが悲しいことに違いはない！

{name}、あなたのことは決して忘れない！"
hint_mind_grave_visit,"[hint_mind_caption]
墓に灯したキャンドルの炎が、喪失の痛みを和らげてくれますように！

{name}よ、あなたのことは決して忘れない！"
hint_bld_grave,"墓
供養石が置かれた亡くなった領主の墓。

故人に親しみを感じていた人たちにとって、墓参りは悲しい思い出を癒すのに役立つ。"
hint_building_destroy_unavailable_fire,"解体不能
建物内で火が燃えているうちは解体できません。"
hint_building_destroy_unavailable_enemies,"解体不能
敵が街の中にいる間は、建物を解体できません。"
hint_mind_enemy_grave_visit,"[hint_mind_caption]
敵が眠る墓を訪れ、改めて勝利を実感することの喜びと言ったらない！"
hint_unavailable_action_with_defence_army,"このアクションは利用できない
自軍がその街に滞在している間は、このアクションを取ることはできません。"
hint_unavailable_trade_agreement_too_many,"利用できません
貿易の世界的な健全性を維持するため、ラヴィング一族はあなたに、貿易協定を{max_count}つまでしか締結できないように制限を設けます。"
hint_wish_travel,"旅に出る
領主は国境を超えたことがあなく、他の国で暮らす人々のことに大きな興味を抱いています。

[hint_MORAL_DEBUFF]

キャラクターをグローバルマップ上の他の街に送り出すことで、この欲望は満たされます。

[hint_its_a_dream]"
hint_wish_drink_ale,"風味豊かなエールを飲む
領主が<hint=hint_resource_ale>風味豊かなエール</hint>を飲みたがっています。その欲求は夢にまで見るほどです！

[hint_MORAL_DEBUFF]

風味豊かなエールの在庫を確認してください。

[hint_its_a_dream]"
hint_wish_drink_nectar,"ネクタルを試す
このキャラクターは<hint=hint_resource_nectar>ネクタル</hint>を試したことはありませんが、その素晴らしい特性についてはよく耳にしています。

[hint_MORAL_DEBUFF]

ネクタルの在庫を確認してください。

[hint_its_a_dream]"
hint_wish_study_language,"言葉を学ぶ
この領主は異文化を知りたいと強く願っていて、そのためには語学を学ぶ必要があります。

[hint_MORAL_DEBUFF]

この欲望を叶えるには、<hint=hint_holy_caravan>神聖なキャラバン</hint>から語学の教科書を買い、<hint=hint_knowledge_menu>知識メニュー</hint>で領主に勉強させます。

[hint_its_a_dream]"
hint_wish_grave_visit,"愛する者の墓
このキャラクターは、愛する者（{soul_uuid_target}）を亡くした後、その墓を訪れ追悼のろうそくを灯し、思い出を語ることができないことに深く心を痛めています。

[hint_MORAL_DEBUFF]

建設メニューから、亡くなったキャラクターの墓を<b>建設</b>し、<b></b>キャラクターが墓を訪問するのを待ちます。

[hint_its_a_obsession]"
hint_wish_dice_win,"さいころ賭博に勝利する
領主は偶然に勝利する感覚を味わいたいのだが、そのためにはさいころ賭博で勝つ必要があります。

[hint_MORAL_DEBUFF]

領主を別のキャラクターとのさいころ賭博に参加させる（勝率を上げるには、対戦相手の賢さが著しく劣っている必要がある）。

[hint_its_a_dream]"
hint_wish_happiness,"愛する人の幸せ
領主は自分のためには何も望まず、愛する人物である<hint=hint_nt_events_unhappy_lord>が{soul_uuid_target}幸せ</hint>になることだけを望んでいます。

[hint_MORAL_DEBUFF]

この欲望を満たすには、{soul_uuid_target}が幸せになる必要があります。

[hint_its_a_dream]"
hint_wish_child_take_title,"子供の爵位への欲望
領主は自分のためには何も望まず、ただ愛する子供である{soul_uuid_target}が領主の爵位を受け取ることだけを望んでいます。

[hint_MORAL_DEBUFF]

[hint_its_a_dream]"
hint_wish_child_mary,"子供が家族を持つことへの欲望
領主は自分のためには何も望まず、ただ愛する子供である{soul_uuid_target}が家族を持つ事だけを望んでいます。

[hint_MORAL_DEBUFF]

この欲望を満たすには、{soul_uuid_target}が結婚するしかない。

[hint_its_a_dream]"
hint_wish_culture_terror,"恐怖の欲望
領主は、敵対する文化の{culture}の住人はさまざまな面において度を超えており、阻止する必要があると信じています。

[hint_MORAL_DEBUFF]

この欲望はを満たすには、{culture}文化に対して、<hint=hint_bld_scafod>処刑台</hint>メニューからテロを起こします。

[hint_its_a_dream]"
hint_wish_child_divorce,"離婚への欲望
領主と配偶者はお互いを嫌悪し軽蔑しているため、妻の{soul_uuid_target}との離婚を切望しています。

[hint_MORAL_DEBUFF]

離婚は、キャラクターのアクションにある<hint=hint_bishop>司教</hint>メニューから手続きすることができます。

[hint_its_a_obsession]"
hint_wish_enemy_grave,"敵の墓
キャラクターは、最近死んだ敵（{soul_uuid_target}）の墓で勝利を喜ぶことを夢見ています。

[hint_MORAL_DEBUFF]

この欲望を満たすには、建設メニューから亡くなったキャラクターの墓を建てます。

[hint_its_a_dream]"
hint_mind_caprice,"[hint_mind_caption]
もし夢が叶うのであれば最高だ！

理由： キャラクターには<hint=hint_desire_dream>夢</hint>があります。"
hint_mind_caprice_success,"[hint_mind_caption]
夢が叶った！

人生は最高だ！"
hint_nt_obession_appear,"新しい執着
そのキャラクターの心は、欲望への<hint=hint_desire_obsession>執着</hint>に支配されています。

時間が経つにつれて、執着の強さは増し、より多くの苦しみを引き起こし、その結果、神経衰弱に陥ったり、自分で問題を解決しようとしたりすることもあります。

<b>ヒント：</b> キャラクターの現在の欲望は、メニューのメインタブの一番下で確認できます。"
hint_tutorial_clercs_net,"官庁のネットワーク
ある<hint=hint_bld_chancellery>官庁</hint>に所属する官吏は他の官庁も管理できます。

<img=hint_tutorial_clercs_net></img>

もし1つの官庁で足りない場合は、さらに官庁を建設し、その管理を領主ではなく、最初の官庁の官吏に任せることもできます。こうすることで、第一官庁を管理する領主から提供される生産ボーナスはすべて維持されます。こうして官庁ネットワークを構築することができます。

<b>ヒント</b>: カメラをできるだけズームアウトして、管理者を含む建物の概要を見ます。建物を<b>右クリック</b>することで、管理者を任命することができるのをお忘れなく。"
hint_nt_lords_against_terror,"文化への恐怖
{optional_culture_terror}"
hint_desire_obsession,"執着
主に特定の出来事に対する反応として現れる強い<hint=hint_desire>欲望</hint>。

$ 執着は強いネガティブな思考を生み出し、欲望が満たされるまでその人物を苦しめます。
$ この思考の強さは時間とともに増し、神経衰弱につながることもあります。
$ 執着の中には、そのキャラクターが決定的な行動を起こすことを誘発するものもあり、そのキャラクターは自分自身でその執着を満たそうとするかもしれません（例えば、敵を殺そうとするかもしれない）。"
hint_desire_dream,"夢
キャラクターが自分の目標について考えているときに、時として現れる弱い<hint=hint_desire>欲望</hint>。

$ 夢への思いは、キャラクターを大きく悩ませることはなく、時間の経過とともに変化することもありません。
$ ただし、夢が叶うと、キャラクターはその日一日<hint=hint_tutorial_inspiration>インスピレーション</hint>を受けます。"
hint_cant_build_no_gold,"ゴールド不足
建設するにはゴールドが足りない"
hint_its_a_dream,"~
$ この欲望は<hint=hint_desire_dream>夢</hint>です。"
hint_its_a_obsession,"~
$ この欲望は<hint=hint_desire_obsession>執着</hint>です。"
hint_ambition_unavasilable_by_complete,"利用できません
この野望はすでに成就しています"
hint_nt_relatives_worse_relations,"親族が関係を悪化させた
イベントの結果として、キャラクター{soul_uuid_suffered}が苦しんでいた間、故郷の親族たちは、あなたの国王に対する態度を悪化させました。国王は臣民全員の健康状態に対する責任があると信じているからです。

親族一覧：
{relatives_list}"
hint_nt_lord_not_have_time_for_chancellery,"管理者が間に合わない
官庁に配属された管理者は、官吏たちに指示を出すのに間に合いません。たいていの場合、彼は他の建物の管理者を兼任しており、時間に余裕がありません。

彼がどの建物に配属されているかを確認して、それら任務をキャンセルして官庁の仕事に専念させます。中途半端では務まる仕事ではありません。

<b>ヒント：</b> 管理人領主が直接訪問する代わりに官吏を配置しても、建物の効率には影響しない"
hint_unavailable_relocate_building_enemies,"移動できません
敵ユニットが街の中にいる間は、建物を移動させることはできません"
hint_got_nickname_alcohol,"新しいニックネーム
誰の目から見ても明らかに酒好きなキャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_nectar,"新しいニックネーム
誰の目から見ても明らかにネクタルにハマっているキャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_flee,"新しいニックネーム
戦闘で臆病なところを見せたため、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_win_battle,"新しいニックネーム
戦いで圧勝を重ねた結果、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_inspector,"新しいニックネーム
長期間にわたり建物を効率的に管理したことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_smart,"新しいニックネーム
多くの知識を獲得したことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_teacher,"新しいニックネーム
指導者として長きにわたり成果を挙げたことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_judge,"新しいニックネーム
長期間にわたり処刑台を効率的に運営したことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_terror,"新しいニックネーム
現在も続くテロの結果として、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_duelist,"新しいニックネーム
決闘にて勝利を重ねたことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_neuros,"新しいニックネーム
神経衰弱に陥ったため、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_traveller,"新しいニックネーム
頻繁に旅をしているキャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_scars,"新しいニックネーム
多くの傷を持つキャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_deer,"新しいニックネーム
配偶者の不倫が原因で、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_loser,"新しいニックネーム
さいころ賭博にハマった結果、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_blind,"新しいニックネーム
盲目であることから、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_lost_eye,"新しいニックネーム
片目を失ったことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_got_nickname_lost_arm,"新しいニックネーム
片手を失ったことにより、キャラクター{soul_uuid}は「{nickname}」というニックネームがついた。"
hint_locked_knowledge,"利用できない知識
この知識は現在利用できません。一定の条件を満たすことによって、<hint=hint_holy_caravan>神聖なキャラバン</hint>がこの知識を収めた書物を持ってきます。

知識にカーソルを重ねると、説明の中に満たすべき条件が記載されています。"
hint_action_assasins_guest_give_child,"長子を差し出す
<hint=hint_dahamat_cult>女神ダハマット</hint>の司祭が新たな魂を求め、あなたの王国に到着しました。<b>王の長子</b>を快く司祭に捧げると、ノーランドのどの地域にいようとも、カルト教団は敵を倒すことができます。

$ただし、教団に長子を差し出せば、二度と会うことはできません。
$その後、あらゆる敵を目立たないように排除することができるようになります。その死は不審がられることもなく、あなたが疑われることはありません。"
hint_action_assassination,"秘密裏の暗殺
自分の子供を<hint=hint_dahamat_cult>ダハマット教団</hint>に差し出したことで、教団の司祭は約束を果たそうとします。

$ このアクションを選んだ場合、このキャラクターは1日以内に密かに殺されます。
$ キャラクターの死は自然死に見せかけられ、誰もあなたのことを疑いません。
$ 暗殺を実行すると、約束は果たされたことになります。"
hint_nt_guest_arrive,"特別なゲストがやってきた
自分の王国に特別なゲストが訪れました。数日間滞在することもあれば、当日中に帰ることもあります。

ゲストのメニューにあるアクションボタンをクリックすると、どのような交流を図れるかがわかります。"
hint_watch_tower_archers,"弓兵の塔
弓兵の塔の戦士たちは、通常よりも遠くまで正確に射撃を行います。敵が射程に入ると、自動的に射撃を開始する。

$ 塔を占有する戦士の数を割り当て、使用する武器を決めます。
$ 敵が市街地に近づいたとき、自動的に弓兵を塔に配置するよう設定することもできますし、右側にあるボタンを使って手動で召喚することもできます。
$ 召喚された後、戦士たちは倉庫から指定された武器を集め、塔にたどり着くまで時間が掛かります。
$ また、敵の弓兵を最初に狙うように命令することもできます（デフォルトでは、最も防御力の低い近接戦士を狙います）。
$ 弓兵の塔に配置された戦士は、軍隊メニューの肖像画に特別なアイコンが表示されます。"
hint_action_hire_escaped_lord,"一族に迎え入れる
キャラクターは<hint=hint_untitled_lord>下級領主</hint>として一族に迎え入れられます。

{soul_uuid}と国王の関係は{rel_de}低下します。"
hint_nt_escaped_lord_arrive,"下級領主が逃亡中
近隣の{faction_uuid}王国の<hint=hint_untitled_lord>下級領主</hint>である{soul_uuid_lord}があなたの一族に迎え入れてほしいと要求しています。

この領主は家臣と対立しているようなので、迎え入れる決断をすると、支配者{soul_uuid}との関係性がこじれるかもしれません。
{optional_click_to_read_message}"
hint_bld_watch_tower,"弓兵の塔
<hint=hint_persons_warriors>戦士</hint>を配置することができる、<hint=hint_watch_tower_archers>防御用の塔</hint>。 塔の中の弓兵は、通常より遠くまで、より正確に射ることができます。

$塔の戦士に装備させるには、射撃武器が必要です。
$この塔には{arch_number}人の弓兵を配備できます。"
hint_watch_tower_summon,"弓兵の召喚
戦士をこの塔へと召喚します。

戦士たちが指定された武器を集め、塔にたどり着くまで少し時間が掛かります。"
hint_watch_tower_summon_abort,"弓兵の解散
戦士たちは塔を去り、武器を倉庫に戻します。"
hint_watch_tower_checkbox_shoot_in_archers,"弓兵を狙う
チェックを入れることで、塔にいる弓兵は敵の弓兵を優先的に狙います。"
hint_watch_tower_checkbox_auto_summon,"自動召喚
チェックを入れると、王国マップに敵が現れた場合、戦士たちは自動的に倉庫から武器を集め、弓兵の塔に入ります。"
hint_dahamat_cult,"ダハマット教団
ダハマットはマハ族の古代の豊穣の女神で、帝政初期に女神ソフィア崇拝に取って代わられました。

ダハマットの神聖な林や古代の祭壇は冒涜され、女神ソフィアの寺院に取って代わられましたが、ダハマットの司祭たちは完全に根絶されたわけではありませんでした。彼らは自分たちの教団を秘密の、非常に排他的な社会へと変貌させました。女神ソフィアは古代ダハマットの多くの特徴を受け継ぎましたが、後の古代女神の教団はより不吉な特徴を持つようになり、その信者たちは最近まで生き残ることができたのです。

特に教団の司祭たちは、領主であろうと王であろうと、ノアランドのどこにいようと、誰でも秘密裏に殺す能力を持っています。無知な領主はこの技を超自然的な力だと信じているけれど、賢明な領主は何世紀にもわたって鍛え上げられた暗殺術であることを知っている。暗殺を請け負う者たちはあらゆる人物に擬態し、アクセントからジェスチャー、服装に至るまで完璧に模倣して、最も安全な場所に潜入し、痕跡を残さない古代の毒を使って暗殺を実行します。

教団の司祭たちはしばしば都市を訪れ、高貴な国王の第一子を教団に差し出し、教団にて彼らの教えの下で育て上げることと引き換えに、暗殺を実行します。

聖なる異端審問官が大いなる関心を寄せているにもかかわらず、ダハマットの司祭たちの実際の居場所は謎のままなのです。一部の国王が教団とのもめ事を嫌ったためかもしれません。"
hint_watch_tower_lack_of_weapon,"武器が足りない
すべての戦士のために十分な数の武器を確保するために、塔メニューでより多くの射撃武器を割り当てます。"
hint_impotence,"性的不能
理由は定かではないが、キャラクターは性行為を行えなくなった。"
hint_longlive,"長寿
特別な知識のおかげで、このキャラクターの寿命は{number}年伸びます。"
hint_male_birth,"女神ソフィアの祝福
女神ソフィアの意思により、このキャラクターの子供はすべて男児となります。"
hint_resource_crossbow,"クロスボウ
遠距離武器。

$ 鎧や盾を貫通し、破壊することができる。
$ 通常の<hint=hint_resource_bow>弓</hint>と比べて、装弾時間が2倍掛かるため、非装甲のターゲットに対しては効果が薄い。

<b>生産</b>
$ <hint=hint_bld_workshop>作業場</hint>で生産。
$ 生産には<hint=hint_resource_wood>1</hint>と<hint=hint_resource_steel>1</hint>が必要。"
hint_action_depart_uniq_guest,"追放
ゲストを追放します。ゲストが滞在することによる悪影響は避けられる可能性はありますが、せっかくの機会を見逃してしまう可能性もあります。"
hint_action_hire_mountain_knight,"騎士を雇う
この逃亡中の略奪者を雇うことで、部隊を率いることのできる非常に強力な騎士を手に入れることができます。

ただし、間もなく以前の<hint=hint_person_maroders>略奪者</hint>の親族{warriors_min}～{warriors_max}人による攻撃を受けることになります。"
hint_action_trade_with_knowledge_trade,"書物の取引
他では手に入れることができない特別な書物の貿易。"
hint_action_witch_give,"魔女：裁きにかける
魔女は教会に引き渡され、その後処刑されます。

$<hint=hint_relations_matriarch>女家長</hint>との関係性：<green>+{rel_inc}</green>"
hint_action_witch_save,"魔女：司教を買収する
司教に、魔女が集落にやって来るのを見過ごすよう説得します。その見返りとして、魔女はあなたに感謝するでしょう。

$賄賂のコスト：<hint=hint_resource_rune>{cost}</hint>"
hint_action_bandit_slave_buy,"囚人の身代金を払う
身代金と引き換えに受け戻した後、囚人はあなたの囚人となり、解放されるまで身元を隠し続けます。

$身代金のコスト：<hint=hint_resource_rune>{gold}</hint>"
hint_action_buy_dog,"犬を購入
犬を購入した領主は、生涯を共にする忠実な仲間を手に入れることになります。

$価格：<hint=hint_resource_rune>{cost}</hint>"
hint_action_sacrifice_allow,"赤いミサを許可
執政官に3人の囚人を与え、王国で<hint=hint_dead_god_herecy>死神</hint>を崇める赤いミサを行います。

$司教はこのことを女家長に報告し、王との関係性が<red>{rel_dec}</red>悪化します。
$支配者は死神の祝福を受け、その性格や能力の意外な面が明らかになります。"
