Key,Russian
adv_tutorial_2.order_move,"Управление отрядом

Отряд находится под вашим прямым контролем и управляется {input.action.squad_order_attack}. В <b>левом нижнем углу</b> вы можете увидеть его меню.

Пришло время для атаки!

1. Когда отряд выбран, нажмите {input.action.squad_order_attack} на баннер вражеского отряда, чтобы атаковать его (они ждут вас на северо-западе от деревни)
2. Дождитесь итогов сражения.

<b>Подсказка</b>: Вы также можете отправить отряд в любую точку на карте, нажав {input.action.squad_order_attack} на земле."
adv_tutorial_2.order_move_meet_place,"
Нажмите {input.action.squad_order_attack} здесь, чтобы отправить сюда армию"
adv_tutorial_2.order_attack,"В режиме паузы вы можете раздавать приказы отрядам и другие задачи.

Пришло время атаковать!

1. Выберите ваш отряд и нажмите {input.action.squad_order_attack} на отряде противника, чтобы атаковать его
2. Дождитесь итогов сражения"
adv_tutorial_2.open_map,"Победа!

Отряд бандитов разбит, а их лидер повержен!

Тех, кто выжил, ваши воины свяжут и возьмут в плен, а крестьяне позже отнесут их в поселение. 
{split}
А теперь хорошее время для контратаки их лагеря.

$ Перейдите на Глобальную карту."
adv_tutorial_2.attack_camp,"Глобальная карта

Сейчас пришло время разобраться с бандитами.

1. Нажмите на поселение бандитов. Его меню откроется в левом нижнем углу.
2. Выберите ""Атака"" в меню действий.
3. Выберите вашу текущий отряд
4. <b>Дождитесь</b>, пока отряд дойдет до лагеря бандитов."
adv_tutorial_2.army_at_gates,"Атака лагеря

Ваш отряд достиг лагеря бандитов и готовится к нападению.

$ Нажмите иконку сражения"
adv_tutorial_2.army_at_gates_2,"Меню битвы

Здесь вы можете видеть ваш и вражеский отряд, а также примерное соотношение сил.

Вы можете отступить из боя, если дело кажется проигрышным, разыграть битву автоматически или лично командовать отрядом в бою.

$ Нажмите кнопку по центру, чтобы начать бой."
adv_tutorial_2.army_at_gates_3,"На поле боя

Когда вы атакуете, ваша отряд слева, а противник - справа. 

$ Нажмите на баннер своего отряда, чтобы управлять им.
$ Используйте {input.action.squad_order_attack} чтобы перемещать выбранный отряд. Для атаки вражеского отряда нажмите {input.action.squad_order_attack} на его баннере.
$ <b>Дождитесь</b> результатов сражения."
adv_tutorial_2.encyclopedia,"Меню помощи
Отлично, теперь поселение будет развиваться дальше, и мы можем быть за него спокойны... какое-то время.

Во время игры вы всегда можете получить помощь, открыв Меню помощи

$ Иногда здесь будут появляться подсказки по текущей ситуации. Вы можете отключить это в меню настроек (ESC)
$ Напоминаем, что через пару секунд, после того как подсказка открылась, она ""затвердевает"", и вы можете навести мышь на подсвеченные слова, чтобы получить новую подсказку."
adv_tutorial_2.the_end_title,"~
Поздравляем!"
adv_tutorial_2.the_end,"Поздравляем!
Вы завершили базовое обучение. 

Теперь вы можете продолжить текущую игру на <b>легком уровне сложности</b>

ИЛИ

Через главное меню начать новую игру, <b>создав свою благородную семью</b> и настроив политическую карту и сложность по своему вкусу."
adv_tutorial_2.the_end.back_to_main_menu,"~
Главное меню"
adv_tutorial_2.obj_correct_beer_1,"Меню финансов

Крестьяне сначала стараются купить еду, а на остатки денег - алкоголь. Регулируя цены и доступность, можно по-разному настраивать их потребление, которое влияет на их настроение и на их денежные накопления (отображается справа).
{split}
Сейчас зарплата рабочих 8 золотых монет, цена Брюквы - 4 монеты, а цена Самогона - 7 монет. Этого не хватит на ежедневную покупку и Брюквы и Самогона, а значит крестьянину придется несколько дней копить для похода в Таверну.

1. Давайте снизим стоимость Самогона до 4 золотых монет, чтобы рабочие могли покупать его каждый день на свою зарплату - это сделает их счастливее.
2. Закройте меню Финансов"
adv_tutorial_2.the_end.continue_game,Продолжить на легком уровне
hint_action_give_title_to_untitled_lord,"Выдать титул лорда
Король дарует <hint=hint_title>титул</hint> {soul_uuid_1} и он станет полноправным членом семьи.

<b>Последствия</b>
$ {soul_uuid_1} получит титул и перейдет в {faction_uuid}
$ Количество свободных титулов уменьшится на 1."
hint_action_task_turn_untitled_lord_into_free_lord,"Сделать Свободным лордом
Король дарует статус <hint=hint_tutorial_free_lord>Свободного лорда</hint>.

Персонаж сначала подождет на случай если вы заходите его нанять (цена составит <hint=hint_resource_rune>{price}</hint>), а потом покинет провинцию навсегда. 

Хотя кто знает, может вы еще встретитесь?"
hint_action_task_move_untitled_lord_to_holy_family,"Сделать священником
Король передает персонажа <hint=hint_sofia_cult>Церкви</hint>

Церковь всегда рада жертвам во имя Матери Софии, и будет благодарная:
$ Отношения с <hint=hint_relations_matriarch>Матриархом</hint>: <green>{mat_rel}</green>
$ Дар от Матриарха: <hint=hint_resource_rune>{rune_amount}</hint>

Персонаж покинет вашу провинцию навсегда."
hint_action_task_turn_untitled_lord_into_knight,"Сделать рыцарем
Король дарует статус <hint=hint_knight>рыцаря</hint>

Персонаж присоединится к вашим воинам в статусе рыцаря. Это будет бесплатно.

Его эффективность в этом статусе зависит от его навыков <hint=hint_skill_combat>Боя</hint> и <hint=hint_skill_command>Командования</hint>"
hint_mind_friend_exiled_from_faction,"[hint_mind_caption]
Король выгнал моего друга из семьи"
hint_display_event_untitled_lord_leave_soon,"Младший лорд собирается уйти
{soul_uuid_lord} собирается уйти, так как не видит для себя перспектив в вашем поселении.

Скорее всего он уйдет к соседнему королю или станет свободным лордом.

$ У вас есть {time_left} часов, чтобы определить его судьбу.

{optional_philistine}
Персонаж обладает следующими знаниями:
{optional_list_of_knowledge}"
hint_display_event_new_untitled_lord,"Новый младший лорд
{soul_uuid_lord} становится <hint=hint_untitled_lord>младшим лордом</hint>

Он будет продолжать жить в вашем поселении, пока вы не определите его судьбу, или пока он не решит уйти."
hint_display_event_untitled_lord_leave,"Младший лорд уходит
{soul_uuid_lord} не дождался милости вашего короля и решил попытать счастья в другом месте.

Скорее всего он уйдет к соседнему королю или станет свободным лордом"
hint_instrutions_help,"Настройка инструкций
$ <b>Наймите помощника</b>. Один лорд может спокойно управлять более чем 10 зданиями, и вы дополнительно можете нанять ему в помощь Свободного лорда.
$ <b>Улучшайте здания</b>. Лучше улучшать здания, чем строить новые. Это не только дает бонус к производительности, но и сокращает время на дорогу.
$ <b>Укорачивайте путь.</b> Так как лорд-управляющий должен обходить много зданий, лучше строить эти здания в одном районе, поближе к складам и Храму. Например, на севере от Холла

Таким образом, вы легко сможете поддерживать работу 25+ зданий, пока не откроете Канцелярию.
"
hint_tutorial_instruction_help,"Настройка инструкций

<img=hint_tutorial_instruction_help></img>

[hint_instrutions_help]"
hint_wise_help,"Передача знаний
$ <b>Со смертью лорда его знания теряются</b>, так что лучше подготовиться к этому заранее, распределив знания между несколькими персонажами.
$ Персонажи передают знания друг другу во время <b>Мудрой беседы</b>. 
$ Они ведут ее самостоятельно со своими друзьями и детьми, но вы можете <b>назначить ее вручную в меню персонажа</b>.
$ <b>Это также работает с гостями</b> и другими лордами на карте мира - иногда у них есть очень интересные знания."
hint_tutorial_wise_help,"Передача знаний

<img=hint_tutorial_wise_help></img>

[hint_wise_help]"
hint_unavailable_actor_without_weapon,"Нет оружия
У {soul_uuid} отсутствует оружие."
hint_action_task_unavailable_leaving_town,"Недоступно
Персонаж находится вне города"
hint_village_attack_description,"Угроза разграбления
{optional_type_of_danger}

Поэтому староста деревни {village_name}, просит вас о помощи.

Вы можете послать ему свою армию, чтобы помочь защититься.

<b>Последствия</b>
$ Если вы не сможете защитить деревню, она будет сожжена и поступление дани восстановится только через несколько дней "
hint_village_attack_success,"~
Деревня {village_name} отразила атаку и будет продолжать выплачивать вам дань."
hint_village_attack_fail,"~
Деревня {village_name} была сожжена. Она восстановится через несколько дней, а пока не будет платить дань."
hint_global_map_danger_forest_village,"~
<red><hint=hint_persons_forest_bandits>Лесные бандиты</hint> собираются разграбить вашу деревню.</red>"
hint_global_map_danger_ai_village,"~
<red>{enemy_soul_uuid_king} из {enemy_faction_uuid} собирается разграбить вашу деревню.</red>"
hint_mind_making_desire,"[hint_mind_caption]
Скоро я достигну цели!

<b>Причина:</b> В процессе исполнения желания."
hint_nt_knowledge_lost,"Знания под угрозой
В результате недавних потерь среди лордов, не осталось больше никого, кто знал следующие <hint=hint_idea>знания</hint>: 

{lost_list}

Если у вас остались книги с этими знаниями, самое время дать изучить их другими лордам, так как через несколько дней эти знания исчезнут из коллективной памяти.

Дней до полной потери знаний: {days} "
hint_display_event_letter_from_matriarch,"Письмо от Матриарха
Нажмите, чтобы прочитать"
hint_letter_village_help_result,"~
Все тут вас благодарят! Пусть Мать София вас благославит за вашу доброту и помощь! Мы всей деревней молимся за вашу душу, как умеем!"
hint_village_attack_send_help,"Отправка помощи
Сформировать отряд и послать его на помощь.

$ Они поучаствуют в предстоящей битве, после чего вернутся домой."
hint_village_attack_send_help_success,"Запрос помощи
{optional_type_of_danger}

Ваши войска пришли в качестве подкрепления в деревню {village_name} и останутся в городе на 3 дня или до первого сражения."
hint_village_attack_aborted_result,"Опасность миновала
{village_name} теперь в безопасности, так как враг поменял свои планы и больше не собирается атаковать ее. Ваши войска направляются домой."
hint_mind_close_remember,"[hint_mind_caption]
Я знаю, что Мать София принимает всех в свои объятия, но как же грустно, когда тех, кого мы любили, больше нет рядом!

{name}, я всегда буду тебя помнить!"
hint_mind_grave_visit,"[hint_mind_caption]
Пусть пламя свечи, которую я зажег на твой могиле, облегчит боль от потери!

{name}, я всегда буду тебя помнить!"
hint_bld_grave,"Могила
Могила умершего лорда с памятным камнем.

Тем, кто считает умершего близким, посещение могилы помогает справится с грустными воспоминаниями."
hint_building_destroy_unavailable_fire,"Невозможно снести
Здание невозможно снести, пока в нем бушует пожар"
hint_building_destroy_unavailable_enemies,"Невозможно снести
Здание невозможно снести, пока в городе находятся враги"
hint_mind_enemy_grave_visit,"[hint_mind_caption]
Как приятно навестить могилу своего врага и снова ощутить эту радость!"
hint_unavailable_action_with_defence_army,"Действие невозможно
Нельзя совершить это действие, пока в этом городе находится ваша армия"
hint_unavailable_trade_agreement_too_many,"Недоступно
Для поддержания здоровья мировой торговли, Любящая Семья благословляет вас на заключение только {max_count} торговых соглашений."
hint_wish_travel,"Отправиться в путешествие
Лорд никогда не покидал пределы вашей провинции, и очень хочет знать, как живут люди в других местах.

[hint_MORAL_DEBUFF]

Желание будет исполнено, если вы отправите персонажа в другой город на карте мира.

[hint_its_a_dream]"
hint_wish_drink_ale,"Выпить Душистый Эль
Лорд очень хочет выпить <hint=hint_resource_ale>Душистый Эль</hint>. Он буквально снится ему по ночам!

[hint_MORAL_DEBUFF]

Проследите, чтобы у вас на складе был Душистый Эль.

[hint_its_a_dream]"
hint_wish_drink_nectar,"Попробовать Нектар
Персонаж никогда не пробовал <hint=hint_resource_nectar>Нектар</hint>, но много слышал о его чудесных свойствах.

[hint_MORAL_DEBUFF]

Проследите, чтобы у вас на складе был Нектар.

[hint_its_a_dream]"
hint_wish_study_language,"Выучить язык
Этот лорд страстно желает получить знания о другой культуре, для чего ему нужно выучить язык.

[hint_MORAL_DEBUFF]

Чтобы выполнить желание, купите учебник другого языка у <hint=hint_holy_caravan>Святого Каравана</hint>, а затем назначьте лорда изучать его в <hint=hint_knowledge_menu>Меню Знаний</hint>.

[hint_its_a_dream]"
hint_wish_grave_visit,"Могила для близкого
Персонаж очень переживает, что после кончины его близкого ({soul_uuid_target}), он не может навестить его могилу, чтобы зажечь памятную свечу и предаться воспоминаниям.

[hint_MORAL_DEBUFF]

<b>Постройте</b> могилу почившего персонажа через меню Строительства <b>и дождитесь</b>, пока персонаж навестит ее.

[hint_its_a_obsession]"
hint_wish_dice_win,"Выиграть в кости
Лорд очень хочет испытать чувство победы над случаем, для чего ему нужно выиграть в кости.

[hint_MORAL_DEBUFF]

Назначьте ему игру в кости с другим персонажем (для повышения вероятности победы, оппонент должен быть заметно глупее)

[hint_its_a_dream]"
hint_wish_happiness,"Счастья близкому
Лорд не хочет ничего для себя, только чтобы его близкий персонаж {soul_uuid_target} был <hint=hint_nt_events_unhappy_lord>счастлив</hint>.

[hint_MORAL_DEBUFF]

Чтобы желание исполнилось, {soul_uuid_target} должен стать счастливым.

[hint_its_a_dream]"
hint_wish_child_take_title,"Желание титула для ребенка
Лорд не хочет ничего для себя, только чтобы его любимый ребенок {soul_uuid_target} получил титул лорда.

[hint_MORAL_DEBUFF]

[hint_its_a_dream]"
hint_wish_child_mary,"Желание семьи для ребенка
Лорд не хочет ничего для себя, только чтобы его любимый ребенок {soul_uuid_target} обрел семью.

[hint_MORAL_DEBUFF]

Чтобы исполнить желание исполнилось, {soul_uuid_target} должен вступить в брак.

[hint_its_a_dream]"
hint_wish_culture_terror,"Желание террора
Лорд считает, что жители враждебной ему культуры {culture} перешли все границы, и их требуется остановить.

[hint_MORAL_DEBUFF]

Для выполнения желания начните террор культуры {culture} в меню <hint=hint_bld_scafod>Эшафота</hint>

[hint_its_a_dream]"
hint_wish_child_divorce,"Желание развода
Персонаж страстно желает развестись со своим супругом ({soul_uuid_target}), так как ненавидит и презирает его. 

[hint_MORAL_DEBUFF]

Развод можно осуществить через меню <hint=hint_bishop>Епископа</hint> в действиях персонажа

[hint_its_a_obsession]"
hint_wish_enemy_grave,"Могила для врага
Персонаж мечтает, чтобы у его недавно умершего врага ({soul_uuid_target}) появилась могила, возле которой он сможет насладиться своим триумфом.

[hint_MORAL_DEBUFF]

<b>Постройте</b> могилу почившего персонажа через меню Строительства <b>и дождитесь</b>, пока персонаж навестит ее.

[hint_its_a_dream]"
hint_mind_caprice,"[hint_mind_caption]
Было бы здорово, если бы моя мечта сбылась!

Причина: У персонажа есть <hint=hint_desire_dream>мечта</hint>"
hint_mind_caprice_success,"[hint_mind_caption]
Моя мечта сбылась! 

Жизнь прекрасна!"
hint_nt_obession_appear,"Новая одержимость
Разумом персонажа овладела <hint=hint_desire_obsession>одержимость</hint> желанием.

Со временем сила одержимости будет расти, причиняя ему все больше страданий, и это может закончиться нервным срывом или попыткой персонажа решить проблему самому.

<b>Подсказка:</b> Вы можете узнать текущее желание персонажа в нижней части главной вкладки его меню."
hint_tutorial_clercs_net,"Сеть канцелярий
Клерки одной <hint=hint_bld_chancellery>Канцелярии</hint> могут управлять другими Канцеляриями. 

<img=hint_tutorial_clercs_net></img>

Если одной Канцелярии вам не хватает, вы можете построить еще, и передеать управление ими не лорду, а клерку из вашей первой Канцелярии. При этом сохраняются все бонусы производства, которые дает лорд, управляющий первой Канцелярией. Таким образом, можно выстраивать бюрократическую сеть.

<b>Подсказка:</b> Максимально отдалите камеру, чтобы увидеть обзорную информацию о зданиях, включая их управляющих. Не забывайте, что вы можете назначать управляющих, нажимая <b>ПКМ</b> на здании."
hint_nt_lords_against_terror,"Культурный террор
{optional_culture_terror}"
hint_desire_obsession,"Одержимость
Сильное <hint=hint_desire>желание</hint>, которое в основном появляется как реакция на какое-то событие.

$ Одержимость создает сильную отрицательную мысль, которая мучает персонажа, пока желание не будет исполнено.
$ Сила этой мысли нарастает со временем, и может привести к нервному срыву.
$ Некоторые одержимости могут спровоцировать персонажа на решимость, и он попытается исполнить их самостоятельно (например, он может попытаться убить врага)."
hint_desire_dream,"Мечта
Слабое <hint=hint_desire>желание</hint>, которое иногда возникает у персонажа, когда он задумывается о своих целях.

$ Мысль о мечте несильно тревожит персонажа, и не меняется со временем.
$ Однако, если мечту исполнить, персонаж получит <hint=hint_tutorial_inspiration>Вдохновение</hint> на весь день"
hint_cant_build_no_gold,"Не  хватает денег
Для постройки недостаточно денег"
hint_its_a_dream,"~
$ Это желание является <hint=hint_desire_dream>мечтой</hint>."
hint_its_a_obsession,"~
$ Это желание является <hint=hint_desire_obsession>одержимостью</hint>."
hint_ambition_unavasilable_by_complete,"Недоступно
Эта амбиция уже выполнена"
hint_nt_relatives_worse_relations,"Родственники ухудшили отношения
В результате событий, в которых пострадал персонаж {soul_uuid_suffered}, родственники из его родного города ухудшили свое отношение к вашему королю, так как считают, что он несет ответственность за благополучие всех подданых

Список родсвенников:
{relatives_list}"
hint_nt_lord_not_have_time_for_chancellery,"Управляющий не успевает
Управляющий, назначенный в канцелярию, не успевает дойти до нее, чтобы выдать инструкции клеркам. Скорее всего, он назначен управляющим также и в других зданиях, поэтому ему не хватает времени.

Проверьте, в каких зданиях он назначен управляющим и отмените эти назначения, оставив только канцелярию, так как она требует полного дня работы.

<b>Подсказка:</b> Назначение клерков вместо личного посещения управляющего лорда не скажется на эффективности работы здания."
hint_unavailable_relocate_building_enemies,"Перенос невозможен
Вы не можете перенести здание, пока в городе находятся вражеские отряды"
hint_got_nickname_alcohol,"Новое прозвище
По причине явного пристрастия к алкоголю, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_nectar,"Новое прозвище
По причине явного пристрастия к нектару, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_flee,"Новое прозвище
В результате проявленной трусости в бою, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_win_battle,"Новое прозвище
В результате ряда убедительных побед в бою, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_inspector,"Новое прозвище
По причине долгого и успешного управления зданиями, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_smart,"Новое прозвище
По причине большого количества изученных знаний, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_teacher,"Новое прозвище
По причине долгого и успешного наставничества, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_judge,"Новое прозвище
По причине долгого и успешного управления Эшафотом, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_terror,"Новое прозвище
В результате проводимого террора, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_duelist,"Новое прозвище
В результате ряда побед на дуэлях, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_neuros,"Новое прозвище
В результате пережитого нервного срыва, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_traveller,"Новое прозвище
По причине частых путешествий, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_scars,"Новое прозвище
По причине большого количества шрамов, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_deer,"Новое прозвище
Из-за измены супруга, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_loser,"Новое прозвище
В результате пагубного пристрастия к игре в кости, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_blind,"Новое прозвище
По причине своей слепоты, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_lost_eye,"Новое прозвище
Из-за потери глаза, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_got_nickname_lost_arm,"Новое прозвище
Из-за потери руки, персонаж {soul_uuid} получил прозвище ""{nickname}"""
hint_locked_knowledge,"Недоступные знания
Эти знания недоступны. <hint=hint_holy_caravan>Святой Караван</hint> принесет книги с этими знаниями на продажу, если будут выполнены определенные условия.

Наведите на знание, чтобы увидеть в их описании эти условия."
hint_action_assasins_guest_give_child,"Пожертвовать первенца
Жрец <hint=hint_dahamat_cult>богини Дахамат</hint> прибыл вашу провинцию в поиске новых душ. Если вы готовы отдать ему <b>первенца короля</b>, то в ответ культ сможет тайно убить любого вашего врага в любой точке Норланда.

$ Вы больше не увидите ребенка, которого пожертвуете культу. 
$ После этого вы сможете тайно устранить любого своего врага, где бы тот ни был. Смерть будет выглядеть естесственно, и никто вас не заподозрит."
hint_action_assassination,"Тайное убийство
Вы пожертвовали ребенка <hint=hint_dahamat_cult>культу Дахамат</hint>, и теперь жрецы культа готовы исполнить свое обещение.

$ Если вы выберите это действие, этот персонаж будет тайно убит в течение суток.
$ Смерть будет выглядеть ествесственно, и никто не заподозрит вас.
$ После этого обещание будет считаться выполненным."
hint_nt_guest_arrive,"Прибыл особый гость
В вашу провинцию прибыл особый гость. Возможно, он задержится на пару дней, или уйдет сегодня же.

Вы можете узнать, какие взаимодействия доступны с ним, нажав на кнопку Действие в его меню."
hint_watch_tower_archers,"Защитная башня
Воины в башне стреляют дальше и точнее, чем обычно. Они начнут стрелять автоматически, как только враг окажется в радиусе их стрел.

$ Назначайте количество воинов, которые займут башню, а также назначьте вооружение, которое они будут использовать
$ Вы можете настроить автоматический сбор лучников в башню, когда враг рядом с городом, или созывать их вручную по кнопке справа.
$ После созыва, воинам потребуется время, чтобы забрать назначенное им вооружение со склада и добраться до башни.
$ Вы также можете приказать им стрелять в первую очередь во вражеских лучников (по умолчанию они стреляют в самых незащищеных рукопашных воинов)
$ Воины, которые заняты в башнях, будут иметь специальную иконку на портрете в меню Армии"
hint_action_hire_escaped_lord,"Пригласить в семью
Персонаж станет частью вашей благородной семьи на правах <hint=hint_untitled_lord>младшего лорда</hint>.

{soul_uuid} ухудшит отношение к вашему правителю на <red>{rel_de}</red>"
hint_nt_escaped_lord_arrive,"Младший лорд в бегах
<hint=hint_untitled_lord>Младший лорд</hint> {soul_uuid_lord} из соседней провинции {faction_uuid} просит принять его в вашу семью.

Очевидно, у него конфликт с его сюзереном, так что ваше решение принять его, может осложнить отношения с правителем {soul_uuid}
{optional_click_to_read_message}"
hint_bld_watch_tower,"Башня лучников
<hint=hint_watch_tower_archers>Защитная башня</hint>, в которое можно назначить <hint=hint_persons_warriors>воинов</hint>. Лучники в башне стреляют дальше и точнее, чем обычно.

$ Для снаряжения воинов в башне потребуется оружие дальнего боя.
$ Эта башня вмещает в себя {arch_number} лучников."
hint_watch_tower_summon,"Созвать лучников
Призвать воинов на эту башню. 

Придется немного подождать, пока они заберут назначенное вооружение и доберутся до башни."
hint_watch_tower_summon_abort,"Распустить лучников
Воины покинут башню и вернут вооружение на склад."
hint_watch_tower_checkbox_shoot_in_archers,"Выцеливать лучников
Когда галочка нажата, лучники на башне будут в первую очередь целится во вражеских лучников."
hint_watch_tower_checkbox_auto_summon,"Автоматический призыв
Если галочка нажата, при появлении врага на карте провинции, воины автоматически заберут оружие на складе и займут башню."
hint_dahamat_cult,"Куль Дахамат
Дахамат - древняя богия плодородия народа Макха, которая в ранние имперские времена была вытеснена культом Матери Софии. 

Хотя священные рощи и древние алтари Дахамат были оскверенены, а их месте были возведены храмы Матери Софии, жрецы Дахамат не были истребленны полностью, и превратили культ в тайное, крайне закрытое общество. В то время как Мать София унаследовала многие черты старой Дахамат, более поздний культ старой богини приобрел многие зловещие черты, позволившие ее последователям успешно выжить до последнего времени.

В частности, жрецы культа обладают способностью тайно убивать любого человека, будь то лорд или король, в любой точке Норланда. Невежественные слухи приписывают этому умению сверхъестесственную природу, в то время как более просвещенные лорды говорят о отточенном за столетия актерском умении мимикрировать под любого человека, мастерски имитируя его язык, акцент, движения и одежду, что позволяет убийцам культа проникать в самые сокровенные места и использовать там древний яд, не оставляющий следов.

Жрецы культа часто посещают города, предлагая свои услуги в обмен на первенцев благородных королей, которых затем воспитывают в своей религии. 

Фактическое местонахождение жрецов Дахамат, несмотря на живой интерес Святой Инквизиции, остаются тайной, возможно связанной с нежеланием некоторых королей вступать в конфликт с культом."
hint_watch_tower_lack_of_weapon,"Не хватает оружия
Назначьте в меню башни больше дальнобойного оружия, чтобы его хватало всем воинам."
hint_impotence,"Импотенция
По неизвестной причине, персонаж больше не может заниматься сексом."
hint_longlive,"Долгожительство
Благодаря особому знанию, жизнь этого персонажа будет дольше на {number} лет."
hint_male_birth,"Благословление Софии
По воле Матери Софии, все дети этого персонажа будут рождаться мальчиками"
hint_resource_crossbow,"Арбалет
Дальнобойное оружие.

$ Успешно пробивает и разрушает броню и щиты.
$ По сравнению с <hint=hint_resource_bow>Луком</hint>, гораздо менее эффективен небронированных целей, так как заряжается в 2 раза медленее.

<b>Производство</b>
$ Производится в <hint=hint_bld_workshop>Мастерской</hint>.
$ Для создания требуется <hint=hint_resource_wood>1</hint> и <hint=hint_resource_steel>1</hint>."
hint_action_depart_uniq_guest,"Прогнать
Прогнать гостя. Возможно, вы избежите плохих последствий от его пребывания, но вы также можете упустить интересные возможности."
hint_action_hire_mountain_knight,"Нанять рыцаря
Наняв этого беглого мародера вы получите необычайно мощного рыцаря, который сможет возглавлять ваши отряды. 

Однако, вскоре вам придется выдержать атаку {warriors_min} - {warriors_max} его бывших <hint=hint_person_maroders>сородичей-мародеров</hint>."
hint_action_trade_with_knowledge_trade,"Торговать книгами
Скриптоник торгует уникальными книгами, которые нельзя купить больше нигда."
hint_action_witch_give,"Ведьма: Предать правосудию
Вы передаете ведьму в руки церкви, после чего она будет казнена.

$ Отношения с <hint=hint_relations_matriarch>Матриархом</hint>: <green>+{rel_inc}</green>"
hint_action_witch_save,"Ведьма: Подкупить Епископа
Вы убеждаете Епископа не заметить прихода ведьмы в ваше поселение. За это ведьма будет вам благодарна.

$ Стоимость подкупа: <hint=hint_resource_rune>{cost}</hint>"
hint_action_bandit_slave_buy,"Выкупить пленника
После выкупа, он станет вашим пленником, и сохранит тайну своего происхождения до тех пор, пока вы его не освободите.

$ Стоимость выкупа: <hint=hint_resource_rune>{gold}</hint>"
hint_action_buy_dog,"Купить собаку
Лорд, который купит собаку, получит верного питомца который будет с ним до конца жизни.

$ Цена: <hint=hint_resource_rune>{cost}</hint>"
hint_action_sacrifice_allow,"Разрешить красную мессу
Отдать архонтам 3 пленника, чтобы они провели Красную мессу в вашей провинции, славя <hint=hint_dead_god_herecy>Мертвого Бога</hint>.

$ Епископ должит об этом Матриарху и его отношение вашему королю ухудшится на: <red>{rel_dec}</red>
$ Ваш правитель получит благословение Мертвого бога, которое часто открывает человеку неожиданные для него стороны личности и умения."
