Key,Italiana
hint_sudden_attack_burning_unfair_result,"Radere al suolo
Il tuo esercito marcia senza preavviso per eliminare {faction_uuid} dalla faccia della terra.

$ Rapporto con {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Rapporti con i vicini: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_city_burn_unfair_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"Costrizione al vassallaggio
Invii un esercito a conquistare la provincia e annetterla al tuo regno come <hint=hint_vassal>vassalla</hint>.

Gli attacchi senza preavviso sono malvisti dalla <hint=hint_relations_matriarch>Matriarca</hint> perché infrangono regole non scritte e seminano il caos.

{optional_attack_on_vassal_or_ally}
$ Rapporto con {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Rapporto con i vicini: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"Costrizione al vassallaggio
Il tuo esercito è in marcia per conquistare la provincia di {faction_uuid} e annetterla al tuo regno come <hint=hint_vassal>vassalla</hint>.

{optional_attack_on_vassal_or_ally}
$ Rapporto con {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Rapporto con i vicini: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"Costrizione al vassallaggio
Invii un esercito a conquistare la provincia e annetterla al tuo regno come <hint=hint_vassal>vassallo</hint>.

Dato che il monarca di questo insediamento non è tuo <hint=hint_faction_relations_deadly_enemy>nemico mortale</hint>, questo attacco verrà considerato un <red>tradimento</red> e comprometterà il rapporto con i vicini e la Matriarca.

{optional_attack_on_vassal_or_ally}
$ Rapporto con {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Rapporti con i vicini: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair_result,"Costrizione al vassallaggio
Il tuo esercito marcia senza preavviso per conquistare la provincia di {faction_uuid} e annetterla al tuo regno come <hint=hint_vassal>vassallo</hint>.

{optional_attack_on_vassal_or_ally}
$ Rapporto con {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Rapporti con i vicini: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_demand_vassal_unfair_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair,"Costrizione alla neutralità
Attacchi la provincia di {faction_uuid} per costringerla a restare neutrale. Se vinci, {soul_uuid_king} rescinderà ogni legame politico con vassalli, sovrani o alleati. Questa provincia diventerà politicamente indipendente e neutrale.

Gli attacchi senza preavviso sono malvisti dalla <hint=hint_relations_matriarch>Matriarca</hint> perché infrangono regole non scritte e seminano il caos.

{optional_force_neutrality_additional_effects}
$ Rapporto con {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair_result,"Costrizione alla neutralità
Il tuo esercito è in marcia per costringere la provincia di {faction_uuid} a restare neutrale.

{optional_force_neutrality_additional_effects}
$ Rapporto con {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair,"Costrizione alla neutralità
Attacchi la provincia di {faction_uuid} per costringerla a restare neutrale. Se vinci, {soul_uuid_king} rescinderà ogni legame politico con vassalli, sovrani o alleati. Questa provincia diventerà politicamente indipendente e neutrale.

Dato che il monarca di questo insediamento non è tuo <hint=hint_faction_relations_deadly_enemy>nemico mortale</hint>, questo attacco verrà considerato un <red>tradimento</red> e comprometterà il rapporto con i vicini e la Matriarca.

{optional_force_neutrality_additional_effects}
$Rapporto con {soul_uuid_king}: <red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ Rapporti con i vicini: <red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair_result,"Costrizione alla neutralità
Il tuo esercito marcia senza preavviso per costringere la provincia di {faction_uuid} a restare neutrale.

{optional_force_neutrality_additional_effects}
$ Rapporto con {soul_uuid_king}: <red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$ Rapporti con i vicini: <red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$ Rapporto con la Matriarca: <red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_letter_sudden_attack_1,"~ 
Vedo che avete deciso di ricorrere all'elemento sorpresa. Temo che vi attenda una delusione, poiché prevedevo che avreste utilizzato un trucco tanto vile!"
hint_letter_sudden_attack_2,"~ 
Credi che il vostro attacco mi colga alla sprovvista? Ricredetevi! Se avevate intenzione di prepararmi una brutta sorpresa, sarete voi a sorprendervi dinanzi all'esito della battaglia!"
hint_letter_sudden_attack_3,"~ 
Un attacco disonorevole senza alcun avvertimento è tutto ciò che ha congegnato il vostro cervello? Vostra madre si è accoppiata con un cinghiale, non mi sorprende che il puzzo di tradimento della vostra città si avverta in ogni angolo di Norland!"
hint_letter_sudden_attack_4,"~ 
I nostri vicini mi avevano messo in guardia dalla vostra mancanza di onore e dignità. Ebbene, presto avrete il posto che vi spetta... nelle stalle!"
hint_letter_sudden_attack_5,"~ 
Attaccare un vicino senza preavviso non è un atto onorevole. Ma, in effetti, cosa può saperne di onore l'ibrido tra un ratto e un essere umano che è nato in un porcile? Vi schiaccerò in ogni caso!"
hint_unavailable_join_army_sudden_attack,"Impossibile arruolare
Solo le tue forze possono compiere un attacco a sorpresa."
hint_mind_beer_drinking,"[hint_mind_caption]
Non male questa birra! E che piacevole ebbrezza!

Motivo: consumo di <hint=hint_resource_beer>birra</hint>
[hint_mind_remain_time]"
hint_mind_prayed,"[hint_mind_caption]
Madre Sofia ascolterà scuramente le mie preghiere... Questo mi tranquillizza."
hint_trait_sleepiness,"Sonnolenza
Il personaggio non dorme da molto tempo e presto potrebbe crollare dal sonno nel punto in cui si trova."
hint_mind_sleepiness,"[hint_mind_caption]
Oh, che sonno! (sbadiglia)

Motivo: il personaggio non dorme da molto tempo."
hint_trait_sex_desire_weak,"Desiderio sessuale
Il personaggio non ha rapporti sessuali da molto tempo e sente un desiderio crescente.

Questa mancanza lo angustia, rendendolo incline a cercare partner sessuali il prima possibile."
hint_trait_sex_desire_strong,"Ossessione sessuale
Il personaggio non ha rapporti sessuali da moltissimo tempo ed è affetto da un livello di eccitazione elevato.

Questa mancanza lo sconvolge, spingendolo a cercare partner sessuali ogniqualvolta sia possibile.
{optional_monogam_warning}"
hint_mind_sex_desire_weak,"[hint_mind_caption]
Voglio fare sesso. Sì, voglio fare sesso!

Motivo: il personaggio non ha rapporti sessuali da molto tempo."
hint_mind_sex_desire_strong,"[hint_mind_caption]
Chiunque andrà bene! Non ce la faccio più!

Motivo: il personaggio non ha rapporti sessuali da moltissimo tempo."
hint_mind_malnutrition,"[hint_mind_caption]
Sento lo stomaco brontolare! È decisamente ora di mangiare!

Motivo: il personaggio non mangia da molto tempo."
hint_trait_malnutrition,"Malnutrizione
Il personaggio non mangia da molto tempo ed è affamato. Se la situazione non cambia, ciò potrebbe causare sfinimento e sfociare nell'inedia."
hint_bodyguards,"Guardie del corpo
I guerrieri assegnati seguiranno il nobile durante la sera, proteggendolo dagli attacchi."
hint_trait_on_bender,"Ebbrezza
A causa della sua infelicità, il nobile non riesce a smettere di bere, vuotando una bottiglia dopo l'altra fino a svenire. Finché questo effetto dura, potrebbe scatenare una rissa con un personaggio casuale."
hint_letter_ai_sudden_attack_1,"~
Non ne posso più dei vostri patetici tentativi di impersonare un monarca! I miei valorosi guerrieri vi insegneranno presto le buone maniere!"
hint_letter_ai_sudden_attack_2,"~
Pensate di avere coraggio, non è vero? Vediamo come ve la cavate contro i miei guerrieri!"
hint_letter_ai_sudden_attack_3,"~
Finora ho permesso che il vostro patetico porcile continuasse a esistere, ma adesso è arrivato il momento di rimettervi in riga. Spero che la vostra misera provincia valga qualcosa."
hint_letter_ai_sudden_attack_4,"~
Alla ricezione di questa lettera, sarete di certo sotto al tavolo a nascondervi dai miei guerrieri mentre essi ristabiliscono l'ordine nella vostra città. Mi dispiace, ma potete soltanto restare a guardare."
hint_letter_ai_sudden_attack_5,"~
Dichiaro di aver esaurito la pazienza; pagherete per la vostra stupidità e negligenza. Per il momento, però, non vi farò uccidere. Sempre che io non cambi idea."
hint_ai_sudden_attack_assault,"Attacco improvviso!
{soul_uuid_king} di {faction_uuid} ha deciso improvvisamente di attaccare la tua città per <b>saccheggiare</b> la tua tesoreria. Il suo esercito è già in marcia.

A causa della subitaneità dell'attacco, i tuoi alleati non avranno il tempo di venire ad aiutarti, ma anche {soul_uuid_king} potrà contare solo sulle proprie forze."
hint_ai_sudden_attack_vassalize,"Attacco improvviso!
{soul_uuid_king} di {faction_uuid} ha deciso improvvisamente di attaccare la tua città per <b>renderti suo vassallo</b>. Il suo esercito è già in marcia.

A causa della subitaneità dell'attacco, i tuoi alleati non avranno il tempo di venire ad aiutarti, ma anche {soul_uuid_king} potrà contare solo sulle proprie forze."
hint_bodyguards_count,"Guardie
Le guardie prendono servizio intorno alle 23:00 quando i criminali diventano attivi e si congedano alle 4:00.

Le guardie vengono assegnate dal gruppo di guerrieri disponibili (il secondo numero) che non sono impegnati nelle pattuglie o nella sorveglianza di altri nobili."
hint_bodyguards_level,"Livello di combattimento
Imposta un livello di combattimento minimo richiesto per le guardie assunte, ma assicurati di avere guerrieri disponibili con quel livello."
hint_bld_fortification_tower,"Torre di tronchi
Una <hint=hint_watch_tower_archers>struttura difensiva</hint> alla quale puoi assegnare dei <hint=hint_persons_warriors>guerrieri</hint>. Gli arcieri nella torre scoccano le frecce in maniera più veloce e accurata del solito. 

$ I guerrieri della torre devono essere equipaggiati con armi a distanza.
$ La torre di tronchi è più resistente della <hint=hint_bld_watch_tower>torre degli archi</hint>.
$ Questa torre ospita {arch_number} arcieri."
hint_bld_wooden_wall_section,"Palizzata
Le mura cittadine in legno più semplici. Usale per circondare le strutture importanti e proteggerle. Non dimenticare di aggiungere cancelli e torri."
hint_bld_fortification_gate,"Cancello
Costruito nelle mura cittadine (come la palizzata). Si apre e si chiude automaticamente."
hint_optional_philistine,
hint_encyclopedia_philistine,
hint_trait_philistine,
hint_crimer,"Criminale
Un personaggio che è stato scoperto e <hint=hint_persons_slave>catturato</hint> dalle <hint=hint_persons_guard>guardie di pattuglia</hint> mentre commetteva un crimine.

Potrebbe subire una giusta punizione sul <hint=hint_bld_scafod>patibolo</hint> per il divertimento degli onesti cittadini, oppure continuare a vivere come prigioniero."
hint_terror_slaves,"Terrore del prigioniero
Il modo più sicuro per intrattenere i cittadini con le esecuzioni senza turbare la loro coscienza.

Conseguenze:
$ Tre conoscenti del prigioniero giustiziato riceveranno un forte pensiero negativo.
$ Il malcontento tra i prigionieri aumenterà, il che potrebbe portare a una loro <hint=hint_slave_riot>rivolta</hint>."
hint_mind_crime_in_city,"[hint_mind_caption]
Le voci sui crimini in città mi inquietano molto. Spero che il monarca schieri altre pattuglie!"
hint_tech_philosophy_history,"Storia della filosofia
Consente di tenere un <hint=hint_sermon_agnostic>sermone miscredente</hint>."
hint_mind_slept_on_ground,"[hint_mind_caption]
Cosa può esserci di peggio che passare la notte su un terreno umido? Mi fa male tutto il corpo e sto morendo di freddo!

<b>Suggerimento:</b>
$ Il personaggio ha dormito per terra. Se non ci sono abbastanza risorse per costruire alloggi, edifica un tempio, dove, seguendo l'antica tradizione dell'ospitalità, i senzatetto possono passare la notte."
hint_sermon_usual_preach,"Sermone felice
I credenti pregano insieme e il morale aumenta notevolmente per un giorno, poiché Madre Sofia è tra loro.
{optional_preach_cost}"
hint_preach_doubt_unavailable_by_knowledge,"Non disponibile
Per questo, devi studiare <hint=hint_tech_philosophy_history>Storia della filosofia</hint>."
hint_preach_unavailable_by_bishop,"Non disponibile
I sermoni possono essere tenuti solo con la benedizione del <hint=hint_bishop>vescovo</hint>, ma lui non è in città."
hint_duelist,"Duellante
Questo personaggio può provocare duelli ed è abile nei combattimenti. Fai attenzione se compare nella tua provincia."
hint_intriguan,"Complottista
Questo personaggio è abile nella manipolazione, nell'esercitare influenza ed è capace di provocare conflitti e creare <hint=hint_encyclopedia_puppets>fantocci</hint> tra i nobili. Fai attenzione se compare nella tua provincia."
hint_de_bums_in_rags_can_attack,"Reietti
La tua città ha raggiunto un livello di prosperità abbastanza alto da cominciare ad attirare i reietti.

[hint_rags]"
hint_rags,"Reietti
Sono i fuorilegge più infimi e deboli: ex vagabondi e popolani, esiliati dalle città per i loro crimini. Vivono nelle foreste vicino alle città, sperando di lanciare rapide incursioni nelle case vicine.

Di solito, non rappresentano una minaccia per i nobili, poiché al massimo possono rapire un popolano per un riscatto o rubare del cibo da una casa isolata. Tuttavia, a volte, appiccano incendi agli edifici per creare una distrazione."
hint_sermon_usual_preach_context,"Sermone felice
{skill_name}: {skill_level}

$ Ogni partecipante al sermone riceve <green>+{moral_add}</hint> al morale.
$ Il pensiero durerà per un giorno (la sua forza diminuirà progressivamente)."
hint_preach_unavailable_by_runes,"Non disponibile
{soul_uuid} deve avere almeno <hint=hint_resource_rune>{runes}</hint>."
hint_work_spaces,"Posti di lavoro
Il numero tra parentesi sotto l'icona dei popolani nell'angolo in alto a sinistra mostra il bilancio dei posti di lavoro.

Se è positivo, indica il numero di persone disoccupate in città.
Se è negativo, indica il numero di posti di lavoro disponibili (cioè quanti lavoratori mancano)."
hint_de_bums_in_rags_attack_town,"I reietti sferrano un attacco!
Difendi la tua città!"
hint_mind_was_in_patrol,"[hint_mind_caption]
Pattugliare in armatura è un'esperienza unica...

Motivo: ha partecipato a una pattuglia."
hint_mind_ceremony,"[hint_mind_caption]
È stato incredibilmente solenne! Sono senza parole!

Motivo: ha partecipato a un evento cerimoniale."
adv_tutorial_2.obj_king_needs_1_new,"Morale del personaggio

Tutti gli abitanti della tua città hanno i propri <b>pensieri</b>, che insieme determinano il loro <b>morale</b>.

I pensieri possono sorgere se un personaggio ha bisogni insoddisfatti per lungo tempo, come reazioni a eventi, a seguito di conversazioni e per molte altre ragioni.

$ Seleziona un nobile facendo clic sul suo ritratto per vedere i suoi pensieri."
adv_tutorial_2.obj_king_needs_2_new,"Morale del personaggio

Se il <b>morale</b> di un nobile scende a causa di <b>pensieri negativi</b>, inizierà a parlare con durezza, generando potenziali conflitti. Se la situazione non migliora, col tempo, ciò potrebbe causare un esaurimento nervoso.

Al contrario, un morale alto può ispirare il nobile, potenziare le sue abilità e renderlo più amichevole."
adv_tutorial_2.obj_king_needs_3_new,"Morale del personaggio

Le cause più comuni dei pensieri negativi sono la mancanza di cibo e di riparo, mentre il modo più semplice per migliorare il morale è tramite il consumo di alcolici.

Hai una scorta di cibo per ora, ma è meglio organizzare una produzione autonoma.

Per farlo, impariamo a costruire e gestire gli edifici, iniziando dalla gestione dei costruttori."
adv_tutorial_2.obj_instructions_new,"Amministrazione degli edifici

In Norland controlli solo la famiglia nobiliare, mentre i costruttori avranno bisogno di ordini per iniziare a lavorare.

Devi assegnare un nobile amministratore al salone e i servi del salone impartiranno gli ordini agli edifici quotidianamente. Se l'amministratore è assente, verrà sostituito.
{split}
Assegniamo un amministratore al salone, dove i costruttori sono affiancati dai servitori.

1. Seleziona il salone.
2. Fai clic sul pulsante ""ORDINI"" nel menu dell'edificio <b>in basso a sinistra</b>.
3. Seleziona un nobile con l'abilità Amministrazione più alta per il ruolo di amministratore.
4. <b>Aspetta</b> che il nobile dia le istruzioni ai servitori, che le trasmetteranno poi ai lavoratori."
adv_tutorial_2.obj_peasant_hint_hover_new,"Morale dei popolani

Soddisfacendo i bisogni dei popolani, ne aumenti il morale medio, che a sua volta influenza la <b>migrazione</b>. Un morale medio <b>al di sopra di 50</b> attira nuovi lavoratori in città. Al contrario, se il morale medio scende <b>al di sotto di 25</b>, i popolani se ne andranno e si daranno al crimine.

Ci sono molti modi per migliorare il morale, come gli alcolici, i sermoni del tempio e le esecuzioni, ma spesso il metodo più semplice è eliminare i pensieri negativi.

Scopriamo quali sono le preoccupazioni più diffuse.

$ Posiziona il cursore sull'icona dei popolani nell'angolo superiore sinistro."
adv_tutorial_2.obj_peasant_hint_hover_1_new,"Libri e conoscenza

Nella parte inferiore si trovano i pensieri negativi principali dei popolani e il numero di personaggi che li condividono.

Come vedi, al momento sono scontenti a causa del gusto blando delle <b>rape</b>.

Possiamo avviare la produzione di cibo di qualità superiore, ma per farlo abbiamo bisogno di conoscenze contenute nei libri. Ma dove possiamo trovarli?

È qui che entra in gioco la <b>Carovana sacra</b>. Abbiamo anche bisogno di <b>oro</b>."
adv_tutorial_2.buy_goods_new,"Libri e conoscenza

La Chiesa mantiene un equilibrio naturale della domanda, quindi vendere quantità eccessive di un prodotto ne farà scendere il prezzo. Ma per ora, c'è una scorta disponibile.

1. Vendi 30 unità del liquore che hai prodotto.
2. Acquista il libro ""Campo di segale e mulino"".
3. Chiudi il menu del commercio.

$ Puoi spostare più oggetti contemporaneamente tenendo premuto {input.action.gui_add_more}."
adv_tutorial_2.open_knowledge_new,"Libri e conoscenza

Ora che abbiamo un libro sulla coltivazione della <b>segale</b> e sulla produzione della <b>farina</b>, può essere studiato in biblioteca tramite il <b>menu della conoscenza</b>.
{split}
I libri possono essere scritti in lingue straniere, ma la maggior parte è in lingua imperiale.

1. Apri il <b>menu della conoscenza</b>.
2. Assegna un nobile allo studio di ""Campo di segale e mulino""."
adv_tutorial_2.person_main_new,"Menu del nobile

Il menu del nobile mostra gli attributi principali (come il <b>morale</b> e la <b>lealtà</b>), l'inventario e i tratti. Altre schede ti permettono di visualizzare i suoi tratti caratteriali e il suo rapporto con altri nobili.
{split}
Ma in questo momento, possiamo notare che il suo morale è influenzato da un forte pensiero negativo. Puoi passare il cursore su ogni icona o attributo per ottenere maggiori dettagli.

$ Posiziona il cursore sul pensiero per saperne di più."
adv_tutorial_2.set_reward_new,"Desiderio di anelli

Dunque, il turbamento è provocato da un desiderio non soddisfatto.

Posizionando il cursore sull'icona del desiderio (nella sezione <b>Sentimenti forti</b>), scoprirai che questo nobile brama anelli sacri.
{split}
Gli anelli mostrati nell'elenco delle risorse <b>nella parte superiore sinistra</b> appartengono al monarca e sono inseriti nel suo inventario.

Condividiamo gli anelli sacri con questo nobile concedendogli una ricompensa e, allo stesso tempo, aumentiamo la sua <b>lealtà</b>.

1. Fai clic sul pulsante ""Azione"".
2. Seleziona la voce ""Monarca"".
3. Seleziona l'azione ""Ricompensa"" e designa il ""Monarca"" come agente."
hint_terror_nobody,"Nessuna punizione
Le punizioni vengono interrotte e il boia si concentra solo sull'intimidire i potenziali criminali."
hint_terror_criminals,"Criminali
Ogni sera, i boia puniscono coloro che sono considerati <hint=hint_crimer>criminali tra i prigionieri</hint>.

$ Un boia punisce un criminale al giorno.
$ Se avanza del tempo, intimorirà i potenziali piantagrane per evitare che commettano crimini."
hint_terror_select,"Politica sulle punizioni
Seleziona i gruppi che saranno soggetti a punizione."
hint_speach_social,"Conversazione cortese
I personaggi si scambiano cortesemente osservazioni banali su notizie e indiscrezioni.

$ Entrambi i nobili ricevono un piccolo pensiero sociale positivo reciproco.
$ Il morale dei personaggi deve essere al di sopra di 25 affinché scelgano questa interazione."
hint_ico_peasant_new,"Popolani
$ Totale di popolani in città: {peasant_total}
$ <hint=hint_mood>Morale</hint> medio attuale: {peasant_middle_happyness_now}
$ <hint=hint_mood>Morale</hint> medio nelle ultime 24 ore: {peasant_middle_happyness_24h}
$ <hint=hint_migration>Migrazione</hint> prevista: {migrants_arrive}

$ <hint=hint_work_spaces>Posti di lavoro</hint>: {peasant_work_places}
$ Senza casa: {peasant_homeless}
$ <hint=hint_wealth>Ricchezza</hint> media: <hint=hint_resource_gold>{peasant_middle_rich}</hint>

Composizione sociale:
$ <hint=hint_persons_fanatic>Fanatici</hint>: {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>Nettaredipendenti</hint>: {nectaraddicted}
$ <hint=hint_loyalist>Lealisti</hint>: {loyalist}

Composizione culturale:
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_slaves_new,"Prigionieri
$ Numero totale di prigionieri in città: {slaves_total}
$ <hint=hint_slave_happines>Morale</hint> medio: {slaves_middle_happiness}

$ Occupati: {slaves_workers}
$ Disoccupati sani: {slaves_nowork}
$ <hint=hint_person_invalids>Incapacitati</hint>: {slaves_invalids}
$ <hint=hint_crimer>Criminali</hint>: {crimer_count}

Composizione sociale:
$ <hint=hint_persons_fanatic>Fanatici</hint>: {slave_fanatics}
$ <hint=hint_addict>Nettaredipendenti</hint>: {nectaraddicted}

Composizione culturale:
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_actor_appoint_unavailable,"Nessuna azione disponibile
Non ci sono azioni disponibili per questo personaggio."
hint_unavailable_resources_for_trade,"Risorse insufficienti
{optional_trade_info}
[hint_unavailable_resources]"
hint_unavailable_gold_for_trade,"Oro insufficiente
{optional_trade_info}
[hint_unavailable_gold]"
hint_unavailable_bad_opinion_or_need_peace,"Rapporto non sufficientemente buono
[hint_unavailable_bad_opinion]

<b>Suggerimento:</b>
$ Puoi concludere un <b>accordo di pace</b> per visitare la città indipendentemente dal rapporto tra i monarchi."
adv_tutorial_2.close_production_new,"Fatto!

Ora i servitori del salone, incaricati dal tuo nobile amministratore, comunicheranno ai lavoratori del <b>birrificio</b> cosa desideri da loro. I lavoratori prenderanno quindi le <b>rape</b> dal magazzino e, al termine della giornata, vi porteranno il <b>liquore</b> di rapa prodotto.

Ricorda che possiedi già 50 unità di liquore ma, per completare il compito e raggiungere una scorta di 100, ti serviranno altre 50 rape, in quanto ogni rapa produce una unità di liquore.
{split}
$ Chiudi il menu di produzione."
hint_action_task_make_puppet,"Creazione di un fantoccio
Se il rapporto di un personaggio verso un altro è al di sopra di <green>{puppet_rel}</green> (e nel caso della prole verso i genitori, la soglia è <green>{puppet_children}</green>), quel personaggio può diventare un <hint=hint_encyclopedia_puppets>fantoccio</hint>.

In tal caso, il personaggio diventerà un fantoccio del tuo monarca, il che significa che eseguirà tutti i tuoi ordini."
hint_action_task_make_puppet_context,"Creazione di un fantoccio
{soul_uuid_2} diventerà un fantoccio di {soul_uuid_1}."
hint_action_task_make_puppet_not_king,"Il monarca non può essere un fantoccio
{soul_uuid} è un monarca e non può diventare un fantoccio."
hint_unavailable_is_my_master,"Il fantoccio non può essere un idolo
{soul_uuid_1} è direttamente o indirettamente un fantoccio di {soul_uuid_2}, quindi non può essere il suo idolo."
hint_unavailable_has_master_already,"Un fantoccio non può avere due idoli
{soul_uuid_puppet} ha già un idolo ({soul_uuid_master}) e non può diventare il fantoccio di un altro personaggio."
hint_unavailable_cannot_make_puppet,"Non disponibile
{soul_uuid_1} non può diventare un fantoccio di {soul_uuid_2}."
hint_unavailable_has_puppet,"Un idolo non può essere un fantoccio
{soul_uuid} è già un idolo e non può essere un fantoccio."
hint_mind_overpopulation,"[hint_mind_caption]
C'è così tanta gente in questa città che non c'è nemmeno spazio per camminare! E questa puzza di fogna! È insopportabile!

<b>Suggerimento</b>
La popolazione della città è al di sopra di {threshold}, causando problemi di igiene, odore e pulizia. Man mano che la popolazione cresce ulteriormente, il malcontento aumenterà, ma questo può essere compensato con alcolici, esecuzioni, religione e altri metodi che migliorano il morale."
hint_guest_parent,"Genitore
Il personaggio è venuto per fare visita alla sua prole."
hint_advisor_peasants_unhappy_2,"[hint_advisor_caption]
Il morale medio dei tuoi popolani è sceso al di sotto di <red>{gone_tres}</red> per il giorno, il che significa che iniziano a lasciare la città.

Ci sono molti modi per migliorare il loro morale e attirarli di nuovo nel tuo insediamento.

$ Posiziona il cursore sull'icona dei popolani nell'angolo in alto a sinistra e controlla i pensieri negativi più frequenti. Forse mancano alloggi?
$ Organizza sermoni felici oppure aumenta il numero di fanatici tenendo sermoni di fede nel <hint=hint_bld_temple>tempio</hint> (quest'ultima opzione rafforzerà il <hint=hint_bishop>vescovo</hint>).
$ Alza i loro compensi, vendi più alcolici e cibo di alta qualità oppure considera l'uso del <hint=hint_resource_nectar>nettare</hint>.
$ Organizza esecuzioni spettacolari al <hint=hint_bld_scaffold>patibolo</hint>. Colloca il patibolo vicino alla locanda per attirare più spettatori.
$ Infine, puoi avviare una <hint=hint_nt_terror_culture>campagna per seminare il terrore</hint> contro la cultura malvista dalla maggioranza della popolazione.

Puoi leggere di più sul morale dei popolani <hint=hint_nt_unhappy>qui</hint>."
hint_display_event_burned_library,"La biblioteca è stata ridotta in cenere!
E con essa, alcuni preziosi libri, tra cui: 

{books_list}"
hint_display_event_burned_library_empty,"La biblioteca è stata ridotta in cenere!
Miracolosamente, non è andato perso nemmeno un libro."
hint_de_bums_in_rags_attack_soon,"I reietti stanno per attaccare la città.
Gruppi di reietti sono stati avvistati vicino alla città e tra {hours} ore la attaccheranno.

<b>Suggerimento:</b>
I reietti sono deboli, ma attaccano all'improvviso, quindi è meglio tenere una piccola guarnigione di arcieri in città e costruire alcune torri su cui possono posizionarsi."
punishment_unavailable_by_selection,"Non disponibile
Il gruppo per cui stai selezionando una punizione è già composto da <hint=hint_persons_slave>prigionieri</hint>."
hint_action_task_donate_to_bishop,"Ricompensa
Il personaggio riceverà una ricompensa dal monarca.

Monarca: {skill_name} livello {skill_level}

<b>Risultato:</b>
$ Pensiero <green>Ricompensa: {mind_modify}</green>
$ Rapporto con il monarca: <green>{relations_modify}</green>

<b>Costo:</b> <hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_unavailable_by_knowledge,"Non disponibile
È necessario studiare la conoscenza {knowledge_name}, che appartiene alla cultura tanaya.

Questo libro non si trova nella biblioteca della Santa Chiesa. Questa conoscenza può essere <hint=hint_encyclopedia_global_knowledge>trovata tra i vicini</hint> o con gli <hint=hint_nt_guest_arrive_knowledge_trader>Scriptonici</hint>."
hint_trait_saint,"Benedizione
La Matriarca ha ufficialmente concesso la sua benedizione al tuo monarca. Influenzerà le menti della popolazione per qualche tempo.

$ Il tuo monarca è libero dal peccato
$ I <hint=hint_persons_fanatic>fanatici</hint> tra i tuoi popolani sono pronti a unirsi al tuo esercito (menu del reclutamento nell'esercito).
$ L'opinione di tutti i nobili nei confronti del monarca è più alta e i sudditi sono più felici.

Tempo rimanente: {time}"
