Key,Turkish
hint_force_neutrality_demand_attack_success,"~
Başarılı bir saldırı sonucu {soul_uuid_king} yenildi ve anlaşmalarının hepsini feshetmek zorunda kaldı.

Savaşçıların eve zaferle dönüyor."
hint_force_neutrality_demand_attack_fail,"~
Savaşı kaybettin ve {soul_uuid_king} senden güçlü olduğunu kanıtladı. Tüm siyasi anlaşmaları yürürlükte kalıyor."
hint_optional_force_neutrality_alliance_current_sir_reaction,"~
<red>DİKKAT! {soul_uuid_king}, {faction_uuid_sir} lideri {soul_uuid_king_leader} tarafından kurulan ittifakın bir üyesi!</red>
$ {soul_uuid_king_sir} ile ilişkiler: <red>{rel_de_attack_vassal}</red>"
hint_optional_union_allyship_leader,"~

<b>Müttefikin Sorumlulukları</b>
$ Yardım göndermediğinde bunu hainlik olarak görür ve hükümdarına yönelik düşünceleri ciddi ölçüde kötüleşir. Eğer ilişkileriniz fazla zarar görürse <red>ittifaktan çekilebilir</red>. Bu durum komşularının ve diğer müttefiklerin hiç hoşuna gitmez."
hint_optional_union_allyship_ignore_was_leader,"~
<red>Bir müttefike ihanet ettin.</red>

$ {soul_uuid_king} adlı karakterin sana olan tavrı: <red>{rel_defence_alliance_not_help}</red>
$ Komşularının ve diğer müttefiklerin sana olan tavrı: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_exclude_relations_player_is_leader,"~
{soul_uuid_king}, onunla olan ilişkilerin düşmanlığa dönüştüğü için şehir ittifakından ayrıldı."
hint_exclude_relations_player_is_leader_letter_1,"~
Seninle müttefik olmak, oturup bana ihanet etmeni beklemek... Bunlar hazır olduğum şeyler değil. Eğer ilişkimiz düzelmezse başka yolların yolcusuyuz demektir."
hint_exclude_relations_player_is_leader_letter_2,"~
İntikamın ölüm korkusundan daha güçlü olduğunu biliyorum. Seninle yapacağım hiçbir ittifak beni senin nefretinden koruyamaz. İnceldiği yerden kopsun madem. Müttefik değil de düşman olduğumuzu itiraf edelim."
hint_church_good_opinion_against_universal,"~
$ Maderşah yağmacılara karşı yardım edilmesini onaylıyor: <green>{church_rel_im}</green>"
hint_defence_ally_army_info,"Destek Güçleri
{faction_uuid} kumandanı {commander_soul_uuid}
{optional_army_info}"
hint_event_faction_left_alliance,"~
{faction_uuid}, {leader_faction_uuid} tarafından yönetilen şehir ittifakından ayrıldı."
hint_event_faction_left_vassalage,"~
{faction_uuid}, {sir_faction_uuid} ile olan vasallığını feshetti."
hint_event_faction_alliance_destroyed,"~
{leader_faction_uuid} ittifakı tamamen dağıldı."
hint_event_faction_vassalage_destroyed,"~
{sir_faction_uuid} adlı karakterin vasal krallığı tamamen dağıldı."
hint_action_task_together_diplomacy,"Elçinin Ziyareti
Seçtiğin asilzade, aralarındaki ilişkiyi düzeltmek üzere hükümdarın adına hükümdarı ziyaret eder.

Bu süreçte bir sohbet gerçekleştirilir ve sohbetin sonucunda {soul_uuid_king} adlı karakterin hükümdarına karşı olan fikri değişir.

Bu sohbetin olumlu olma olasılığı elçinin <hint=hint_skill_manners>Terbiye</hint> becerisine bağlıdır."
hint_action_task_together_diplomacy_context,"Elçinin Ziyareti
Eylemi gerçekleştiren asilzade {soul_uuid_performer}: {skill_level}. seviye {skill_name}

Hükümdarın ile ilişkiler: <green>{rel_improve}</green>"
hint_unavailable_king_is_out_of_town,"Gerçekleştirilemez
Hükümdar {soul_uuid_king} şehirde değil."
hint_unavailable_king_can_not_be_performer,"Gerçekleştirilemez
Hükümdar bu göreve atanamaz.

<b>İpucu:</b> Hükümdarlar arası kişisel ilişkiler kurmak için Karakter menüsünden hükümdarını Zaman Geçir eylemine atayabilirsin."
hint_task_together_diplomacy_result,"~
Elçin görevini tamamladı.

Sonuç olarak {soul_uuid_king} adlı karakterin hükümdarına olan tavrı: <green>{rel_improve}</green>"
hint_unavailable_bad_opinion_for_trade,"Yetersiz İlişkiler
{optional_trade_info}
[hint_unavailable_bad_opinion]

<b>İpucu:</b> Onlar ile vasal krallığı veya aynı <b>özgür şehirler ittifakının</b> parçasıysan şahsi ilişki gözetilmeksizin hükümdarlar ile kalıcı ticaret sözleşmeleri yapabilirsin."
hint_optional_trading_volumes_reduced,"~
Bu kasabanın <red>köyü yakılmış</red> ve ürettiği kaynak miktarı <red>yarıya inmiş.</red>"
hint_optional_trading_volumes_zero,"Ticaret gerçekleştirilemiyor.
Kasabanın <red>iki köyü de yandığı için</red> ticaret talepleri <red>sıfıra düştü</red>. En az bir {faction_uuid} köyünün yeniden inşa edilmesini bekle."
hint_trade_agreement_demand_performer,"Şehirde satın alınanlar: {offer_resource_name}
[hint_trade_agreement_demand_generic]

Ticaret ortaklarının {skill_name} becerisindeki seviye farklılıklarından dolayı fiyat {price_penalty} olarak ayarlandı. 
$ {soul_uuid_performer} ({performer_skill_level}. seviye) 
$ {soul_uuid_trader} ({trader_skill_level}. seviye)

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_trade_agreement_offer_performer,"Şehirde satılanlar: {offer_resource_name}
[hint_trade_agreement_offer_generic]

Ticaret ortaklarının {skill_name} becerisindeki seviye farklılıklarından dolayı fiyat {price_penalty} olarak ayarlandı. 
$ {soul_uuid_performer} ({performer_skill_level}. seviye)
$ {soul_uuid_trader} ({trader_skill_level}. seviye)

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_shortcut_appoint_unavailable_invalid,"Seçilemez
Bu karakter üzerinde bir eylem gerçekleştiremezsin."
hint_shortcut_appoint_unavailable_lord_not_in_town,"Asilzade Kasabada Değil
Asilzadenin konumuna gitmek için tıkla."
hint_unavailable_bad_opinion_for_trade_additional_opinions_with_leader,"Çok Kötü İlişki
[hint_unavailable_bad_opinion]

Gereken ilişki seviyesinin daha yüksek olmasının nedeni süzerenle veya {faction_uuid} grubunun da bir parçası olduğu ittifakın {faction_uuid_leader} grubundan olan lideri {soul_uuid_leader} ile arandaki ilişkinin çok düşük seviyede olmasıdır.

<b>İpucu:</b> Aynı <hint=hint_tutorial_states>eyaletten</hint> olduğunuz sürece hükümdarlarla arandaki ilişki gözetilmeksizin onlarla kalıcı ticaret sözleşmeleri yapabilirsin."
hint_unavailable_king_guest_in_other_town,"Hükümdar kasaba dışında.
Hükümdar {soul_uuid} şu anda {faction_uuid} şehrini ziyaret ediyor.

Tahminî dönüş süresi: {remain_time}"
hint_trader_in_love,"~
* {soul_uuid_trader}, {soul_uuid_performer} için aşk ile yanıp tutuşuyor (ilişki seviyesi <green>100</green> üzeri) ve <green>büyük bir indirim yapabilir.</green>"
hint_trader_in_love_hint,"~
* <b>İpucu:</b> {soul_uuid_trader} eğer {soul_uuid_performer} için aşk ile yanıp tutuşuyorsa (ilişki seviyesi <green>100</green> üzeri) büyük bir indirim yapabilir."
hint_ally_force_neutrality_letter_1_player_not_help,"~
Topraklarımızın artık bölündüğünü bil. Bunun nedenini merak ediyorsan aynaya bak. Yardımına ihtiyacım olduğunda neredeydin? Bugünden itibaren eyaletin daha da küçüldü!"
hint_ally_force_neutrality_letter_2_player_not_help,"~
Eyaletinin bir parçası olmaya karar verdiğimde bana askerî yardım sözü vermiştin. Peki gerçekte olan neydi? Zor durumumda beni terk ettin! Bundan sonra bizi birbirimize bağlayan hiçbir şey yok!"
hint_ally_force_neutrality_letter_1_player_help_but_loose,"~
Gönderdiğin destek için teşekkürlerimi kabul et lütfen. Biliyorum, böyle savaşçıları kaybetmenin acısını zafer dindirmiyor ancak artık ikimiz de ayrı yolların yolcusuyuz. Umarım bana karşı nefret beslemezsin."
hint_ally_force_neutrality_letter_2_player_help_but_loose,"~
Cesurca savaştın ama şans bizden yana değildi. Bu kararı vermemin hiç kolay olmadığını itiraf etmem gerek ama artık yollarımızı ayırmanın vakti geldi. Pişmanım."
hint_unavailable_heir_rebellion_in_ai_town,"Güç Savaşı.
Bir güç savaşı olduğu sürece bu vilayetin asilzadeleri ve orduları, vilayetin sınırlarını terk etmez"
hint_unavailable_lord_in_defence_army,"Asilzade orduda.
Bu asilzade orduda ve şehre yardım etmeye geldi. Sosyal etkileşimlerde bulunulamaz."
hint_unavailable_lord_guest_in_other_town,"Asilzade kasaba dışında.
Bu karakter şu anda {faction_uuid} şehrinin bir misafiri.

Tahminî dönüş süresi: {remain_time}"
hint_unavailable_lord_on_global_map,"Asilzade yolculukta.
Bu karakter şu anda dünya haritasında bir yere doğru yolculuk ediyor."
hint_city_burn,"Yerle bir et

Düşmanına bütün şehrinin yıkılacağının ve ailesinin bütün fertlerinin öldürüleceğinin haberini ver. Sonrasında vilayet ıssız hâle gelir ve yıkıntıları asilzadelerinle ve köylülerinle yeniden iskan edebilirsin. Bu, yeni bir asil ailenin temelini atacaktır.

Bu hükümdarın <hint=hint_faction_relations_deadly_enemy>can düşmanı</hint> olduğun için bu saldırı komşuların tarafından anlayışla karşılanacaktır.

$ Savaşçılarının bu toplu kıyıma manevi olarak hazırlanmak adına dua etmek için iki güne ihtiyaçları vardır.

{soul_uuid_king} ile ilişkiler: {city_burn_rel_de}
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_note_recieved,"~
{soul_uuid_king}, bildirimini aldı ve bir ölüm kalım savaşına hazırlanıyor.

Bir yerleşkeyi daha yakıp yıkmadan ve bir asil aileyi daha katletmeden önce savaşçıların dua etmeli ve itirafta bulunmalı.

$ {soul_uuid_king} ile ilişkiler: {city_burn_rel_de}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}"
hint_city_burn_letter_1,"~
Savaşçı zannettiğin bir avuç acınası korkakla buraya gelip kazanabileceğini mi düşünüyordun? Aşırı öz güvenine hayran kaldım. Umarım yola çıkmışsındır, seni yendikten sonra çekeceğim ziyafeti hazırlatmaya başladım bile."
hint_city_burn_letter_2,"~
Savaşamayan herkes diz çökmek zorunda kalır. Senin de iyi bildiğin gibi ben onlardan biri değilim! Ordun bozguna uğrayacak ve bir esir bile almayacağız!"
hint_city_burn_waiting_description,"Güçlerin Birleşmesi
Savaşçıların yerleşkesini yakıp yıkmaya hazırlanırken {soul_uuid_king} müttefiklerini topluyor.
{optional_possible_helpers_against_player}"
hint_city_burn_waiting_ends,"~
$ {soul_uuid_king} saldırmanı bekliyor.
$ Savaşçıların da hazır.

Artık şehrine saldırabilir ve yakıp yıkabilirsin."
hint_city_burn_ready_description,"Saldırıyı bekliyor
{soul_uuid_king}, askerlerinin şehrine saldırmasını bekliyor.

$ <b>İki gün</b> içinde saldırmaya gelmezsen bir korkak ilan edileceksin."
hint_city_burn_coward,"~
Saldırıya gelmedin ve hükümdarın bir korkak olarak anılıyor.

$ Komşuların ve {soul_uuid_king} ile ilişkiler: <red>{rel_coward}</red>"
hint_city_burn_success,"~
Bu şehir yerle bir edildi. <hint=hint_resource_gold>{tribute_money}</hint> yağmalandı ve {soul_uuid_king} asil ailesi tarihe karıştı.

Vilayet artık senin kontrolünde, yıkıntılarını asilzadelerin ve köylülerin ile dilediğince yeniden iskan edebilirsin. Yeni bir asil ailenin temeli atılacaktır."
hint_city_burn_fail,"~
Savaşı kaybettin."
hint_city_burn_fair_letter_success_mat_1,"~
Bu savaşı bitirmene yardım eden Sophia'ya şükürler olsun. Kayıplarımızı saymanın ve geçmişteki nefret ve husumet kalıntılarını kullanarak barışı inşa etmenin zamanı geldi. Olacağını biliyorum çünkü Sophia bunu istiyor."
hint_city_burn_fair_letter_success_mat_2,"~
Pekâlâ, adil bir zafer kazandın ve savaşın getirdiği kederi geride bıraktık. Şimdi bu şehir yeniden doğmalı ve şehirde refah hüküm sürmeli."
hint_city_burn_unfair,"Yerle bir et
Hükümdara bütün şehrini yıkımın beklediğini ve ailesinin bütün fertlerinin ölümle yüz yüze olduğunun haberini ver. Sonrasında vilayet senin kontrolüne geçer ve yıkıntıları asilzadelerinle ve köylülerinle yeniden iskan edebilirsin. Bu, yeni bir asil ailenin temelini atacaktır.

Bu hükümdarın <b>can düşmanı olmadığından</b>, böyle korkunç bir eylem komşuların arasında öfke ve korkuya sebep olacaktır.

Bu tarz politikalar <hint=hint_relations_matriarch>Maderşah</hint> tarafından kınanır.

$ Maderşah ile ilişkiler: <red>{city_burn_unfair_mat_rel_de}</red>
$ {soul_uuid_king} ile ilişkiler: <red>{city_burn_unfair_rel_de}</red>
$ Komşular ile ilişkiler: <red>{city_burn_unfair_neigh_rel_de}</red>

$ Savaşçılarının bu toplu kıyıma manevi olarak hazırlanmak adına dua etmek için iki güne ihtiyaçları vardır.
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_unfair_note_recieved,"~
$ {soul_uuid_king}, bildirimini aldı ve bir ölüm kalım savaşına hazırlanıyor.

Bir yerleşkeyi daha yakıp yıkmadan ve bir asil aileyi daha katletmeden önce savaşçıların dua etmeli ve itirafta bulunmalı.

$ Maderşah ile ilişkiler: <red>{city_burn_unfair_mat_rel_de}</red>
$ {soul_uuid_king} ile ilişkiler: <red>{city_burn_unfair_rel_de}</red>
$ Komşularla ilişkiler: <red>{city_burn_unfair_neigh_rel_de}</red>
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}"""
hint_city_burn_letter_fail_1,"~
Bir soydaki tek bir kusurun bile bütün bir nesli mahvedebileceği söylenir. Görünüşe göre senin kusurun da yönetimdeki kabiliyetsizliğin. Gerçekten şehrimi yakmana izin vereceğimi mi sanıyordun? Bu tür eylemlerde bulunmadan önce sonuçlarının ne olacağını düşünmen gerekiyor. Ve inan bana, bu sonuçlardan kaçamayacaksın."
hint_city_burn_letter_fail_2,"~
Halkının cesaretini gözünde fazla büyütmüşsün, aç bir tilkinin kovaladığı korkmuş tavşanlar gibi kaçtılar. Savaşçılarım, şehirlerinin yandığını görmektense halkının çocuklarını öldürmeyi tercih eder. Sana asla merhamet etmeyeceğim."
hint_city_burn_letter_coward_1,"~
Tanrılar doğduğun gün sana armağan olarak korkaklık bahşetmiş. Tehditler savurmaktan başka bir şey yapamazken önemli bir düşman gibi görünmeye çalışman ne kadar da acınası. Umarım bir sonraki seferde cesaretini bir miktar toplayabilir, buraya gelebilir ve savaş meydanında boy gösterebilirsin."
hint_city_burn_letter_coward_2,"~
Uzun zamandır bu kadar eğlenmemiştim. Korktuğunu ve savaşmaya gelmeyeceğini anladığımızda hakkında o kadar çok şaka yaptık ki. Savaşa hazır olmadığını söylediğinde kendi savaşçılarının da seninle nasıl dalga geçtiğini hayal edebiliyorum. Hazır olmadığın meydan okumaları kabul etmemen gerektiğini öğrenmelisin."
hint_city_burn_letter_success_mat_1,"~
Bu mektubu, eylemlerinle Sophia Ana'yı öfkelendirdiğini haber vermek için yazıyorum. Barış içinde yaşayan insanlara saldırmak sağduyulu bir hükümdara yakışmaz. Gelecekte bu gibi eylemlerden kaçınmanı rica ediyorum."
hint_city_burn_letter_success_mat_2,"~
Aziz Sophia'nın kutsal kitabında adalet ile ilgili öğretiler yok mu? Arkadaşlık bağıyla bağlı olduğun kişilere beklenmedik bir anda saldırmak bilge bir hükümdara yakışmıyor. Makul dileklerimi yerine getireceğinden hiç şüphem yok."
hint_praise_for_king,"Komşuya övgü
Seçili asilzade, hükümdarın adına ortak komşunuz hakkında <b>övgü</b> dolu konuşur.

Bunun sonucunda {soul_uuid_king} ile komşu arasındaki ilişki, eylemi gerçekleştiren kişinin <hint=hint_skill_speech>İkna</hint> becerisine bağlı olarak </b>iyileşir</b>.

<b>İpucu:</b> İyi ilişkiler müttefiklerle uzlaşmak ve ittifakı genişletmek adına kullanışlı olabilir:

[hint_SENDER]"
hint_praise_for_king_choose_performer,"Komşuya övgü
Eylemi gerçekleştiren asilzade {soul_uuid_performer}: {skill_level}. seviye {skill_name}

<b>Sonuçlar</b>
$ {soul_uuid_king} ve {soul_uuid_king_s} arasındaki ilişki: <green>+{rel_de_praise_to_target_king}</green>

{soul_uuid_king} ve {soul_uuid_king_s} arasındaki güncel ilişki: {rel_current}"
hint_praise_for_king_success,"~
{soul_uuid_king}, {soul_uuid_king_s} hakkındaki düşüncelerini dikkate aldı, bu konuda kendi fikirleri de olmasına rağmen söylediklerini hâlâ değerlendiriyor.

<b>Sonuçlar</b>
$ {soul_uuid_king} ile {soul_uuid_king_s} arasındaki ilişki: <green>{rel_de_praise_to_target_king}</green>"
hint_praise_for_king_success_letter_1,"~
Ortak komşumuz hakkındaki düşüncelerinin bu kadar olumlu olduğunu bilmiyordum. Sözlerinin ardında kötü niyet göremiyorum. Belki de düşündüğümden daha iyi biridir."
hint_praise_for_king_success_letter_2,"~
Komşuna övgüyle yaklaşıyor olman yüce bir davranış. Ya sözlerinde doğruluk payı var ya da o kişi söz konusu olduğunda gerçeği görmekte zorlanıyorsun. Hangisi olduğunu göreceğiz."
hint_praise_for_king_success_letter_3,"~
Komşumuzun değerli biri olduğunu mu iddia ediyorsun? Ben de öyle düşünmek istiyorum ama bunu zaman gösterecek, belki de seni aptal yerine koymuştur."
hint_trader_discount_because_player_is_leader,"~
* {soul_uuid_players_king} bir ittifak lideri olduğu için {soul_uuid_trader}, ona saygı duyuyor ve <green>büyük bir indirim yapmak konusunda hevesli.</green>"
hint_ai_ally_bad_opinions_with_leader,"Bir müttefik ile çekişme
İttifakının bir üyesi olan {soul_uuid_king}, hükümdarınla ciddi anlaşmazlıklar yaşıyor.

Bu hükümdarla mevcut {current_opinion} olan ilişkiniz, 24 saat içinde {min_opinion_alliance_threshold} olacak şekilde onarılmazsa {faction_uuid}, <b>ittifaktan ayrılacak</b>."
hint_ai_leader_bad_opinions_with_ally_player,"İttifak Lideri ile çekişme
İttifakın lideri olan {soul_uuid_king}, hükümdarınla ilgili ciddi şikayetlerde bulunuyor.

Bu hükümdarla mevcut {current_opinion} olan ilişkiniz, 24 saat içinde {min_opinion_alliance_threshold} olacak şekilde onarılmazsa <b>ittifaktan ayrılmak zorunda bırakılacaksın</b>."
hint_advisor_caption,Sorun
hint_advisor_wood,"[hint_advisor_caption]
Kereste Fabrikaların gelişmen için çok önemli bir kaynak olan <hint=hint_resource_wood>odundan</hint> yeterince üretmiyor.

$ En az 2, tercihen 3 <hint=hint_bld_woodcutter>Kereste Fabrikası</hint>'na sahip olduğundan emin ol.
$ Kereste Fabrikaları, fabrikanın etrafındaki ormanı kademeli olarak keser ve odun toplama için katedilen mesafe giderek artar. Kereste Fabrikalarını ağaçlara yakın bir yere taşıma vakti gelmiş olabilir.

<b>Not:</b> Diğer ağaçlara yakın olan ormanlar yeniden büyüyebilir ancak ormandaki tüm ağaçları kesersen bu orman kendini yenilemez."
hint_advisor_alcohol,"[hint_advisor_caption]
[hint_nt_dummy_low_beer]"
hint_advisor_nectar,"[hint_advisor_caption]
Vatandaşların %30'undan fazlası <hint=hint_addict>nektar bağımlısı</hint> ve bu kişilerin yarısından azı dün <hint=hint_resource_nectar>nektar</hint> tüketti.

Vatandaşların nektar tüketme arzusunun <hint=hint_mood>ruh hâli</hint> üzerinde çok büyük etkileri olduğundan bu durum çok tehlikeli olabilir."
hint_advisor_housing,"[hint_advisor_caption]
[hint_nt_dummy_many_homeless]"
hint_advisor_tasks,"[hint_advisor_caption]
Asilzadeler tüm binalara <hint=hint_inspection>talimatları</hint> dağıtmakta başarısız olur, bu da bazı binalarda verimliliğin önemli ölçüde düşmesine neden olur.

$ Eğer çok fazla bina varsa bir <hint=hint_bld_chancellery>Şansölyelik</hint> inşa ederek bürokrasi kurma zamanı gelmiş demektir. Kutsal Kervan'dan ilgili kitabı satın al ve <hint=hint_resource_paper>Kâğıt</hint> üretmeye hazırlan."
hint_advisor_patrols,"[hint_advisor_caption]
Bu, <hint=hint_persons_criminal>avareler</hint> tüm paralarını harcayana kadar suçla savaşa hazırlanman gerektiği anlamına gelir.

$ İnşaat menüsünden Salon deposunun ve diğer <hint=hint_bld_store>Ardiyelerin</hint> yanına bir <hint=hint_bld_patrol_sign>Devriye Sancağı</hint> dik. Sancaklara savaşçı ata ve menzillerini belirle.
$ İnsanların toplandığı yerlere ve özellikle asilzadelerin evlerinin çevresi gibi konut yakınlarına da devriye yerleştirebilirsin.
$ Kutsal Kervan'dan <hint=hint_bld_scafod>Darağacı</hint> kitabını alıp suçu önlemek ve suçluları cezalandırmak için bir Darağacı inşa et."
hint_advisor_scafod,"[hint_advisor_caption]
Suçla mücadelede sorun yaşıyorsun gibi görünüyor. Şehirde şimdiden <b>5</b>'ten fazla <hint=hint_persons_criminal>avare</hint> bulunuyor.

$ Suç işlenen bölgelere <hint=hint_bld_patrol_sign>devriye sancakları</hint> yerleştir.
$ Cellatların yakalanan suçluları infaz edebilmesi için bir <hint=hint_bld_scafod>Darağacı</hint> inşa et.
$ Kalan zamanlarında cellatlar, avareleri suç işlemekten alıkoyarak suça karşı mücadeleye katkıda bulunurlar.

<b>İpucu:</b> Darağacı'nı kullanarak <hint=hint_terror_peasants>dehşet</hint> de saçabilirsin. Bu eylem, avarelerin sayısını azaltır ancak köylüleri mutsuz eder ve <hint=hint_migration>göçün</hint> azalmasına neden olur."
hint_advisor_low_money,"[hint_advisor_caption]
Hazine neredeyse boşaldı! <hint=hint_resource_gold>Altın</hint></hint> olmazsa hükümdarının durumu kontrol altında tutması çok daha zor olur.

$ Ürünlerini Kutsal Kervan'a veya komşularına satmayı unutma. İleri seviye ürünler daha çok kâr getirir. En az bir asilzadenin <hint=hint_skill_negotiations>Ticaret</hint> becerisini artır.
$ Sol üst köşedeki karakter bilgi çubuğundan köylülerin ve savaşçıların ortalama <hint=hint_wealth>servetini</hint> öğren. Belki de <hint=hint_iternal_trade>iç ticaret</hint></hint> başlatarak ceplerini boşaltma vakti gelmiştir, ne dersin?
$ Büyük bir ordun varsa boşta kalmamalı. Haydut kampına yapılan saldırılar bile ödül ve yakalanan mahkûmlar sayesinde epey kârlı olabilir. Zayıf komşularını da unutmamak gerek."
hint_advisor_matriarch,"[hint_advisor_caption]
Maderşah sana kızgın olduğundan dolayı Kutsal Kervan'daki önemli ürünlere ambargo uygulandı ve fanatikler mutsuz oldu.

$ Tapınaklarda vaaz vererek fanatiklerin sayısını artırmaya çalış.
$ Hükümdar ve piskopos arasındaki ilişkiyi iyileştir ve birlikte zaman geçirmelerini sağla. Maderşah, piskoposun düşüncelerine değer verir.
$ Haydut kamplarını yok et ve dünya haritasındaki diğer dinî işleri hallet."
hint_advisor_prestige,"[hint_advisor_caption]
En uzak vilayetteki hayat, bazı kültürlerin asilzadelerini ve köylülerini baskılıyor.

$ Farenle sol üst köşedeki Saygınlık simgesinin üzerine gelip neleri gözden kaçırdığını öğren.
$ Bu durumu çözmenin en kolay yöntemlerinden biri de İnşaat menüsünden dekorasyon inşa etmektir."
hint_advisor_teach_children,"[hint_advisor_caption]
Çocukluk dönemlerinde asilzadeler, yetişkinliğe kıyasla eğitimden daha fazla tecrübe edinirler.

$ Bir çocuk seç.
$ Ders konusunu ve öğretmeni seç.

Ebeveynler <hint=hint_skill_teaching>Öğretme</hint> becerisine sahip değilse komşu vilayetlerden asilzadeleri ziyarete ve çocukları eğitmeye davet edebilirsin."
hint_advisor_marry,"[hint_advisor_caption]
Komşular uygun evlilik tekliflerinde bulunmasına rağmen Asilzade {soul_uuid} hâlâ evlenerek bir vâris dünyaya getirmedi. Düzen kurma zamanı gelmedi mi? Asilzadeler fâni, bazıları beklenmedik bir şekilde ölebilir. Çocuklar ise bizim geleceğimiz.

$ Dünya haritasına git.
$ Uygun bir gelin bul ve evlilik hazırlıklarına başla.

Bu asilzadeyi, senin asilzadelerinden birisiyle de evlendirebilirsin."
hint_advisor_chancellery,"[hint_advisor_caption]
Şehir büyüyor ve yakında asilzadeler binalara zamanında talimat verememeye başlayacak. Bürokrasiyi getirmenin vakti geldi! <hint=hint_bld_chancellery>Şansölyelik</hint>'te bir asilzade üç kâtibe birden talimat dağıtımı yetisi verebilir, böylelikle hizmet binalarının sayısı da artar ancak böyle bir bürokratik sistemin işleyebilmesi için <hint=hint_resource_paper>kâğıt</hint> gerekir.

$ Kutsal Kervan'dan kâğıt al ve Şansölyelik'te teknolojiyi araştır.
$ Şansölyelik'in işlemesi için gereken <hint=hint_resource_paper>kâğıt</hint> üretimi üzerine araştırma yapmayı da unutma."
hint_advisor_loyality,"[hint_advisor_caption]
Asilzaden {soul_uuid} <hint=hint_loyalty>sadakat</hint> sorunları yaşıyor. Sadakat seviyesi şimdiden 40'ın altına düşmüş ve düşmeye de devam ediyor. 25'in altına düştüğünde vilayeti terk edebilir ve belirli koşullarda isyan başlatabilir.

$ Sadakati geçici olarak yükseltmek için eylem menüsünden asilzadeyi <b>ödüllendir</b> veya <b>tehdit et</b>.
$ Bu değerin daha fazla düşmesini engellemek için sadakati neyin etkilediğini bul. Farenle asilzadenin menüsünde taç simgesinin üzerine gel. Sebebi, kötü bir ruh hâline veya hükümdar ile kötü bir ilişkiye sahip olması olabilir. Çok geç olmadan bu sorunları çöz."
hint_advisor_slaves_unhappy,"[hint_advisor_caption]
<hint=hint_persons_slave>Mahkûmlar</hint> mutsuz olduğunda <hint=hint_slave_riot>ayaklanma</hint> başlatabilir. Ayaklanma olasılığını farenle sol üstteki simgenin üzerine gelerek görebilirsin.

$ <hint=hint_bld_slaves_barrack>Hapishane Koğuşları</hint>'nın tümünde mahkûm olduğundan emin ol. Buradan gıda ve alkol alabilirler.
$ Koğuşlarda gardiyan olup olmadığını kontrol et.
$ <hint=hint_finance_menu>Maliye menüsünden</hint> mahkûmlara yeterli miktarda gıda ve alkol tedarik edildiğinden emin ol."
hint_advisor_peasants_unhappy,"[hint_advisor_caption]
Köylülerinin ortalama ruh hâli bugün için <green>50</green>'nin altına düştü, bu da <hint=hint_migration>göçün</hint> yavaşladığı anlamına geliyor. 

Onları yerleşkene geri getirmek için ruh hâllerini iyileştirmenin birçok yolu var. 

$ Farenle sol üst köşedeki köylü simgesinin üzerine gel ve en çok sahip oldukları olumsuz düşünceleri kontrol et. Belki de barınacak konutları yoktur.
$ Sevinç Vaazları düzenle veya <hint=hint_bld_temple>Tapınak</hint>'ta İnanç Vaazları düzenleyerek fanatiklerin sayısını artır. (İkinci seçenek <hint=hint_bishop>Piskopos</hint>'u güçlendirir)
$ Maaşlarını artır, daha kaliteli alkol ve gıda sat ya da <hint=hint_resource_nectar>Nektar</hint> kullan.
$ <hint=hint_bld_scafod>Darağacı</hint>'nda görkemli infazlar düzenle. Daha fazla seyirci çekmek için Darağacı'nı Taverna'nın yakınına yerleştir.
$ Son olarak, nüfusun çoğunluğu tarafından sevilmeyen kültüre karşı bir <hint=hint_nt_terror_culture>dehşet kampanyası</hint> başlatabilirsin.

Köylü ruh hâlleri hakkında daha fazla bilgiye <hint=hint_nt_unhappy>buradan</hint> ulaşabilirsin."
hint_advisor_culture_unhappy,"[hint_advisor_caption]
<b>{culture}</b> kültürüne mensup şehir sakinleri mutsuz hissediyor. Ön yargı besledikleri </b>{culture_target}</b> kültürünün sakinlerini dövüp bir <hint=hint_nt_culture_rage>kıyıma</hint> neden olabilirler.

$ <b>{culture}</b> kültürüne mensup birine tıklayıp düşüncelerini öğren veya <hint=hint_statistic_menu>İstatistikler menüsünü</hint> kontrol et.
$ Daha fazla konut ve daha iyi kalitede gıda ve alkol gibi diğer yollarla özel isteklerini karşılayarak genel mutluluk düzeylerini artırabilirsin.
$ Dilersen {culture_target} kültürünün mensuplarını korumak adına <hint=hint_bld_scafod>Darağacı</hint>'nı kullanarak diğer kültüre mensup sakinlere baskı uygulayabilirsin."
