Key,Hungarian
hint_bld_fortification_tower,"Rönktorony
<hint=hint_watch_tower_archers>Védelmi torony</hint>, ahová <hint=hint_persons_warriors>harcosokat</hint> rendelhetsz. A toronyban lévő íjászok messzebbre és pontosabban lőnek, mint általában.

$ A toronyban lévő harcosok felszerelése távolsági fegyver legyen.
$A rönktorony masszívabb, mint az <hint=hint_bld_watch_tower>íjásztorony</hint>.
$ Ebbe a toronyba {arch_number} íjász fér el."
hint_bld_wooden_wall_section,"Palánk
A legegyszerűbb, fából készült városfal. Vedd körül vele a fontos építményeket, hogy megvédd őket. Ne felejts el a kapukat és tornyokat is elhelyezni!"
hint_bld_fortification_gate,"Kapu
Városfalba (például palánkba) épített kapu. Automatikusan nyílik és záródik."
hint_optional_philistine,
hint_encyclopedia_philistine,
hint_trait_philistine,
hint_crimer,"Bűnöző  
Karakter, akit a <hint=hint_persons_guard>járőrök</hint> bűncselekmény elkövetésekor rajtakaptak és <hint=hint_persons_slave>elfogtak</hint>.

A város becsületes polgárainak szórakoztatására a <hint=hint_bld_scafod>vesztőhelyen</hint> méltányos fenyítést kaphat, vagy továbbra is fogoly maradhat."
hint_terror_slaves,"Fogolyterror
A legbiztonságosabb módja a városlakók szórakoztatásának kivégzésekkel, a lelkiismeretük megzavarása nélkül.

Következmények:
$ A kivégzett fogoly három ismerőse erős negatív gondolatot kap.
$ A foglyok körében fokozódik az elégedetlenség, ami a <hint=hint_slave_riot>lázadásukhoz</hint> vezethet."
hint_mind_crime_in_city,"[hint_mind_caption]
A városban zajló bűncselekményekről szóló szóbeszéd idegesít. Remélem, hogy a király további őrjáratokat küld ki!"
hint_tech_philosophy_history,"Filozófiatörténet
Lehetővé teszi <hint=hint_sermon_agnostic>kételybeszéd</hint> tartását."
hint_mind_slept_on_ground,"[hint_mind_caption]
Mi lehet rosszabb, mint a nyirkos földön tölteni az éjszakát? Az egész testem fáj, és csontig átfáztam!

<b>Tipp:</b>
$ A karakter a földön aludt. Ha nincs elég nyersanyagod a szállásokhoz, építs egy templomot, ahol a vendégszeretet ősi hagyományát követve a hajléktalanok eltölthetik az éjszakát."
hint_sermon_usual_preach,"Öröm prédikáció
A hívők együtt imádkoznak, és egy napra jó kedvet kapnak, mivel Szófia Anya velük van.
{optional_preach_cost}"
hint_preach_doubt_unavailable_by_knowledge,"Nem elérhető
Ehhez tanulmányoznod kell a <hint=hint_tech_philosophy_history>Filozófiatörténetet</hint>."
hint_preach_unavailable_by_bishop,"Nem elérhető
Prédikációkat csak a <hint=hint_bishop>Püspök</hint> áldásával lehet tartani, de ő nincs a városban."
hint_duelist,"Párbajhős
Ez a karakter képes párbajokat provokálni, és képzett a harcban. Légy óvatos, ha megjelenik a tartományodban."
hint_intriguan,"Cselszövő
Ez a karakter ügyes a manipulációban és a befolyásolásban, képes konfliktusokat kiprovokálni és <hint=hint_encyclopedia_puppets>bábokat</hint> létrehozni a nemesek között. Légy óvatos, ha megjelenik a tartományodban."
hint_de_bums_in_rags_can_attack,"Rongyosok
Városod elég magas szintű jólétet ért el ahhoz, hogy elkezdje vonzani a rongyosokat.

[hint_rags]"
hint_rags,"Rongyosok
Ezek a legalantasabb és leggyengébb banditák, egykori csavargók és parasztok, akiket bűncselekmények miatt száműztek a városokból. A városok körüli erdőkben laknak, remélve, hogy gyors portyákat indíthatnak a közeli házak ellen.

A nemesekre általában nem jelentenek veszélyt, mivel csak abban reménykedhetnek, hogy elrabolnak egy parasztot váltságdíjért, vagy ellopnak némi élelmet egy félreeső házból. Néha azonban épületeket gyújtanak fel, hogy eltereljék a figyelmet."
hint_sermon_usual_preach_context,"Öröm prédikáció
{skill_name}: {skill_level}

$ A prédikáció minden résztvevője <green>+{moral_add}</hint> pontot kap a hangulatára.
$ A gondolat egy napig tart (ereje lineárisan csökken)."
hint_preach_unavailable_by_runes,"Nem elérhető
{soul_uuid} legalább <hint=hint_resource_rune>{runes}</hint> kell legyen a birtokodban"
hint_work_spaces,"Munkahelyek
A bal felső sarokban a paraszt ikon alatt zárójelben lévő szám a munkahelyek egyenlegét mutatja.

Ha pozitív, akkor a városban lévő munkanélküliek számát jelzi.
Ha negatív, akkor a rendelkezésre álló munkahelyek számát jelzi (azaz, hogy hány munkás hiányzik)."
hint_de_bums_in_rags_attack_town,"Támadnak a rongyosok!
Védd meg a városodat!"
hint_mind_was_in_patrol,"[hint_mind_caption]
A járőrözés teljes felszerelésben nem semmi élmény...

Az oka: Részt vett egy őrjáratban."
hint_mind_ceremony,"[hint_mind_caption]
Olyan lenyűgözően ünnepélyes volt! Nem találok szavakat!

Az oka: Részt vett egy ünnepélyes eseményen."
adv_tutorial_2.obj_king_needs_1_new,"Karakterek hangulata

Városod minden lakójának megvannak a maga <b>gondolatai</b>, amelyek együttesen határozzák meg <b>hangulatukat</b>.

Gondolatok akkor merülhetnek fel, ha egy karakternek hosszú ideig kielégítetlen szükségletei vannak, eseményekre adott reakcióként, beszélgetések eredményeként és még sok más okból.

$ Válassz ki egy nemest a portréjára kattintva, hogy lásd a gondolatait.
"
adv_tutorial_2.obj_king_needs_2_new,"Karakter hangulata

Ha egy nemes <b>hangulata</b> a <b>negatív gondolatok</b> miatt romlik, nyersen kezd fogalmazni, ami konfliktusokhoz vezet. Ha a helyzet nem javul, idővel ez idegösszeomláshoz vezethet. 

A jó hangulat ezzel szemben lelkesítheti a nemest, fokozhatja a képességeit, és barátságosabbá teheti.
"
adv_tutorial_2.obj_king_needs_3_new,"Karakter hangulata

A negatív gondolatok legalapvetőbb okai az élelem és a fedél hiánya, míg a hangulat javításának legegyszerűbb módja az alkohol. 

Egyelőre van élelmiszerkészleted, de jobb, ha beindítod a saját termelésed.

Ezért tanuljuk meg, hogyan kell épületeket építeni és felügyelni, kezdve az épület intézőjével.
"
adv_tutorial_2.obj_instructions_new,"Épületek felügyelete

Norlandban csak a nemesi családot irányítod, míg a munkásoknak az ő utasításaikra van szükségük ahhoz, hogy munkába állhassanak.  

Ki kell jelölnöd egy nemesi intézőt a Palotába, a Palota szolgái pedig naponta kiosztják az utasításaikat az épületeknek. Ha az intéző nemes nincs jelen, akkor helyettesítik.  
{split}
Jelöljünk ki egy intézőt a Palotába, ahol az építők a szolgák mellett várakoznak.  

1. Jelöld ki a Palotát  
2. Kattints az „UTASÍTÁSOK” gombra az épület menüjében <b> balra lent</b>  
3. Válaszd ki a legmagasabb Felügyelet képességgel rendelkező nemest felügyelőnek.  
4. <b>Várd meg</b>, hogy a nemes utasításokat adjon a szolgáknak, akik majd továbbítják azokat a munkásoknak.  
"
adv_tutorial_2.obj_peasant_hint_hover_new,"Parasztok hangulata

A szükségleteik kielégítésével növelheted a parasztok általános hangulatát, ami a <b>bevándorlásra</b> is kihat. Az <b>50 feletti</b> általános hangulat új munkásokat vonz a városba. Ezzel szemben, ha az átlagos hangulat <b>25 alá</b> esik, a parasztok elhagyják a várost, és a bűnözés felé fordulnak.  

A hangulat javítására számos módszer létezik, mint például az alkohol, a templomi prédikációk és a kivégzések, de gyakran a legegyszerűbb módszer a negatív gondolatok kiiktatása.  

Derítsük ki, mi zavarja őket a legjobban.  

$Vidd az egeret a bal felső sarokban a paraszt ikonra.  
"
adv_tutorial_2.obj_peasant_hint_hover_1_new,"Könyvek és ismeretek

Alul a parasztok legerősebb negatív gondolatai jelennek meg, valamint az általuk érintett karakterek száma.  

Azt láthatjuk, hogy az ízetlen <b>karórépa</b> zavarja őket.  

Belefoghatunk jobb minőségű élelmiszerek előállításába, de ehhez szükségünk van a könyvekben található ismeretekre. De hol szerezhetjük be a könyveket?  

Itt jön a képbe a <b>Szent Karaván</b>. És szükségünk lesz <b>aranyra</b> is.
"
adv_tutorial_2.buy_goods_new,"Könyvek és ismeretek

Az egyház fenntartja a kereslet természetes egyensúlyát, így ha egy áruból túl sokat kezdesz eladni, annak ára csökkenni fog. De egyelőre van készlet.  

1. Adj el 30 adagot a megtermelt lőréből  
2. Vedd meg a „Rozstábla és malom” című könyvet  
3. Zárd be a Kereskedés menüt  

$ Egyszerre több elemet is áthelyezhetsz a(z) {input.action.gui_add_more} billentyűt lenyomva tartva.  
"
adv_tutorial_2.open_knowledge_new,"Könyvek és ismeretek

Most, hogy van egy könyvünk a <b>rozs</b> termesztéséről és a <b>liszt</b> előállításáról, azt a könyvtárban tanulmányozhatjuk az <b>Ismeret menüben</b>.  
{split}
A könyvek különböző nyelvűek, a legtöbb azonban a birodalmi nyelven íródott.  

1. Nyisd meg az <b>Ismeretek menüt</b>  
2. Rendelj ki egy nemest a „Rozstábla és malom” tanulmányozására  
"
adv_tutorial_2.person_main_new,"Nemes menüje

A nemes menüjében láthatod a főbb tulajdonságait (például a <b>hangulatát</b> és a <b>hűségét</b>), a készleteit és a jellemvonásait. Más lapokon megtekintheted a személyiségvonásait és a kapcsolatát más nemesekkel.  
{split}
De most azt látjuk, hogy a hangulatát egy erős negatív gondolat befolyásolja. A további részletek megtekintéséhez vidd az egérmutatót bármely ikon vagy tulajdonság fölé.  

$Részletekért vidd az egérmutatót a gondolat fölé.  
"
adv_tutorial_2.set_reward_new,"Gyűrűk utáni vágy

Egy beteljesületlen vágy miatt zaklatott.  

Ha a vágy ikonja fölé viszed az egeret (az <b>Erős érzelmek</b> részben), láthatod, hogy ez a nemes Szent gyűrűkről álmodik.  
{split}
<b>Bal fent</b>, a nyersanyaglistában megjelenő gyűrűk az uralkodó tulajdona, és az ő eszköztárában vannak.  

Osszuk meg a Szent gyűrűket ezzel a nemessel, megjutalmazva őt, és egyúttal növelve a <b>hűségét</b>.  

1. Kattints a „Beavatkozás” gombra  
2. Válaszd az „Uralkodó” szakaszt  
3. Válaszd a „Jutalom” beavatkozást, és rendeld ki az uralkodódat a beavatkozás végrehajtására.
"
hint_terror_nobody,"Fenyítések nélkül
A büntetések leállnak, és a hóhér csak a potenciális bűnözők megfélemlítésére összpontosít."
hint_terror_criminals,"Bűnözők
Minden este a hóhérok megbüntetik a <hint=hint_crimer>bűnözőket a foglyok között.

$ Egy hóhér naponta egy bűnözőt büntet meg.
$ Ha maradd ideje, megfélemlíti a potenciális bajkeverőket, hogy megakadályozza őket a bűncselekmények elkövetésében."
hint_terror_select,"Büntetési politika
Válaszd ki azokat a csoportokat, akiket büntetésnek vetnek alá"
hint_speach_social,"Udvarias beszélgetés
A karakterek udvariasan cserélnek triviális megjegyzéseket a hírekről és pletykákról.

$ Mindkét nemes kap egy kis pozitív társadalmi gondolatot egymásról.
$ A karakterek hangulatának 25 felett kell lennie ahhoz, hogy ezt az elfoglaltságot választhassák."
hint_ico_peasant_new,"Parasztok
$ A városban élő összes paraszt: {peasant_total}
$ Átlagos <hint=hint_mood>hangulat</hint> most: {peasant_middle_happyness_now}
$ Átlagos <hint=hint_mood>hangulat</hint> 24 órán át: {peasant_middle_happyness_24h}
$ Várható <hint=hint_migration>bevándorlás</hint>: {migrants_arrive}

$ <hint=hint_work_spaces>Munkahelyek</hint>: {peasant_work_places}
$ Hajléktalanok: {peasant_homeless}
$ Átlagos <hint=hint_wealth>gazdagság:</hint> <hint=hint_resource_gold>{peasant_middle_rich}</hint>

Társadalmi összetétel:
$ <hint=hint_persons_fanatic>Fanatikusok:</hint> {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>Nektárfüggők:</hint> {nectaraddicted}
$ <hint=hint_loyalist>Lojalisták:</hint> {loyalist}

Kulturális összetétel:
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_slaves_new,"Foglyok
$ Foglyok száma a városban: {slaves_total}
$ Átlagos <hint=hint_slave_happines>hangulat</hint>: {slaves_middle_happiness}

$ Munkások: {slaves_workers}
$ Egészséges munkanélküliek: {slaves_nowork}
$ <hint=hint_person_invalids>Cselekvőképtelenek:</hint> {slaves_invalids}
$ <hint=hint_crimer>Bűnözők: </hint> {crimer_count}

Társadalmi összetétel:
$ <hint=hint_persons_fanatic>Fanatikusok:</hint> {slave_fanatics}
$ <hint=hint_addict>Nektárfüggők:</hint> {nectaraddicted}

Kulturális összetétel:
$ Kaiden: {gwelts}
$ Tanya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_actor_appoint_unavailable,"Nincs elérhető beavatkozás
Nincs elérhető beavatkozás ehhez a karakterhez."
hint_unavailable_resources_for_trade,"Nincs elég nyersanyag
{optional_trade_info}
[hint_unavailable_resources]"
hint_unavailable_gold_for_trade,"Nincs elég arany
{optional_trade_info}
[hint_unavailable_gold]"
hint_unavailable_bad_opinion_or_need_peace,"Nem elég jó a kapcsolat
[hint_unavailable_bad_opinion]

<b>Tipp:</b>
$ <b>Békeszerződést</b> köthetsz a város meglátogatására, függetlenül az uralkodók közötti viszonytól."
adv_tutorial_2.close_production_new,"Kész!

Most a Palota szolgái a nemesi intéződ utasítására elmondják a <b>főzde</b> munkásainak, hogy mit vársz tőlük. Ezután a munkások és elviszik a <b>karórépát</b> a raktárból, a munkanap végén pedig visszahozzák oda az abból megtermelt <b>lőrét</b>.

Itt megjegyezzük, hogy már van ugyan 50 adag lőréd, de a 100 adag lőre előállítása feladat teljesítéséhez további 50 adag karórépára lesz szükség, mivel egy adag karórépából egy adag lőre készül.
{split}
$ Zárd be a Termelés menüt."
hint_action_task_make_puppet,"Báb létrehozása
Ha az egyik karakter kapcsolata a másikkal nagyobb mint <green>{puppet_rel}</green> (a gyerekek esetében a szüleikhez való viszonyuk esetében ez a küszöbérték <green>{puppet_children}</green>), akkor az adott karaktert <hint=hint_encyclopedia_puppets>bábbá</hint> teheted.

Ez esetben a karakter az uralkodód bábjává válik, vagyis minden parancsodat végrehajtja."
hint_action_task_make_puppet_context,"Báb létrehozása
{soul_uuid_2} {soul_uuid_1} bábjává válik."
hint_action_task_make_puppet_not_king,"Az uralkodó nem lehet báb
{soul_uuid} uralkodó és nem válhat bábbá"
hint_unavailable_is_my_master,"Báb nem lehet bálvány
{soul_uuid_1} közvetlenül vagy közvetve {soul_uuid_2} bábja, így nem lehet a bálványa"
hint_unavailable_has_master_already,"Bábnak nem lehet két bálványa
{soul_uuid_puppet} bálványa már {soul_uuid_master}, így nem válhat egy másik karakter bábjává."
hint_unavailable_cannot_make_puppet,"Nem elérhető
{soul_uuid_1} nem válhat {soul_uuid_2} bábjává."
hint_unavailable_has_puppet,"Bálvány nem lehet báb
{soul_uuid} már bálvány és nem lehet báb."
hint_mind_overpopulation,"[hint_mind_caption]
Annyi ember van ebben a városban, hogy mozdulni sem lehet! És a szennyvíz bűze! Elviselhetetlen!

<b>Tipp</b>
A város lakossága meghaladja a {threshold} főt, ami gondot okoz a higiéniában, a szagokkal és a tisztasággal. Ahogy a népesség tovább növekszik, az elégedetlenség fokozódik, de ezt alkohollal, kivégzésekkel, vallással és más hangulatjavító módszerekkel ellensúlyozni lehet."
hint_guest_parent,"Szülő
A karakter jött meglátogatni a gyermekét."
hint_advisor_peasants_unhappy_2,"[hint_advisor_caption]  
A parasztok átlagos hangulata ma <red>{gone_tres}</red> alá esett, ami azt jelenti, hogy elhagyják a várost.  

Sokféleképpen javíthatod a hangulatukat, hogy visszacsábítsd őket a településedre.  

$ Vidd az egeret a bal felső sarokban a paraszt ikonra, és nézd meg a leggyakoribb negatív gondolatokat. Talán nincs otthonuk?  
$ Tarts Öröm prédikációkat vagy növeld a fanatikusok számát Hitbeszédet tartva a <hint=hint_bld_temple>Templomban</hint> (ez utóbbi erősíti a <hint=hint_bishop>püspököt</hint>).  
$ Emeld meg a bérüket, árulj több minőségi alkoholt és élelmet, vagy vedd fontolóra a <hint=hint_resource_nectar>nektárt</hint>.  
$ Tarts látványos kivégzéseket a <hint=hint_bld_scaffold>vesztőhelyen</hint>. A vesztőhelyet a kocsmához közel állítsd fel, hogy több nézőt vonzzon.  
$ Végül, <hint=hint_nt_terror_culture>terrorkampányba</hint> kezdhetsz a lakosság többsége által nem kedvelt kultúra ellen.  

Bővebben a parasztok hangulatáról <hint=hint_nt_unhappy>itt</hint> olvashatsz.  
"
hint_display_event_burned_library,"A könyvtár leégett! 
És vele együtt értékes könyvek, köztük: 

{books_list}"
hint_display_event_burned_library_empty,"A könyvtár leégett!
 Csodálatos módon egyetlen könyv sem veszett oda."
hint_de_bums_in_rags_attack_soon,"A rongyosok hamarosan megtámadják a várost.
 Rongyosok csoportjait látták a város közelében, és {hours} órán belül megtámadják a várost.

<b>Tipp:</b>
A rongyosok gyengék, de hirtelen támadnak, ezért a legjobb, ha egy kis helyőrséget tartasz a városban, és építesz néhány íjásztornyot."
punishment_unavailable_by_selection,"Nem elérhető
A csoport, akiknek büntetést választasz, már tartalmaz <hint=hint_persons_slave>foglyokat</hint>."
hint_action_task_donate_to_bishop,"Jutalom
A karakter jutalmat kap az uralkodótól.

Uralkodó: {skill_name} {skill_level}. szint

<b>Következmény:</b>
$ Gondolat <green>Megjutalmazva: {mind_modify}</green>
$ Kapcsolat az uralkodóval: <green>{relations_modify}</green>

<b>Költség:</b>: <hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_unavailable_by_knowledge,"Nem elérhető
 Szükséges a Tanaya kultúrához tartozó {knowledge_name} ismeret tanulmányozása.

Ez a könyv nem szerepel a Szent Egyház könyvtárában. Ilyen ismereteket <hint=hint_encyclopedia_global_knowledge>szomszédoknál</hint> vagy a <hint=hint_nt_guest_arrive_knowledge_trader>szókufároknál</hint> lehet találni."
hint_trait_saint,"Áldás
A Mátriárka hivatalosan is áldását adta az uralkodódra. Ez egy időre befolyásolja a népet.  

$ Az uralkodód mentes a vétkektől  
$ A <hint=hint_persons_fanatic>fanatikusok</hint> a parasztok közt készen állnak, hogy csatlakozzanak a seregedhez (Hadseregtoborzás menü).  
$ A nemesek véleménye az uralkodóról kedvezőbb, és az alattvalók elégedettebbek.  

Hátralévő idő: {time}"
hint_advisor_deadly_enemy,"[hint_advisor_caption]
Egy vagy több szomszédos uralkodó <hint=hint_faction_relations_deadly_enemy>halálos ellenséged</hint> lett. Ez azt jelenti, hogy a kapcsolatod velük {relation_treshhold} alá esett, és mostantól <hint=hint_agression>meglepetéstámadást</hint> indíthatnak ellened.  

Erős falak és helyőrség a tornyokban segíthetnek, vagy aláírhatsz egy <b>békeszerződést</b> velük, és megpróbálhatod <b>cselszövéssel</b> belülről gyengíteni őket.  

<b>Halálos ellenségek listája:</b>
{enemy_list}"
hint_agression,"Meglepetéstámadások
A meglepetéstámadás során az uralkodó nem jelenti be az ellenség elleni támadás szándékát.  

Célja lehet a vazallusi sorba kényszerítés (csak akkor, ha a célpont nem része egy államnak) vagy a kincstár kifosztása.  

<red>-50</red> alatti kapcsolat esetén fordul elő (<hint=hint_faction_relations_deadly_enemy>Halálos ellenség</hint>)"
hint_performer_immobilized,"Nem elérhető
Ez a karakter jelenleg mozgásképtelen, és nem tudja végrehajtani ezt a feladatot."
hint_soul_knowledges_incognito,"Ismeret
Nem láthatod az inkognitóban lévő karakter ismereteit."
hint_trait_precise_language_new,"Precíz fogalmazás 
Lehetővé teszi a hivatalnokok számára, hogy {minutes} perc alatt vizsgálatokat végezzenek, és akár {counts} épületet is csatlakoztassanak a <hint=hint_bld_chancellery>kancelláriához</hint>"
hint_chancellery_autoset,"Automatikus hozzárendelés
 Új épület építésekor a felügyelője automatikusan e kancellária egyik hivatalnoka lesz."
hint_nt_clerk_autoseted,"Épület megépítve 
Az épület {building_name} felépült.  

Egy hivatalnok a <hint=hint_bld_chancellery>kancelláriából</hint> hozzárendelésre került (az automatikus hozzárendelést a Kancellária menüben módosíthatod)."
hint_nt_building_builded,"Az épület elkészült
 Az épület {building_name} megépült. 

Ne felejtsd el kijelölni egy felügyelőt!"
hint_nt_bishop_study_discard,"Oktatás felfüggesztve
{soul_uuid_teacher} felfüggesztette {soul_uuid_target} oktatását, mert {soul_uuid_king} és ő nincsenek jó kapcsolatban.

Javíts uralkodód kapcsolatán a püspökkel, és kérheted az oktatás folytatását."
hint_mutator_without_bums_in_rags,"Nincsenek rongyosok
A rongyosok gyenge, de nagy létszámú ellenséges csapatok, akik olykor figyelmeztetés nélkül megtámadják a várost, és arra kényszerítenek, hogy a kockázatot mérlegelve helyőrséget tarts fenn, és védműveket építs.

Válaszd ezt a módosítót, ha le akarod tiltani az ilyen támadásokat. Az eredmény egy irányíthatóbb, de kevésbé izgalmas játékélmény lesz."
hint_nt_rings_inheritance,"Az öröklés átadása
{soul_uuid_dead} már nincs velünk, és legközelebbi rokona, {soul_uuid_heir} örökli tulajdonát.

Az örökség összege: <hint=hint_resource_rune>{amount}</hint>"
hint_train_combat_context_new,"Harcoskiképzés
{skill_name}: {skill_level}
A kiképzés során kapott találatokért a harcos {exp_boost} tapasztalati pontot kap a <hint=hint_skill_combat>Harc</hint> képességéhez.  

{skill_name_limiter}: {skill_level_limiter}
A Harc képesség harcosok által elérhető maximális szintje: {skill_level_limiter}."
hint_nt_soldiers_cant_trait,"A kiképzés nem elérhető  
Sok harcos már nem szerezhet tapasztalatot a kiképzésből, mert elérte a kiképző <hint=hint_skill_combat>Harc</hint> képességét."
hint_unavailable_player_help_to_other_side,"Nem elérhető
Már küldtél segítséget a konfliktus másik oldalának."
hint_building_farm_autorefill,"Automatikus trágyázás
Amikor a tábla kimerült, az építők a raktárból fát hoznak és automatikusan trágyáznak."
hint_planned_sex,"Tervezett dátum
A karakter és {soul_uuid_sex_parther} eltervezett romantikus találkát tölt együtt ma este."
hint_nt_inspector_replaced,"Újraelosztott ellenőrzések
{soul_uuid} nemes most egy új <hint=hint_bld_chancellery>kancelláriát</hint> irányít, és a korábban az irányítása alatt álló összes épületet a kancellária hivatalnokai szolgálják ki.

A termelési bónusz ugyanaz marad."
hint_nt_knowledge_interaction_removed_by_blind,"Ismeretmunka megszakítva
Kialakult vaksága miatt {soul_uuid} nem tud tovább dolgozni a könyvtárban.

 A(z) {knowledge_name} ismerettel végzett munkája leállt."
hint_squad_commander_stay_in_back,"Hátramaradás
A parancsnokló nemes az egység mögött marad, és csak akkor vesz részt a harcban, ha szükséges.

Ez növeli az esélyét a csata túlélésére, de <red>a harcosok morálja csökken</red>."
hint_motive_task_sex_unavalilable_by_monogam,"Nem elérhető
A karakter <hint=hint_monogam>monogám</hint>, ezért inkább levágná a saját lábát, semhogy ilyesmibe belemenjen."
hint_advisor_monogam_problem,"[hint_advisor_caption]  
Egy vagy több nemesed házas és <hint=hint_monogam>monogám</hint>, ami azt jelenti, hogy teljesen tartózkodnak a házassági hűtlenségtől.  

A házastársuk viszonya velük azonban 0 alá esett, így a házassági aktusok lehetetlenné váltak, ami viszont megakadályozza a szexuális vágyak kielégítését.  

Javítsd a házastársak közötti kapcsolatot, hogy a szexuális feszültség ne mérgezze meg ezeknek a nemeseknek az életét.  

Az érintett nemesek listája:  
{pairs_list}"
hint_advisor_puppet_can_act,"[hint_advisor_caption]
Néhány nemesed olyan szomszédos uralkodók <hint=hint_encyclopedia_puppets>bábja</hint>, akik ellenségesek veled szemben.

Ez azt jelenti, hogy ezek a nemesek elkezdhetnek a gazdájuk érdekében cselekedni.

Báb nemesek listája:
{puppets_list}"
hint_advisor_matriarch_bad_opinion,"[hint_advisor_caption]
A <hint=hint_relations_matriarch>Mátriárka</hint> viszonya az uralkodóddal <red>ellenségessé</red> vált, ami megrémíti alattvalóidat, különösen a fanatikusokat.

 Emellett a <hint=hint_holy_caravan>Szent Karaván</hint> már nem jön hozzád, és a Mátriárka nem figyelmeztet a közelgő katasztrófákra."
hint_advisor_bishop_bad_opinion,"[hint_advisor_caption]
A <hint=hint_bishop>püspök</hint> viszonya az uralkodóddal <red>ellenségessé</red> vált, növelve egy <hint=hint_pogrom>vallási felkelés</hint> kockázatát."
hint_debt_of_honor,"Becsületbeli adósság
Ha kétségbeesett helyzetben egy szomszéd uralkodó segítségére sietsz, a becsület azt követeli, hogy diplomáciai engedményekkel hálálja meg.

Ez lehet egy békeszerződés, csatlakozás az államodhoz, egy másik állam elhagyása vagy jelentős sarc.

Válaszd ki a szükséges diplomáciai intézkedést a tartomány Politika menüjében, és kérd a jutalmat!

<b>Tipp:</b>
$ Nem kell azonnal felhasználnod a becsületbeli adósságot, az érvényben marad, amíg az uralkodód vagy az adós uralkodó életben van."
hint_de_duty_of_honor_appear,"Új becsületbeli adósság
{soul_uuid_king}, {faction_uuid} tartomány ura mostantól az uralkodód <hint=hint_debt_of_honor>adósa</hint>."
hint_de_duty_of_honor_complete,"Becsületbeli adósság kiegyenlítve
{soul_uuid_king}, {faction_uuid} tartomány ura kiegyenlítette <hint=hint_debt_of_honor>becsületbeli adósságát</hint> az uralkodódnak."
hint_de_duty_of_honor_reset_player_king_changed,"Becsületbeli adósság már nem érvényes
Új uralkodód van, így {soul_uuid_king}, {faction_uuid} tartomány ura úgy véli, hogy <hint=hint_debt_of_honor>becsületbeli adóssága</hint> már nem érvényes."
hint_de_duty_of_honor_reset_king_changed,"Becsületbeli adósság visszavonása
{faction_uuid} tartománynak új uralkodója van, {soul_uuid_king}, aki úgy véli, hogy elődje <hint=hint_debt_of_honor>becsületbeli adóssága</hint> nem vonatkozik rá."
hint_diplomat_new,"Diplomata
 A békeszerződés aláírásának költsége a szomszédokkal {number} alkalommal csökkent."
hint_advisor_terror_active,"[hint_advisor_caption]
Az ártatlanok megbüntetésével <hint=hint_terror_peasants>terrorba</hint> kezdtél, ami miatt a parasztok félnek a városodba jönni, és a <hint=hint_migration>bevándorlás</hint> csökken.

A hatás végéig hátra lévő idő: {hour}"
hint_nt_economic_summary_new,"Gazdasági összefoglaló
<center>Aktuális nap</center>

$ Aranyegyenleg: <hint=hint_resource_gold>{gold_change}</hint>
$ Kifizetett <hint=hint_salary>bérek</hint>: <hint=hint_resource_gold>{salary}</hint>
$ <hint=hint_re_prod>Előállított nyersanyagok</hint>: <hint=hint_resource_gold>{prod_sum}</hint>
$ Helyi piacokon <hint=hint_re_saled>értékesített áruk</hint>: <hint=hint_resource_gold>{sale_sum}</hint>
$ A gazdaságba <hint=hint_re_built>befektetett nyersanyagok</hint>: <hint=hint_resource_gold>{build_sum}</hint>
{optional_buildings_problems}
{optional_resources_spoilage}

$ Nyomd meg az <b>egér jobb gombját</b> az értesítés bezárásához."
hint_nt_world_summary_new,"Világösszegzés
{optional_events}
{optional_neighbore_events}
$ Nyomd meg az <b>egér jobb gombját</b> az értesítés bezárásához."
hint_nt_provinve_daily_statistic_new,"Napi statisztikák
<center>Az aktuális napra</center>

{optional_peasants}
{optional_slaves}
{optional_warriors}

$ Nyomd meg az <b>egér jobb gombját</b> az értesítés bezárásához."
hint_trait_blissful_new,"Boldog
$ Mindenki szereti ezt a karaktert, és csak pozitív változatokat választanak a <hint=hint_conversation>mély beszélgetésekhez.</hint>
$ A beszélgetés velük eltávolítja mások <hint=hint_sin>vétkeit.

<b>Az oka:</b> Túlélt egy <hint=hint_tantrum>idegösszeomlást"
hint_preach_unavailable_by_disabled_church,"Nem elérhető
A templom nem működik, mert nem szolgál pap."
hint_soldier_filter_oldman,"Idősek
Az öregebb karakterek lassabban mozognak."
hint_part_of_nature_king,"Uralkodó
A tartomány uralkodója. Az uralkodóddal való kapcsolata határozza meg a békét vagy a barátságot ezzel a tartománnyal."
hint_part_of_nature_queen,"Uralkodó házastársa
A véleménye befolyásolja a kormányzó és az uralkodód kapcsolatát."
hint_part_of_nature_heir,"Örökös
A jövendő uralkodó."
hint_part_of_nature_commander,"Parancsnok 
A tartományból küldött seregeket ez a karakter vezeti, ha lehetséges."
