Key,Ukrainian
hint_nt_guest_arrive_piligrimsr,"Паломники

Святі паломники — це минулі селяни, які вирішили присвятити свої життя Матері Софії. Вони подорожують по містам, показуючи своє каяття за гріхи свого минулого життя важкими ланцюгами на своїх голих тілах.

Вони зневажають не тільки свої гріхи, але й гріхи інших, наставляючи будь-яку грішну душу на їхньому шляху найпростішим та найдоступнішим способом — потужним ляпасом. Такий урок від паломників вважається подарунком та благословенням, навіть для вельмож.

$ Згідно з церковною традицією, паломникам треба дати їжу на дорогу. Щоб зробити це, виберіть їхнього лідера й дайте йому запас <hint=hint_resource_food>борошна</hint> або <hint=hint_resource_rutabaga>брукви</hint>.
$ А <hint=hint_relations_matriarch>Матріарх</hint> не благословляє правителів, які виганяють або нічого не дають святим паломникам.
$ Паломники залишаться з вами на два дні в очікуванні дарів; вони покинуть вас на наступний день, якщо ви дасте їм дари."
hint_action_piligrims_give_food,"Пожертвувати борошна
Пожертвуйте <hint=hint_resource_food>{count}</hint> святим паломникам, щоб вони могли продовжити свою праведну подорож.

$ <hint=hint_relations_matriarch>Відносини з</hint> Матріархом: <green>+{mat_inc}</green>
$ Паломники покинуть вашу провінцію раніше очікуваного."
hint_action_piligrims_give_swede,"Пожертвувати брукви
Пожертвуйте <hint=hint_resource_rutabaga>{count}</hint> святим паломникам, щоб вони могли продовжити свою праведну подорож.

$ Взаємини з <hint=hint_relations_matriarch>Матріархом</hint>: <green>+{mat_inc}</green>
$ Паломники покинуть вашу провінцію раніше очікуваного."
hint_cant_give_food_to_piligrims,"Пожертвувати борошна
<red>Недоступно.</red>

В сховищі має бути: <hint=hint_resource_food>{count}</hint>"
hint_cant_give_swede_to_piligrims,"Пожертвувати брукви
<red>Недоступно.</red>

В сховищі має бути: <hint=hint_resource_rutabaga>{count}</hint>"
hint_nt_knowledge_lost_final,"Втрачене знання
Внаслідок нещодавніх прикрих подій ці знання зникли з колективної пам'яті:

{lost_list}"
hint_advisor_knowledge_lost_soon,"[hint_advisor_caption]
Внаслідок нещодавніх прикрих подій не залишилося нікого, хто б мав наступні <hint=hint_idea>знання</hint>:

{lost_list}

Якщо у вас є книги, в яких згадуються ці знання, то зараз саме час дати вельможам вивчити їх, адже через декілька днів це знання зникне з колективної пам'яті.

Перевірте меню Знання, щоб дізнатися більше."
hint_knowledge_menu_lost_risk,"Ризик втрати знань
Якщо у вас є книги, в яких згадуються ці знання, то зараз саме час дозволити вельможам вивчити їх, адже через декілька днів це знання зникне з колективної пам'яті."
hint_trade_bandit_reward,"Нагорода за доброту
Купець пояснює: «Один незнайомець попросив мене віддати вам це золото. Сказав, що це на знак подяки»."
hint_unavailable_lord_non_native,"Недоступно
Запропонувати церкві меншого вельможу може тільки правитель краю, де народився цей вельможа.

Церква не вважає таку пожертву від інших правителів важливою."
hint_bandits_camp_bribe_to_attack,"Підкуп за напад
Заплатіть розбійникам, щоб вони напали на цілі в провінції {faction_uuid_target}: місто (якщо є така можливість) або села.

Будуть додатково найняті розбійники: {pop_increase}

<b>Ціна</b>: <hint=hint_resource_gold>{price}</hint>

<b>Наслідки</b>:
{optional_relation_aftermath}
{optional_secret_deals}

[hint_SENDER]"
hint_bandits_camp_bribe_to_attack_success,"Підкуп за напад
Розбійники погодилися напасти на цілі в провінції {faction_uuid_target}.

Напад почнеться через день. Ціль буде обрана в залежності від їхніх можливостей.

Кількість воїнів, найнятих за ваші гроші: {pop_increase}

{optional_relation_aftermath}
{optional_secret_deals}"
hint_unavailable_cooldown_days,"Недоступна дія
Цю дію можна виконати знову через {days} д."
hint_nt_bandits_camp_was_bribed,"Лісових розбійників підкупили!
Представника провінції {faction_uuid} помітили біля табору <hint=hint_persons_forest_bandits>лісових розбійників</hint> неподалік від вашого міста.

Напад на ваше місто або село відбудеться наступного дня.

Нові воїни, найняті за їхні кошти: {pop_increase}."
hint_bandits_maniac_description,"[hint_DESCRIPTION]
{soul_uuid_maniac} ховається від покарання в таборі розбійників.

Якщо ви нападете на табір, то зможете захопити його, отримати інформацію про його походження й відновити справедливість, а також отримати нагороду."
hint_bandits_maniac_captived,"~
Після перемоги {soul_uuid_maniac} був пійманий і піддався допиту ваших воїнів.

Виявилося, що цей вельможа прибув із провінції {province_name}, де на нього вже давно очікує суд і розправа.

Ваші воїни вирішили повернути захопленого вельможу додому, де на нього чекає відплата."
hint_bandits_maniac_attack_fail,"~
В результаті проваленого нападу {soul_uuid_maniac} врятувався й покинув табір. Хто знає, може, ви ще зустрінетеся?"
hint_bandits_maniac_ignore,"~
До вас дійшли чутки, що {soul_uuid_maniac} мирно відпочивав у таборі розбійників, а потім вирушив далі. Скоріш за все, ви більше ніколи не почуєте про нього.

На щастя, завдяки його зусиллям кількість розбійників у таборі скоротилася вдвічі."
hint_mind_joker_watched,"[hint_mind_caption]
Цей блазень такий смішний! Завжди радію, коли артисти відвідують нашу провінцію!"
hint_input.action.camera_move,"Рух камери
Утримуйте цю клавішу, щоб «тягнути» камеру."
hint_input.action.gui_add_more,"Додати 10
Утримуйте цю клавішу, щоб додати одразу 10 предметів в меню купців, війська та інших."
hint_input.action.squad_order_attack,"Наказ загону
Ця дія можлива лише для вибраного загону.

Призначте загону нове місце або ворога (натиснувши на ворожий стяг)."
hint_nt_bandit_leave,"Інкогніто покинув провінцію
Цей персонаж покинув вашу провінцію. Ймовірно, його історія має продовження, і в майбутньому ви її дізнаєтесь..."
hint_tech_trade_tax_reduce,"Технологія
Торговий жаргон і посередники дозволять вам зменшити церковний податок на торгові угоди на {percent}%."
hint_tech_market_depth_increase,"Технологія
Навичка продажу товарів тим, кому цей товар насправді не потрібен, надає приріст в <hint=hint_market_volume>місцевому попиті</hint> для всіх товарів на {perc}%."
hint_tech_book_rewrite_cost_decrease,"Технологія
Компактне писання зменшує використання <hint=hint_resource_paper>паперу</hint> на {perc}% під час створення книг."
hint_tech_saint_king,"Технологія
Богословський трактат, який пояснює, як можна відкрити для земних правителів ласку Матері Софії.

З ласки церкви, ваш монарх зможе отримати святе <hint=hint_action_task_canonization>благословення</hint> (необхідні гарні взаємини з <hint=hint_relations_matriarch>Матріархом</hint>)."
hint_tech_church_defence,"Технологія
Низка доводів, яка переконає церкву надати <hint=hint_holy_protection>захист Люблячої сім'ї</hint> (зазвичай надається молодим шляхетним домам) вашій провінції на обмежену кількість днів.

Необхідні гарні взаємини з <hint=hint_relations_matriarch>Матріархом</hint>."
hint_tech_easier_divorce,"Технологія
Розлучення не схвалюється Люблячою сім'єю і потребує дуже гарних <hint=hint_relations_matriarch>взаємин із Матріархом</hint>, але це знання понизить вимоги, переконливо доводячи необхідність розлучення у виняткових випадках."
hint_tech_bishop_fix_relations,"Технологія
Стародавній обряд покаяння за гріх ненависті, який дарує прохачеві відпущення гріхів. Обряд дозволяє <hint=hint_bishop>єпископу</hint> примирити обраного вельможу з усіма його ворогами.

Необхідні гарні взаємини між цим вельможею та єпископом, коштує <hint=hint_resource_rune>10</hint>."
hint_tech_detach_ex_bandit,"Технологія
Опис особливого кейденського ритуалу, який забирає в розбійника всі негативні риси й думки під час вербування його до війська."
hint_tech_knife_battle_stronger,"Технологія
Стародавнє мистецтво ведення бою кейденської культури.

<hint=hint_skill_combat>Навичка ведення бою</hint> для всіх воїнів з <hint=hint_resource_knife>кинджалом</hint>: +{level_add}."
hint_tech_stronger_weapon,"Технологія
Унікальна форма цієї мазі підвищує міцність з'єднань заліза й деревини, що зменшує ймовірність поломки зброї в {mult} р."
hint_tech_better_training,"Технологія
Старі імперські методи тренування недосвідчених рекрутів, завдяки чому вони отримують на {perc}% більше досвіду під час тренування на <hint=hint_bld_training_ground>тренувальному майданчику</hint>.

Ефективно, поки воїн не досягне <hint=hint_skill_combat>навички ведення бою</hint> 5 рівня."
hint_tech_moral_vs_bandits,"Технологія
Духовне тренування праведності й відчуття обов'язку, яке надає воїнам бонус до настрою +{moral_add} у битвах із <hint=hint_persons_forest_bandits>лісовими розбійниками</hint>."
hint_determination_in_desire_menu,"Сплеск рішучості
Персонаж <hint=hint_determination>сповнений рішучості</b> здійснити давнє бажання: <b>{desire_name}</b>

Докладно: {optional_determination_info}

Поки персонаж щасливий (настрій більше <green>{determination_moral_threshold}</green>) він зможе стримувати свої імпульси.

Рішучість зникне через {time_remain}."
hint_tantrum_meat_binge,"Сплеск рішучості
Вельможа самостійно братиме <hint=hint_resource_meat>м’ясо</hint> з крамниці, нестиме його додому й не зупиниться, доки все не з'їсть."
hint_tantrum_write_a_book,"Сплеск рішучості
Вельможа піде в бібліотеку й напише книгу."
hint_tantrum_read_a_book,"Сплеск рішучості
Вельможа піде в бібліотеку й вивчатиме нові знання."
hint_tantrum_solo_hunting,"Сплеск рішучості
Вельможа полюватиме на плотожерів самотужки."
hint_tantrum_ring_robbery,"Сплеск рішучості
Вельможа планує пограбувати будинок іншого вельможі. Можливий конфлікт із власником!"
hint_tantrum_make_a_gift,"Сплеск рішучості
Вельможа робить подарунок випадковому вельможі."
hint_tantrum_spent_time_together,"Сплеск рішучості
Щоб завести друга, вельможа проведе час із випадковим вельможею."
hint_tantrum_house_grab,"Сплеск рішучості
Вельможа спробує силою захопити дім іншого вельможі."
hint_part_of_nature_philosoph,"Вчений
Вельможа з найвищим рівнем навички <hint=hint_skill_knowledge>«Інтелект»</hint> у провінції. Саме він володіє найбільшою кількістю <hint=hint_idea>знань</hint>, зокрема й унікальних.

Ви можете розпочати з ним мудру розмову, щоб отримати ці знання, або просто викрасти його."
hint_encyclopedia_global_knowledge,"Знання від сусідів
У сусідніх містах часто зустрічаються унікальні <hint=hint_idea>знання</hint>, які можна отримати різними способами. 

<img=hint_encyclopedia_global_knowledge></img>  

Щоб переглянути список доступних знань, наведіть вказівник на значок книги у верхній частині меню цієї провінції на мапі світу. У списку відображаються лише ті знання, якими ваші вельможі не володіють, що робить їх особливо цінними. 

Зазвичай, цими знаннями володіє найрозумніший у провінції вельможа – <hint=hint_part_of_nature_philosoph>вчений</hint>. Цей стан вказано у підказці до вельможі. 

Щоб отримати ці знання, ви можете: 
$ Подружитися з вельможею-вченим і розпочати мудру розмову, як у його домашній провінції, так і запросивши його до своєї. 
$ Викрасти вельможу-вченого й примусити його писати <hint=hint_book>книги</hint> (через меню <hint=hint_action_shadow>темних справ</hint>). 
$ Організувати пограбування бібліотеки через меню темних справ: серед викрадених книг завжди знайдеться 1–2 унікальні.  "
hint_action_church_defence,"Захист Люблячої сім'ї
Попросити <hint=hint_holy_protection>захисту</hint> Люблячої сім'ї.

<b>Результат:</b>
$ Захист триватиме {days} д.
$ Думка <hint=hint_relations_matriarch>Матріарха</hint>: <red>-{rel_de}</red>

<b>Вартість:</b> <hint=hint_resource_rune>{cost}</hint>"
hint_action_bishop_fix_relations,"Покаяння
Сповідатися перед єпископом у ненависті.

Персонаж отримає прощення, його серце наповниться спокоєм, і він пробачить усіх своїх ворогів.

<b>Результат:</b>
$ Взаємини з усіма ворогами: <green>+{rel_inc}</green>

<b>Вартість:</b> <hint=hint_resource_rune>{cost}</hint>

Список ворогів:
{enemies_list}"
hint_fix_relations_no_enemies,"Недоступно
У цього вельможі немає ворогів, його серце чисте."
hint_tech_lock_caravan,"Умови появи цієї книги у Священному каравані:
{unlock_reason_stack}"
hint_tech_lock_unique,Цієї книги немає у бібліотеці Святої Церкви. Такі знання можна <hint=hint_encyclopedia_global_knowledge>знайти у сусідів</hint> або <hint=hint_nt_guest_arrive_knowledge_trader>отримати від скриптоніків</hint>.
church_defence_unavailable_by_holy_defence,"Недоступно
Діє захист Люблячої сім'ї."
hint_mind_fight_agains_bandit,"[hint_mind_caption]
Розбійники мають померти!"
hint_wish_happiness_to_master,"Бажання ощасливити кумира
Персонаж від усієї душі бажає щастя своєму кумиру: {soul_uuid_target}

[hint_MORAL_DEBUFF]

[hint_its_a_obsession]"
hint_mind_made_gift_to_master,"[hint_mind_caption]
Мій кумир зрадів моєму подарунку! Варто будь-яких грошей!"
hint_mind_master_death,"[hint_mind_caption]
Мати Софія, мій кумир помер! Що ж я тепер робитиму?!
"
hint_settings.apply_error.input_dublicates,
hint_nt_puppet_become,"Маріонетка
{soul_uuid_master} підкорює волю персонажа {soul_uuid_puppet}, і робить своєю <hint=hint_encyclopedia_puppets>маріонеткою</hint>."
hint_nt_puppet_reset,"Маріонетка
{soul_uuid_puppet} більше не є <hint=hint_encyclopedia_puppets>маріонеткою</hint>."
hint_puppet_make_rebellion,"Заколот маріонетки
Змусьте <hint=hint_encyclopedia_puppets>маріонетку</hint> одного з ваших вельмож почати заколот у цій провінції.

Не дивлячись на те, що вагомих доказів немає, місцевий правитель не залишить ваш зв'язок із маріонеткою непоміченим."
hint_unavailable_no_puppet,"Недоступно
У вас немає <hint=hint_encyclopedia_puppets>маріонеток</hint> у цій провінції.

Перетворіть у маріонетку одного з місцевих персонажів, змусивши одного з ваших вельмож маніпулювати подіями в цій провінції."
hint_nt_free_lord_arrive,"Вільний вельможа чекає найму
[hint_tutorial_free_lord]"
hint_puppet_make_rebellion_person_select,"Заколот маріонетки
<hint=hint_encyclopedia_puppets>Маріонетка</hint> почне заколот за наказом свого кумира – одного з ваших вельмож.

<b>Наслідки:</b>
{soul_uuid_king}: взаємини погіршаться на {rel_de}."
hint_puppet_make_rebellion_success,"~
{soul_uuid_puppet} незабаром почне заколот."
hint_puppet_riot_king,"Оборона під час заколоту
{optional_type_of_danger}

Очікується, що хтось із вельмож цього поселення скоро підніме заколот. Вважається, що цей вельможа – <hint=hint_encyclopedia_puppets>маріонетка</hint>, що виконує чиїсь накази.

Правитель {soul_uuid_king} у небезпеці. Він просить вашої підтримки у вигляді війська й обіцяє пам'ятати про вашу допомогу в цей скрутний час.

Рівень підтримки монарха {soul_uuid_king} серед воїнів: {war_sup}%

Наслідки, якщо ви підтримаєте монарха {soul_uuid_king}:
$ Якщо переможе {soul_uuid_king}, ваші взаємини з ним: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Якщо переможе {soul_uuid_heir}, ваші взаємини з ним: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_global_map_danger_rebellion_puppet,"~
<red>За чиїмось наказом {soul_uuid_heir} розпочинає заколот. У разі успіху поточний монарх{soul_uuid_king} буде скинутий, і його місце займе {soul_uuid_heir}.</red>"
hint_puppet_riot,"Заколот маріонетки
{optional_type_of_danger}

Вельможа з цього поселення скоро підніме заколот і просить вашої підтримки у вигляді війська, обіцяючи не забувати про вашу допомогу. Вважається, що цей вельможа – <hint=hint_encyclopedia_puppets>маріонетка</hint>, що виконує чиїсь накази.

Рівень підтримки {soul_uuid_heir} серед воїнів: {war_sup}%

Можливі наслідки, якщо ви підтримаєте {soul_uuid_heir}:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_mind_bad_hunt,"Невдале полювання
Полювання пройшло жахливо... І це не моя вина!"
hint_nt_check_problems,"Перегляньте проблеми
Натисніть на прапорець із цифрою у лівому верхньому кутку, щоб переглянути найбільш нагальні проблеми у вашому поселенні."
hint_nt_lord_dead_in_hostage,"Смерть у полоні
{soul_uuid_1}: вбили бандити."
hint_action_task_hunt_global_map_context,"Полювання
{soul_uuid_1}: <hint=hint_skill_combat>навичка ведення бою</hint>: {skill_1}

{soul_uuid_2}: <hint=hint_skill_combat>навичка ведення бою</hint>: {skill_2}

Плотожер не поступається силою воїну із навичкою ведення бою {wolf_level}, озброєному <hint=hint_resource_wooden_spear>списом</hint>.

Імовірність успішного полювання: {ver}%."
hint_nt_bad_hunt_on_global_map,"Невдале полювання  
{soul_uuid_1} і {soul_uuid_2} пішли полювати в провінції {faction_uuid}, але полювання було невдалим. 

Їхній настрій та взаємини погіршились."
hint_nt_guest_role_revealed,"Наміри розкриті
{soul_uuid} розкриває свої наміри в розмовах із вашими вельможами. Це {role_name}.

Ви можете вигнати цього вельможу (що матиме наслідки) або нічого не робити й нести відповідальність за його дії."
hint_guest_communicative,"Товариський
Цей гість прибув із наміром встановити хороші взаємини з вашим монархом і спадкоємцем."
hint_guest_duelist,"Дуелянт
У цього гостя виняткова <hint=hint_skill_combat>навичка ведення бою</hint>. Він бажає викликати на двобій і вбити одного з ваших вельмож – найкращого керівника, командира, або навіть монарха."
hint_guest_provoker,"Провокатор
Цей гість, швидше за все, інтриган із високими навичками <hint=hint_skill_speech>переконування</hint> й <hint=hint_skill_manners>манер</hint>.

Його наміри включають підкуп ваших вельмож й інтриги проти монарха."
hint_guest_puppet_master,"Лялькар
Цей гість, найімовірніше, інтриган із високими навичками <hint=hint_skill_speech>«Переконування»</hint> й <hint=hint_skill_manners>«Манери»</hint>.

Він спробує перетворити одного з ваших вельмож на свою <hint=hint_encyclopedia_puppets>маріонетку</hint>."
hint_guest_manipulator,"Маніпулятор
Цей гість, швидше за все, інтриган із високими навичками <hint=hint_skill_speech>переконування</hint> й <hint=hint_skill_manners>манер</hint>.

Маніпулятору подобається вибирати жертву, завойовувати її довіру й одночасно плести проти неї інтриги, спілкуючись із її подружжям. Однак він також може налагодити взаємини лестощами й похвалою."
hint_guest_seducer,"Спокусник
Цей гість, швидше за все, інтриган із високими навичками <hint=hint_skill_speech>переконування</hint> й <hint=hint_skill_manners>манер</hint>.

Він розважає себе спробами спокусити ціль, яка більше за всіх виявляє до нього інтерес.
Якщо в його й вашого монархів погані взаємини, спокусник скористається довірою жертви, щоб знизити її вірність вашому монарху."
hint_guest_player,"Гравець
Цей персонаж приходить, щоб задовольнити свою потребу в грі в кості. Він обирає найменш <hint=hint_skill_knowledge>кмітливого</hint> вельможу собі в партнери, потенційно збільшуючи свої шанси на виграш.

З якоїсь причини йому заборонено грати в азартні ігри в рідній провінції."
hint_guest_educator,"Просвітитель
Цей ерудований гість прийшов, щоб взяти участь в <hint=hint_action_wise_talk>мудрих розмовах</hint> із вашим найпросвітленішим вельможею.

Взаємне просвітлення через знання – благородна мета цього просвітителя."
hint_encyclopedia_puppets,"Маріонетка
Коли взаємини одного персонажа з іншим перевищують 90, він стає маріонеткою цього персонажа.

<img=hint_encyclopedia_puppets></img>

Маріонетка готова піти на все заради свого кумира:
$ Маріонетки ваших вельмож у сусідніх містах можуть робити темні справи для вас і навіть починати заколоти.
$ Маріонетка з радістю віддасть своє майно кумиру й не заздритиме йому.
$ У вашій провінції кумир може спонукати маріонеток виконати будь-яке завдання, в тому числі вбивство.
$ У будь-якому конфлікті маріонетки захищатимуть кумира ціною свого життя."
hint_action_task_donate_to_master,"Подарунок для кумира
Попросіть подарунок: <hint=hint_resource_rune>{rings_count}</hint>.

Маріонетка буде рада догодити своєму кумиру й отримає думку {mind_add}"
hint_puppet,"Маріонетка
Цей персонаж – <hint=hint_encyclopedia_puppets>маріонетка</hint>.

Його кумир: {soul_uuid}."
hint_action_slander,"Наклеп
Вибраний вельможа <b>зводить наклеп</b> на спільного знайомого.

У результаті взаємини цілі ({soul_uuid_target}) і цього знайомого <b>погіршуються</b> на декілька позицій в залежності від навички <hint=hint_skill_speech>переконування</hint> виконавця.

Однак нікому не подобається наклеп, тому {soul_uuid_target} також погіршить свої взаємини з виконавцем на <red>{rel_de_slander}</red>."
hint_action_praise,"Хвала
Вибраний вельможа <b>хвалить</b> спільного знайомого.

У результаті взаємини цілі ({soul_uuid_target}) і цього знайомого <b>покращуються</b> на декілька позицій в залежності від навички <hint=hint_skill_speech>переконування</hint> виконавця."
hint_action_slander_context,"Наклеп
Виконавець {soul_uuid_performer}: {skill_name} {skill_level} рів.

<b>Наслідки</b>
$ Взаємини ({soul_uuid_target} і {soul_uuid_about}): <red>{rel_de_slander_to_target_king}</red>
$ Взаємини ({soul_uuid_target} і {soul_uuid_performer}): <red>{rel_de_slander}</red>

Поточні взаємини ({soul_uuid_target} і {soul_uuid_about}): {rel_current}"
hint_action_praise_context,"Хвала
Виконавець {soul_uuid_performer}: {skill_name} {skill_level} рів.

<b>Наслідки</b>
$ Взаємини ({soul_uuid_target} і {soul_uuid_about}): <green>{rel_de_praise_to_target_king}</green>

Поточні взаємини ({soul_uuid_target} і {soul_uuid_about}): {rel_current}"
hint_unavailable_by_cooldown,"Недоступно
Ця дія буде недоступна ще {remain_time} год."
hint_building_wall_rebuild,"Відбудова
Відбудуйте цю секцію стіни"
hint_unavailable_by_not_in_city,"Недоступно
{soul_uuid_1} зараз не в тому ж місті, що й {soul_uuid_2}"
hint_sudden_attack_assault_fair,"Пограбування
Нападіть для розграбування скарбниці {faction_uuid}.

Напади без попередження не благословляються <hint=hint_relations_matriarch>Матріархом</hint>, оскільки це порушує неписані правила й сіє хаос.

$ Імовірна здобич: <hint=hint_resource_gold>{town_money}</hint>
$ Взаємини з {soul_uuid_king}: <red>{sudden_attack_assault_fair_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_fair_result,"Пограбування
Ваше військо вирушає грабувати провінцію {faction_uuid}.

$ Взаємини з {soul_uuid_king}: <red>{sudden_attack_assault_fair_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair,"Пограбування
Нападіть без попередження для розграбування скарбниці {faction_uuid}.

Оскільки ви НЕ є <hint=hint_faction_relations_deadly_enemy>заклятими ворогами</hint> із монархом цього поселення, такий напад вважатиметься <red>зрадою</red>, що погіршить взаємини із сусідами й Матріархом.

$ Імовірна здобич: <hint=hint_resource_gold>{town_money}</hint>

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_assault_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_assault_unfair_result,"Пограбування
Несподівано ваше військо вирушає грабувати провінцію {faction_uuid}.

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_assault_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_attack_assault_unfair_rel_de_neigh}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair,"Спалення вщент
Відправте військо, щоб стерти з лиця землі {faction_uuid}.

Напади без попередження не благословляються <hint=hint_relations_matriarch>Матріархом</hint>, оскільки це порушує неписані правила й сіє хаос.

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_fair_result,"Спалення вщент
Ваше військо вирушає, щоб стерти з лиця землі {faction_uuid} й покласти край ворожнечі.

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_city_burn_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair,"Спалення вщент
Несподівано відправте своє військо, щоб стерти з лиця землі {faction_uuid}.

Оскільки ви НЕ є <hint=hint_faction_relations_deadly_enemy>заклятими ворогами</hint> із монархом цього поселення, такий напад вважатиметься <red>зрадою</red>, що погіршить взаємини із сусідами й Матріархом.

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_burning_unfair_result,"Спалення вщент
Несподівано ваше військо вирушає, щоб стерти з лиця землі {faction_uuid}.

$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_city_burn_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_attack_city_burn_unfair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair,"Зробити васалом
Відправте військо, щоб завоювати провінцію й приєднати її до свого королівства як <hint=hint_vassal>васала</hint>.

Напади без попередження не благословляються <hint=hint_relations_matriarch>Матріархом</hint>, оскільки це порушує неписані правила й сіє хаос.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_fair_result,"Зробити васалом
Ваше військо вирушає, щоб завоювати провінцію {faction_uuid} й приєднати її до вашого королівства як <hint=hint_vassal>васала</hint>.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_demand_vassal_fair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_demand_vassal_fair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair,"Зробити васалом
Відправте військо, щоб завоювати провінцію й приєднати її до свого королівства як <hint=hint_vassal>васала</hint>.

Оскільки ви НЕ є <hint=hint_faction_relations_deadly_enemy>заклятими ворогами</hint> із монархом цього поселення, такий напад вважатиметься <red>зрадою</red>, що погіршить взаємини із сусідами й Матріархом.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_vassalage_unfair_result,"Зробити васалом
Несподівано ваше військо вирушає, щоб завоювати провінцію {faction_uuid} й приєднати її до вашого королівства як <hint=hint_vassal>васала</hint>.

{optional_attack_on_vassal_or_ally}
$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_demand_vassal_unfair_rel_de}</red>
$ Взаємини із сусідами: <red>{sudden_demand_vassal_unfair_neigh_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair,"Примушення до нейтралітету
Нападіть на провінцію {faction_uuid}, щоб примусити її монарха до нейтралітету. Якщо ви переможете, {soul_uuid_king} розірве всі політичні зв'язки з васалами, сюзеренами чи союзниками. Ця провінція стане політично незалежною й нейтральною.

Напади без попередження не благословляються <hint=hint_relations_matriarch>Матріархом</hint>, оскільки це порушує неписані правила й сіє хаос.

{optional_force_neutrality_additional_effects}
$ Взаємини з {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_fair_result,"Примушення до нейтралітету
Ваше військо вирушає, щоб примусити провінцію {faction_uuid} до нейтралітету.

{optional_force_neutrality_additional_effects}
$ Взаємини з монархом {soul_uuid_king}: <red>{sudden_attack_fair_force_neutrality_rel_de}</red>
$ Взаємини з Матріархом: <red>{sudden_attack_mat_rel_de_fair}</red>
{optional_holy_defence_will_removed}"
