Key,Indonesia
mind.catharsis,Katarisis
mind.close_actor_dead,Kematian orang tercinta
mind.close_actor_heavy_disease,Penyakit serius orang tercinta
mind.close_actor_low_mid_disease,Kekhawatiran atas kesehatan orang tercinta
mind.close_actor_punish,Hukuman orang tercinta
mind.conversation_fatigue,Kelelahan dari negosiasi
mind.conversation_reward,Diperdakan
mind.conversation_threat,Mengancam
mind.conversation.rumors,Membahas rumor
mind.crime_criminal_not_punished,Kriminal bebas tanpa hukuman
mind.crime_punished,Telah dihukum
mind.crime_unfairly_punished,Korban penyalahgunaan
mind.crime_victim,Korban kejahatan
mind.deep_talk,Memiliki percakapan bermakna!
mind.dice_of_fate_bad_luck,Tulang meramalkan kerugian!
mind.dice_of_fate_luck,Tulang menjanjikan keberuntungan!
mind.disease_death_inevitable,Kematian tak terelakkan
mind.disease_easy,Penyakit ringan
mind.disease_hard,Penyakit parah
mind.disease_middle,Penyakit sedang
mind.drank,Efek alkohol
mind.drank_nectar,Efek nektar
mind.beer_addiction,Keinginan bir
mind.nectar_addiction,Keinginan nektar
mind.enemy_actor_dead,Kematian musuh
mind.enemy_actor_heavy_disease,Harapan kematian musuh
mind.envy_happy,Iri hati
mind.evil_joke,Diejek!
mind.execution_watch,Tontonan eksekusi
mind.exhaustion,Kelelahan
mind.faction_actor_dead,Kematian anggota keluarga
mind.fanatic,Fanatik religius
mind.fight_positive,Melepaskan ketegangan!
mind.flattery,Dirayu
mind.force_action_task,Stres dari paksaan
mind.seduce_task,Seks tanpa emosi
mind.game_of_dice_loose,Kalah dalam permainan dadu
mind.game_of_dice_win,Menang dalam permainan dadu
mind.good_joke,Menceritakan lelucon
mind.hangover,Pecah belah
mind.nectar_hangover,Hangover nektar
mind.force_donate,Dipaksa berkorban
mind.hate,Kebencian
mind.homeless,Tanpa rumah
mind.hunt,Perburuan sukses
mind.immobilization,Ketidakbergerakan
mind.lot_of_rings,Sangat banyak Cincin
mind.low_rings,Sedikit Cincin
mind.loyalty_low,Kesetiaan rendah
mind.many_rings,Banyak Cincin
mind.morning_service,Khotbah Sukacita
mind.motive.energy.1,Mengantuk
mind.motive.energy.2,Kurang tidur parah
mind.motive.food.1,Makan dengan lahap
mind.motive.food.2,Lapar ringan
mind.motive.food.3,Lapar
mind.motive.food.4,Lapar parah
mind.motive.rest.1,Penuh energi
mind.motive.rest.2,Kelelahan ringan
mind.motive.rest.3,Kelelahan sedang
mind.motive.rest.4,Kelelahan mematikan
mind.motive.religion.1,Ketaatan
mind.motive.religion.2,Kebahagiaan
mind.motive.religion.3,Santa Sofia telah meninggalkan saya
mind.motive.religion.4,Dewi akan menghukum saya!
mind.motive.sex.1,Kesepian ringan
mind.motive.sex.2,Hasrat seksual
mind.motive.sex.3,Obsesi seksual
mind.motive.care.1,Kurang perhatian orang tua
mind.motive.care.2,Merindukan orang tua
mind.motive.care.3,Ditinggalkan orang tua
mind.new_town_resident,Optimisme penduduk baru
mind.night_murder,Pembunuhan keji
mind.no_rings,Tidak ada cincin
mind.no_salary,Tidak menerima gaji
mind.pain,Sakit dari luka
mind.personality_blockhead,Kebahagiaan kebodohan
mind.personality_bloodthirsty_fight,Terlibat perkelahian
mind.personality_bloodthirsty_saw_fight,Bau darah
mind.personality_greedy,Kebahagiaan kekayaan
mind.quality_of_life_high,Hidup memuaskan
mind.religious_pain,Kebahagiaan Rasa Sakit
mind.sex_bribe_dummy,Seks kotor
mind.sex_bribe_slave,Seks demi uang
mind.sex_orgasm,Mencapai orgasme
mind.sick_was_visit,Empati terhadap penyakit
mind.slight,Saya diabaikan!
mind.starvation,Kelaparan
mind.terror,Teror
mind.toothache,Sakit Gigi
mind.knowledge_fatigue,Kelelahan dari Pengetahuan
mind.try_to_posion_me,Upaya Keracunan
mind.ugly_scars,Bekas Luka Jelek
mind.work_fatigue,Kelelahan dari Pekerjaan
mind.inspection_fatigue,Kelelahan dari Inspeksi
mind.paramour,Dalam Hubungan
mind.ex_paramour,Pemutusan Hubungan
mind.love,Cinta:
mind.refuse_flirt_full,Ditolak
mind.refuse_flirt,Menolak Kencan
mind.flirt,Kencan yang Akan Datang
mind.convicted_of_adultery,Perselingkuhan Pasangan
mind.adultery,Malu karena Perselingkuhan
mind.suspicion_of_adultery,Mencurigai Perselingkuhan
mind.restrictions,Pembatasan
mind.want_to_breakout,Merindukan Orang Tercinta
mind.breakout_happy,Kebahagiaan Kebebasan
mind.child_born,Anak Lahir
mind.ale_drinking,Kebablasan: Ale
mind.moonshine_drinking,Kebablasan: Moonshine
mind.meat_eating,Daging Lezat
mind.swede_eating,Rutabaga Tanpa Rasa
mind.desire_success,Hasrat Terpenuhi
mind.anguished_desire,Hasrat Menyiksa
mind.obsession_desire,Obsesi dengan Hasrat
mind.force_donate,Dipaksa Menyumbang
mind.bandits_profit_premonition,Antisipasi Keuntungan
mind.rescued_from_captivity,Diselamatkan dari Penahanan
mind.close_actor_hostage,Orang Tercinta dalam Penahanan
mind.king_greetings,Salam Terjadi
mind.pregnancy_miscarriage,Kehilangan Anak
mind.have_friend,Memiliki Teman
mind.patrolling_fatigue,Kelelahan dari Patroli
mind.fear_of_death,Takut Kematian
mind.few_fanatics,Sedikit Fanatik
mind.sin_cleaned,Dibersihkan dari Dosa
mind.sinner,Pembuat Dosa
mind.defender_of_bandits_camp,Pembela Kemah Perampok
mind.defender_of_town,Pembela Kota
mind.no_weapons,Tidak Ada Senjata
mind.separate_living_place,Perumahan Terpisah
mind.sin_shame,Malu atas Dosa
mind.captive,Sandera
mind.happy_of_stupidity,Kebahagiaan Kebodohan
mind.gambler_no_play,Keinginan untuk Keseruan
mind.battle_squad_command_unhappy,Memimpin Regu
mind.disinherited,Diwariskan
mind.heir_became,Menjadi Ahli Waris
mind.my_king_is_saint,Raja Saya Suci!
mind.not_enough_equipment,Kurang Peralatan
mind.swede_typh,Tifus Rutabaga
mind.commander_stay_in_back,Komandan Saya Tidak di Pertempuran!
mind.criminal_intimidated,Terintimidasi oleh Eksekutor
mind.fanatic_service_skip,Kita Butuh Lebih Banyak Kuil!
mind.got_title,Menerima Gelar
mind.friend_lost_title,Teman Saya Diringankan dari Kepangsaan
mind.sorrow_for_king,Berduka untuk Raja
mind.loyalist_with_king_squad,Dalam Pengikut Raja
mind.matriarch_dont_love_king,Matriark Tidak Menyukai Raja
mind.prestiged_best,Keluarga Paling Bergengsi
mind.prestiged_worst,Keluarga Paling Terpencil
mind.successful_king,Raja Sukses
mind.spirit_of_freedom,Semangat Kebebasan
mind.under_culture_terror,Teror terhadap Budaya Saya
mind.best_culture_gwelts,Tentara Terkuat
mind.best_culture_tanaia,Matriark Mencintai Kota Kami
mind.best_culture_makha,Kota Paling Bergengsi
mind.best_culture_vorun,Populasi Terbesar
mind.worst_culture_gwelts,Tentara Terlemah
mind.worst_culture_tanaia,Matriark Tidak Mencintai Kota Kami
mind.worst_culture_makha,Kota Paling Tidak Bergengsi
mind.worst_culture_voruns,Populasi Terkecil
mind.king_other_culture,Raja Budaya Lain
mind.fight_for_freedom,Berjuang untuk Kebebasan
mind.too_many_xeno_culture,Terlalu Banyak {culture} di Kota
mind.too_many_gwelts,Terlalu Banyak Kaiden di Kota
mind.too_many_tanaya,Terlalu Banyak Tanaya di Kota
mind.too_many_makha,Terlalu Banyak Makha di Kota
mind.too_many_voruns,Terlalu Banyak Varns di Kota
mind.unfinished_ambition,Ambisi yang Tidak Terpenuhi
mind.hopes_for_the_future,Harapan untuk Masa Depan
mind.king_cursed,Raja Dikutuk oleh Matriark
mind.loyalist_in_battle,Loyalis dalam Pertempuran
mind.kaiden_brave_king,Raja Berani
mind.varns_peace_king,Raja Pencinta Damai
mind.tanaya_puppet_king,Raja Dalang
mind.makha_trader_king,Raja Pedagang
mind.many_gaidjins,Orang Asing Mengusir Kami!
mind.hated_culture_punished,Budaya Dibenci Dihukum
mind.feeling_of_freedom,Antisipasi Kebebasan
mind.joy_of_riots,Kebahagiaan Kerusuhan
mind.slave_soldiers_1,Banyak Prajurit di Kota
mind.slave_soldiers_2,Pengawasan Ketat
mind.slave_soldiers_3,Pengawasan Lemah
mind.slave_soldiers_4,Sedikit Prajurit di Kota
mind.slave_soldiers_5,Keunggulan Numerik
mind.cholera,Cacar
mind.retreat_from_battle,Mundur dari Pertempuran
mind.king_apostate,Raja Murtad
mind.we_cursed,Kematian Menanti Kita Semua!
mind.fear_of_church,Takut pada Gereja
mind.king_is_prophet,Raja adalah Nabi Sejati!
mind.good_events,Peristiwa Baik
mind.bad_events,Peristiwa Buruk
mind.lord_terrored,Keadilan untuk Semua!
mind.survived_the_fire,Selamat dari Api
actor.action_task.give_title_to_untitled_lord,Berikan Gelar
actor.action_task.untitled_lord_depart,Usir Bangsawan Rendah
building.status.inspection_overtime,Instruksi Usang. Efisiensi: {number}%
actor.action_task.turn_untitled_lord_into_free_lord,Bangsawan Bebas
actor.action_task.move_untitled_lord_to_holy_family,Pendeta
actor.action_task.turn_untitled_lord_into_knight,Ksatria
actor.action_task.choose_your_destiny,Tentukan Nasib
opinion_mind.donated_lord_to_holy_family,Mengorbankan Bangsawan
opinion_mind.exile_from_faction,Merampas Gelar Saya dan Mengusir Saya
opinion_mind.friend_exiled_from_faction,Mengusir Teman dari Keluarga Kami
mind.friend_exiled_from_faction,Seorang Teman Diusir dari Keluarga Kami
display_event.untitled_lord_leave_soon,Bangsawan Rendah {name} Akan Segera Pergi
display_event.untitled_lord_leave,Bangsawan Rendah {name} Sedang Pergi
notification.got_knowledge_from_teach,{name} memperoleh pengetahuan selama pelajaran dengan {name_2}: {knowledge}
mind.making_desire,Memenuhi Keinginan Saya
menu.battle_squad.shoot_without_order,Menembak Tanpa Perintah
main_menu.new_game.family.members.single_king,Raja Kesepian
main_menu.new_game.family.members.king_wife_three_brothers,Tiga Saudara dan Seorang Istri
main_menu.new_game.family.members.king_wife_two_brothers,Dua Saudara dan Seorang Istri
display_event.lost_knowledge,Pengetahuan Berisiko
display_event.soldier_tax_decreased,Pajak Tentara Berkurang
letter.tax_increase_2,"Saat kami menyaksikan kekuasaan Negara Anda yang terus berkembang, hati kami mekar dalam penghormatan! Tanpa ragu, seseorang tidak akan pernah seberuntung itu tanpa bantuan Ibu Sofia, yang kami layani dengan setia. Apa yang lebih baik daripada dengan syukur mengembalikan sebagian kekayaan kepada para pelayannya agar doa-doa Anda terus dijawab?"
letter.tax_decrease,Hati kami berat dengan kesedihan saat menyaksikan ujian keras yang menimpa negara Anda akhir-akhir ini! Ibu Sofia tidak akan pernah mengabaikan penderitaan anak-anaknya—kami percaya tidak ada alasan lagi bagi Anda untuk membayar pajak prajurit yang ditingkatkan!
letter.army_tax_decrease_footer,"Negara Anda sekarang lebih kecil, dan oleh karena itu Keluarga Penuh Kasih percaya bahwa adil jika Anda membayar lebih sedikit untuk mengamankan jalan.

Gereja <b>menurunkan</b> pajak prajurit, yang sekarang {new_tax} per unit keterampilan tempur setiap prajurit (sebelumnya {old_tax})."
menu.battle_squad.shoot_in_archers,Bidik Pemanah
statistics_menu.province.trees_felled_yesterday,Pohon yang Ditebang Kemarin:
statistics_menu.province.trees_growed_yesterday,Pohon Baru yang Tumbuh Kemarin:
grave.king,"Di sini terbaring seseorang yang hidup untuk orang lain dan menemukan keselamatan abadi dalam kematian. {province_name}, semoga kenangannya tidak pernah pudar."
grave.king_kia,"Kerajaan telah kehilangan pembelanya, tapi Surga telah mendapatkan seorang santo. {province_name}, ingatlah namaku!"
grave.smart,Di sini terbaring seseorang yang kebijaksanaan dan pengetahuannya kini menjadi warisan kami.
grave.mother,Ibu yang penuh kasih dan istri yang setia. Di sini terbaring seseorang yang hidup untuk orang lain dan menemukan keselamatan abadi dalam kematian.
grave.victor,Di sini terbaring seorang komandan hebat. Ia mengalahkan segalanya kecuali kematian.
grave.queen,Ratu tercinta. {province_name} akan berduka atas kepergianmu dengan tak terkira.
grave.heir,Di bawah makam ini beristirahat ahli waris yang tidak pernah ditakdirkan memakai mahkota.
grave.kia,Terbunuh dalam pertempuran saat membela Rajasanya. Semoga kau beristirahat dalam kemuliaan abadi dan tidak pernah dilupakan!
grave.generic_1,"Setelah menyelesaikan perbuatan hebat, ia menemukan istirahat abadinya di sini. Ibu Sofia, peluklah jiwanya!"
grave.generic_2,Saya pikir Ibu Sofia telah memberi saya lebih banyak waktu.
grave.generic_3,"Beristirahatlah dalam damai, yang luput darimu dalam kehidupan."
grave.generic_4,Bagaimana Jika?
grave.generic_5,Di sini beristirahat seseorang yang tidak suka beristirahat dalam kehidupan.
letter.villager_name,Tetua {name}
grave.dyed_at,Meninggal pada usia {age} tahun.
grave.grave_of,Makam {name}
map.defence_own_village,Pertahanan Desa
activity_state.grave_visit_go,Mengunjungi Makam
activity_state.grave_visit,Mengingat Almarhum
mind.close_remember,Kenangan Almarhum
mind.grave_visit,Mengunjungi Makam Orang Tercinta
menu.construction.category.graves,Monumen
building.grave,Makam {name}
notification.close_remember,{name}: Mengingat Orang Tercinta yang Telah Meninggal ({name_2})
grave.generic_6,Kenangan perbuatan baik Bangsawan ini akan hidup selamanya di hati rakyat.
grave.generic_7,"Dalam kehidupan, Bangsawan ini adalah perwujudan iman dan kebajikan. Semoga Ibu Sofia memeluk jiwanya."
grave.generic_8,"Di sini terbaring seseorang yang menjadi cahaya bagi banyak orang, dan cahayanya tidak akan pernah pudar dalam ingatan rakyat."
grave.generic_9,Jangan terlihat serius begitu! Giliranmu selanjutnya!
grave.generic_10,Di sini terbaring seseorang yang terlalu lama bercanda dengan nasib.
grave.generic_11,"Bangsawan bangsawan ini ingin pergi ke dunia yang lebih baik, tapi kemungkinan mengambil jalan yang salah."
grave.generic_12,"Bangsawan bangsawan ini pernah bangun dengan hangover, yang tidak bisa ia tahan."
grave.generic_13,"Kata-kata terakhir almarhum adalah, ""Saya yakin semuanya akan baik-baik saja!"""
grave.generic_14,Di sini terbaring seseorang yang terlalu mencintai pesta... terutama yang terakhir.
grave.generic_15,Di sini terbaring seseorang yang kalah dalam permainan dadu dengan kematian.
grave.generic_16,"Hidup seperti kecapi—banyak senar, tapi tidak ada satu nada yang benar."
grave.generic_17,"Di sini terbaring seorang Bangsawan yang selalu berkata, ""Saya tidak takut!""—bahkan saat seharusnya takut."
grave.generic_18,Di sini terbaring seseorang yang mengira hidup hanyalah permainan.
grave.generic_19,Di sini terbaring seseorang yang suka bermain dadu... sampai lemparan terakhir dilakukan.
grave.generic_20,Bangsawan bangsawan ini tahu terlalu banyak... dan itulah kejatuhannya.
grave.generic_21,"Di sini terbaring seseorang yang berkata, ""Jangan khawatir, saya tahu apa yang saya lakukan.""."
grave.generic_22,Menguji kekuatan zirah pada diri sendiri adalah ide buruk.
grave.generic_23,Di sini terbaring seseorang yang terlalu mencintai petualangan.
grave.generic_24,Di sini terbaring seseorang yang mendedikasikan hidupnya untuk melayani Ibu Sofia dan orang lain.
grave.generic_25,"Perjalanan duniawi telah berakhir, tapi keabadian dan perawatan penuh kasih Ibu Sofia menanti."
grave.generic_26,Semoga ia beristirahat dalam damai sebagai penguasa sejati yang berjuang untuk kehormatan dan keadilan.
letter.inquisition_go_to_purge,"Dengan hati berat, kami telah lama menyaksikan penurunanmu ke jurang dosa... Sayang sekali, ini tidak bisa diteruskan lagi, dan demi teguran bagi semua anak Sofia, kami terpaksa menundukkanmu dan bawahanmu pada pemurnian dengan api. Ayah Ketat telah berdoa untuk jiwamu dan mengumpulkan saudara-saudara setianya dari Inkuisisi."
mind.enemy_grave_visited,Mengunjungi Makam Musuh
work.executor,Eksekutor
mind.caprice,Mimpi yang Tidak Terpenuhi
mind.caprice_success,Mimpi yang Terpenuhi
display_event.obession_appear,{name}: obsesi baru.
options_menu.graphics.display_scars,Tampilkan Bekas Luka
building.menu.gallows_culture_terror,Para Bangsawan termasuk dalam budaya ini dan akan memperburuk hubungan dengan raja sebesar <red>{mind_strength}:</red>
opinion_mind.culture_terror,Mengorok Budaya Saya
display_event.lords_against_terror,Para Bangsawan Tidak Senang dengan Teror terhadap {culture}
name.nickname_1,Gelas Tanpa Dasar
name.nickname_2,Hidung Merah
name.nickname_3,Pecahkan Gelas
name.nickname_4,Bangsawan Bir
name.nickname_5,Ksatria Bir
name.nickname_6,Habiskan Semua
name.nickname_7,Biarkan Saya Selesai
name.nickname_8,Tari-Tarian
name.nickname_9,Teman Ceria
name.nickname_10,Kulit Kuning
name.nickname_11,Pengernyit
name.nickname_12,Teman Ceria Kuning
name.nickname_13,Bangsawan Berkabut
name.nickname_14,Sahabat Nektar
name.nickname_15,Berikan Botolnya
name.nickname_16,Pelari Kuning
name.nickname_17,Perban Kotor
name.nickname_18,Pemburu Gila
name.nickname_19,Darah Nektar
name.nickname_20,Kaki Cepat
name.nickname_21,Jiwa Kelinci
name.nickname_22,Tangan Terangkat
name.nickname_23,Tumit Terangkat
name.nickname_24,Landak Penakut
name.nickname_25,Burung Pipit Kecil
name.nickname_26,Saya di Belakang
name.nickname_27,Tikus Kecil
name.nickname_28,Ekor di Antara Kaki
name.nickname_29,Tinju Menakutkan
name.nickname_30,Pedang Suram
name.nickname_31,Hati Berani
name.nickname_32,Jiwa Singa
name.nickname_33,Semangat Pemberani
name.nickname_34,Tangan Tegas
name.nickname_35,Prajurit Tak Takut
name.nickname_36,Pukulan Kuat
name.nickname_37,Guru
name.nickname_38,Lebah
name.nickname_39,Cambuk
name.nickname_40,Malapetaka Pemalas
name.nickname_41,Bangun
name.nickname_42,Pembuat Pintar
name.nickname_43,Penggila Buku
name.nickname_44,Bangsawan Kertas
name.nickname_45,Pembuat Tahu Segala
name.nickname_46,Pustakawan
name.nickname_47,Dahi Lebar
name.nickname_48,Bangsawan Bijak
name.nickname_49,Magister
name.nickname_50,Ahli Tata Bahasa
name.nickname_51,Guru
name.nickname_52,Pakar
name.nickname_53,Ular Bijak
name.nickname_54,Mentor
name.nickname_55,Sumber Pengetahuan
name.nickname_56,Hakim
name.nickname_57,Saya Akan Membalas
name.nickname_58,Penegak Hukum
name.nickname_59,Cambuk Pencuri
name.nickname_60,Bangsawan Runtunan
name.nickname_61,Tirani
name.nickname_62,Tangan Besi
name.nickname_63,Eksekutor
name.nickname_64,Tangan Berdarah
name.nickname_65,Penyedot Darah
name.nickname_66,Jerat
name.nickname_67,Monster Haus Darah
name.nickname_68,Runtunan
name.nickname_69,Duelis
name.nickname_70,Pisau Jahat
name.nickname_71,Panggilan Kematian
name.nickname_72,Beruntung
name.nickname_73,Ambil Tantangan
name.nickname_74,Gugup
name.nickname_75,Tidak Lengkap Akalnya
name.nickname_76,Gila
name.nickname_77,Gila Bulan
name.nickname_78,Psiko
name.nickname_79,Terkutuk
name.nickname_80,Jauhi
name.nickname_81,Bangsawan Gelisah
name.nickname_82,Pelancong
name.nickname_83,Kaki Panjang
name.nickname_84,Siap Berangkat
name.nickname_85,Pengembara
name.nickname_86,Pengembara
name.nickname_87,Kaki Gelisah
name.nickname_88,Orang-orang Kering
name.nickname_89,Mimpi Buruk
name.nickname_90,Kecantikan Dalam
name.nickname_91,Tangis Anak
name.nickname_92,Orang Bodoh
name.nickname_93,Orang Buta
name.nickname_94,Korban yang Percaya
name.nickname_95,Bangsawan Naif
name.nickname_96,Semua Merata
name.nickname_97,Sekali Lagi
name.nickname_98,Taruhan Terakhir
name.nickname_99,Semua Masuk
name.nickname_100,Bangsawan Gelap
name.nickname_101,Bangsawan Buta
name.nickname_102,Bangsawan Hitam
name.nickname_103,Tikus Tanah
name.nickname_104,Bangsawan bermata satu
name.nickname_105,Cyclops
name.nickname_106,Mata Buta
name.nickname_107,Bangsawan Setengah Buta
name.nickname_108,Pegang Nampan
name.nickname_109,Pelukan Sederhana
name.nickname_110,Tangan Salah
name.nickname_111,Tidak Lengkap Akalnya
name.nickname_112,Bangsawan Satu Tangan
name.nickname_113,Tunggul
opinion_mind.relative_suffer,Kerabat saya di provinsinya sedang menderita
opinion_mind.relative_dead,Kerabat saya telah meninggal di provinsinya
display_event.relatives_worse_relations,{name}: Kerabat karakter telah memperburuk sikap mereka terhadap Raja Anda
display_event.got_nickname,{name}: Karakter menerima julukan “{nickname}”
display_event.lord_not_have_time_for_chancellery,Pengelola kancelari tidak bisa tiba tepat waktu.
building.menu.status.waiting_inspector,Menunggu pengelola
building.watch_tower.archers,PANAH
actor.action_task.assasins_guest_give_child,Korbankan Anak Sulung
actor.action_task.assassination,Pembunuhan Rahasia
activity_state.npc_guest.go_to,Menuju pusat kota
activity_state.npc_guest.wait,Menunggu percakapan
display_event.guest_arrive,Tamu istimewa telah tiba: {guest_name}
building.watch_tower.weapons,SENJATA
building.watch_tower.armor,BAJU ZIRAH
building.watch_tower.orders,PERINTAH
building.watch_tower,Menara Pemanah
building.watch_tower.auto_collect,Penempatan Pemanah Otomatis
actor.action_task.hire_escaped_lord,Undang ke Keluarga
display_event.escaped_lord_arrive,Bangsawan Meminta Suaka
letter.escaped_lord,"Saya tahu bahwa bajingan itu akan mencari perlindungan di kota Anda. Tolong, jangan terima dia - lebih baik usir dia secepat mungkin. Anda tidak tahu apa yang dilakukan binatang itu kepada kami!"
letter.escaped_lord_richstring,"Bangsawan {soul_uuid_lord} meminta suaka di provinsi Anda.

Anda bisa mengusir bangsawan ini atau menerimanya ke dalam keluarga Anda sebagai <hint=hint_untitled_lord>tu an rendah.</hint>

Jika Anda menerimanya, {soul_uuid} akan memperburuk hubungan mereka dengan penguasa Anda sebesar <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Kita perlu menugaskan pemanah!
building.watch_tower.status.no_available_soldiers,Tidak ada prajurit yang tersedia!
building.watch_tower.status.soldiers_go_to_tower,Prajurit bergegas ke menara
building.watch_tower.status.attack,Menyerang {target_name}
building.watch_tower.status.on_duty,Mencari bahaya.
building.watch_tower.status.not_summoned,Para pemanah belum dipanggil.
activity_state.watch_tower.go_to,Saya akan pergi ke menara pemanah.
activity_state.watch_tower.on_duty,Bertugas di menara pemanah
letter.escaped_lord_final,"Anda telah bertindak tidak bijak. {lord_uuid} pantas mendapat jerat, bukan kursi di meja Anda. Sayangnya, saya terlalu malu untuk mengungkapkan apa yang telah dilakukannya agar Anda yakin sebaliknya. Tapi saya mengira penilaian Anda lebih tinggi."
letter.escaped_lord_richstring_final,"Anda telah menerima bangsawan pelarian ke dalam keluarga Anda sebagai <hint=hint_untitled_lord>tu an rendah.</hint>

{king_uuid} telah memperburuk hubungan mereka dengan penguasa Anda sebesar <red>{rel_de}</red>."
display_event.witch_save_message,Anda menerima surat
letter.witch_save_message,"Tidak setiap penguasa sebaik hati kepada seorang wanita sederhana yang mencari perlindungan dari pelayan-pelayan bodoh Dewi Baru!

Saya berterima kasih kepada Anda dan memberi Anda berkat sederhana saya."
letter.witch_save_message_richstring,"Sebagai tanda terima kasih penyihir, penguasa Anda telah memperoleh sifat <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Kelemahan Seksual
trait.longlive,Umur Panjang
trait.male_birth,Berkat Anak Laki-laki
actor.action_task.witch_save,Penyihir: Suap
actor.action_task.witch_give,Penyihir: Serahkan
actor.action_task.trade_with_knowledge_trade,Perdagangan
actor.action_task.hire_mountain_knight,Rekrut
actor.action_task.hire_escaped_lord,Terima ke Keluarga
actor.action_task.bandit_slave_buy,Tebus Tahanan
actor.action_task.buy_dog,Beli Anjing
actor.action_task.sacrifice_allow,Izinkan Misa Merah
actor.action_task.depart_uniq_guest,Usir
building.watch_tower.enemy_tower,"Menara ini memberikan perlindungan dan akurasi tambahan bagi pemanah yang ditempatkan di atasnya. "
actor.class.light_crossbowman,Pemanah Salib Ringan
global_map.object.army.defenders,Garnisun
map.ask_player_send_army_to_attack,Permintaan Kirim Tentara
opinion_mind.player_ally_send_army,Tentara dikirim untuk bantuan
opinion_mind.leader,Pemimpin Aliansi
global_map.choose_army,PILIH REGU
actor.action.army.allies,Sekutu
actor.action.army.vassals,Bawahan
display_event.uniq_slave_release_message,Pesan dari tahanan
letter.uniq_slave_release_message_noble,"Saya adalah orang malang yang Anda tebus dari perampok dan bebaskan. Saya minta maaf meninggalkan Anda begitu cepat, tapi saya sangat ingin bersatu kembali dengan keluarga saya.

Sekarang saya sadar bahwa gadis-gadis cantik bisa membawa kita bukan hanya kenikmatan cinta tapi juga pengkhianatan licik, begitu memalukan dalam kesederhanaannya sehingga saya lebih baik mati daripada mengakui kepada Anda siapa saya sebenarnya.

Meskipun demikian, saya ingin menyampaikan rasa terima kasih atas kebaikan Anda dan entah bagaimana mengganti biaya Anda."
letter.uniq_slave_release_noble_richstring,Surat itu disertai <hint=hint_resource_gold>{count}</hint>.
letter.uniq_slave_release_message_bandit,"Yang Mulia! Seorang pendeta sederhana menulis kepada Anda atas nama seseorang. Ia adalah pengembara buta huruf tapi mengklaim bahwa Anda baru-baru ini membebaskannya dari penahanan, membayar jumlah yang cukup besar.

Ia meminta disampaikan bahwa ia tersesat dalam permainan dadu, dan untuk membayar utangnya, ia menyarankan kepada rekannya untuk menjual dirinya mahal, berpura-pura sebagai bangsawan misterius.

Belas kasih yang Anda tunjukkan telah memanggil nuraninya, dan ia meminta ampun atas lelucon kecil ini. Ia tidak bisa membalas Anda dengan cara lain dan meminta saya berdoa untuk kesehatan Anda."
letter.uniq_slave_release_bandit_richstring,"Selain surat, tidak ada yang lain di amplop."
map.demand_player_send_army_to_attack,Tuntut Kirim Tentara
opinion_mind.matriarch_witch_give,Menyampaikan penyihir ke keadilan
display_event.witch_king_got_impotence,Penguasa Anda sedang tidak enak badan
display_event.too_smart_old_lord,{name}: Risiko Kehilangan Pengetahuan!
display_event.lord_banned,{name}: Persona non grata di {faction_name}!
mind.animal_master,Pemilik
activity_state.go_to_pet,Pergi membelai
mind.animal_play,Bermain dengan anjing
map.vassal_ai_want_to_rebel,Seorang bawahan akan segera bangkit
opinion_mind.bribe_my_heir,Mencoba menggulingkan saya
menu.army.keep_last_army,Simpan komposisi tentara terakhir
actor.action_task.order_song_religious,Nyanyian Religius
actor.action_task.order_song_lyric,Puisi Lirik
actor.action_task.order_song_glory,Lagu Heroik
actor.action_task.order_song_good,Cerita Moral
activity_state.npc_bard.go_to,Pergi bermain
activity_state.npc_bard.work,Bermain
actor.action_task.dog_tame,Latih Anjing
actor.action_task.dog_transit,Berikan Anjing
activity_state.npc_joker.go_to,Pergi menghibur rakyat
activity_state.npc_joker.work,Menghibur rakyat
display_event.guest_assassin_success_death,{target_name}: Kematian Mendadak
auto_backup_saves.header,Cadangan simpan dibuat
auto_backup_saves.body,"Anda telah meluncurkan cabang beta eksperimental dari permainan <b>Norland</b>. Kami berusaha membuatnya stabil, tapi apa saja bisa terjadi!

Selain itu, simpanan yang dibuat di cabang eksperimental mungkin sementara tidak kompatibel dengan cabang reguler permainan (jika Anda memutuskan untuk beralih kembali). Itulah mengapa kami telah membuat cadangan semua simpanan Anda di folder terpisah: <b>%localappdata%/Strategy/saves/backup/</b>. Untuk mengaksesnya di Windows, tekan WIN+R, ketik %localappdata%/Strategy/, dan tekan Enter.

Jika Anda ingin kembali ke simpanan ini, cukup pindahkan ke folder <b>saves/</b>.

Umpan balik Anda tentang perubahan yang kami buat sangat penting bagi kami, jadi kami menantikan kabar dari Anda di forum Steam atau Discord kami. Terima kasih!"
mind.heard_good_song,Lagu lirik seorang penyair
display_event.unique_guest_bishop,Surat dari Matriark
letter.unique_guest_bishop,"
Anak tercinta! Kabar gembira tentang keramahan dan kemurahan hati Anda telah sampai ke telinga kami! Kami berterima kasih kepada Anda atas sambutan hangat yang Anda berikan kepada orang tercinta kami! Meskipun ia berselisih dengan salah satu penguasa, ia adalah pelayan damai dan terhormat dari kehendak kami, dan kami senang bahwa ia tetap sehat dan telah menemukan perlindungan sementara di provinsi Anda."
