Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Indonesia
m_name.tanaya.809,Грелисос,Grelysis,,Grelysis,,,,,,,,,,,,Греліс,
m_name.tanaya.810,Дралор,Dralor,,Dralor,,,,,,,,,,,,Дралор,
m_name.tanaya.811,Теринос,Terinos,,Terinos,,,,,,,,,,,,Терінос,
m_name.tanaya.812,Грималос,Grimalos,,Grimalos,,,,,,,,,,,,Ґрімалос,
m_name.tanaya.813,Лирелис,Lirelis,,Lirelis,,,,,,,,,,,,Ліреліс,
m_name.tanaya.814,Траленос,Tralynos,,Tralynos,,,,,,,,,,,,Тралінос,
m_name.tanaya.815,Дреторис,Dretoris,,Dretoris,,,,,,,,,,,,Драторіс,
m_name.tanaya.816,Галеронд,Galerond,,Galerond,,,,,,,,,,,,Ґелеронд,
m_name.tanaya.817,Паленис,Palenys,,Palenys,,,,,,,,,,,,Паленіс,
m_name.tanaya.818,Гриморос,Grimoros,,Grimoros,,,,,,,,,,,,Ґріморос,
m_name.tanaya.819,Лерилос,Lerilos,,Lerilos,,,,,,,,,,,,Лерілс,
m_name.tanaya.820,Дримонд,Drimond,,Drimond,,,,,,,,,,,,Дрімонд,
m_name.tanaya.821,Тралорик,Tralorik,,Tralorik,,,,,,,,,,,,Тралорік,
m_name.tanaya.822,Греленди,Grelyndy,,Grelyndy,,,,,,,,,,,,Ґрелінді,
m_name.tanaya.823,Лиримен,Lirimen,,Lirimen,,,,,,,,,,,,Лірімен,
m_name.tanaya.824,Дреторос,Dretoros,,Dretoros,,,,,,,,,,,,Дреторс,
m_name.tanaya.825,Галендос,Galyndos,,Galyndos,,,,,,,,,,,,Ґаліндос,
m_name.tanaya.826,Тримелик,Trimelik,,Trimelik,,,,,,,,,,,,Трімелік,
m_name.tanaya.827,Палоренд,Palorynd,,Palorynd,,,,,,,,,,,,Палорін,
m_name.tanaya.828,Гримелос,Grimelos,,Grimelos,,,,,,,,,,,,Ґрімелос,
m_name.tanaya.829,Лерилон,Lerilon,,Lerilon,,,,,,,,,,,,Лерілон,
m_name.tanaya.830,Дрименос,Drimynos,,Drimynos,,,,,,,,,,,,Дрімінос,
m_name.tanaya.831,Тралерис,Tralyris,,Tralyris,,,,,,,,,,,,Траліріс,
m_name.tanaya.832,Грелоранд,Grelyrand,,Grelyrand,,,,,,,,,,,,Греліренд,
m_name.tanaya.833,Лирелонд,Lirelond,,Lirelond,,,,,,,,,,,,Лірелонд,
m_name.tanaya.834,Дретилис,Dretylys,,Dretylys,,,,,,,,,,,,Дретіліс,
m_name.tanaya.835,Галоренд,Galorynd,,Galorynd,,,,,,,,,,,,Ґалорінд,
m_name.tanaya.836,Тримелис,Trimelys,,Trimelys,,,,,,,,,,,,Трімеліс,
m_name.voruns.837,Володомир,Volodomir,,Volodomir,,,,,,,,,,,,Влодомир,
m_name.voruns.838,Славород,Slavorod,,Slavorod,,,,,,,,,,,,Славород,
m_name.voruns.839,Велегор,Velegor,,Velegor,,,,,,,,,,,,Велегор,
m_name.voruns.840,Боримил,Borimil,,Borimil,,,,,,,,,,,,Бориміл,
m_name.voruns.841,Лутомысл,Lutomysl,,Lutomysl,,,,,,,,,,,,Лутомисл,
m_name.voruns.842,Златомир,Zlatomir,,Zlatomir,,,,,,,,,,,,Златомир,
m_name.voruns.843,Честислав,Chestislav,,Chestislav,,,,,,,,,,,,Честислав,
m_name.voruns.844,Дружислав,Druzhislav,,Druzhislav,,,,,,,,,,,,Дружислав,
m_name.voruns.845,Степомыл,Stepomyl,,Stepomyl,,,,,,,,,,,,Степомил,
m_name.voruns.846,Живогаст,Zhivogast,,Zhivogast,,,,,,,,,,,,Живогаст,
m_name.voruns.847,Перебор,Perebor,,Perebor,,,,,,,,,,,,Древобор,
m_name.voruns.848,Богомил,Bogomil,,Bogomil,,,,,,,,,,,,Богомил,
m_name.voruns.849,Володарь,Volodar,,Volodar,,,,,,,,,,,,Володар,
m_name.voruns.850,Стражислав,Strazhislav,,Strazhislav,,,,,,,,,,,,Стражислав,
m_name.voruns.851,Радомир,Radomir,,Radomir,,,,,,,,,,,,Радомир,
m_name.voruns.852,Лютобор,Lyutobor,,Lyutobor,,,,,,,,,,,,Лютобор,
m_name.voruns.853,Святослав,Svyatoslav,,Svyatoslav,,,,,,,,,,,,Святослав,
m_name.voruns.854,Воиномыл,Voinomyl,,Voinomyl,,,,,,,,,,,,Воїномил,
m_name.voruns.855,Добромышл,Dobromyshl,,Dobromyshl,,,,,,,,,,,,Добромисл,
m_name.voruns.856,Живород,Zhivorod,,Zhivorod,,,,,,,,,,,,Живород,
m_name.voruns.857,Ратибор,Ratibor,,Ratibor,,,,,,,,,,,,Ратибор,
m_name.voruns.858,Ладомир,Ladoslav,,Ladoslav,,,,,,,,,,,,Ладослав,
m_name.voruns.859,Витомыл,Vitomyl,,Vitomyl,,,,,,,,,,,,Вітомил,
m_name.voruns.860,Страномир,Stranomir,,Stranomir,,,,,,,,,,,,Страномир,
m_name.voruns.861,Живоволод,Zhivovolod,,Zhivovolod,,,,,,,,,,,,Живолод,
m_name.voruns.862,Перемыл,Peremyl,,Peremyl,,,,,,,,,,,,Перемил,
m_name.voruns.863,Дружемир,Druzhemir,,Druzhemir,,,,,,,,,,,,Дружемир,
m_name.voruns.864,Волослав,Voloslav,,Voloslav,,,,,,,,,,,,Волослав,
m_name.voruns.865,Стражомил,Strazhomil,,Strazhomil,,,,,,,,,,,,Стражомил,
m_name.voruns.866,Радибор,Radibor,,Radibor,,,,,,,,,,,,Радибор,
m_name.voruns.867,Лютомир,Lyutomir,,Lyutomir,,,,,,,,,,,,Лютомир,
m_name.voruns.868,Воиномир,Voinomir,,Voinomir,,,,,,,,,,,,Войномир,
m_name.voruns.869,Доброслав,Dobroslav,,Dobroslav,,,,,,,,,,,,Доброслав,
m_name.voruns.870,Живовлад,Zhivovlad,,Zhivovlad,,,,,,,,,,,,Живовлад,
m_name.voruns.871,Миробор,Miromyl,,Miromyl,,,,,,,,,,,,Миромил,
m_name.voruns.872,Вечерад,Vecherad,,Vecherad,,,,,,,,,,,,Вечерад,
m_name.voruns.873,Лучислав,Luchislav,,Luchislav,,,,,,,,,,,,Лучислав,
m_name.voruns.874,Богослав,Bogoslav,,Bogoslav,,,,,,,,,,,,Богослав,
m_name.voruns.875,Силомыр,Silomyr,,Silomyr,,,,,,,,,,,,Силомар,
m_name.voruns.876,Живосил,Zhivosil,,Zhivosil,,,,,,,,,,,,Живоспил,
m_name.voruns.877,Радовлад,Radovlad,,Radovlad,,,,,,,,,,,,Радовлад,
m_name.voruns.878,Володар,Volodar,,Volodar,,,,,,,,,,,,Валодар,
m_name.voruns.879,Живомил,Zhivomil,,Zhivomil,,,,,,,,,,,,Живомил,
m_name.voruns.880,Радослав,Radoslav,,Radoslav,,,,,,,,,,,,Радослав,
m_name.voruns.881,Степаномир,Stepanomir,,Stepanomir,,,,,,,,,,,,Степаномир,
m_name.voruns.882,Веломир,Velomir,,Velomir,,,,,,,,,,,,Веломир,
m_name.voruns.883,Ладослав,Ladoslav,,Ladoslav,,,,,,,,,,,,Ладослав,
m_name.voruns.884,Воломир,Volomir,,Volomir,,,,,,,,,,,,Воломир,
m_name.voruns.885,Лютосил,Lyutosil,,Lyutosil,,,,,,,,,,,,Лютосил,
m_name.voruns.886,Радибой,Radiboy,,Radivoy,,,,,,,,,,,,Радибог,
m_name.voruns.887,Боролюб,Borolyub,,Borolyub,,,,,,,,,,,,Боролюб,
m_name.voruns.888,Добромир,Dobromir,,Dobromir,,,,,,,,,,,,Добромир,
m_name.voruns.889,Миромыл,Miromyl,,Miromyl,,,,,,,,,,,,Миромил,
m_name.voruns.890,Славомил,Slavomil,,Slavomil,,,,,,,,,,,,Славомил,
m_name.voruns.891,Лучезар,Luchezar,,Luchezar,,,,,,,,,,,,Лучезар,
m_name.voruns.892,Витослав,Vitoslav,,Vitoslav,,,,,,,,,,,,Вітослав,
m_name.voruns.893,Страномыл,Stranomyl,,Stranomyl,,,,,,,,,,,,Страномил,
m_name.voruns.894,Ратослав,Ratoslav,,Ratoslav,,,,,,,,,,,,Ратослав,
m_name.voruns.895,Златослав,Zlatoslav,,Zlatoslav,,,,,,,,,,,,Златослав,
m_name.voruns.896,Воинослав,Voinoslav,,Voinoslav,,,,,,,,,,,,Войнослав,
m_name.voruns.897,Владеслав,Vladeslav,,Vladeslav,,,,,,,,,,,,Владеслав,
m_name.voruns.898,Лютовлад,Lyutovlad,,Lyutovlad,,,,,,,,,,,,Лютовлад,
m_name.voruns.899,Дружеслав,Druzeslav,,Druzeslav,,,,,,,,,,,,Дружеслав,
m_name.voruns.900,Светомир,Svetomir,,Svetomir,,,,,,,,,,,,Світомир,
m_name.voruns.901,Радомил,Radomil,,Radomil,,,,,,,,,,,,Радомил,
m_name.voruns.902,Вечемир,Vechemir,,Vechemir,,,,,,,,,,,,Вечемир,
m_name.voruns.903,Лутосил,Lutosil,,Lutosil,,,,,,,,,,,,Латосил,
m_name.voruns.904,Боромир,Boromir,,Boromir,,,,,,,,,,,,Боромир,
m_name.voruns.905,Степанослав,Stepanoslav,,Stepanoslav,,,,,,,,,,,,Степанослав,
m_name.voruns.906,Ладомыл,Ladoslav,,Ladoslav,,,,,,,,,,,,Ладослав,
m_name.voruns.907,Володеслав,Volomil,,Volomil,,,,,,,,,,,,Войломил,
m_name.voruns.908,Дружомир,Druzhomir,,Druzhomir,,,,,,,,,,,,Дружомир,
m_name.voruns.909,Силовлад,Silovlad,,Silovlad,,,,,,,,,,,,Силовлад,
m_name.voruns.910,Живорад,Zhivorad,,Zhivorad,,,,,,,,,,,,Живорад,
m_name.voruns.911,Переслав,Pereslav,,Pereslav,,,,,,,,,,,,Переслав,
m_name.voruns.912,Светосил,Svetosil,,Svetosil,,,,,,,,,,,,Світосил,
m_name.voruns.913,Вечебор,Vechebor,,Vechebor,,,,,,,,,,,,Вечобор,
m_name.voruns.914,Лучемир,Luchemir,,Luchemir,,,,,,,,,,,,Лучемир,
m_name.voruns.915,Витомир,Vitomir,,Vitomir,,,,,,,,,,,,Вітомир,
m_name.voruns.916,Странослав,Stranoslav,,Stranoslav,,,,,,,,,,,,Странослав,
m_name.voruns.917,Лютебор,Lyutebor,,Lyutebor,,,,,,,,,,,,Лютебор,
m_name.voruns.918,Ратомир,Ratomir,,Ratomir,,,,,,,,,,,,Ратомир,
m_name.voruns.919,Зорослав,Zoroslav,,Zoroslav,,,,,,,,,,,,Зорослав,
m_name.voruns.920,Воиномыл,Voinomyl,,Voinomyl,,,,,,,,,,,,Войномил,
m_name.voruns.921,Добребор,Dobrebor,,Dobrebor,,,,,,,,,,,,Добробор,
m_name.voruns.922,Живослав,Zhivoslav,,Zhivoslav,,,,,,,,,,,,Живослав,
m_name.voruns.923,Миробой,Miromir,,Miromir,,,,,,,,,,,,Миромир,
m_name.voruns.924,Славомир,Slavomir,,Slavomir,,,,,,,,,,,,Славомир,
m_name.voruns.925,Лучевлад,Luchevlad,,Luchevlad,,,,,,,,,,,,Лучевлад,
m_name.voruns.926,Витебор,Vitebor,,Vitebor,,,,,,,,,,,,Вітебор,
m_name.voruns.927,Стражослав,Strazhoslav,,Strazhoslav,,,,,,,,,,,,Стражослав,
m_name.voruns.928,Радовой,Radovoy,,Radovoy,,,,,,,,,,,,Радовой,
m_name.voruns.929,Златомил,Zlatomil,,Zlatomil,,,,,,,,,,,,Златомил,
m_name.voruns.930,Вечесил,Vechebor,,Vechebor,,,,,,,,,,,,Вечебор,
m_name.voruns.931,Лутовлад,Lutovlad,,Lutovlad,,,,,,,,,,,,Латовлад,
m_name.voruns.932,Борослав,Boroslav,,Boroslav,,,,,,,,,,,,Борослав,
m_name.voruns.933,Степанебор,Stepanebo,,Stepanebo,,,,,,,,,,,,Степанед,
m_name.voruns.934,Ладеслав,Ladevlad,,Ladevlad,,,,,,,,,,,,Ладовлад,
m_name.voruns.935,Волебор,Volebor,,Volebor,,,,,,,,,,,,Волебор,
m_name.voruns.936,Дружевлад,Druzhevlad,,Druzhevlad,,,,,,,,,,,,Дружевлад,
m_name.voruns.937,Силомир,Silomir,,Silomir,,,,,,,,,,,,Силомир,
m_name.voruns.938,Живобор,Zhivobor,,Zhivobor,,,,,,,,,,,,Живобор,
m_name.voruns.939,Перемир,Peremir,,Peremir,,,,,,,,,,,,Перемир,
m_name.voruns.940,Световлад,Svetovlad,,Svetovlad,,,,,,,,,,,,Світовлад,
m_name.voruns.941,Вечевой,Vechevoy,,Vechevoy,,,,,,,,,,,,Вечевой,
m_name.voruns.942,Лучебор,Luchebor,,Luchebor,,,,,,,,,,,,Лучебор,
m_name.voruns.943,Витевлад,Vitevlad,,Vitevlad,,,,,,,,,,,,Вітевлад,
m_name.voruns.944,Странебор,Stranebor,,Stranebor,,,,,,,,,,,,Странебор,
m_name.voruns.945,Лютемир,Lyutemir,,Lyutemir,,,,,,,,,,,,Лютемир,
m_name.voruns.946,Ратеслав,Rateslav,,Rateslav,,,,,,,,,,,,Ратислав,
m_name.voruns.947,Зоребор,Zorebor,,Zorebor,,,,,,,,,,,,Зоребор,
m_name.voruns.948,Воинебор,Voinobor,,Voinobor,,,,,,,,,,,,Войнобор,
m_name.voruns.949,Добремир,Dobrebor,,Dobrebor,,,,,,,,,,,,Добребор,
m_name.voruns.950,Живевлад,Zhivevlad,,Zhivevlad,,,,,,,,,,,,Живевлад,
m_name.voruns.951,Миромир,Miromir,,Miromir,,,,,,,,,,,,Миромир,
m_name.voruns.952,Славобой,Slavoboy,,Slavovoy,,,,,,,,,,,,Славобор,
m_name.voruns.953,Лучевой,Luchevoy,,Luchevoy,,,,,,,,,,,,Лучевар,
m_name.voruns.954,Витосил,Vitosil,,Vitosil,,,,,,,,,,,,Вітасил,
m_name.voruns.955,Стражебор,Strazhebor,,Strazhebor,,,,,,,,,,,,Стражебор,
m_name.voruns.956,Радобой,Radoboy,,Radovoy,,,,,,,,,,,,Радобор,
m_name.voruns.957,Златосил,Zlatosil,,Zlatosil,,,,,,,,,,,,Златосил,
m_name.voruns.958,Вечевлад,Vechevlad,,Vechevlad,,,,,,,,,,,,Вечевлад,
m_name.voruns.959,Лутобой,Lutoboy,,Lutovoy,,,,,,,,,,,,Лютобар,
m_name.voruns.960,Боромыл,Boromyl,,Boromyl,,,,,,,,,,,,Боромал,
m_name.voruns.961,Степаномил,Stepanomil,,Stepanomil,,,,,,,,,,,,Степаномил,
m_name.voruns.962,Ладевлад,Ladevlad,,Ladevlad,,,,,,,,,,,,Ладовлад,
m_name.voruns.963,Воломил,Volomil,,Volomil,,,,,,,,,,,,Воломил,
m_name.voruns.964,Друже,Druzhe,,Druzhe,,,,,,,,,,,,Друж,
m_name.voruns.965,Велодар,Velodar,,Velodar,,,,,,,,,,,,Велодар,
m_name.voruns.966,Лутовой,Lutovoy,,Lutovoy,,,,,,,,,,,,Латовой,
m_name.voruns.967,Зоросил,Zorosil,,Zorosil,,,,,,,,,,,,Зоросил,
m_name.voruns.968,Боромил,Boromil,,Boromil,,,,,,,,,,,,Боромил,
m_name.voruns.969,Радилют,Radilyut,,Radilyut,,,,,,,,,,,,Радилют,
m_name.voruns.970,Виторад,Vitorad,,Vitorad,,,,,,,,,,,,Віторад,
m_name.voruns.971,Страновой,Stranovoy,,Stranovoy,,,,,,,,,,,,Страновод,
m_name.voruns.972,Живовой,Zhivovoy,,Zhivovoy,,,,,,,,,,,,Живовод,
m_name.voruns.973,Перелюб,Perelyub,,Perelyub,,,,,,,,,,,,Перелюб,
m_name.voruns.974,Дружовлад,Druzhovlad,,Druzhovlad,,,,,,,,,,,,Дружовлад,
m_name.voruns.975,Стражосил,Strazhosil,,Strazhosil,,,,,,,,,,,,Стражосил,
m_name.voruns.976,Радовер,Radover,,Radover,,,,,,,,,,,,Радовір,
m_name.voruns.977,Лютовой,Lyutovoy,,Lyutovoy,,,,,,,,,,,,Лютовой,
m_name.voruns.978,Воинодар,Voinodar,,Voinodar,,,,,,,,,,,,Войнодар,
m_name.voruns.979,Добровер,Dobrover,,Dobrover,,,,,,,,,,,,Добровір,
m_name.voruns.980,Живосвет,Zhivosvet,,Zhivosvet,,,,,,,,,,,,Живосвет,
m_name.voruns.981,Миродар,Miroduar,,Miroduar,,,,,,,,,,,,Миродар,
m_name.voruns.982,Славовер,Slavover,,Slavover,,,,,,,,,,,,Славовір,
m_name.voruns.983,Лучерад,Lucherad,,Lucherad,,,,,,,,,,,,Лучерад,
m_name.voruns.984,Витодар,Vitodar,,Vitodar,,,,,,,,,,,,Вітодар,
m_name.voruns.985,Странолюб,Stranolub,,Stranolub,,,,,,,,,,,,Странолюб,
m_name.voruns.986,Ратодар,Ratodar,,Ratodar,,,,,,,,,,,,Ратодар,
m_name.voruns.987,Златовой,Zlatovoy,,Zlatovoy,,,,,,,,,,,,Златовой,
m_name.voruns.988,Воинолюб,Voinolub,,Voinolub,,,,,,,,,,,,Войнолюб,
m_name.voruns.989,Владозуб,Vladozub,,Vladozub,,,,,,,,,,,,Владозуб,
m_name.voruns.990,Лютосвет,Lyutosvet,,Lyutosvet,,,,,,,,,,,,Лютосвіт,
m_name.voruns.991,Дружосвет,Druzho,,Druzho,,,,,,,,,,,,Дружо,
m_name.voruns.992,Светодар,Svetodar,,Svetodar,,,,,,,,,,,,Світодар,
m_name.voruns.993,Радолюб,Radolyub,,Radolyub,,,,,,,,,,,,Радолюб,
m_name.voruns.994,Вечерад,Vechevad,,Vechevad,,,,,,,,,,,,Вечевад,
m_name.voruns.995,Лутосвет,Lutosvet,,Lutosvet,,,,,,,,,,,,Латосвіт,
m_name.voruns.996,Бородар,Borodar,,Borodar,,,,,,,,,,,,Бородар,
m_name.voruns.997,Степановер,Stepanover,,Stepanover,,,,,,,,,,,,Степановір,
m_name.voruns.998,Ладосил,Ladosil,,Ladosil,,,,,,,,,,,,Ладосил,
m_name.voruns.999,Вололюб,Vololyub,,Vololyub,,,,,,,,,,,,Вололюб,
m_name.voruns.1000,Дружовой,Druzhovoy,,Druzhovoy,,,,,,,,,,,,Дружовой,
m_name.voruns.1001,Силовер,Silover,,Silover,,,,,,,,,,,,Силовір,
m_name.voruns.1002,Живодар,Zhivodar,,Zhivodar,,,,,,,,,,,,Живодар,
m_name.voruns.1003,Перевер,Perever,,Perever,,,,,,,,,,,,Перевер,
m_name.voruns.1004,Световой,Svetovoy,,Svetovoy,,,,,,,,,,,,Світовой,
m_name.voruns.1005,Вечевер,Vechever,,Vechever,,,,,,,,,,,,Вечевір,
m_name.voruns.1006,Лучодар,Luchodar,,Luchodar,,,,,,,,,,,,Лучедар,
m_name.voruns.1007,Витовер,Vitover,,Vitover,,,,,,,,,,,,Вітовір,
m_name.voruns.1008,Странодар,Stranodar,,Stranodar,,,,,,,,,,,,Странодар,
m_name.voruns.1009,Лютерад,Lyuterad,,Lyuterad,,,,,,,,,,,,Лютерад,
m_name.voruns.1010,Ратовер,Ratover,,Ratover,,,,,,,,,,,,Ратовір,
m_name.voruns.1011,Зородар,Zorodar,,Zorodar,,,,,,,,,,,,Зородар,
m_name.voruns.1012,Воиновер,Voinover,,Voinover,,,,,,,,,,,,Войновір,
m_name.voruns.1013,Добродар,Dobrodar,,Dobrodar,,,,,,,,,,,,Добродар,
m_name.voruns.1014,Живовер,Zhivover,,Zhivover,,,,,,,,,,,,Живовір,
m_name.voruns.1015,Миролюб,Mirolub,,Mirolub,,,,,,,,,,,,Миролюб,
m_name.voruns.1016,Славолюб,Slavolub,,Slavolub,,,,,,,,,,,,Славолюб,
m_name.voruns.1017,Лучевер,Luchever,,Luchever,,,,,,,,,,,,Лучевір,
m_name.voruns.1018,Витолюб,Vitolyub,,Vitolyub,,,,,,,,,,,,Вітолюб,
m_name.voruns.1019,Стражодар,Strazhodar,,Strazhodar,,,,,,,,,,,,Стражодар,
m_name.voruns.1020,Радовер,Radover,,Radover,,,,,,,,,,,,Радовір,
m_name.voruns.1021,Златолюб,Zlatolub,,Zlatolub,,,,,,,,,,,,Златолюб,
m_name.voruns.1022,Вечолюб,Vecholyub,,Vecholyub,,,,,,,,,,,,Вечолюб,
m_name.voruns.1023,Лутодар,Lutodar,,Lutodar,,,,,,,,,,,,Латодар,
m_name.voruns.1024,Боросвет,Borodver,,Borodver,,,,,,,,,,,,Бородвор,
m_name.voruns.1025,Степанодар,Stepanosve,,Stepanosve,,,,,,,,,,,,Степаносвіт,
m_name.voruns.1026,Ладовер,Ladosvet,,Ladosvet,,,,,,,,,,,,Ладосвіт,
m_name.voruns.1027,Володар,Volosvet,,Volosvet,,,,,,,,,,,,Волосвіт,
m_name.voruns.1028,Дружолюб,Druzhosil,,Druzhosil,,,,,,,,,,,,Дружесил,
m_name.voruns.1029,Силодар,Silolyub,,Silolyub,,,,,,,,,,,,Силолюб,
m_name.voruns.1030,Живолюб,Zhivosvet,,Zhivosvet,,,,,,,,,,,,Живосвіт,
m_name.voruns.1031,Перодар,Perosvet,,Perosvet,,,,,,,,,,,,Первосвіт,
m_name.voruns.1032,Светолюб,Svetosvet,,Svetosvet,,,,,,,,,,,,Світосвіт,
m_name.voruns.1033,Вечодар,Vecheosil,,Vecheosil,,,,,,,,,,,,Вечесил,
m_name.voruns.1034,Лучолюб,Luchosil,,Luchosil,,,,,,,,,,,,Лучесил,
m_name.voruns.1035,Витосвет,Vitodvor,,Vitodvor,,,,,,,,,,,,Вітодвір,
m_name.voruns.1036,Страносвет,Stranosil,,Stranosil,,,,,,,,,,,,Страносил,
m_name.voruns.1037,Лютодар,Lyutodar,,Lyutodar,,,,,,,,,,,,Лютодар,
m_name.voruns.1038,Ратолюб,Ratolyub,,Ratolyub,,,,,,,,,,,,Ратолюб,
m_name.voruns.1039,Зоролюб,Zorolyub,,Zorolyub,,,,,,,,,,,,Зоролюб,
m_name.voruns.1040,Воиносвет,Voinosvet,,Voinosvet,,,,,,,,,,,,Войносвіт,
m_name.voruns.1041,Добросвет,Dobrosvet,,Dobrosvet,,,,,,,,,,,,Добросвіт,
m_name.voruns.1042,Живосил,Zhivosil,,Zhivosil,,,,,,,,,,,,Живосил,
m_name.voruns.1043,Миросвет,Mirosvet,,Mirosvet,,,,,,,,,,,,Миросвіт,
m_name.voruns.1044,Славосил,Slavosil,,Slavosil,,,,,,,,,,,,Славосил,
m_name.voruns.1045,Лучосвет,Luchosvet,,Luchosvet,,,,,,,,,,,,Лучесвіт,
m_name.voruns.1046,Витосил,Vitosil,,Vitosil,,,,,,,,,,,,Вітосил,
m_name.voruns.1047,Стражолюб,Strazholyub,,Strazholyub,,,,,,,,,,,,Стражелюб,
m_name.voruns.1048,Радосил,Radosil,,Radosil,,,,,,,,,,,,Радосил,
m_name.voruns.1049,Златосвет,Zlatosvet,,Zlatosvet,,,,,,,,,,,,Златосвіт,
m_name.voruns.1050,Вечосвет,Vechosvet,,Vechosvet,,,,,,,,,,,,Вечосвіт,
m_name.voruns.1051,Лутолюб,Lutolyub,,Lutolyub,,,,,,,,,,,,Лютолюб,
m_name.voruns.1052,Бородвер,Borodver,,Borodver,,,,,,,,,,,,Бородвір,
m_name.voruns.1053,Степаносвет,Stepanosvet,,Stepanosvet,,,,,,,,,,,,Степаносвіт,
m_name.voruns.1054,Ладосвет,Ladosvet,,Ladosvet,,,,,,,,,,,,Ладосвіт,
m_name.voruns.1055,Волосвет,Volosvet,,Volosvet,,,,,,,,,,,,Войлосвіт,
m_name.voruns.1056,Дружосил,Druzhosil,,Druzhosil,,,,,,,,,,,,Дружосил,
m_name.voruns.1057,Силолюб,Silolyub,,Silolyub,,,,,,,,,,,,Силолюб,
m_name.voruns.1058,Живосвет,Zhivosvet,,Zhivosvet,,,,,,,,,,,,Живосвят,
m_name.voruns.1059,Перосвет,Perosvet,,Perosvet,,,,,,,,,,,,Первосвіт,
m_name.voruns.1060,Светосвет,Svetosvet,,Svetosvet,,,,,,,,,,,,Світосвіт,
m_name.voruns.1061,Вечосил,Vecheosil,,Vecheosil,,,,,,,,,,,,Вечосил,
m_name.voruns.1062,Лучосил,Luchosil,,Luchosil,,,,,,,,,,,,Лучесил,
m_name.voruns.1063,Витодвор,Vitodvor,,Vitodvor,,,,,,,,,,,,Вітадвір,
m_name.voruns.1064,Страносил,Stranosil,,Stranosil,,,,,,,,,,,,Страносил,
m_name.makha.1065,Амонраш,Amonrash,,Amonrash,,,,,,,,,,,,Амонраш,
m_name.makha.1066,Нефертон,Neferton,,Neferton,,,,,,,,,,,,Нефертон,
m_name.makha.1067,Осиримир,Osirimir,,Osirimir,,,,,,,,,,,,Озірмір,
m_name.makha.1068,Рахотеп,Rahotep,,Rahotep,,,,,,,,,,,,Рахотеп,
m_name.makha.1069,Сенусерт,Senusert,,Senusert,,,,,,,,,,,,Сенусерт,
m_name.makha.1070,Тутмосил,Tutmosil,,Tutmosil,,,,,,,,,,,,Тутмосіл,
m_name.makha.1071,Хепусет,Hepuset,,Hepuset,,,,,,,,,,,,Хепусет,
m_name.makha.1072,Меренфер,Merenfer,,Merenfer,,,,,,,,,,,,Меренфер,
m_name.makha.1073,Птахосир,Ptahosir,,Ptahosir,,,,,,,,,,,,Птахозір,
m_name.makha.1074,Атенамон,Atenamon,,Atenamon,,,,,,,,,,,,Атенамон,
m_name.makha.1075,Небрахор,Nebrakhor,,Nebrakhor,,,,,,,,,,,,Небрахор,
m_name.makha.1076,Сетираф,Setiraf,,Setiraf,,,,,,,,,,,,Сетіраф,
m_name.makha.1077,Осиртут,Osirtut,,Osirtut,,,,,,,,,,,,Озіртут,
m_name.makha.1078,Рамсет,Ramset,,Ramset,,,,,,,,,,,,Рамсет,
m_name.makha.1079,Хорнубис,Khornubis,,Khornubis,,,,,,,,,,,,Хорнубіс,
m_name.makha.1080,Аменхот,Amenkhot,,Amenkhot,,,,,,,,,,,,Аменхот,
m_name.makha.1081,Маатсети,Maatseti,,Maatseti,,,,,,,,,,,,Маатсеті,
m_name.makha.1082,Таурисра,Taurisra,,Taurisra,,,,,,,,,,,,Таурісра,
m_name.makha.1083,Рахефер,Rakhefer,,Rakhefer,,,,,,,,,,,,Рахефер,
m_name.makha.1084,Хепутах,Heputakh,,Heputakh,,,,,,,,,,,,Гепута,
m_name.makha.1085,Амонмес,Amonmes,,Amonmes,,,,,,,,,,,,Амонмес,
m_name.makha.1086,Сетнубис,Setnubis,,Setnubis,,,,,,,,,,,,Сетнубіс,
m_name.makha.1087,Рахотам,Rahotam,,Rahotam,,,,,,,,,,,,Рахотам,
m_name.makha.1088,Менмаатр,Menmaatr,,Menmaatr,,,,,,,,,,,,Менмаатр,
m_name.makha.1089,Птахотеп,Ptahotep,,Ptahotep,,,,,,,,,,,,Птахотеп,
m_name.makha.1090,Тутнубис,Tutnubis,,Tutnubis,,,,,,,,,,,,Тутнубіс,
m_name.makha.1091,Осирхот,Osirkhot,,Osirkhot,,,,,,,,,,,,Озірхот,
m_name.makha.1092,Неферамон,Neferamon,,Neferamon,,,,,,,,,,,,Неферамон,
m_name.makha.1093,Атенраш,Atenrash,,Atenrash,,,,,,,,,,,,Атенраш,
m_name.makha.1094,Мериптах,Meriptakh,,Meriptakh,,,,,,,,,,,,Меріптах,
m_name.makha.1095,Таурисет,Tauriset,,Tauriset,,,,,,,,,,,,Таурісет,
m_name.makha.1096,Рамоамон,Ramoamon,,Ramoamon,,,,,,,,,,,,Рамомон,
m_name.makha.1097,Хепурах,Hepurakh,,Hepurakh,,,,,,,,,,,,Непурах,
m_name.makha.1098,Сенптах,Senptakh,,Senptakh,,,,,,,,,,,,Сенптах,
m_name.makha.1099,Осиртеп,Osirtep,,Osirtep,,,,,,,,,,,,Озіртеп,
